GardID,DataSource,SourceID,SourceLabelID,GeneCount,GeneSymbol,GeneSynonym,GeneTitle,GeneType,Locus,AssociationType,AssociationStatus,Reference,OMIM,Ensembl,IUPHAR,SwissProt,Reactome,GeneIdentifier
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MYO3A,,myosin IIIA,gene with protein product,10p12.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",606808,ENSG00000095777,2112,Q8NEV4,,HGNC:7601
GARD:0018644,Orphanet,90636,ORPHA:90636,73,COL11A2,[HKE5],collagen type XI alpha 2 chain,gene with protein product,6p21.32,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",120290,ENSG00000204248,,P13942,P13942,HGNC:2187
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CLDN14,,claudin 14,gene with protein product,21q22.13,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",605608,ENSG00000159261,,O95500,O95500,HGNC:2035
GARD:0018644,Orphanet,90636,ORPHA:90636,73,WBP2,"[GRAMD6, WBP-2]",WW domain binding protein 2,gene with protein product,17q25.1,Disease-causing germline mutation(s) in,Assessed,[PMID:26881968],606962,ENSG00000132471,,Q969T9,Q969T9,HGNC:12738
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CABP2,,calcium binding protein 2,gene with protein product,11q13.2,Disease-causing germline mutation(s) in,Assessed,[PMID:22981119],607314,ENSG00000167791,,Q9NPB3,,HGNC:1385
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MPZL2,[EVA],myelin protein zero like 2,gene with protein product,11q23.3,Disease-causing germline mutation(s) in,Assessed,[PMID:29961571],604873,ENSG00000149573,,O60487,,HGNC:3496
GARD:0018644,Orphanet,90636,ORPHA:90636,73,OTOG,"[FLJ46346, OTGN, mlemp]",otogelin,gene with protein product,11p15.1,Disease-causing germline mutation(s) in,Assessed,[PMID:23122587],604487,ENSG00000188162,,Q6ZRI0,,HGNC:8516
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CIB2,"[KIP2, kinase interacting protein 2]",calcium and integrin binding family member 2,gene with protein product,15q25.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:23023331, PMID:24148127]",605564,ENSG00000136425,,O75838,,HGNC:24579
GARD:0018644,Orphanet,90636,ORPHA:90636,73,BSND,[BART],barttin CLCNK type accessory subunit beta,gene with protein product,1p32.3,Disease-causing germline mutation(s) in,Assessed,[PMID:20301607],606412,ENSG00000162399,,Q8WZ55,Q8WZ55,HGNC:16512
GARD:0018644,Orphanet,90636,ORPHA:90636,73,ROR1,,receptor tyrosine kinase like orphan receptor 1,gene with protein product,1p31.3,Disease-causing germline mutation(s) in,Assessed,[PMID:27162350],602336,ENSG00000185483,1845,Q01973,Q01973,HGNC:10256
GARD:0018644,Orphanet,90636,ORPHA:90636,73,SERPINB6,"[CAP, PTI, cytoplasmic antiproteinase, placental thrombin inhibitor]",serpin family B member 6,gene with protein product,6p25.2,Disease-causing germline mutation(s) in,Assessed,[PMID:24148127],173321,ENSG00000124570,,P35237,P35237,HGNC:8950
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MSRB3,"[DKFZp686C1178, FLJ36866]",methionine sulfoxide reductase B3,gene with protein product,12q14.3,Disease-causing germline mutation(s) in,Assessed,[PMID:24148127],613719,ENSG00000174099,,Q8IXL7,Q8IXL7,HGNC:27375
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CLIC5,[DFNB102],chloride intracellular channel 5,gene with protein product,6p21.1,Disease-causing germline mutation(s) in,Assessed,[PMID:24781754],607293,ENSG00000112782,,Q9NZA1,,HGNC:13517
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GJB3,"[CX31, connexin 31]",gap junction protein beta 3,gene with protein product,1p34.3,Disease-causing germline mutation(s) in,Assessed,[PMID:10587579],603324,ENSG00000188910,720,O75712,O75712,HGNC:4285
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TBC1D24,"[DFNA65, KIAA1171, TBC/LysM-associated domain containing 6, TLDC6, skywalker homolog (Drosophila)]",TBC1 domain family member 24,gene with protein product,16p13.3,Disease-causing germline mutation(s) in,Assessed,[PMID:24387994],613577,ENSG00000162065,,Q9ULP9,Q9ULP9,HGNC:29203
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GJA1,"[CX43, ODD, ODOD, SDTY3, connexin 43, oculodentodigital dysplasia (syndactyly type III)]",gap junction protein alpha 1,gene with protein product,6q22.31,Candidate gene tested in,Not yet assessed,[PMID:11741837],121014,ENSG00000152661,728,P17302,P17302,HGNC:4274
GARD:0018644,Orphanet,90636,ORPHA:90636,73,PNPT1,"[3'-5' RNA exonuclease, OLD35, PNPase, Polynucleotide phosphorylase, old-35, polynucleotide phosphorylase]",polyribonucleotide nucleotidyltransferase 1,gene with protein product,2p16.1,Disease-causing germline mutation(s) in,Assessed,[PMID:23084290],610316,ENSG00000138035,,Q8TCS8,,HGNC:23166
GARD:0018644,Orphanet,90636,ORPHA:90636,73,USH1C,"[AIE-75, NY-CO-37, NY-CO-38, PDZ-73, PDZ73, PDZD7C, harmonin]",USH1 protein network component harmonin,gene with protein product,11p15.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",605242,ENSG00000006611,,Q9Y6N9,Q9Y6N9,HGNC:12597
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TRIOBP,"[HRIHFB2122, KIAA1662, TAP68, Tara]",TRIO and F-actin binding protein,gene with protein product,22q13.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",609761,ENSG00000100106,,Q9H2D6,,HGNC:17009
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TPRN,[FLJ90254],taperin,gene with protein product,9q34.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",613354,ENSG00000176058,,Q4KMQ1,Q4KMQ1,HGNC:26894
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TMIE,,transmembrane inner ear,gene with protein product,3p21.31,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",607237,ENSG00000181585,,Q8NEW7,,HGNC:30800
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TECTA,,tectorin alpha,gene with protein product,11q23.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",602574,ENSG00000109927,,O75443,O75443,HGNC:11720
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MYO7A,[NSRD2],myosin VIIA,gene with protein product,11q13.5,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",276903,ENSG00000137474,,Q13402,Q13402,HGNC:7606
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MYO6,[KIAA0389],myosin VI,gene with protein product,6q14.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",600970,ENSG00000196586,,Q9UM54,Q9UM54,HGNC:7605
GARD:0018644,Orphanet,90636,ORPHA:90636,73,LOXHD1,"[FLJ32670, LH2D1]",lipoxygenase homology PLAT domains 1,gene with protein product,18q21.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",613072,ENSG00000167210,,Q8IVV2,,HGNC:26521
GARD:0018644,Orphanet,90636,ORPHA:90636,73,LHFPL5,"[MGC33835, Tmhs, dJ510O8.8, tetraspan membrane protein of hair cell stereocilia]",LHFPL tetraspan subfamily member 5,gene with protein product,6p21.31,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",609427,ENSG00000197753,,Q8TAF8,Q8TAF8,HGNC:21253
GARD:0018644,Orphanet,90636,ORPHA:90636,73,HGF,"[F-TCF, HGFB, HPTA, SF, fibroblast-derived tumor cytotoxic factor, hepatopoietin A, lung fibroblast-derived mitogen, scatter factor]",hepatocyte growth factor,gene with protein product,7q21.11,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",142409,ENSG00000019991,,P14210,P14210,HGNC:4893
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GPSM2,"[LGN, Pins]",G protein signaling modulator 2,gene with protein product,1p13.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",609245,ENSG00000121957,,P81274,P81274,HGNC:29501
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GJB2,"[CX26, NSRD1, connexin 26]",gap junction protein beta 2,gene with protein product,13q12.11,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",121011,ENSG00000165474,716,P29033,P29033,HGNC:4284
GARD:0018644,Orphanet,90636,ORPHA:90636,73,ESPN,,espin,gene with protein product,1p36.31,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",606351,ENSG00000187017,,B1AK53,,HGNC:13281
GARD:0018644,Orphanet,90636,ORPHA:90636,73,KARS1,"[KARS1, KARS2, lysine tRNA ligase]",lysyl-tRNA synthetase 1,gene with protein product,16q23.1,Disease-causing germline mutation(s) in,Assessed,[PMID:23768514],601421,ENSG00000065427,,Q15046,Q15046,HGNC:6215
GARD:0018644,Orphanet,90636,ORPHA:90636,73,SYNE4,"[FLJ36445, Nesp4, Nesprin-4]",spectrin repeat containing nuclear envelope family member 4,gene with protein product,19q13.12,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:23348741]",615535,ENSG00000181392,,Q8N205,Q8N205,HGNC:26703
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TMEM132E,[DFNB99],transmembrane protein 132E,gene with protein product,17q12,Disease-causing germline mutation(s) in,Assessed,[PMID:25331638],616178,ENSG00000181291,,Q6IEE7,,HGNC:26991
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GRAP,,GRB2 related adaptor protein,gene with protein product,17p11.2,Disease-causing germline mutation(s) in,Assessed,[PMID:30610177],604330,ENSG00000154016,,Q13588,Q13588,HGNC:4562
GARD:0018644,Orphanet,90636,ORPHA:90636,73,SLITRK6,[FLJ22774],SLIT and NTRK like family member 6,gene with protein product,13q31.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:23543054],609681,ENSG00000184564,,Q9H5Y7,Q9H5Y7,HGNC:23503
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CDC14A,"[Cdc14A1, Cdc14A2, DFNB105, cdc14]",cell division cycle 14A,gene with protein product,1p21.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:27259055],603504,ENSG00000079335,,Q9UNH5,Q9UNH5,HGNC:1718
GARD:0018644,Orphanet,90636,ORPHA:90636,73,WHRN,"[CIP98, PDZD7B, USH2D]",whirlin,gene with protein product,9q32,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",607928,ENSG00000095397,,Q9P202,Q9P202,HGNC:16361
GARD:0018644,Orphanet,90636,ORPHA:90636,73,SLC26A4,"[PDS, pendrin]",solute carrier family 26 member 4,gene with protein product,7q22.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",605646,ENSG00000091137,1100,O43511,O43511,HGNC:8818
GARD:0018644,Orphanet,90636,ORPHA:90636,73,PTPRQ,[phosphatidylinositol phosphatase PTPRQ],protein tyrosine phosphatase receptor type Q,gene with protein product,12q21.31,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",603317,ENSG00000139304,1864,Q9UMZ3,,HGNC:9679
GARD:0018644,Orphanet,90636,ORPHA:90636,73,PJVK,,pejvakin,gene with protein product,2q31.2,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",610219,ENSG00000204311,,Q0ZLH3,,HGNC:29502
GARD:0018644,Orphanet,90636,ORPHA:90636,73,OTOA,"[CT108, cancer/testis antigen 108]",otoancorin,gene with protein product,16p12.2,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",607038,ENSG00000155719,,Q7RTW8,Q7RTW8,HGNC:16378
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MYO15A,,myosin XVA,gene with protein product,17p11.2,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",602666,ENSG00000091536,,Q9UKN7,,HGNC:7594
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GRXCR1,"[PPP1R88, protein phosphatase 1, regulatory subunit 88]",glutaredoxin and cysteine rich domain containing 1,gene with protein product,4p13,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",613283,ENSG00000215203,,A8MXD5,A8MXD5,HGNC:31673
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TSPEAR,"[MGC11251, TSP-EAR]",thrombospondin type laminin G domain and EAR repeats,gene with protein product,21q22.3,Disease-causing germline mutation(s) in,Assessed,[PMID:22678063],612920,ENSG00000175894,,Q8WU66,,HGNC:1268
GARD:0018644,Orphanet,90636,ORPHA:90636,73,DCDC2,"[DCDC2A, KIAA1154, NPHP19, RU2, nephronophthisis 19]",doublecortin domain containing 2,gene with protein product,6p22.3,Disease-causing germline mutation(s) in,Assessed,[PMID:25601850],605755,ENSG00000146038,,Q9UHG0,Q9UHG0,HGNC:18141
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MET,"[DFNB97, HGFR, RCCP2, hepatocyte growth factor receptor]","MET proto-oncogene, receptor tyrosine kinase",gene with protein product,7q31,Disease-causing germline mutation(s) in,Assessed,[PMID:25941349],164860,ENSG00000105976,1815,P08581,P08581,HGNC:7029
GARD:0018644,Orphanet,90636,ORPHA:90636,73,ILDR1,"[MGC50831, angulin-2]",immunoglobulin like domain containing receptor 1,gene with protein product,3q13.33,Disease-causing germline mutation(s) in,Assessed,[PMID:24148127],609739,ENSG00000145103,,Q86SU0,,HGNC:28741
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GIPC3,[DFNB95],GIPC PDZ domain containing family member 3,gene with protein product,19p13.3,Disease-causing germline mutation(s) in,Assessed,[PMID:24148127],608792,ENSG00000179855,,Q8TF64,,HGNC:18183
GARD:0018644,Orphanet,90636,ORPHA:90636,73,RIPOR2,"[DIFF48, KIAA0386, MYONAP, myogenesis-related and NCAM-associated protein homolog (chicken)]",RHO family interacting cell polarization regulator 2,gene with protein product,6p22.3,Disease-causing germline mutation(s) in,Assessed,[PMID:24958875],611410,ENSG00000111913,,Q9Y4F9,Q9Y4F9,HGNC:13872
GARD:0018644,Orphanet,90636,ORPHA:90636,73,BDP1,"[HSA238520, KIAA1241, KIAA1689, TFC5, TFIIIB150, TFIIIB90]","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",gene with protein product,5q13.2,Disease-causing germline mutation(s) in,Assessed,[PMID:24312468],607012,ENSG00000145734,,A6H8Y1,A6H8Y1,HGNC:13652
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GRXCR2,[DFNB101],glutaredoxin and cysteine rich domain containing 2,gene with protein product,5q32,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:24619944],615762,ENSG00000204928,,A6NFK2,,HGNC:33862
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CEACAM16,[DFNA4B],"CEA cell adhesion molecule 16, tectorial membrane component",gene with protein product,19q13.31-q13.32,Disease-causing germline mutation(s) in,Assessed,[PMID:29703829],614591,ENSG00000213892,,Q2WEN9,,HGNC:31948
GARD:0018644,Orphanet,90636,ORPHA:90636,73,OTOGL,[FLJ90579],otogelin like,gene with protein product,12q21.31,Disease-causing germline mutation(s) in,Assessed,[PMID:23122586],614925,ENSG00000165899,,Q3ZCN5,,HGNC:26901
GARD:0018644,Orphanet,90636,ORPHA:90636,73,EPS8,,epidermal growth factor receptor pathway substrate 8,gene with protein product,12p12.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:24741995],600206,ENSG00000151491,,Q12929,Q12929,HGNC:3420
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TMPRSS3,,transmembrane serine protease 3,gene with protein product,21q22.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",605511,ENSG00000160183,,P57727,,HGNC:11877
GARD:0018644,Orphanet,90636,ORPHA:90636,73,TMC1,,transmembrane channel like 1,gene with protein product,9q21.13,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",606706,ENSG00000165091,,Q8TDI8,,HGNC:16513
GARD:0018644,Orphanet,90636,ORPHA:90636,73,STRC,,stereocilin,gene with protein product,15q15.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",606440,ENSG00000242866,,Q7RTU9,,HGNC:16035
GARD:0018644,Orphanet,90636,ORPHA:90636,73,SLC26A5,"[DFNB61, deafness, neurosensory, autosomal recessive, 61]",solute carrier family 26 member 5,gene with protein product,7q22.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",604943,ENSG00000170615,1104,P58743,,HGNC:9359
GARD:0018644,Orphanet,90636,ORPHA:90636,73,RDX,,radixin,gene with protein product,11q22.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",179410,ENSG00000137710,,P35241,P35241,HGNC:9944
GARD:0018644,Orphanet,90636,ORPHA:90636,73,PCDH15,"[CDHR15, cadherin-related family member 15]",protocadherin related 15,gene with protein product,10q21.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",605514,ENSG00000150275,,Q96QU1,,HGNC:14674
GARD:0018644,Orphanet,90636,ORPHA:90636,73,MARVELD2,"[FLJ30532, TRIC, Tricellulin, tricellulin]",MARVEL domain containing 2,gene with protein product,5q13.2,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",610572,ENSG00000152939,,Q8N4S9,,HGNC:26401
GARD:0018644,Orphanet,90636,ORPHA:90636,73,LRTOMT,"[CFAP111, COMT2, LRTOMT1, LRTOMT2]",leucine rich transmembrane and O-methyltransferase domain containing,gene with protein product,11q13.4,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",612414,ENSG00000184154,,Q8WZ04,Q8WZ04,HGNC:25033
GARD:0018644,Orphanet,90636,ORPHA:90636,73,GJB6,"[CX30, EDH, HED, connexin 30]",gap junction protein beta 6,gene with protein product,13q12.11,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",604418,ENSG00000121742,717,O95452,O95452,HGNC:4288
GARD:0018644,Orphanet,90636,ORPHA:90636,73,ESRRB,"[ERR2, ERRb, ERRbeta, NR3B2]",estrogen related receptor beta,gene with protein product,14q24.3,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",602167,ENSG00000119715,623,O95718,O95718,HGNC:3473
GARD:0018644,Orphanet,90636,ORPHA:90636,73,CDH23,"[CDHR23, cadherin-related family member 23]",cadherin related 23,gene with protein product,10q22.1,Disease-causing germline mutation(s) in,Assessed,"[PMID:20301607, PMID:24148127]",605516,ENSG00000107736,,Q9H251,,HGNC:13733
GARD:0018644,Orphanet,90636,ORPHA:90636,73,EPS8L2,"[FLJ21935, FLJ22171, MGC3088]",EPS8 like 2,gene with protein product,11p15.5,Disease-causing germline mutation(s) in,Assessed,[PMID:26282398],614988,ENSG00000177106,,Q9H6S3,,HGNC:21296
GARD:0018644,Orphanet,90636,ORPHA:90636,73,NARS2,"[FLJ23441, SLM5, asparagine tRNA ligase 2, mitochondrial (putative)]","asparaginyl-tRNA synthetase 2, mitochondrial",gene with protein product,11q14.1,Disease-causing germline mutation(s) in,Assessed,[PMID:25807530],612803,ENSG00000137513,,Q96I59,Q96I59,HGNC:26274
GARD:0018644,Orphanet,90636,ORPHA:90636,73,S1PR2,"[AGR16, Gpcr13, H218]",sphingosine-1-phosphate receptor 2,gene with protein product,19p13.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:26805784],605111,ENSG00000267534,276,O95136,O95136,HGNC:3169
GARD:0018644,Orphanet,90636,ORPHA:90636,73,ATP2B2,"[PMCA2, plasma membrane Ca2+ pump 2, plasma membrane calcium-transporting ATPase 2]",ATPase plasma membrane Ca2+ transporting 2,gene with protein product,3p25.3,Modifying germline mutation in,Assessed,[PMID:15829536],108733,ENSG00000157087,844,Q01814,Q01814,HGNC:815
GARD:0018645,Orphanet,93592,ORPHA:93592,7,ANKS6,"[FLJ36928, NPHP16]",ankyrin repeat and sterile alpha motif domain containing 6,gene with protein product,9q22.33,Disease-causing germline mutation(s) in,Assessed,[PMID:23793029],615370,ENSG00000165138,,Q68DC2,,HGNC:26724
GARD:0018645,Orphanet,93592,ORPHA:93592,7,MAPKBP1,"[KIAA0596, NPHP20]",mitogen-activated protein kinase binding protein 1,gene with protein product,15q15.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:28089251],616786,ENSG00000137802,,O60336,O60336,HGNC:29536
GARD:0018645,Orphanet,93592,ORPHA:93592,7,WDR19,"[DYF-2, FAP66, FLJ23127, IFT144, KIAA1638, NPHP13, ORF26, Oseg6, Pwdmp, intraflagellar transport 144 homolog (Chlamydomonas)]",WD repeat domain 19,gene with protein product,4p14,Disease-causing germline mutation(s) in,Assessed,[PMID:22019273],608151,ENSG00000157796,,Q8NEZ3,Q8NEZ3,HGNC:18340
GARD:0018645,Orphanet,93592,ORPHA:93592,7,NPHP1,"[JBTS4, SLSN1]",nephrocystin 1,gene with protein product,2q13,Disease-causing germline mutation(s) in,Assessed,,607100,ENSG00000144061,,O15259,O15259,HGNC:7905
GARD:0018645,Orphanet,93592,ORPHA:93592,7,GLIS2,"[Gli-similar 2, NPHP7, nephrocystin-7]",GLIS family zinc finger 2,gene with protein product,16p13.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,[PMID:17618285],608539,ENSG00000126603,,Q9BZE0,Q9BZE0,HGNC:29450
GARD:0018645,Orphanet,93592,ORPHA:93592,7,ADAMTS9,[KIAA1312],ADAM metallopeptidase with thrombospondin type 1 motif 9,gene with protein product,3p14.1,Disease-causing germline mutation(s) in,Assessed,[PMID:30609407],605421,ENSG00000163638,1682,Q9P2N4,Q9P2N4,HGNC:13202
GARD:0018645,Orphanet,93592,ORPHA:93592,7,NPHP4,"[KIAA0673, POC10, POC10 centriolar protein homolog (Chlamydomonas), SLSN4, nephroretinin]",nephrocystin 4,gene with protein product,1p36.31,Disease-causing germline mutation(s) in,Assessed,,607215,ENSG00000131697,,O75161,O75161,HGNC:19104
GARD:0018646,Orphanet,137634,ORPHA:137634,1,RNF135,"[MGC13061, riplet]",ring finger protein 135,gene with protein product,17q11.2,Disease-causing germline mutation(s) in,Assessed,[PMID:17632510],611358,ENSG00000181481,,Q8IUD6,Q8IUD6,HGNC:21158
GARD:0018647,Orphanet,168615,ORPHA:168615,1,AFP,[FETA],alpha fetoprotein,gene with protein product,4q13.3,Disease-causing germline mutation(s) in,Assessed,[PMID:7684942],104150,ENSG00000081051,,P02771,P02771,HGNC:317
GARD:0018648,Orphanet,251380,ORPHA:251380,5,BCL11A,"[BCL11A-L, BCL11A-S, BCL11A-XL, CTIP1, HBFQTL5, SMARCM1, ZNF856]",BAF chromatin remodeling complex subunit BCL11A,gene with protein product,2p16.1,Candidate gene tested in,Not yet assessed,,606557,ENSG00000119866,,Q9H165,,HGNC:13221
GARD:0018648,Orphanet,251380,ORPHA:251380,5,HBG2,[HBG-T1],hemoglobin subunit gamma 2,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,"[PMID:2468996, PMID:8598197]",142250,ENSG00000196565,,P69892,P69892,HGNC:4832
GARD:0018648,Orphanet,251380,ORPHA:251380,5,HBG1,[HBG-T2],hemoglobin subunit gamma 1,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,"[PMID:2468996, PMID:8598197]",142200,ENSG00000213934,,P69891,P69891,HGNC:4831
GARD:0018648,Orphanet,251380,ORPHA:251380,5,KLF1,"[EKLF, erythroid Kruppel-like factor]",Kruppel like factor 1,gene with protein product,19p13.13,Disease-causing germline mutation(s) in,Assessed,[PMID:20676099],600599,ENSG00000105610,,Q13351,,HGNC:6345
GARD:0018648,Orphanet,251380,ORPHA:251380,5,HBB,"[CD113t-C, beta-globin]",hemoglobin subunit beta,gene with protein product,11p15.4,Disease-causing germline mutation(s) in,Assessed,[PMID:20301551],141900,ENSG00000244734,,P68871,P68871,HGNC:4827
GARD:0018649,Orphanet,254913,ORPHA:254913,8,ATP5F1A,"[ATP5A, OMR, ORM, hATP1]",ATP synthase F1 subunit alpha,gene with protein product,18q21.1,Disease-causing germline mutation(s) in,Assessed,[PMID:23599390],164360,ENSG00000152234,796,P25705,P25705,HGNC:823
GARD:0018649,Orphanet,254913,ORPHA:254913,8,MT-ATP8,"[A6L, ATP8, URFA6L, mitochondrially encoded ATP synthase membrane subunit A6L]",mitochondrially encoded ATP synthase membrane subunit 8,gene with protein product,mitochondria,Disease-causing germline mutation(s) in,Assessed,[PMID:21686774],516070,ENSG00000228253,809,P03928,P03928,HGNC:7415
GARD:0018649,Orphanet,254913,ORPHA:254913,8,ATP5MK,"[AGP, DAPIT, Diabetes Associated Protein in Insulin-sensitive Tissues, MGC14697, bA792D24.4]",ATP synthase membrane subunit k,gene with protein product,10q24.33,Disease-causing germline mutation(s) in,Assessed,[PMID:29917077],615204,ENSG00000173915,,Q96IX5,,HGNC:30889
GARD:0018649,Orphanet,254913,ORPHA:254913,8,MT-ATP6,"[ATP6, ATPase-6, Su6m, mitochondrially encoded ATP synthase membrane subunit a]",mitochondrially encoded ATP synthase membrane subunit 6,gene with protein product,mitochondria,Disease-causing germline mutation(s) in,Assessed,"[PMID:21686774, PMID:28412374]",516060,ENSG00000198899,801,P00846,P00846,HGNC:7414
GARD:0018649,Orphanet,254913,ORPHA:254913,8,ATP5F1D,,ATP synthase F1 subunit delta,gene with protein product,19p13.3,Disease-causing germline mutation(s) in,Assessed,[PMID:29478781],603150,ENSG00000099624,799,P30049,,HGNC:837
GARD:0018649,Orphanet,254913,ORPHA:254913,8,ATPAF2,"[ATP12, Atp12p, LP3663, MGC29736]",ATP synthase mitochondrial F1 complex assembly factor 2,gene with protein product,17p11.2,Disease-causing germline mutation(s) in,Assessed,[PMID:14757859],608918,ENSG00000171953,,Q8N5M1,Q8N5M1,HGNC:18802
GARD:0018649,Orphanet,254913,ORPHA:254913,8,ATPAF1,"[ATP11, Atp11p, FLJ22351]",ATP synthase mitochondrial F1 complex assembly factor 1,gene with protein product,1p33,Candidate gene tested in,Not yet assessed,,608917,ENSG00000123472,,Q5TC12,,HGNC:18803
GARD:0018649,Orphanet,254913,ORPHA:254913,8,ATP5F1E,,ATP synthase F1 subunit epsilon,gene with protein product,20q13.32,Disease-causing germline mutation(s) in,Assessed,[PMID:20566710],606153,ENSG00000124172,800,P56381,P56381,HGNC:838
GARD:0018650,Orphanet,280654,ORPHA:280654,1,FZD6,[Hfz6],frizzled class receptor 6,gene with protein product,8q22.3,Disease-causing germline mutation(s) in,Assessed,[PMID:21665003],603409,ENSG00000164930,234,O60353,O60353,HGNC:4044
GARD:0018651,Orphanet,363989,ORPHA:363989,1,PLA2G5,,phospholipase A2 group V,gene with protein product,1p36.13,Disease-causing germline mutation(s) in,Assessed,[PMID:22137173],601192,ENSG00000127472,1430,P39877,P39877,HGNC:9038
GARD:0018652,Orphanet,440713,ORPHA:440713,1,SHPK,[SHK],sedoheptulokinase,gene with protein product,17p13.2,Disease-causing germline mutation(s) in,Assessed,[PMID:25647543],605060,ENSG00000197417,,Q9UHJ6,Q9UHJ6,HGNC:1492
