DiseaseID,DiseaseName,References,SummaryText,Source,SummaryTextNew
GARD:0006392,Exercise-induced anaphylaxis,"[12355,12356]","DiseaseName (EIAn) is a rare disorder in which anaphylaxis occurs in association with physical activity. Food-dependent DiseaseName is a subset of this disorder in which symptoms develop if exertion takes place within a few hours of eating a specific food. In the case of food-dependent DiseaseName, neither the food nor the exercise alone is enough to cause anaphylaxis. Vigorous forms of physical activity, such as jogging, are more commonly associated with DiseaseName, although lower levels of exertion (eg, walking and yard work) are also capable of triggering attacks. However, the condition can be unpredictable; a given level of exercise may cause an episode on one occasion but not another. Symptoms of DiseaseName may include itching, hives (urticaria), flushing, extreme fatigue, and wheezing. Affected individuals may also experience nausea, abdominal cramping, and diarrhea. Continuing the physical activity causes the symptoms to become worse. However, if the individual stops the activity when the symptoms first appear, there is usually improvement within minutes.  In most cases, these conditions are sporadic , though familial cases have been reported.",GARD,"Exercise-induced anaphylaxis (EIAn) is a rare disorder in which anaphylaxis occurs in association with physical activity. Food-dependent Exercise-induced anaphylaxis is a subset of this disorder in which symptoms develop if exertion takes place within a few hours of eating a specific food. In the case of food-dependent Exercise-induced anaphylaxis, neither the food nor the exercise alone is enough to cause anaphylaxis. Vigorous forms of physical activity, such as jogging, are more commonly associated with Exercise-induced anaphylaxis, although lower levels of exertion (eg, walking and yard work) are also capable of triggering attacks. However, the condition can be unpredictable; a given level of exercise may cause an episode on one occasion but not another. Symptoms of Exercise-induced anaphylaxis may include itching, hives (urticaria), flushing, extreme fatigue, and wheezing. Affected individuals may also experience nausea, abdominal cramping, and diarrhea. Continuing the physical activity causes the symptoms to become worse. However, if the individual stops the activity when the symptoms first appear, there is usually improvement within minutes.  In most cases, these conditions are sporadic , though familial cases have been reported."
GARD:0006400,Fabry disease,"[4005,4006,14871]","DiseaseName is a type of lysosomal storage disease. Lysosomes are round structures found in the cells of the body that are full of special proteins called enzymes. Lysosomal enzymes help breakdown other proteins, carbohydrates, fats, and other substances. In DiseaseName, there is not enough of the enzyme alpha-galactosidase (alpha-GAL). Alpha-GAL helps breakdown a fatty acid called ""globotriaosylceramide"" or GL3 "". Without enough alpha-GAL, the lysosomes become filled with GL-3 and can not work well.  Symptoms of DiseaseName may include episodes of pain, especially in the hands and feet, clusters of small, dark red spots on the skin called angiokeratomas, a decreased ability to sweat (hypohidrosis), cloudiness of the front part of the eye (corneal opacity), and hearing loss. Internal organs, such as the kidney, heart or brain, may also be affected, leading to progressive kidney damage, heart attacks, and strokes. Milder forms of DiseaseName may appear later in life and affect only the heart or kidneys.  DiseaseName is caused by certain changes (pathogenic variants, also called genetic changes) in the GLA gene. Since the GLA gene is located on the X chromosome, DiseaseName is inherited in an X-linked manner. Although an enzyme assay test measuring the activity of alpha-GAL can diagnose DiseaseName in males, diagnosis is usually made by genetic testing in both males and females.",GARD,"Fabry disease is a type of lysosomal storage disease. Lysosomes are round structures found in the cells of the body that are full of special proteins called enzymes. Lysosomal enzymes help breakdown other proteins, carbohydrates, fats, and other substances. In Fabry disease, there is not enough of the enzyme alpha-galactosidase (alpha-GAL). Alpha-GAL helps breakdown a fatty acid called ""globotriaosylceramide"" or GL3 "". Without enough alpha-GAL, the lysosomes become filled with GL-3 and can not work well.  Symptoms of Fabry disease may include episodes of pain, especially in the hands and feet, clusters of small, dark red spots on the skin called angiokeratomas, a decreased ability to sweat (hypohidrosis), cloudiness of the front part of the eye (corneal opacity), and hearing loss. Internal organs, such as the kidney, heart or brain, may also be affected, leading to progressive kidney damage, heart attacks, and strokes. Milder forms of Fabry disease may appear later in life and affect only the heart or kidneys.  Fabry disease is caused by certain changes (pathogenic variants, also called genetic changes) in the GLA gene. Since the GLA gene is located on the X chromosome, Fabry disease is inherited in an X-linked manner. Although an enzyme assay test measuring the activity of alpha-GAL can diagnose Fabry disease in males, diagnosis is usually made by genetic testing in both males and females."
GARD:0006403,Factor V Leiden thrombophilia,"[526,527]","DiseaseName is a genetic disorder that makes it more likely for you to develop a blood clot sometime during your life. Still, it is estimated that 95% of people with factor V Leiden never develop a clot. When a clot does form, the clot most often occurs in your leg (deep venous thrombosis or DVT) or lungs (pulmonary embolism or PE). Factor V Leiden is the name of a specific genetic change in the F5 gene. This gene plays a role in how your body forms blood clots after an injury. People can inherit one or two copies of the factor V Leiden genetic change. This condition should not be confused with Factor V deficiency, an inherited bleeding disorder that can cause excessive bleeding following surgery or trauma.",GARD,"Factor V Leiden thrombophilia is a genetic disorder that makes it more likely for you to develop a blood clot sometime during your life. Still, it is estimated that 95% of people with factor V Leiden never develop a clot. When a clot does form, the clot most often occurs in your leg (deep venous thrombosis or DVT) or lungs (pulmonary embolism or PE). Factor V Leiden is the name of a specific genetic change in the F5 gene. This gene plays a role in how your body forms blood clots after an injury. People can inherit one or two copies of the factor V Leiden genetic change. This condition should not be confused with Factor V deficiency, an inherited bleeding disorder that can cause excessive bleeding following surgery or trauma."
GARD:0006404,Factor X deficiency,"[10007,10009,15204]","DiseaseName is a rare disorder that affects the blood's ability to clot. The severity of the disorder and the associated signs and symptoms can vary significantly from person to person. Common features of DiseaseName may include easy bruising, frequent nosebleeds, bleeding gums, blood in the urine, and prolonged bleeding after minor injuries. Women with DiseaseName may also experience heavy menstrual bleeding and may have an increased risk for first trimester miscarriages. Acquired (non-inherited) DiseaseName, which is the most common form of the disorder, generally occurs in people with no family history of the disorder. Acquired DiseaseName has a variety of causes including liver disease, vitamin K deficiency, exposure to certain medications that affect clotting, and certain types of cancer. The inherited form of DiseaseName (also called congenital DiseaseName) is caused by changes in the F10 gene and is inherited in an autosomal recessive manner. DiseaseName can be diagnosed based on the symptoms and through laboratory tests to measure clotting time.",GARD,"Factor X deficiency is a rare disorder that affects the blood's ability to clot. The severity of the disorder and the associated signs and symptoms can vary significantly from person to person. Common features of Factor X deficiency may include easy bruising, frequent nosebleeds, bleeding gums, blood in the urine, and prolonged bleeding after minor injuries. Women with Factor X deficiency may also experience heavy menstrual bleeding and may have an increased risk for first trimester miscarriages. Acquired (non-inherited) Factor X deficiency, which is the most common form of the disorder, generally occurs in people with no family history of the disorder. Acquired Factor X deficiency has a variety of causes including liver disease, vitamin K deficiency, exposure to certain medications that affect clotting, and certain types of cancer. The inherited form of Factor X deficiency (also called congenital Factor X deficiency) is caused by changes in the F10 gene and is inherited in an autosomal recessive manner. Factor X deficiency can be diagnosed based on the symptoms and through laboratory tests to measure clotting time."
GARD:0006405,Acquired hemophilia A,"[9266,9267]","DiseaseName is a bleeding disorder that interferes with the body's blood clotting process. Signs and symptoms include prolonged bleeding, frequent nosebleeds, bruising throughout the body, solid swellings of congealed blood (hematomas), hematuria, and gastrointestinal or urologic bleeding. DiseaseName occurs when the body's immune system attacks and disables a certain protein that helps the blood clot (called coagulation factor VIII). About half of the cases are associated with other conditions, such as pregnancy, autoimmune disease, cancer, skin diseases, or allergic reactions to medications.",GARD,"Acquired hemophilia A is a bleeding disorder that interferes with the body's blood clotting process. Signs and symptoms include prolonged bleeding, frequent nosebleeds, bruising throughout the body, solid swellings of congealed blood (hematomas), hematuria, and gastrointestinal or urologic bleeding. Acquired hemophilia A occurs when the body's immune system attacks and disables a certain protein that helps the blood clot (called coagulation factor VIII). About half of the cases are associated with other conditions, such as pregnancy, autoimmune disease, cancer, skin diseases, or allergic reactions to medications."
GARD:0006406,Primary Familial Brain Calcification,"[2724,6128]","DiseaseName (PFBC) is a neurodegenerative disorder characterized by calcium deposits in the basal ganglia, a part of the brain that helps start and control movement. The first symptoms often include clumsiness, fatigue, unsteady walking (gait), slow or slurred speech, difficulty swallowing (dysphagia) and dementia. Migraines and seizures frequently occur. Genetic changes in the SLC20A2, PDGFRB, and PDGFB genes have been found to cause PFBC. This condition is inherited in an autosomal dominant manner.",GARD,"Primary Familial Brain Calcification (PFBC) is a neurodegenerative disorder characterized by calcium deposits in the basal ganglia, a part of the brain that helps start and control movement. The first symptoms often include clumsiness, fatigue, unsteady walking (gait), slow or slurred speech, difficulty swallowing (dysphagia) and dementia. Migraines and seizures frequently occur. Genetic changes in the SLC20A2, PDGFRB, and PDGFB genes have been found to cause PFBC. This condition is inherited in an autosomal dominant manner."
GARD:0006408,Familial adenomatous polyposis,"[7935,15951,15952,15953]","DiseaseName (FAP) leads to the growth of hundreds to thousands of non-cancerous (benign) polyps in the colon and rectum. Symptoms of FAP may include dental abnormalities, tumors of the connective tissue (desmoid tumors), and benign and malignant tumors of the duodenum (a section of the small intestine), liver, bones, skin, and other tissues. People with AFAP have an increased risk of developing colon cancer at a later age than classic FAP. FAP is due to genetic variants in the APC gene and is inherited in an autosomal dominant pattern. FAP is diagnosed based on the symptoms, clinical examination, and may be confirmed by the results of genetic testing.",GARD,"Familial adenomatous polyposis (FAP) leads to the growth of hundreds to thousands of non-cancerous (benign) polyps in the colon and rectum. Symptoms of FAP may include dental abnormalities, tumors of the connective tissue (desmoid tumors), and benign and malignant tumors of the duodenum (a section of the small intestine), liver, bones, skin, and other tissues. People with AFAP have an increased risk of developing colon cancer at a later age than classic FAP. FAP is due to genetic variants in the APC gene and is inherited in an autosomal dominant pattern. FAP is diagnosed based on the symptoms, clinical examination, and may be confirmed by the results of genetic testing."
GARD:0006414,Familial chylomicronemia syndrome,"[1594,1595]","Hyperlipoproteinemia type 1 is an inherited condition that disrupts the normal breakdown of fats in the body, causing a large amount of fat to build up in the blood. This condition is characterized by inflammation of the pancreas (pancreatitis), abdominal pain, enlargement of the liver and spleen (hepatosplenomegaly), and small yellow skin lesions called eruptive xanthomas. Hyperlipoproteinemia type 1 is caused by genetic changes in the LPL gene. This condition is inherited in an autosomal recessive pattern.",GARD,"Hyperlipoproteinemia type 1 is an inherited condition that disrupts the normal breakdown of fats in the body, causing a large amount of fat to build up in the blood. This condition is characterized by inflammation of the pancreas (pancreatitis), abdominal pain, enlargement of the liver and spleen (hepatosplenomegaly), and small yellow skin lesions called eruptive xanthomas. Hyperlipoproteinemia type 1 is caused by genetic changes in the LPL gene. This condition is inherited in an autosomal recessive pattern."
GARD:0006421,Familial Mediterranean fever,[],"DiseaseName is an inherited condition characterized by recurrent episodes of painful inflammation in the abdomen, chest, or joints. These episodes are often accompanied by fever and sometimes a rash or headache. Occasionally inflammation may occur in other parts of the body, such as the heart; the membrane surrounding the brain and spinal cord; and in males, the testicles. In about half of affected individuals, attacks are preceded by mild signs and symptoms known as a prodrome. Prodromal symptoms include mildly uncomfortable sensations in the area that will later become inflamed, or more general feelings of discomfort. Typically, episodes last 12 to 72 hours and can vary in severity. The length of time between attacks is also variable and can range from days to years. During these periods, affected individuals usually have no signs or symptoms related to the condition.",GARD,"Familial Mediterranean fever is an inherited condition characterized by recurrent episodes of painful inflammation in the abdomen, chest, or joints. These episodes are often accompanied by fever and sometimes a rash or headache. Occasionally inflammation may occur in other parts of the body, such as the heart; the membrane surrounding the brain and spinal cord; and in males, the testicles. In about half of affected individuals, attacks are preceded by mild signs and symptoms known as a prodrome. Prodromal symptoms include mildly uncomfortable sensations in the area that will later become inflamed, or more general feelings of discomfort. Typically, episodes last 12 to 72 hours and can vary in severity. The length of time between attacks is also variable and can range from days to years. During these periods, affected individuals usually have no signs or symptoms related to the condition."
GARD:0006422,Familial periodic paralysis,"[13578,13579,13580,13581,13582,13583]","DiseaseName is a disease characterized by sudden attacks of weakness and paralysis. Weakness is recurrent, affecting mainly the limbs, and is often brought on by exercising or eating too many or too few carbohydrates. There are 4 forms of DiseaseName: hypokalemic, hyperkalemic, thyrotoxic, and Andersen-Tawil syndrome. In the hypokalemic form, the paralysis is caused by low levels of potassium. In the hyperkalemic form, the paralysis is caused by high levels of potassium in the blood. In the thyrotoxic form, the paralysis is caused by low levels of potassium in the blood and an overactive thyroid gland (hyperthyroidism). In Andersen-Tawil syndrome, potassium levels can be high, low, or normal. Genetic changes in the CACNA1S and SCN4A genes cause hypokalemic periodic paralysis. The hyperkalemic form is due to genetic changes in SCN4A gene. The underlying cause of the thyrotoxic form is unknown. Genetic changes in the KCNJ2 gene cause Andersen-Tawil syndrome.",GARD,"Familial periodic paralysis is a disease characterized by sudden attacks of weakness and paralysis. Weakness is recurrent, affecting mainly the limbs, and is often brought on by exercising or eating too many or too few carbohydrates. There are 4 forms of Familial periodic paralysis: hypokalemic, hyperkalemic, thyrotoxic, and Andersen-Tawil syndrome. In the hypokalemic form, the paralysis is caused by low levels of potassium. In the hyperkalemic form, the paralysis is caused by high levels of potassium in the blood. In the thyrotoxic form, the paralysis is caused by low levels of potassium in the blood and an overactive thyroid gland (hyperthyroidism). In Andersen-Tawil syndrome, potassium levels can be high, low, or normal. Genetic changes in the CACNA1S and SCN4A genes cause hypokalemic periodic paralysis. The hyperkalemic form is due to genetic changes in SCN4A gene. The underlying cause of the thyrotoxic form is unknown. Genetic changes in the KCNJ2 gene cause Andersen-Tawil syndrome."
GARD:0006425,Fanconi anemia,"[4849,15771,15772,15773,15775]","DiseaseName (FA) affects the way genetic information (DNA) is copied and repaired. FA leads to bone marrow failure, skeletal abnormalities, and an increased risk for cancer. People with FA have a decreased number of red blood cells, white blood cells, and platelets leading to anemia, frequent infections, and excessive bleeding. In addition, people with FA may have limb, kidney, eye, skin, and genitourinary tract abnormalities. FA occurs due to variations in one of at least 22 genes. It is usually inherited in an autosomal recessive pattern, but it may also be inherited in an autosomal dominant or X-linked recessive pattern. FA can be diagnosed based on the symptoms, clinical exam, laboratory testing. The diagnosis may be confirmed by genetic testing.",GARD,"Fanconi anemia (FA) affects the way genetic information (DNA) is copied and repaired. FA leads to bone marrow failure, skeletal abnormalities, and an increased risk for cancer. People with FA have a decreased number of red blood cells, white blood cells, and platelets leading to anemia, frequent infections, and excessive bleeding. In addition, people with FA may have limb, kidney, eye, skin, and genitourinary tract abnormalities. FA occurs due to variations in one of at least 22 genes. It is usually inherited in an autosomal recessive pattern, but it may also be inherited in an autosomal dominant or X-linked recessive pattern. FA can be diagnosed based on the symptoms, clinical exam, laboratory testing. The diagnosis may be confirmed by genetic testing."
GARD:0006426,Farber disease,"[15664,15666,15667]","DiseaseName is an inherited lipid storage disease in which an excess amount of fat builds up in the joints, tissues, and central nervous system. Symptoms of DiseaseName include a hoarse voice or weak cry, small lumps of fat under the skin and in other tissues (lipogranulomas), and swollen and painful joints. Other symptoms may include difficulty breathing, an enlarged liver and spleen (hepatosplenomegaly), and developmental delay. The symptoms tend to get worse over time and lead to a shortened lifespan. There are multiple types of DiseaseName classified by the severity and nervous system involvement. DiseaseName occurs when the ASAH1 gene is not working correctly and is inherited in an autosomal recessive pattern. It is diagnosed based on clinical exam, the symptoms, and enzyme and genetic testing.",GARD,"Farber disease is an inherited lipid storage disease in which an excess amount of fat builds up in the joints, tissues, and central nervous system. Symptoms of Farber disease include a hoarse voice or weak cry, small lumps of fat under the skin and in other tissues (lipogranulomas), and swollen and painful joints. Other symptoms may include difficulty breathing, an enlarged liver and spleen (hepatosplenomegaly), and developmental delay. The symptoms tend to get worse over time and lead to a shortened lifespan. There are multiple types of Farber disease classified by the severity and nervous system involvement. Farber disease occurs when the ASAH1 gene is not working correctly and is inherited in an autosomal recessive pattern. It is diagnosed based on clinical exam, the symptoms, and enzyme and genetic testing."
GARD:0006429,Fatal familial insomnia,"[15892,15893,15894,15895,15896]","DiseaseName (FFI) affects the thalamus, the part of the brain that controls the sleep-wake cycle. The most common symptoms are sleep disturbance, psychiatric problems, weight loss, and balance problems. Other symptoms include high blood pressure, excess sweating, and difficulty controlling body temperature. These symptoms tend to get worse over time. Almost all cases of FFI occur due to a specific variant in the PRNP gene and are inherited in an autosomal dominant pattern. Diagnosis is based on the symptoms, clinical exam, sleep study, and imaging studies. The results of genetic testing can help confirm the diagnosis.",GARD,"Fatal familial insomnia (FFI) affects the thalamus, the part of the brain that controls the sleep-wake cycle. The most common symptoms are sleep disturbance, psychiatric problems, weight loss, and balance problems. Other symptoms include high blood pressure, excess sweating, and difficulty controlling body temperature. These symptoms tend to get worse over time. Almost all cases of FFI occur due to a specific variant in the PRNP gene and are inherited in an autosomal dominant pattern. Diagnosis is based on the symptoms, clinical exam, sleep study, and imaging studies. The results of genetic testing can help confirm the diagnosis."
GARD:0006430,Nonalcoholic steatohepatitis,[4993],"DiseaseName, or NASH, is a common, often “silent” liver disease. It resembles alcoholic liver disease, but occurs in people who drink little or no alcohol. The major feature in NASH is fat in the liver, along with inflammation and damage. Most people with NASH feel well and are not aware that they have a liver problem. Nevertheless, NASH can be severe and can lead to cirrhosis, in which the liver is permanently damaged and scarred and no longer able to work properly. NASH most often occurs in people who are middle aged and overweight or obese. Affected individuals may also have elevated levels of blood lipids (such as cholesterol and triglycerides) and many have diabetes or prediabetes. The underlying cause of NASH remains unclear.",GARD,"Nonalcoholic steatohepatitis, or NASH, is a common, often “silent” liver disease. It resembles alcoholic liver disease, but occurs in people who drink little or no alcohol. The major feature in NASH is fat in the liver, along with inflammation and damage. Most people with NASH feel well and are not aware that they have a liver problem. Nevertheless, NASH can be severe and can lead to cirrhosis, in which the liver is permanently damaged and scarred and no longer able to work properly. NASH most often occurs in people who are middle aged and overweight or obese. Affected individuals may also have elevated levels of blood lipids (such as cholesterol and triglycerides) and many have diabetes or prediabetes. The underlying cause of NASH remains unclear."
GARD:0006435,Fetal hydantoin syndrome,[4058],"DiseaseName is a disorder that is caused by exposure of a fetus to phenytoin, a drug commonly prescribed for epilepsy. Not all infants exposed to phenytoin will be affected with the disorder. Symptoms in affected individuals may include abnormalities of the skull and facial features, growth deficiencies, underdeveloped nails of the fingers and toes, and/or mild developmental delays. Other findings occasionally associated with this syndrome include cleft lip and palate, having an abnormally small head (microcephaly) and brain malformations with more significant developmental delays.",GARD,"Fetal hydantoin syndrome is a disorder that is caused by exposure of a fetus to phenytoin, a drug commonly prescribed for epilepsy. Not all infants exposed to phenytoin will be affected with the disorder. Symptoms in affected individuals may include abnormalities of the skull and facial features, growth deficiencies, underdeveloped nails of the fingers and toes, and/or mild developmental delays. Other findings occasionally associated with this syndrome include cleft lip and palate, having an abnormally small head (microcephaly) and brain malformations with more significant developmental delays."
GARD:0006439,Fibromatosis,[2389],DiseaseName refers to a group of conditions characterized by overgrowths of skin and connective tissue called fibromas. These fibromas are usually benign (non-cancerous). DiseaseName can be classified by a person's age or by the location of the fibromas. The cause of DiseaseName is often unknown.,GARD,Fibromatosis refers to a group of conditions characterized by overgrowths of skin and connective tissue called fibromas. These fibromas are usually benign (non-cancerous). Fibromatosis can be classified by a person's age or by the location of the fibromas. The cause of Fibromatosis is often unknown.
GARD:0006444,Fibrous dysplasia,"[4169,11139]","DiseaseName is a skeletal disorder that is characterized by the replacement of normal bone with fibrous bone tissue. It may involve one bone (monostotic) or multiple bones (polyostotic). DiseaseName can affect any bone in the body. The most common sites are the bones in the skull and face, the long bones in the arms and legs, the pelvis, and the ribs. Though many people with this disorder do not have any symptoms, others may have bone pain, abnormally shaped bones (deformities), or an increased risk of fractures (broken bones). The problems a person experiences depend on which bones are affected, and may arise from compression and displacement of adjacent structures to the lesions. For example, the legs can be of different lengths, leading to a limp, the bones of the sinuses can be affected, leading to chronic sinus congestion or headache. This condition can occur alone or as part of a genetic disorder, such as McCune-Albright syndrome.",GARD,"Fibrous dysplasia is a skeletal disorder that is characterized by the replacement of normal bone with fibrous bone tissue. It may involve one bone (monostotic) or multiple bones (polyostotic). Fibrous dysplasia can affect any bone in the body. The most common sites are the bones in the skull and face, the long bones in the arms and legs, the pelvis, and the ribs. Though many people with this disorder do not have any symptoms, others may have bone pain, abnormally shaped bones (deformities), or an increased risk of fractures (broken bones). The problems a person experiences depend on which bones are affected, and may arise from compression and displacement of adjacent structures to the lesions. For example, the legs can be of different lengths, leading to a limp, the bones of the sinuses can be affected, leading to chronic sinus congestion or headache. This condition can occur alone or as part of a genetic disorder, such as McCune-Albright syndrome."
GARD:0006445,Fibrodysplasia ossificans progressiva,"[3154,7458]","DiseaseName (FOP) is a disorder in which skeletal muscle and connective tissue, such as tendons and ligaments, are gradually replaced by bone (ossified). This condition leads to bone formation outside the skeleton (extra-skeletal or heterotopic bone) that restricts movement. This process generally becomes noticeable in early childhood, starting with the neck and shoulders and moving down the body and into the limbs. People with FOP are born with abnormal big toes (hallux valgus) which can be helpful in making the diagnosis. Trauma, such as a fall or invasive medical procedure, or a viral illness may trigger episodes of muscle swelling and inflammation (myositis). These flareups lasts for several days to months and often result in permanent bone growth in the injured area. FOP is almost always caused by a genetic change at the same place in the ACVR1 gene and is inherited in an autosomal dominant manner. This condition occurs in about 1 in 1,600,000 newborns and about 800 people worldwide are known to have FOP.",GARD,"Fibrodysplasia ossificans progressiva (FOP) is a disorder in which skeletal muscle and connective tissue, such as tendons and ligaments, are gradually replaced by bone (ossified). This condition leads to bone formation outside the skeleton (extra-skeletal or heterotopic bone) that restricts movement. This process generally becomes noticeable in early childhood, starting with the neck and shoulders and moving down the body and into the limbs. People with FOP are born with abnormal big toes (hallux valgus) which can be helpful in making the diagnosis. Trauma, such as a fall or invasive medical procedure, or a viral illness may trigger episodes of muscle swelling and inflammation (myositis). These flareups lasts for several days to months and often result in permanent bone growth in the injured area. FOP is almost always caused by a genetic change at the same place in the ACVR1 gene and is inherited in an autosomal dominant manner. This condition occurs in about 1 in 1,600,000 newborns and about 800 people worldwide are known to have FOP."
GARD:0006447,Trimethylaminuria,"[5543,15785,15786,15787,15788]","DiseaseName causes the body to produce a fishy odor that is released in the sweat, urine, breath, and reproductive fluids. People with DiseaseName are unable to break down trimethylamine. Trimethylamine comes from specific chemicals (choline, carnitine, TMAO) found in certain foods. The excess trimethylamine builds up and is the source of the odor. There are no other physical symptoms from DiseaseName, but people with this condition may experience serious psychological and social distress. DiseaseName is due to a FMO3 gene that is not working correctly. It is inherited in an autosomal recessive pattern. It is diagnosed based on the symptoms, clinical exam, urine analysis, and can be confirmed by genetic testing.",GARD,"Trimethylaminuria causes the body to produce a fishy odor that is released in the sweat, urine, breath, and reproductive fluids. People with Trimethylaminuria are unable to break down trimethylamine. Trimethylamine comes from specific chemicals (choline, carnitine, TMAO) found in certain foods. The excess trimethylamine builds up and is the source of the odor. There are no other physical symptoms from Trimethylaminuria, but people with this condition may experience serious psychological and social distress. Trimethylaminuria is due to a FMO3 gene that is not working correctly. It is inherited in an autosomal recessive pattern. It is diagnosed based on the symptoms, clinical exam, urine analysis, and can be confirmed by genetic testing."
GARD:0006450,Fish-eye disease,"[13511,13512,13513]","DiseaseName is a rare condition that affects the eyes. People with this condition generally develop corneal clouding beginning in adolescence or early adulthood. DiseaseName is caused by changes in the LCAT gene and is inherited in an autosomal recessive manner. In severe cases, corneal transplantation may be recommended.",GARD,"Fish-eye disease is a rare condition that affects the eyes. People with this condition generally develop corneal clouding beginning in adolescence or early adulthood. Fish-eye disease is caused by changes in the LCAT gene and is inherited in an autosomal recessive manner. In severe cases, corneal transplantation may be recommended."
GARD:0006452,Fitz-Hugh-Curtis syndrome,"[5945,5946]","DiseaseName (FHCS) is a condition in which a woman has swelling of the tissue covering the liver as a result of having pelvic inflammatory disease (PID). Symptoms most often include pain in the upper right abdomen just below the ribs, fever, nausea, or vomiting. The symptoms of pelvic inflammatory disease - pain in the lower abdomen and vaginal discharge - are often present as well. FHCS is usually caused by an infection of chlamydia or gonorrhea that leads to PID; it is not known why PID progresses to FHCS in some women.",GARD,"Fitz-Hugh-Curtis syndrome (FHCS) is a condition in which a woman has swelling of the tissue covering the liver as a result of having pelvic inflammatory disease (PID). Symptoms most often include pain in the upper right abdomen just below the ribs, fever, nausea, or vomiting. The symptoms of pelvic inflammatory disease - pain in the lower abdomen and vaginal discharge - are often present as well. FHCS is usually caused by an infection of chlamydia or gonorrhea that leads to PID; it is not known why PID progresses to FHCS in some women."
GARD:0006454,Necrotizing fasciitis,"[11222,11223,11224]","DiseaseName is a serious infection of the skin, the tissue just beneath the skin (subcutaneous tissue), and the tissue that covers internal organs (fascia). DiseaseName can be caused by several different types of bacteria, and the infection can arise suddenly and spread quickly. Early signs include flu-like symptoms and redness and pain around the infection site.",GARD,"Necrotizing fasciitis is a serious infection of the skin, the tissue just beneath the skin (subcutaneous tissue), and the tissue that covers internal organs (fascia). Necrotizing fasciitis can be caused by several different types of bacteria, and the infection can arise suddenly and spread quickly. Early signs include flu-like symptoms and redness and pain around the infection site."
GARD:0006455,Floating-Harbor syndrome,"[1177,1178,11396,11397,14793]","DiseaseName (FHS) is named after the two hospitals that reported the first cases in the 1970s: Boston Floating Hospital and Harbor General Hospital in California. Signs and symptoms of FHS include short stature, skeletal abnormalities, delayed bone age, kidney problems, minor problems with hearing and vision, characteristic facial features, speech and language problems, and mild to moderate intellectual disabilities. Behavioral difficulties that are present in many children tend to improve with age. FHS is caused by a change in the SRCAP gene and inheritance is autosomal dominant. The genetic change can be inherited from a parent or can occur for the first time in a person with the syndrome. Communication issues and developmental disabilities may be helped with early intervention programs and special education. ",GARD,"Floating-Harbor syndrome (FHS) is named after the two hospitals that reported the first cases in the 1970s: Boston Floating Hospital and Harbor General Hospital in California. Signs and symptoms of FHS include short stature, skeletal abnormalities, delayed bone age, kidney problems, minor problems with hearing and vision, characteristic facial features, speech and language problems, and mild to moderate intellectual disabilities. Behavioral difficulties that are present in many children tend to improve with age. FHS is caused by a change in the SRCAP gene and inheritance is autosomal dominant. The genetic change can be inherited from a parent or can occur for the first time in a person with the syndrome. Communication issues and developmental disabilities may be helped with early intervention programs and special education. "
GARD:0006457,Focal dermal hypoplasia,"[4411,10503]","DiseaseName is a genetic disorder that primarily affects the skin, skeleton, eyes, and face. The skin abnormalities are present from birth and can include streaks of very thin skin (dermal hypoplasia), cutis aplasia, and telangiectases. They also may abnormalities in the nails, hands, and feet. Some of the eye findings present may include small eyes (microphthalmia), absent or severely underdeveloped eyes (anophthalmia), and problems with the tear ducts. People with DiseaseName may also have distinctive facial features such as a pointed chin, small ears, notched nostrils, and a slight difference in the size and shape of the right and left sides of the face (facial asymmetry). Most individuals with this condition are female. Males usually have milder signs and symptoms than females. Although intelligence is typically unaffected, some individuals have intellectual disability. This condition is caused by genetic changes in the PORCN gene and is inherited in an X-linked dominant manner. Most cases of DiseaseName in females result from new genetic changes in the PORCN gene and occur in people with no history of the disorder in their family. When DiseaseName occurs in males, it always results from a new genetic change in this gene that is not inherited.",GARD,"Focal dermal hypoplasia is a genetic disorder that primarily affects the skin, skeleton, eyes, and face. The skin abnormalities are present from birth and can include streaks of very thin skin (dermal hypoplasia), cutis aplasia, and telangiectases. They also may abnormalities in the nails, hands, and feet. Some of the eye findings present may include small eyes (microphthalmia), absent or severely underdeveloped eyes (anophthalmia), and problems with the tear ducts. People with Focal dermal hypoplasia may also have distinctive facial features such as a pointed chin, small ears, notched nostrils, and a slight difference in the size and shape of the right and left sides of the face (facial asymmetry). Most individuals with this condition are female. Males usually have milder signs and symptoms than females. Although intelligence is typically unaffected, some individuals have intellectual disability. This condition is caused by genetic changes in the PORCN gene and is inherited in an X-linked dominant manner. Most cases of Focal dermal hypoplasia in females result from new genetic changes in the PORCN gene and occur in people with no history of the disorder in their family. When Focal dermal hypoplasia occurs in males, it always results from a new genetic change in this gene that is not inherited."
