gard_id,gard_name,disease_name,found_by,all_synonyms,
GARD:0006824,Keratoconus,keratoconus,exact_match,"[Noninflammatory corneal thining,KC]",
GARD:0006825,Keratomalacia,keratomalacia,exact_match,"[Night Blindness,Retinol Deficiency,Vitamin A Deficiency,Xerotic Keratitis]",
GARD:0006830,Kernicterus,kernicterus,exact_match,"[Bilirubin encephalopathy,Hyperbilirubinemic encephalopathy,Kernicterus spectrum disorder]",
GARD:0006834,Kikuchi disease,kikuchi disease,exact_match,"[Kikuchi necrotizing lymphadenitis,Nosocomial Kikuchi's disease,Kikuchi's disease,Kikuchi-Fujimoto's disease,Histiocytic necrotising lymphadenitis,Histiocytic necrotizing lymphadenitis,Kikuchi-Fujimoto disease]",
GARD:0006841,Kniest dysplasia,kniest dysplasia,exact_match,null,
GARD:0006843,Wernicke-Korsakoff syndrome,wernicke-korsakoff syndrome,exact_match,null,
GARD:0006844,Krabbe disease,krabbe disease,exact_match,"[Krabbe leukodystrophy,Globoid cell leukodystrophy,GCL,Globoid cell leukoencephalopathy,Galactosylceramide beta-galactosidase deficiency,GALC deficiency,GLD,Galactocerebrosidase deficiency]",
GARD:0006851,Lambert Eaton myasthenic syndrome,lambert eaton myasthenic syndrome,exact_match,"[LEMS,Eaton Lambert syndrome,Lambert Eaton syndrome,Myasthenic syndrome of Lambert-Eaton,Myasthenic-Myopathic syndrome of Lambert-Eaton]",
GARD:0006855,Landau-Kleffner syndrome,landau-kleffner syndrome,exact_match,"[Acquired aphasia with convulsive disorder,LKS,Acquired epileptiform aphasia,Acquired epileptic aphasia]",
GARD:0006858,Langerhans cell histiocytosis,langerhans cell histiocytosis,exact_match,"[LCH,Histiocytosis X]",
GARD:0006859,Laron syndrome,laron syndrome,exact_match,"[Growth hormone insensitivity syndrome,Pituitary dwarfism II,Growth hormone receptor deficiency,Primary growth hormone resistance,Primary growth hormone insensitivity,Laron dwarfism,Laron type pituitary dwarfism I]",
GARD:0006862,Laryngeal cancer,laryngeal cancer,exact_match,[Laryngeal carcinoma],
GARD:0006864,Laryngeal papillomatosis,laryngeal papillomatosis,exact_match,"[Warts in the throat,Juvenile laryngeal papillomatosis (subtype),Recurrent laryngeal papillomatosis (subtype)]",
GARD:0006865,Laryngomalacia,laryngomalacia,exact_match,"[Laryngomalacia congenital,Congenital laryngomalacia,Congenital laryngeal stridor]",
GARD:0006866,Bardet-Biedl syndrome,bardet-biedl syndrome,exact_match,"[BBS,Biedl-Bardet Syndrome]",
GARD:0006867,LCHAD deficiency,lchad deficiency,exact_match,"[Long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency,Long-chain 3-hydroxy acyl CoA dehydrogenase deficiency,Long-chain 3-OH acyl-CoA dehydrogenase deficiency,3-hydroxyacyl-CoA dehydrogenase long chain deficiency]",
GARD:0006870,Leber hereditary optic neuropathy,leber hereditary optic neuropathy,exact_match,"[Leberâs disease,Optic atrophy, Leber type,Leber optic atrophy,LHON]",
GARD:0006873,Ledderhose disease,ledderhose disease,exact_match,[Lederhose disease],
GARD:0006874,Legg-Calve-Perthes disease,legg-calve-perthes disease,exact_match,"[Perthes disease,Legg-Calve-Perthes syndrome,LCPD,Osteochondritis deformans,Coxa plana]",
GARD:0006877,Leigh syndrome,leigh syndrome,exact_match,"[LS,Subacute necrotizing encephalopathy,SNE,Necrotizing encephalopathy infantile subacute of Leigh,Leigh's necrotizing encephalopathy,Leigh's disease,Infantile subacute necrotizing encephalopathy,Leigh disease]",
GARD:0006878,Leiner disease,leiner disease,exact_match,[Erythroderma desquamativum],
GARD:0006880,Leiomyosarcoma,leiomyosarcoma,exact_match,null,
GARD:0006881,Leishmaniasis,leishmaniasis,exact_match,"[Kala-azar,Visceral leishmaniasis (subtype),Cutaneous leishmaniasis (subtype)]",
GARD:0006886,Hansen's disease,hansen's disease,exact_match,[Leprosy],
GARD:0006893,Leukocyte adhesion deficiency type 1,leukocyte adhesion deficiency type 1,exact_match,"[LAD,LAD 1,Lymphocyte function-associated antigen 1 immunodeficiency,LFA 1 immunodeficiency,LAD-I,Leukocyte adhesion deficiency type I]",
GARD:0006895,Leukodystrophy,leukodystrophy,exact_match,null,
GARD:0006897,Leukoplakia,leukoplakia,exact_match,null,
GARD:0006899,Levator syndrome,levator syndrome,exact_match,"[Levator ani syndrome,Levator ani spasm syndrome]",
GARD:0006902,Li-Fraumeni syndrome,li-fraumeni syndrome,exact_match,"[Sarcoma family syndrome of Li and Fraumeni,SBLA syndrome (Sarcoma, Breast, Leukemia, and Adrenal Gland),LFS1,Li Fraumeni syndrome]",
GARD:0006905,Lichen sclerosus,lichen sclerosus,exact_match,"[Lichen sclerosis,Lichen sclerosis et atrophicus,Lichen sclerosus et atrophicus]",
GARD:0006906,Light chain deposition disease,light chain deposition disease,exact_match,[Light-chain deposition disease],
GARD:0006907,Limb-girdle muscular dystrophy,limb-girdle muscular dystrophy,exact_match,"[Limb girdle muscular dystrophy,LGMD]",
GARD:0006910,Lipogranulomatosis,lipogranulomatosis,exact_match,null,
GARD:0006913,Liposarcoma,liposarcoma,exact_match,null,
GARD:0006915,Listeria infection,listeria infection,exact_match,"[Listeriosis,Listeria monocytogenes infection]",
GARD:0006919,Locked-in syndrome,locked-in syndrome,exact_match,"[Locked in syndrome,Cerebromedullospinal disconnection]",
GARD:0006920,Loin pain hematuria syndrome,loin pain hematuria syndrome,exact_match,[LPHS],
GARD:0006932,Lymph Node Neoplasm,lymph node neoplasm,exact_match,null,
GARD:0006933,Lymphangiectasis,lymphangiectasis,exact_match,[Lymphangiectasia],
GARD:0006943,Lymphomatoid granulomatosis,lymphomatoid granulomatosis,exact_match,null,
GARD:0006944,Lymphomatoid papulosis,lymphomatoid papulosis,exact_match,[LyP],
GARD:0006945,Lymphomatous thyroiditis,lymphomatous thyroiditis,exact_match,null,
GARD:0006946,Lymphosarcoma,lymphosarcoma,exact_match,null,
GARD:0006956,Creutzfeldt-Jakob disease,creutzfeldt-jakob disease,exact_match,"[Creutzfeldt Jakob disease,Creutzfeldt-Jacob disease,Creutzfeldt Jacob disease,CJD]",
GARD:0006957,Multiple symmetric lipomatosis,multiple symmetric lipomatosis,exact_match,"[Benign symmetrical lipomatosis,Launois-Bensaude syndrome,Madelung's disease,Familial symmetric lipomatosis,Madelung disease]",
GARD:0006958,Maffucci syndrome,maffucci syndrome,exact_match,"[Dyschondrodysplasia with Hemangiomas,Enchondromatosis with Multiple Cavernous Hemangiomas,Hemangiomatosis Chondrodystrophica,Kast Syndrome,Multiple Angiomas and Endochondromas,Enchondromatosis type II (former),Chondrodysplasia with hemangioma,Chondroplasia angiomatosis,Enchondromatosis with hemangiomata]",
GARD:0006959,Mal de debarquement syndrome,mal de debarquement syndrome,exact_match,"[MdDS,Mal de debarquement,Sickness of disembarkment,Disembarkment syndrome]",
GARD:0006961,Malaria,malaria,exact_match,null,
GARD:0006963,Undifferentiated pleomorphic sarcoma,undifferentiated pleomorphic sarcoma,exact_match,"[Malignant fibrohistiocytic tumors,Malignant fibrous histiocytoma,UPS]",
GARD:0006964,Malignant hyperthermia,malignant hyperthermia,exact_match,"[MH,Anesthesia related hyperthermia,Malignant hyperpyrexia,Fulminating hyperpyrexia,Pharmacogenic myopathy,Hyperpyrexia malignant,Malignant hyperthermia of anesthesia,Hyperthermia of anesthesia]",
GARD:0006966,Malignant mixed Mullerian tumor,malignant mixed mullerian tumor,exact_match,"[Mixed tumor, Mullerian,Mixed Mullerian tumor,Carcinosarcoma,MMMT]",
GARD:0006968,Alpha-mannosidosis,alpha-mannosidosis,exact_match,"[Lysosomal alpha-D-mannosidase deficiency,Alpha mannosidase B deficiency,Mannosidosis, alpha B lysosomal]",
GARD:0006969,Mantle cell lymphoma,mantle cell lymphoma,exact_match,"[Lymphoma, mantle cell]",
GARD:0006972,Marcus Gunn phenomenon,marcus gunn phenomenon,exact_match,"[Jaw-winking,Maxillopalpebral synkinesis,Familial Marcus Gunn phenomenon (subtype),Marcus Gunn syndrome]",
GARD:0006975,Marfan syndrome,marfan syndrome,exact_match,[Contractural arachnodactyly],
GARD:0006984,Marshall syndrome,marshall syndrome,exact_match,"[Deafness, myopia, cataract, saddle nose-Marshall type]",
GARD:0006987,Mastocytosis,mastocytosis,exact_match,[Mast cell disease],
GARD:0006991,Maxillofacial dysostosis,maxillofacial dysostosis,exact_match,null,
GARD:0006995,McCune-Albright syndrome,mccune-albright syndrome,exact_match,"[MAS,Albright syndrome,Albright's disease,PFD,POFD,McCune Albright syndrome,Polyostotic fibrous dysplasia]",
GARD:0006996,Cartilage-hair hypoplasia,cartilage-hair hypoplasia,exact_match,"[Metaphyseal chondrodysplasia McKusick type,CHH,Cartilage hair hypoplasia like syndrome]",
GARD:0007004,"Thyroid cancer, medullary","thyroid cancer, medullary",exact_match,"[Thyroid carcinoma, medullary,Medullary thyroid cancer (MTC)]",
GARD:0007005,Medulloblastoma,medulloblastoma,exact_match,[MDB],
GARD:0007008,Meige syndrome,meige syndrome,exact_match,"[Meige's syndrome,Oral facial dystonia,Brueghel syndrome,Idiopathic blepharospasm-oromandibular dystonia syndrome,Segmental cranial dystonia,Blepharospasm-oromandibular dystonia,Meige dystonia,Blepharospasm - oromandibular dystonia,Blepharospasm-oromandibular dystonia syndrome]",
GARD:0007009,Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes,mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes,exact_match,"[MELAS,MELAS syndrome]",
GARD:0007015,Meningioma,meningioma,exact_match,null,
GARD:0007021,Mercury poisoning,mercury poisoning,exact_match,[Mercury toxicity],
GARD:0007026,Malignant mesothelioma,malignant mesothelioma,exact_match,"[Mesothelioma, malignant]",
GARD:0007033,Methylmalonic acidemia,methylmalonic acidemia,exact_match,"[MMA,Acidemia, methylmalonic]",
GARD:0007034,Monoclonal gammopathy of undetermined significance,monoclonal gammopathy of undetermined significance,exact_match,[MGUS],
GARD:0007035,Hereditary multiple osteochondromas,hereditary multiple osteochondromas,exact_match,"[HMO,Hereditary multiple exostoses,Hereditary multiple exostosis,Multiple exostoses]",
GARD:0007038,Microencephaly,microencephaly,exact_match,null,
GARD:0007041,Midline lethal granuloma,midline lethal granuloma,exact_match,null,
GARD:0007048,Mitochondrial genetic disorders,mitochondrial genetic disorders,exact_match,null,
GARD:0007051,Mixed connective tissue disease,mixed connective tissue disease,exact_match,"[MCTD,Sharp syndrome]",
GARD:0007058,Localized scleroderma,localized scleroderma,exact_match,"[Scleroderma, localized,Localized fibrosing scleroderma]",
GARD:0007064,Moyamoya disease,moyamoya disease,exact_match,"[Moyamoya syndrome,Spontaneous occlusion of the circle of Willis,MYMY]",
GARD:0007065,Mucopolysaccharidosis,mucopolysaccharidosis,exact_match,[MPS],
GARD:0007071,Mucopolysaccharidosis type IIIA,mucopolysaccharidosis type iiia,exact_match,"[Mucopoly-saccharidosis type 3A,Sanfilippo syndrome A,Heparan sulfate sulfatase deficiency,MPS IIIA,MPS 3A,Heparan sulfamidase deficiency,MPS3A,MPSIIIA,Mucopolysaccharidosis type 3A,Sanfilippo syndrome type A]",
GARD:0007072,Mucopolysaccharidosis type IIIB,mucopolysaccharidosis type iiib,exact_match,"[Mucopoly-saccharidosis type 3B,Sanfilippo syndrome B,N-acetyl-alpha-d-glucosaminidase deficiency,MPS IIIB,MPS 3B]",
GARD:0007079,Multiple system atrophy,multiple system atrophy,exact_match,"[MSA,Shy-Drager syndrome (formerly)]",
GARD:0007095,Mucopolysaccharidosis type VI,mucopolysaccharidosis type vi,exact_match,"[MPS VI,Mucopolysaccharidosis type 6,MPS 6,Arylsulfatase B deficiency,ARSB deficiency,N-acetylgalactosamine-4-sulfatase deficiency,Mucopoly-saccharidosis type VI,Maroteaux Lamy syndrome]",
GARD:0007096,Mucopolysaccharidosis type VII,mucopolysaccharidosis type vii,exact_match,"[MPS VII,Mucopolysaccharidosis type 7,MPS 7,Beta-glucuronidase deficiency,GUSB deficiency,Sly syndrome]",
GARD:0007097,Muenke Syndrome,muenke syndrome,exact_match,"[Muenke nonsyndromic coronal craniosynostosis,Syndrome of coronal craniosynostosis]",
GARD:0007100,Mullerian aplasia,mullerian aplasia,exact_match,"[Mayer-Rokitansky-Kuster-Hauser syndrome (MRKH),Congenital absence of the uterus and vagina (CAUV),MRKH syndrome,Rokitansky syndrome,Mullerian dysgenesis,Congenital absence of uterus and vagina,MÃ¼llerian agenesis,Genital renal ear syndrome,Mayer-Rokitansky-KÃ¼ster-Hauser syndrome]",
GARD:0007103,Multicentric reticulohistiocytosis,multicentric reticulohistiocytosis,exact_match,null,
GARD:0007108,Multiple myeloma,multiple myeloma,exact_match,"[Plasma cell myeloma,Kahler disease,Myelomatosis,Plasma cell dyscrasia,Myeloma - multiple]",
GARD:0007122,Myasthenia gravis,myasthenia gravis,exact_match,null,
GARD:0007123,Mycobacterium Avium Complex infections,mycobacterium avium complex infections,exact_match,"[Mycobacterium Avium-Intracellulare,MAI,Mycobacterium Avium,Mycobacterium Avium-Intracellulare infection]",
GARD:0007125,Mycoplasmal pneumonia,mycoplasmal pneumonia,exact_match,null,
GARD:0007130,Myelitis,myelitis,exact_match,null,
GARD:0007132,Myelodysplastic syndromes,myelodysplastic syndromes,exact_match,"[MDS,myelodysplasia]",
GARD:0007137,Myocarditis,myocarditis,exact_match,null,
GARD:0007139,Myoclonus-dystonia,myoclonus-dystonia,exact_match,"[DYT11,Dystonia, alcohol responsive,Hereditary essential myoclonus,Myoclonus, hereditary essential,Myoclonic dystonia,Myoclonus-dystonia syndrome,DYT-SGCE,Dystonia-11, myoclonic,Dystonia 11,Alcohol-responsive dystonia]",
GARD:0007140,Progressive myoclonic epilepsy,progressive myoclonic epilepsy,exact_match,[Familial progressive myoclonic epilepsy],
GARD:0007142,Myoclonus epilepsy,myoclonus epilepsy,exact_match,null,
GARD:0007146,Inflammatory myofibroblastic tumor,inflammatory myofibroblastic tumor,exact_match,[Inflammatory fibrosarcoma],
GARD:0007148,Myosin storage myopathy,myosin storage myopathy,exact_match,[Hyaline body myopathy],
GARD:0007157,Myxoid liposarcoma,myxoid liposarcoma,exact_match,"[Myxoid/round cell liposarcoma,Myxoliposarcoma,MRCLS]",
GARD:0007158,N-acetylglutamate synthase deficiency,n-acetylglutamate synthase deficiency,exact_match,"[Hyperammonemia due to N-Acetylglutamate Synthetase Deficiency,NAGS deficiency,NAG synthetase deficiency,N-acetyl glutamate synthetase deficiency]",
GARD:0007160,Nail-patella syndrome,nail-patella syndrome,exact_match,"[NPS 1,Onychoosteodysplasia,Turner-Kieser syndrome,Fong disease,Osteo-Onychodysplasia,Arthro-Onychodysplasia]",
GARD:0007162,Narcolepsy,narcolepsy,exact_match,"[Narcoleptic syndrome,Gelineau syndrome,Gelineau's syndrome,Narcolepsy-cataplexy syndrome,Paroxysmal sleep]",
GARD:0007163,Nasopharyngeal carcinoma,nasopharyngeal carcinoma,exact_match,[Nasopharyngeal Cancer],
GARD:0007166,Nevoid basal cell carcinoma syndrome,nevoid basal cell carcinoma syndrome,exact_match,"[Gorlin-Goltz Syndrome,Basal Cell Nevus Syndrome,Multiple Basal Cell Nevi, Odontogenic Keratocysts, And Skeletal Anomalies,Gorlin syndrome]",
GARD:0007169,Neisseria meningitidis infection,neisseria meningitidis infection,exact_match,[Meningococcal disease],
GARD:0007170,Nelson syndrome,nelson syndrome,exact_match,"[Dermal Ridges,Ridges-off-the-end syndrome]",
GARD:0007173,Neonatal herpes,neonatal herpes,exact_match,"[Neonatal herpes simplex virus infection,Neonatal HSV infection]",
GARD:0007177,Nephrocalcinosis,nephrocalcinosis,exact_match,[Hypercalcemic nephropathy],
GARD:0007178,Nephrogenic diabetes insipidus,nephrogenic diabetes insipidus,exact_match,"[Diabetes insipidus nephrogenic,Diabetes insipidus nephrogenic type 1,Vasopressin-resistant diabetes insipidus,ADH resistant diabetes insipidus,Diabetes insipidus nephrogenic X-linked]",
GARD:0007179,Nephrosclerosis,nephrosclerosis,exact_match,null,
GARD:0007182,Netherton syndrome,netherton syndrome,exact_match,"[NETH,Netherton disease]",
GARD:0007185,Neuroblastoma,neuroblastoma,exact_match,[NB],
GARD:0007189,Neuroendocrine carcinoma of the cervix,neuroendocrine carcinoma of the cervix,exact_match,null,
GARD:0007191,Neurofibroma,neurofibroma,exact_match,null,
GARD:0007193,Neurofibromatosis type 2,neurofibromatosis type 2,exact_match,"[NF2,Neurofibromatosis central type,Acoustic schwannomas bilateral,Bilateral acoustic neurofibromatosis,Acoustic neurinoma bilateral,Neurofibromatosis type II]",
GARD:0007195,Neuroleptic malignant syndrome,neuroleptic malignant syndrome,exact_match,null,
GARD:0007199,Neurotoxicity syndromes,neurotoxicity syndromes,exact_match,[Toxic encephalopathy],
GARD:0007206,Niemann-Pick disease type A,niemann-pick disease type a,exact_match,"[Sphingomyelin lipidosis,Sphingomyelinase deficiency]",
GARD:0007207,Niemann-Pick disease type C1,niemann-pick disease type c1,exact_match,"[Niemann-Pick disease, type C,NPC1,Niemann-Pick disease with cholesterol esterification block,Niemann-Pick disease, subacute juvenile form,Niemann-Pick disease, chronic neuronopathic form,Neurovisceral storage disease with vertical supranuclear ophthalmoplegia]",
GARD:0007219,Glycine encephalopathy,glycine encephalopathy,exact_match,"[Hyperglycinemia nonketotic,Nonketotic hyperglycinemia,Glycine synthase deficiency,Non-ketotic hyperglycinemia]",
GARD:0007220,Milroy disease,milroy disease,exact_match,"[Hereditary lymphedema,Congenital hereditary lymphedema,Early onset lymphedema,Hereditary lymphedema 1,Primary congenital lymphedema,Nonne-Milroy syndrome,Nonne-Milroy disease,Milroy's disease,Nonneâs syndrome,Congenital primary lymphedema,Hereditary lymphedema type I,Nonne-Milroy lymphedema]",
GARD:0007224,Norrie disease,norrie disease,exact_match,"[Atrophia bulborum hereditaria,Pseudoglioma,Episkopi blindness,Norrie syndrome,Norrie-Warburg syndrome,Anderson-Warburg syndrome,NDP,Fetal iritis syndrome]",
GARD:0007226,Lesch Nyhan syndrome,lesch nyhan syndrome,exact_match,"[LNS,HPRT deficiency, complete,Lesch-Nyhan syndrome,Lesch Nyhan disease,Choreoathetosis self-mutilation syndrome,Complete HPRT deficiency complete,Hypoxanthine-guanine phosphoribosyltransferase deficiency]",
GARD:0007229,Familial hypertrophic cardiomyopathy,familial hypertrophic cardiomyopathy,exact_match,"[Cardiomyopathy familial hypertrophic,Heritable hypertrophic cardiomyopathy,Familial HCM]",
GARD:0007231,Ochronosis,ochronosis,exact_match,null,
GARD:0007236,Ocular melanoma,ocular melanoma,exact_match,null,
GARD:0007238,Ocular toxoplasmosis,ocular toxoplasmosis,exact_match,null,
GARD:0007245,Oculopharyngeal muscular dystrophy,oculopharyngeal muscular dystrophy,exact_match,"[OPMD,Muscular dystrophy, oculopharyngeal]",
GARD:0007247,Odontoma,odontoma,exact_match,null,
GARD:0007248,Ogilvie syndrome,ogilvie syndrome,exact_match,"[Ogilvie's syndrome,Acute colonic ileus,Acute colonic pseudo-obstruction,ACPO]",
GARD:0007250,Olivopontocerebellar atrophy,olivopontocerebellar atrophy,exact_match,[OPCA],
GARD:0007251,Ollier disease,ollier disease,exact_match,"[Dyschondroplasia,Enchondromatosis,Multiple cartilaginous enchondroses,Multiple enchondromatosis]",
GARD:0007252,Onchocerciasis,onchocerciasis,exact_match,"[River blindness,Robles' disease]",
GARD:0007260,Oral leukoplakia,oral leukoplakia,exact_match,null,
GARD:0007263,Oral squamous cell carcinoma,oral squamous cell carcinoma,exact_match,null,
GARD:0007264,Oral submucous fibrosis,oral submucous fibrosis,exact_match,[OSMF],
GARD:0007269,Carbamoyl phosphate synthetase 1 deficiency,carbamoyl phosphate synthetase 1 deficiency,exact_match,"[Hyperammonemia due to carbamoyl phosphate synthetase 1 deficiency,CPS 1 deficiency,Carbamyl phosphate synthetase (CPS) deficiency]",
GARD:0007281,Osteochondroma,osteochondroma,exact_match,null,
GARD:0007284,Osteosarcoma,osteosarcoma,exact_match,[Osteogenic sarcoma],
GARD:0007285,Osteomalacia,osteomalacia,exact_match,null,
GARD:0007286,Osteomyelitis,osteomyelitis,exact_match,null,
GARD:0007293,Oto-Palatal-digital syndrome,oto-palatal-digital syndrome,exact_match,[type 2 (Andre syndrome)],
GARD:0007295,Ovarian cancer,ovarian cancer,exact_match,[Ovarian carcinoma],
GARD:0007296,Ovarian carcinosarcoma,ovarian carcinosarcoma,exact_match,"[Malignant mixed mullerian tumor of the ovary,MMMT of the ovary,Ovarian malignant mixed MÃ¼llerian tumor,Ovarian malignant mixed epithelial mesenchymal tumor,Malignant mixed MÃ¼llerian tumor of the ovary]",
GARD:0007299,Pachydermoperiostosis,pachydermoperiostosis,exact_match,"[Primary hypertrophic osteoarthropathy,Idiopathic hypertrophic osteoarthropathy,PDP,Touraine Solente Gole syndrome]",
GARD:0007303,Paget disease of the breast,paget disease of the breast,exact_match,"[Paget's disease, mammary,Mammary Paget's disease,Paget's disease of the nipple]",
GARD:0007304,Palindromic rheumatism,palindromic rheumatism,exact_match,"[Palindromic rheumatism syndrome,Hench-Rosenberg syndrome,Hench's syndrome]",
GARD:0007305,Pallister-Hall syndrome,pallister-hall syndrome,exact_match,"[PHS,Hypothalamic hamartoblastoma, hypopituitarism, imperforate anus, and postaxial polydactyly,Pallister Hall syndrome]",
GARD:0007318,Papilledema,papilledema,exact_match,"[Edema of the optic disc,Choked disk]",
GARD:0007320,Optic neuritis,optic neuritis,exact_match,null,
GARD:0007324,Paragangliomas 1,paragangliomas 1,exact_match,"[PGL 1,Paragangliomas familial 1,SDHD-Related Hereditary Paraganglioma-Pheochromocytoma Syndrome (Paragangliomas 1),Paragangliomata,PGL,Glomus tumors familial 1,Chemodectomas]",
GARD:0007325,Paramyotonia congenita,paramyotonia congenita,exact_match,"[PMC,Paramyotonia congenita of Von Eulenburg,Paralysis periodica paramyotonica,Eulenburg disease,Myotonia congenita intermittens,Von Eulenburg paramyotonia congenita]",
GARD:0007327,Paraplegia,paraplegia,exact_match,[Severe or complete loss of motor function in the lower extremities and lower portions of the trunk],
GARD:0007328,Parapsoriasis,parapsoriasis,exact_match,"[Digitate dermatosis,Parapsoriasis en plaque]",
GARD:0007329,Parathyroid carcinoma,parathyroid carcinoma,exact_match,[Parathyroid cancer],
GARD:0007337,Paroxysmal nocturnal hemoglobinuria,paroxysmal nocturnal hemoglobinuria,exact_match,"[PNH,Marchiafava-Micheli disease]",
GARD:0007338,Progressive hemifacial atrophy,progressive hemifacial atrophy,exact_match,"[Parry-Romberg syndrome,Hemifacial atrophy, progressive,Romberg hemi-facial atrophy]",
GARD:0007339,Pars planitis,pars planitis,exact_match,"[Intermediate uveitis,Peripheral retinal inflammation,Vitritis]",
GARD:0007341,Trisomy 13,trisomy 13,exact_match,"[Patau syndrome,Chromosome 13, trisomy 13 complete,Complete trisomy 13 syndrome,D trisomy syndrome (formerly)]",
GARD:0007342,Patent ductus arteriosus,patent ductus arteriosus,exact_match,"[PDA,PDA1,Patency of the ductus arteriosus,Patent ductus arteriosus familial (type)]",
GARD:0007343,Pearson syndrome,pearson syndrome,exact_match,"[Sideroblastic anemia with marrow cell vacuolization and exocrine pancreatic dysfunction (formerly),Pearson's marrow/pancreas syndrome,Pearson's syndrome,Pearson marrow-pancreas syndrome]",
GARD:0007352,Pemphigus,pemphigus,exact_match,null,
GARD:0007353,Pemphigus and fogo selvagem,pemphigus and fogo selvagem,exact_match,"[Endemic pemphigus foliaceus,FS,Brazilian pemphigus,South American pemphigus,Brazilian pemphigus foliaceus]",
GARD:0007354,Pemphigus foliaceus,pemphigus foliaceus,exact_match,[PF],
GARD:0007355,Pemphigus vulgaris,pemphigus vulgaris,exact_match,null,
GARD:0007359,Pentalogy of Cantrell,pentalogy of cantrell,exact_match,"[Cantrell pentalogy,Cantrell Haller Ravitsch syndrome,Cantrell syndrome,Cantrell deformity,Thoraco-abdominal syndrome]",
GARD:0007360,Polyarteritis nodosa,polyarteritis nodosa,exact_match,"[PAN,Periarteritis,Polyarteritis]",
GARD:0007361,Perilymphatic fistula,perilymphatic fistula,exact_match,"[Perilymph fistula,Labyrinthine fistula]",
GARD:0007366,Supratentorial primitive neuroectodermal tumor,supratentorial primitive neuroectodermal tumor,exact_match,"[Supratentorial Embryonal Tumor, Not Otherwise Specified]",
GARD:0007368,Peripheral T-cell lymphoma,peripheral t-cell lymphoma,exact_match,null,
GARD:0007373,Perniosis,perniosis,exact_match,"[Chilblains,Idiopathic perniosis,Cold-induced painful or pruritic erythematous or violaceous acral papular or nodular lesions,Pernio]",
GARD:0007375,Persistent truncus arteriosus,persistent truncus arteriosus,exact_match,null,
GARD:0007377,Peters anomaly,peters anomaly,exact_match,null,
GARD:0007378,Peutz-Jeghers syndrome,peutz-jeghers syndrome,exact_match,"[Polyposis, hamartomatous intestinal,PJS,Polyps-and-spots syndrome,Peutz Jeghers polyposis,Periorificial lentiginosis syndrome,Lentiginosis, perioral]",
GARD:0007380,Pfeiffer syndrome,pfeiffer syndrome,exact_match,"[ACS5,Pfeiffer type acrocephalosyndactyly,Acrocephalosyndactyly, type 5,Acrocephalosyndactyly type 5,Noack syndrome,ACSV,Craniofacial-skeletal-dermatologic syndrome,Craniofacial-skeletal-dermatologic dysplasia]",
GARD:0007381,Liddle syndrome,liddle syndrome,exact_match,"[Pseudoaldosteronism,Liddle's syndrome]",
GARD:0007383,Phenylketonuria,phenylketonuria,exact_match,"[PKU,Phenylalanine hydroxylase deficiency,Oligophrenia phenylpyruvica,Folling disease]",
GARD:0007385,Pheochromocytoma,pheochromocytoma,exact_match,"[Adrenal Gland Chromaffin Paraganglioma,Adrenal Gland Chromaffinoma,Adrenal Gland Paraganglioma,Intraadrenal Paraganglioma,Chromaffin Paraganglioma of the Adrenal Gland,Adrenal Gland Pheochromocytoma]",
GARD:0007389,Phosphoglycerate kinase deficiency,phosphoglycerate kinase deficiency,exact_match,"[PGK deficiency,Phosphoglycerate kinase 1 deficiency,PGK1 deficiency]",
GARD:0007392,Behavioral variant of frontotemporal dementia,behavioral variant of frontotemporal dementia,exact_match,"[Pick disease of the brain,Lobar atrophy of the brain,Dementia with lobar atrophy and neuronal cytoplasmic inclusions,bvFTD,Pick's disease]",
GARD:0007396,Pigmented villonodular synovitis,pigmented villonodular synovitis,exact_match,"[Localized pigmented villonodular synovitis,Diffuse pigmented villonodular synovitis,Tenosynovial giant cell tumors,Diffuse-type GCT,Diffuse-type giant cell tumor,Tenosynovial giant cell tumor,TGCT,TSGCT]",
GARD:0007399,Isolated growth hormone deficiency type 1A,isolated growth hormone deficiency type 1a,exact_match,"[IGHD IA,IGHD1A,Growth hormone deficiency, isolated autosomal recessive,ILLIG type growth hormone deficiency,Primordial dwarfism,Sexual ateleiotic dwarfism,Pituitary dwarfism 1,Congenital isolated growth hormone deficiency type IA,Congenital isolated GH deficiency type IA,Congenital IGHD type IA,Isolated growth hormone deficiency type IA,Congenital IGHD,Congenital isolated GH deficiency,Congenital isolated growth hormone deficiency,Non-acquired isolated growth hormone deficiency]",
GARD:0007400,Pityriasis lichenoides chronica,pityriasis lichenoides chronica,exact_match,null,
GARD:0007401,Pityriasis rubra pilaris,pityriasis rubra pilaris,exact_match,null,
GARD:0007402,Placenta disorder,placenta disorder,exact_match,[Placenta Diseases],
GARD:0007409,Pneumocystis jirovecii pneumonia,pneumocystis jirovecii pneumonia,exact_match,"[Pneumocystis pneumonia,Pneumocystis carinii pneumonia (former)]",
GARD:0007411,POEMS syndrome,poems syndrome,exact_match,"[Polyneuropathy organomegaly,Polyneuropathy, Organomegaly, Endocrinopathy, M protein, and Skin changes syndrome,Crow-Fukase syndrome]",
GARD:0007413,Poliomyelitis,poliomyelitis,exact_match,"[Polio,Infantile paralysis]",
