org_name,num_clinical,num_papers,num_patent,total_cost1,Totla_pub,per_$
ARKANSAS CHILDRENS HOSPITAL RES INST,1,150,0,3595538,151,4.19964E-05
MISSISSIPPI STATE UNIVERSITY,0,141,0,6810133,141,2.07044E-05
JACKSON STATE UNIVERSITY,0,140,0,4855644,140,2.88324E-05
QUEENSLAND INSTITUTE OF MEDICAL RESEARCH,0,138,0,9926966,138,1.39015E-05
HENRY FORD HEALTH SYSTEM,1,134,0,36657632,135,3.68272E-06
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,0,133,0,9216435,133,1.44307E-05
UNIVERSITY OF CONNECTICUT STORRS,2,129,0,28782815,131,4.55133E-06
TEXAS AGRILIFE RESEARCH,0,128,0,20619007,128,6.20786E-06
DOHENY EYE INSTITUTE,0,127,0,14092300,127,9.01201E-06
BRIGHAM YOUNG UNIVERSITY,0,126,0,7235440,126,1.74143E-05
BANARAS HINDU UNIVERSITY,0,124,0,24211618,124,5.12151E-06
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,0,124,0,2314968,124,5.35642E-05
NEW YORK STATE DEPT OF HEALTH,0,122,0,5668317,122,2.15231E-05
HAHNEMANN UNIVERSITY,0,119,0,6542700,119,1.81882E-05
WRIGHT STATE UNIVERSITY,0,118,0,20966719,118,5.62796E-06
STATE COLLEGE OF OPTOMETRY,0,118,0,7038142,118,1.67658E-05
UNIVERSITY OF ALASKA FAIRBANKS,0,116,0,70946,116,0.001634816
RETINA FOUNDATION OF THE SOUTHWEST,1,115,0,4559121,116,2.54434E-05
MAHIDOL UNIVERSITY,1,113,0,10324742,114,1.10414E-05
VAN ANDEL RESEARCH INSTITUTE,0,111,0,27777645,111,3.99602E-06
BOSTON UNIVERSITY,0,110,0,5685887,110,1.93461E-05
UNIVERSITY OF MONTREAL,0,110,0,4644069,110,2.36861E-05
SEATTLE INST FOR BIOMEDICALCLINICAL RES,0,108,0,9350690,108,1.15499E-05
SRI INTERNATIONAL,0,107,0,10406020,107,1.02825E-05
ST FRANCIS HOSPITAL AND MEDICAL CENTER,0,107,0,86352,107,0.001238971
TENNESSEE STATE UNIVERSITY,0,106,0,1297749,106,8.16793E-05
BIOMEDICAL RESEARCH INSTITUTE,0,105,0,6526977,105,1.60871E-05
CALIFORNIA STATE UNIVERSITY LOS ANGELES,0,105,0,2668371,105,3.93497E-05
HOSPITAL FOR JOINT DISEASES ORTHO INST,3,103,0,8255278,106,1.28403E-05
PRINCETON UNIVERSITY,0,102,0,16653791,102,6.12473E-06
LSU PENNINGTON BIOMEDICAL RESEARCH CTR,0,101,0,10860290,101,9.29993E-06
CALIFORNIA STATE POLY U POMONA,0,96,0,2021616,96,4.74865E-05
MCMASTER UNIVERSITY,0,92,0,2793870,92,3.29291E-05
SOUTHERN RESEARCH INSTITUTE,0,90,0,15797569,90,5.69708E-06
STOWERS INSTITUTE FOR MEDICAL RESEARCH,0,90,0,13121410,90,6.85901E-06
NORTHERN CALIFORNIA CANCER CENTER,0,90,0,3055048,90,2.94593E-05
NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,0,90,0,1367061,90,6.58342E-05
CHILDRENS MEMORIAL HOSPITAL CHICAGO,0,89,0,9343424,89,9.52541E-06
CREIGHTON UNIVERSITY,0,88,0,11845995,88,7.42866E-06
ST JOHNS UNIVERSITY,0,88,0,5001750,88,1.75938E-05
CAUCASECO SCIENTIFIC RESEARCH CENTER,0,87,0,35637721,87,2.44123E-06
EAST CAROLINA UNIVERSITY,0,87,0,20107659,87,4.32671E-06
CENTRO INTERNACIONAL  CIDEIM,0,87,0,11635084,87,7.47738E-06
WALTER AND ELIZA HALL INST MEDICAL RES,0,87,0,11250684,87,7.73286E-06
MCGILL UNIVERSITY,0,87,0,7393135,87,1.17677E-05
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,0,86,0,7633767,86,1.12657E-05
IMMUNE DEFICIENCY FOUNDATION,0,84,0,11072700,84,7.58622E-06
INTERNATIONAL CTRDIARRHOEAL DIS RES,0,82,0,45246761,82,1.81228E-06
HEALTHONE ALLIANCE,0,82,0,3000813,82,2.73258E-05
SPAULDING REHABILITATION HOSPITAL,3,81,0,17248080,84,4.8701E-06
CHILDRENS MERCY HOSP KANSAS CITY MO,1,80,0,21573784,81,3.75456E-06
DANISH CANCER SOCIETY,0,80,0,786890,80,0.000101665
OHIO UNIVERSITY ATHENS,0,79,0,2745065,79,2.87788E-05
MICHAEL REESE HOSPITAL,0,79,0,2171075,79,3.63873E-05
CTR FOR MOLECULAR MEDICINEIMMUNOLOGY,0,78,0,21802512,78,3.57757E-06
BETH ISRAEL MEDICAL CTR NEW YORK,0,77,0,5292515,77,1.45488E-05
NATIONAL INSTITUTE ON DRUG ABUSE,0,77,0,5262948,77,1.46306E-05
QUEENS UNIVERSITY AT KINGSTON,0,77,0,2619835,77,2.93911E-05
HOSPITAL FOR SICK CHLDRN TORONTO,5,76,0,9273251,81,8.73479E-06
GEORGIA SOUTHERN UNIVERSITY,0,75,0,2276099,75,3.2951E-05
UNIVERSITY OF DURHAM,0,75,0,1406346,75,5.33293E-05
NEW ENGLAND RESEARCH INSTITUTES INC,10,74,0,8718997,84,9.63412E-06
UNIV OF SCIENCES TECH  TECH OF BAMAKO,0,74,0,23220370,74,3.18686E-06
ST LUKESROOSEVELT INST FOR HLTH SCIS,0,74,0,3697732,74,2.00122E-05
JOSLIN DIABETES CENTER,0,72,0,14133511,72,5.09427E-06
STATE UNIVERSITY OF NEW YORK AT ALBANY,0,72,0,10745492,72,6.70048E-06
MGH INSTITUTE OF HEALTH PROFESSIONS,0,72,0,3809930,72,1.88979E-05
INSTITUTE FOR GENOMIC RESEARCH,0,71,0,25375526,71,2.79797E-06
LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBORUCLA MEDICAL CENTER,0,71,0,13312675,71,5.33326E-06
COLORADO SCHOOL OF MINES,0,69,0,26759980,69,2.57848E-06
U OF L IMPERIAL COL OF SCITECHNLGYMED,0,69,0,10149670,69,6.79824E-06
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,0,69,0,2227627,69,3.09745E-05
INSTITUT PASTEUR,0,67,0,15570201,67,4.30309E-06
SMITHKETTLEWELL EYE RESEARCH INSTITUTE,0,67,0,3747972,67,1.78763E-05
UNIVERSITY OF ALBERTA,0,66,0,11856430,66,5.5666E-06
UNIVERSITY OF TORONTO,0,66,0,2000779,66,3.2987E-05
KENNEDY KRIEGER INSTITUTE INC,0,65,0,332393,65,0.000195546
WESTERN UNIVERSITY OF HEALTH SCIENCES,0,64,0,7856077,64,8.14655E-06
UNIVERSITY OF MD BIOTECHNOLOGY INSTITUTE,0,63,0,11193413,63,5.62831E-06
OTTAWA HOSPITAL RESEARCH INSTITUTE,0,63,0,2299008,63,2.7403E-05
OTTAWA HEALTH RESEARCH INSTITUTE,0,63,0,367874,63,0.00017125
FEDERAL UNIVERSITY OF RIO DE JANEIRO,0,62,0,4748829,62,1.30558E-05
ILLINOIS STATE UNIVERSITY,0,62,0,4395810,62,1.41043E-05
WILLS EYE HOSPITAL PHILADELPHIA,0,62,0,357936,62,0.00017321
ST JOSEPHS HOSPITAL AND MEDICAL CENTER,1,61,0,130917194,62,4.73582E-07
STELLENBOSCH UNIVERSITY,0,61,0,22925407,61,2.6608E-06
MAKERERE UNIVERSITY,0,61,0,4493917,61,1.35739E-05
MARQUETTE UNIVERSITY,1,60,0,9582943,61,6.36547E-06
OAKLAND UNIVERSITY,0,60,0,12279840,60,4.88605E-06
MICHAEL REESE HOSP MED CTR CHICAGO,0,60,0,883509,60,6.79103E-05
CLEVELAND STATE UNIVERSITY,0,59,0,13532758,59,4.35979E-06
UNIVERSITY OF TEXAS DALLAS,0,59,0,10796690,59,5.46463E-06
FORDHAM UNIVERSITY,0,59,0,8329342,59,7.08338E-06
LOYOLA UNIVERSITY OF CHICAGO,0,59,0,6184126,59,9.54054E-06
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,0,59,0,5289274,59,1.11546E-05
UTAH STATE UNIVERSITY,0,56,0,7962066,56,7.03334E-06
SUSTAINABLE SCIENCES INSTITUTE,0,55,0,3130588,55,1.75685E-05
SOUTHERN METHODIST UNIVERSITY,0,53,0,8295240,53,6.3892E-06
HEBREW UNIVERSITY OF JERUSALEM,0,53,0,2142515,53,2.47372E-05
UNIVERSITY OF MISSOURI KANSAS CITY,0,52,0,18584169,52,2.79808E-06
CARITAS ST ELIZABETHS MEDICAL CENTER,0,52,0,3475941,52,1.49599E-05
UNIVERSITY OF MANCHESTER,0,51,0,27989360,51,1.82212E-06
FOUNDATION FOR RESEARCH DEVELOPMENT,0,51,0,9103027,51,5.60253E-06
UNIVERSITY OF VALLE,0,51,0,1542013,51,3.30734E-05
PRESBYTERIAN MEDICAL CENTER OF PHILA,0,51,0,231543,51,0.000220252
UNIVERSITY OF SALFORD,0,49,0,1865855,49,2.62613E-05
SAN JOSE STATE UNIVERSITY,0,49,0,1285458,49,3.81184E-05
MAGEEWOMENS RES INST AND FOUNDATION,0,48,0,15242438,48,3.1491E-06
TEXAS TECH UNIVERSITY,0,48,0,6325021,48,7.5889E-06
LA JOLLA INST FOR ALLERGY  IMMUNOLGY,0,47,0,18856876,47,2.49246E-06
BLOOD SYSTEMS RESEARCH INSTITUTE,0,47,0,6227715,47,7.5469E-06
INSTITUT FUR IMMUNBIOLOGIEEPIGENETIK,0,47,0,702000,47,6.69506E-05
KATHOLIEKE UNIVERSITEIT LEUVEN,0,46,0,2543534,46,1.8085E-05
ALBERT EINSTEIN HEALTHCARE NETWORK,0,46,0,71399,46,0.000644177
MAKERERE UNIVERSITY COLLEGE OF HEALTH SCIENCES,0,45,0,2117823,45,2.12481E-05
TEL AVIV UNIVERSITY,0,45,0,1273287,45,3.53413E-05
IHC HEALTH SERVICES INC,0,44,0,9905102,44,4.44215E-06
MARCH OF DIMES BIRTH DEFECTS FOUNDATION,0,44,0,1651523,44,2.66419E-05
UNIVERSITY OF SOUTHERN DENMARK,0,44,0,1540038,44,2.85705E-05
BIOMEDICAL IMAGING BIOENGINEERING,0,44,0,995317,44,4.42066E-05
AARHUS UNIVERSITY HOSPITAL,0,44,0,695881,44,6.32283E-05
UNIVERSITY OF CALIFORNIA SANTA BARBARA,1,43,0,7792482,44,5.64646E-06
STELLENBOSCH UNIVERSITY TYGERBERG CAMPUS,0,43,0,14752322,43,2.91479E-06
GEISINGER CLINIC,0,43,0,12126668,43,3.5459E-06
AARON DIAMOND AIDS RESEARCH CENTER,0,43,0,8942668,43,4.8084E-06
HEREDITARY DISEASE FOUNDATION,0,43,0,4984396,43,8.62691E-06
OLD DOMINION UNIVERSITY,0,43,0,4253612,43,1.0109E-05
ADA FORSYTH INSTITUTE INC,0,43,0,1752713,43,2.45333E-05
EDWARD HINES JR VA HOSPITAL,1,42,0,153888,43,0.000279406
BIOMEDICAL IMAGING  BIOENGINEERING,0,42,0,1823020,42,2.30386E-05
NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,0,42,0,451116,42,9.31004E-05
CITY UNIVERSITY,0,42,0,275289,42,0.000152561
NORTHERN ARIZONA UNIVERSITY,0,40,0,10712875,40,3.73382E-06
CARDIFF UNIVERSITY,0,40,0,3718755,40,1.07563E-05
WORCESTER POLYTECHNIC INSTITUTE,0,40,0,1941397,40,2.06036E-05
US UNIFORMED SERVICES UNIV OF HLTH SCI,0,40,0,837651,40,4.7752E-05
COLLEGE OF STATEN ISLAND,1,39,0,6348523,40,6.30067E-06
PRINCE OF SONGKLA UNIVERSITY,0,39,0,5096578,39,7.65218E-06
CARNEGIE INSTITUTION OF WASHINGTON DC,0,39,0,4595942,39,8.48573E-06
ADVANCED SCIENCE RESEARCH CENTER,0,39,0,3249562,39,1.20016E-05
PALO ALTO INSTITUTE FOR RES EDU INC,0,39,0,1698862,39,2.29564E-05
WEIS CENTER FOR RESEARCHGEISINGER CLINC,0,39,0,1036692,39,3.76193E-05
LOS ALAMOS NAT SECTYLOS ALAMOS NAT LAB,0,39,0,596830,39,6.53441E-05
ABIOMED INC,0,39,0,479300,39,8.1367E-05
GEISINGER MEDICAL CENTER,0,39,0,349427,39,0.000111608
NORTH SHORE UNIVERSITY HOSPITAL,0,38,0,4193538,38,9.06154E-06
BAYLOR UNIVERSITY,0,38,0,432904,38,8.77772E-05
EMMES CORPORATION,2,37,0,36106457,39,1.08014E-06
TMLIVERPOOL SCHOOL OF TROPICAL MEDICINE,1,37,0,40587263,38,9.36254E-07
EVANSTON NORTHWESTERN HEALTHCARE,0,37,0,1412180,37,2.62004E-05
REDEEMERS UNIVERSITY,0,37,0,691986,37,5.34685E-05
RESEARCH TRIANGLE INSTITUTE,3,36,0,72956105,39,5.34568E-07
AUBURN UNIVERSITY AT AUBURN,0,36,0,14711899,36,2.447E-06
DARTMOUTHHITCHCOCK CLINIC,0,36,0,7460198,36,4.8256E-06
SOUTH DAKOTA STATE UNIVERSITY,0,36,0,4168115,36,8.63698E-06
CLINICAL TRIALS AND SURVEYS CORPORATION,0,36,0,3310099,36,1.08758E-05
KENYA MEDICAL RESEARCH INSTITUTE KEMRI,0,36,0,2898856,36,1.24186E-05
CATHOLIC UNIVERSITY OF LOUVAIN,0,36,0,1076778,36,3.34328E-05
TEXAS RETINA ASSOCIATES INC,0,36,0,34254,36,0.001050665
JAEB CENTER FOR HEALTH RESEARCH INC,4,35,0,123903768,39,3.1476E-07
PACIFIC NORTHWEST RESEARCH INSTITUTE,0,35,0,2963972,35,1.18084E-05
MASSACHUSETTS STATE DEPT OF PUB HEALTH,0,34,0,27419600,34,1.23999E-06
BLOODWORKS,0,34,0,12092845,34,2.81158E-06
SIDNEY KIMMEL CANCER CENTER,0,34,0,2753942,34,1.23459E-05
MEDICAL DIAGNOSTIC RESEARCH FOUNDATION,0,34,0,1527330,34,2.22609E-05
ST LUKESROOSEVELT INST FOR HLTH SCI,0,34,0,1235376,34,2.75218E-05
INFECTIOUS DISEASES RES COLLABORATION,0,34,0,720295,34,4.72022E-05
KAISER FOUNDATION RESEARCH INSTITUTE,0,33,0,13386853,33,2.4651E-06
ORDWAY RESEARCH INSTITUTE INC,0,33,0,7847819,33,4.20498E-06
DUQUESNE UNIVERSITY,0,33,0,5891037,33,5.60172E-06
EAST TENNESSEE STATE UNIVERSITY,0,33,0,2260348,33,1.45995E-05
BAXTER HEALTHCARE CORPORATION,0,33,0,356395,33,9.25913E-05
REGIS UNIVERSITY,0,33,0,256271,33,0.000128765
RESEARCH INSTITUTE FOR TROPICAL MEDICINE,0,32,0,11719798,32,2.73042E-06
LEIDEN UNIVERSITY MEDICAL CENTER,0,32,0,4912138,32,6.51446E-06
DANISH EPIDEMIOLOGY SCIENCE CENTER,0,32,0,2428296,32,1.31779E-05
STATENS SERUM INSTITUT,0,32,0,1288578,32,2.48334E-05
UNIVERSITY OF GHANA,0,32,0,1258931,32,2.54182E-05
MONTEFIORE UNIVERSITY HOSPITAL,0,32,0,618848,32,5.17081E-05
KINGS COLLEGE LONDON,0,32,0,384750,32,8.31687E-05
KANSAS CITY UNIV OF MEDICINEBIOSCIENCES,0,32,0,331092,32,9.6647E-05
PHARMAREVIEW CORPORATION,0,31,0,8741234,31,3.54641E-06
CENTRE FOR ADDICTION AND MENTAL HEALTH,0,31,0,2463147,31,1.25855E-05
ROSALIND FRANKLIN UNIV OF MEDICINE  SCI,0,30,0,11196910,30,2.67931E-06
AMERICAN COLLEGE OF RADIOLOGY,0,30,0,6169593,30,4.86255E-06
AGOURON INSTITUTE,0,30,0,4482819,30,6.6922E-06
TEXAS AM UNIVERSITYKINGSVILLE,0,30,0,2959030,30,1.01384E-05
CONNECTICUT CHILDRENS MEDICAL CENTER,0,30,0,2345843,30,1.27885E-05
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,0,30,0,1439463,30,2.0841E-05
ROYAL COLLEGE OF SURGEONS IN IRELAND,0,30,0,1160064,30,2.58604E-05
UPPSALA UNIVERSITY,0,30,0,1100116,30,2.72696E-05
IMMUNO TECHNOLOGIES INC,0,29,0,9184042,29,3.15765E-06
UNIVERSITY OF NEW SOUTH WALES,0,29,0,8058477,29,3.59869E-06
PICOWER INSTITUTE FOR MEDICAL RESEARCH,0,29,0,2860033,29,1.01397E-05
SYRACUSE UNIVERSITY,0,28,0,4091337,28,6.84371E-06
ALBANY COLLEGE OF PHARMACY,0,28,0,3229657,28,8.66962E-06
GEORGE MASON UNIVERSITY,0,28,0,2822597,28,9.91991E-06
PLEX PHARMACEUTICALS INC,0,28,0,1200000,28,2.33331E-05
ROYAL MELBOURNE HOSPITAL,0,28,0,49321,28,0.000567594
FLORIDA ATLANTIC UNIVERSITY,0,27,0,4942620,27,5.46268E-06
MAINEHEALTH,0,27,0,3232838,27,8.35177E-06
CENTER OF ENVIRONMENTAL HEALTH,0,26,0,11190000,26,2.3235E-06
UNIVERSITY OF MASSACHUSETTS LOWELL,0,26,0,7886646,26,3.29671E-06
UNIVERSITY OF CALIFLAWRNC LVRMR NAT LAB,0,26,0,6420184,26,4.04972E-06
LEHIGH UNIVERSITY,0,26,0,4348649,26,5.97885E-06
CALIFORNIA STATE UNIVERSITY SAN MARCOS,0,26,0,2344746,26,1.10886E-05
CHINA MEDICAL UNIVERSITY,0,26,0,1700918,26,1.52858E-05
MONTREAL CHILDRENS HOSPITAL,0,26,0,1454195,26,1.78792E-05
UNIVERSITY OF BUENOS AIRES,0,26,0,541331,26,4.80289E-05
FREE UNIVERSITY OF BRUSSELS,0,26,0,420846,26,6.17789E-05
L DIAGNOSTICS LLC,0,25,0,31105814,25,8.03708E-07
INSTITUT PASTEUR DE TUNIS,0,25,0,4776803,25,5.23361E-06
CELL REPROGRAMMING AND THERAPEUTICS LLC,0,25,0,1500000,25,1.66666E-05
CENTRAL NEW YORK RESEARCH CORPORATION,0,25,0,965679,25,2.58883E-05
LOCKHEED MARTIN ENERGY SYSTEMS INC,0,25,0,807077,25,3.09756E-05
MARSHFIELD CLINIC RESEARCH FOUNDATION,1,24,0,849000,25,2.94461E-05
ZALGEN LABS LLC,0,24,0,14594339,24,1.64447E-06
BIOMEDICAL RESEARCH INC,0,24,0,3878834,24,6.18741E-06
INSTITUTERESEARCHBIOTECHNOLOGY FDN,0,24,0,2304572,24,1.0414E-05
UNIVERSITY OF MEMPHIS,0,24,0,2062564,24,1.16359E-05
CENTRAL INSTITUTE FOR TUBERCULOSIS,0,24,0,1683049,24,1.42597E-05
WICHITA STATE UNIVERSITY,0,24,0,536597,24,4.47255E-05
SECOND SIGHT MEDICAL PRODUCTS INC,0,23,0,12917718,23,1.7805E-06
UNIVERSITY OF CALIFORNIA MERCED,0,23,0,9864407,23,2.33161E-06
TEXAS CENTER FOR INFECTIOUS DISEASE,0,23,0,3177162,23,7.23914E-06
LONDON SCHHYGIENE  TROPICAL MEDICINE,0,23,0,2054667,23,1.1194E-05
COLORADO STATE DEPTPUB HLTH ENVIRONMT,0,23,0,1450000,23,1.5862E-05
UNIVERSITY OF COLOMBO,0,23,0,1269440,23,1.81181E-05
CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS,0,23,0,668119,23,3.44245E-05
TARGETED MOLECULES CORPORATION,0,23,0,253750,23,9.06368E-05
BAYSTATE MEDICAL CENTER,0,22,0,2977433,22,7.38889E-06
BAYSTATE MEDICAL CENTER INC,0,22,0,2684194,22,8.1961E-06
KENT STATE UNIVERSITY,0,22,0,2670174,22,8.23913E-06
UNIVERSITY OF CALGARY,0,22,0,2643705,22,8.32162E-06
LONG ISLAND JEWISH MEDICAL CENTER,0,22,0,1177437,22,1.86845E-05
SHANGHAI CHILDRENS HOSPITAL,0,22,0,1147366,22,1.91742E-05
US WALTER REED ARMY INST OF RESEARCH,0,22,0,995336,22,2.21029E-05
UNIVERSITY COLLEGE LONDON,0,22,0,861588,22,2.55339E-05
EVANSTON NORTHWESTERN HEALTHCARE RES INS,0,22,0,262500,22,8.38063E-05
POPULATION COUNCIL,0,22,0,237897,22,9.24731E-05
PLANET BIOTECHNOLOGY INC,0,21,0,30882059,21,6.80006E-07
UNIVERSITY OF ALABAMA IN TUSCALOOSA,0,21,0,9308160,21,2.25608E-06
SUNNYBROOK RESEARCH INSTITUTE,0,21,0,5053640,21,4.15541E-06
MT SINAI HOSPSAMUEL LUNENFELD RES INST,0,21,0,2677851,21,7.84208E-06
ROCHE PALO ALTO LLC,0,21,0,918027,21,2.28749E-05
IDAHO VETERANS RESEARCH  EDUCATION FDN,0,21,0,224222,21,9.3653E-05
HIVNAT THE THAI RED CROSS AIDS RCH CTR,0,21,0,118484,21,0.000177224
PAI LIFE SCIENCES INC,0,20,0,34325638,20,5.82655E-07
NYSDOHHEALTH RESEARCH INC,0,20,0,12165193,20,1.64403E-06
NATIONAL LIBRARY OF MEDICINE,0,20,0,4444688,20,4.49974E-06
KENNESAW STATE UNIVERSITY,0,20,0,4089446,20,4.89063E-06
MORGRIDGE INSTITUTE FOR RESEARCH INC,0,20,0,3938642,20,5.07788E-06
ST JOSEPHS HOSPMED CTR PHOENIX,0,20,0,3015621,20,6.63211E-06
CALIFORNIA STATE UNIVERSITY FULLERTON,0,20,0,2284193,20,8.75579E-06
FONDAZIONE TELETHON,0,20,0,1984662,20,1.00772E-05
CALIFORNIA STATE UNIVERSITY FRESNO,0,20,0,1412414,20,1.41601E-05
GOOD SAMARITAN HOSP MED CTRPRTLNDOR,0,20,0,1228216,20,1.62836E-05
UNIV OF MEDDENT NJSCH OSTEOPATHIC MED,0,20,0,1041023,20,1.92117E-05
PALO ALTO INSTITUTE,0,20,0,648500,20,3.08399E-05
THE EMMES COMPANY LLC,1,19,0,15338418,20,1.30391E-06
NATIONAL INSTITUTE OF NURSING RESEARCH,0,19,0,18927187,19,1.00385E-06
NOGUCHI MEMORIAL INSTITUTE  MEDICAL RES,0,19,0,14333445,19,1.32557E-06
BARUCH S BLUMBERG INSTITUTE,0,19,0,8046731,19,2.3612E-06
THERATARGET,0,19,0,2387078,19,7.95949E-06
PASTEUR INSTITUTE,0,19,0,1100706,19,1.72615E-05
COLLEGE OF HEALTH SCIENCES UNIVERSITY OF GHANA,0,19,0,1058843,19,1.79439E-05
INSTITUTO DI NEUROSCIENZE,0,19,0,420507,19,4.51825E-05
MALARIA VACCINE DEVELOPMENT CENTER,1,18,0,1561748,19,1.21658E-05
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO,0,18,0,3810309,18,4.72401E-06
KESSLER FOUNDATION INC,0,18,0,2569184,18,7.00609E-06
HAMPTON UNIVERSITY,0,18,0,2273344,18,7.91782E-06
INSTITUTE OF ECOSYSTEM STUDIES,0,18,0,1316360,18,1.3674E-05
CALIFORNIA NORTHSTATE UNIVERSITY,0,18,0,1162469,18,1.54842E-05
RASHMIVU LLC,0,18,0,535052,18,3.3641E-05
WEST LIBERTY UNIVERSITY,0,18,0,528206,18,3.4077E-05
ERASMUS UNIVERSITY OF ROTTERDAM,0,18,0,194720,18,9.24357E-05
SEQUELLA INC,0,17,0,16353094,17,1.03956E-06
CORGENIX MEDICAL CORPORATION,0,17,0,4580700,17,3.71122E-06
WILLIAM BEAUMONT HOSPITAL RESEARCH INST,0,17,0,3934140,17,4.32114E-06
UNIVERSITY OF SOUTHAMPTON,0,17,0,3440366,17,4.94132E-06
GERMAN CANCER RESEARCH CENTER,0,17,0,1837375,17,9.25228E-06
INFECTIOUS DISEASE SOCIETY KOTA KINABALU,0,17,0,1633881,17,1.04046E-05
NARROWS INSTITUTE FOR BIOMEDICAL RES INC,0,17,0,1180348,17,1.44024E-05
SMITHSONIAN INSTITUTION,0,17,0,1064056,17,1.59765E-05
BOYS TOWN NATIONAL RESEARCH HOSPITAL,0,17,0,957702,17,1.77506E-05
LA TROBE UNIVERSITY,0,17,0,957002,17,1.77636E-05
WINSTONSALEM STATE UNIVERSITY,0,17,0,651926,17,2.60762E-05
STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM IO,0,16,0,14669564,16,1.09069E-06
INTERNATIONAL AGENCY FOR RES ON CANCER,0,16,0,13666073,16,1.17078E-06
ACCESS TO ADVANCED HEALTH INSTITUTE,0,16,0,7348527,16,2.1773E-06
MERCER UNIVERSITY MACON,0,16,0,4019800,16,3.98029E-06
CHAPMAN UNIVERSITY,0,16,0,3829266,16,4.17834E-06
CTRC RESEARCH FOUNDATION,0,16,0,1819905,16,8.79162E-06
BOISE STATE UNIVERSITY,0,16,0,1676916,16,9.54127E-06
LA JOLLA INST FOR MOLECULAR MEDICINE,0,16,0,1061365,16,1.50748E-05
EXPRESSION THERAPEUTICS,0,15,0,20323571,15,7.38059E-07
MCGILL UNIVERSITY HEALTH CTR RES INST,0,15,0,13205771,15,1.13587E-06
STICHTING KATHOLIEKE UNIVERSITEIT,0,15,0,7334484,15,2.04513E-06
UNIVERSITY OF WISCONSIN MILWAUKEE,0,15,0,5831816,15,2.57209E-06
POLAREAN INC,0,15,0,4977345,15,3.01365E-06
LOS AMIGOS RESEARCHEDUCATION INSTITUTE,0,15,0,2574695,15,5.82591E-06
CHILDRENS HOSPITALS AND CLINICS,0,15,0,1999488,15,7.50188E-06
NATIONAL SCHOOL OF MEDICINE AND PHARMACY,0,15,0,1288755,15,1.1639E-05
SPELMAN COLLEGE,0,15,0,1027123,15,1.46038E-05
NEW YORK STRUCTURAL BIOLOGY CENTER,0,15,0,534584,15,2.80587E-05
UNIVERSITY OF IBADAN,0,15,0,111672,15,0.00013431
QUEENS MEDICAL CENTER,2,14,0,7418006,16,2.15691E-06
APOGEE BIOTECHNOLOGY CORPORATION,1,14,0,11633798,15,1.28935E-06
STATE UNIVERSITY OF NYBINGHAMTON,0,14,0,8001631,14,1.74964E-06
COLORADO STATE DEPTPUB HLTH  ENVIRONMT,0,14,0,6669990,14,2.09895E-06
FOODSOURCE LURE CORPORATION,0,14,0,6599619,14,2.12133E-06
ACAMBIS INC,0,14,0,5435190,14,2.5758E-06
FLORIDA GULF COAST UNIVERSITY,0,14,0,3439002,14,4.07094E-06
LOVELACE BIOMEDICAL ENVIRONMENTAL RES,0,14,0,3217033,14,4.35182E-06
POP BIOTECHNOLOGIES INC,0,14,0,2999899,14,4.66681E-06
MONTANA STATE UNIVERSITY BOZEMAN,0,14,0,1908767,14,7.33454E-06
TEXAS STATE UNIVERSITY,0,14,0,1830553,14,7.64792E-06
PAPUA NEW GUINEA INST MEDICAL RESEARCH,0,14,0,102568,14,0.000136482
KITWARE INC,1,13,0,5685216,14,2.46252E-06
KESSLER INSTITUTE FOR REHABILITATION,1,13,0,227290,14,6.15926E-05
UNIVERSITY OF NORTH CAROLINA GREENSBORO,0,13,0,6062687,13,2.14426E-06
ROWAN UNIVERSITY SCHOOLOSTEOPATHIC MED,0,13,0,4314378,13,3.01317E-06
BARCELONA INTERNATIONAL HEALTH RES CTR,0,13,0,3954988,13,3.28698E-06
TEXAS ENGINEERING EXPERIMENT STATION,0,13,0,2986133,13,4.35344E-06
BARCELONA INSTITUTE FOR GLOBAL HEALTH,0,13,0,2364540,13,5.49787E-06
COLLABORATIVE DRUG DISCOVERY INC,0,13,0,2143738,13,6.06415E-06
UNIVERSITY OF THE INCARNATE WORD,0,13,0,2033559,13,6.3927E-06
GENE REGULATION LABORATORIES INC,0,13,0,1669795,13,7.78534E-06
UMEA UNIVERSITY,0,13,0,1291952,13,1.00622E-05
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,0,13,0,1257878,13,1.03348E-05
QUEENS COLLEGE,0,13,0,1099080,13,1.1828E-05
CHAIM SHEBA MEDICAL CENTER,0,13,0,1043435,13,1.24587E-05
KEYSTONE SYMPOSIA,0,13,0,716051,13,1.81549E-05
