NCTId,GARDId,OfficialTitle,BriefTitle,BriefSummary,Condition
NCT04479163,GARD:0009237,Prevention of Severe Covid-19 in Infected Elderly by Early Administration of Convalescent Plasma With High-titers of Antibody Against SARS-CoV2.,Prevention of Severe Covid-19 in Infected Elderly by Early Administration of Convalescent Plasma With High-titers of Antibody Against SARS-CoV2,"Trial design. Randomized, double-blind, placebo-controlled trial in a catchment population of 2,020,860 age-appropriate subjects in the state of Buenos Aires and 235,000 in the city of Buenos Aires.

Institutions. Hospitals San Juan de Dios, Simplemente Evita, Dr. Carlos Bocalandro, Evita Pueblo, Sanatorio Antartida, Hospital Central de San Isidro, Clinica Olivos in the state of Buenos Aires with 38 regional and town hospitals acting as referral centers, and Hospital Militar Central, Sanatorio de Los Arcos, Hospital Universitario CEMIC, Sanatorio Sagrado Corazon, Sanatorio Finochietto, Sanatorio Anchorena, Centro Gallego, and in the city of Buenos Aires in Argentina.

Study population. Subjects >= 75 years of age irrespective of presenting comorbidities or between 65-74 years of age with at least one comorbidity (hypertension, diabetes, obesity, chronic renal failure, and COPD) who experience the following signs and symptoms for less than 48 hours at the time of screening for SARS CoV2 by RT-PCR: (a) a temperature >=37.5°C and/or unexplained sweating and/or chills and (b) at least one of the following: dry cough, dyspnea, fatigue, myalgia, anorexia, sore throat, loss of taste and/or smell, rhinorrhea. Subjects consenting to screening will be tested by reverse-transcriptase-polymerase-chain-reaction (RT-PCR) for SARS-CoV-2 in a nasopharyngeal and an oropharyngeal swab and invited to participate when RNA for the virus is detected.

Intervention. Eligible, consenting patients will be randomized using an electronic system to receive 250 ml of convalescent plasma with an IgG titer against SARS-CoV2 spike (S) protein >1:1,000 (COVIDAR IgG, Insituto Leloir, Argentina) or placebo (normal saline 0.9%) administered in a 1:1 ratio. Both treatment and placebo will be concealed using dark bags and tape to cover the infusion line. Treatment will be administered <72 hours from initiation of symptoms. Subjects will be monitored for 12 hours after treatment for adverse events.

Clinical and laboratory monitoring. All participating subjects will be admitted to the hospital upon enrollment. Twenty-four hours after completing the infusion, a sample of venous blood (5 ml) will be obtained from all participants to measure anti-S IgG SARS-CoV2 in serum (COVIDAR IgG, Leloir) and preserved at -20°C until completion of the study. Patient evolution will be assessed daily by study physicians during hospitalization until day 25 and/or at home until day 15, in the event of earlier discharge from the hospital. Study physicians will use predesigned questionnaires to collect clinical information. An Independent Data Safety Monitoring Board (DSMB) will supervise participating subjects during the study.

Endpoints. The primary endpoint of the trial is development of severe respiratory disease defined as a respiratory rate (RR)>30 and/or an O2 sat<93% when breathing room air determined using a predefined protocol. Three other clinical endpoints include (a) life threatening respiratory disease, defined as need for 100% oxygen supplementation and/or non-invasive or invasive ventilation and/or admission to intensive care; (b) critical systemic illness, defined as respiratory failure (PaO2/FiO2 ≤ 200 mm Hg) and/or shock and/or multiorganic distress syndrome; and (c) death.

Statistical analysis. The study is designed to have one interim analysis when the outcome results for 50% of the subjects is obtained. The minimally clinically important difference was set at a 40% relative reduction for an expected outcome rate of 50% in the control group reduced to 30% in the intervention group. A total sample size of 210 subjects (105 per trial arm) was estimated to have 80% power at a significance level (alpha) of 0.05 using a two-sided z-test with continuity correction.

Ethical considerations. The trial has been approved by the institutional review boards of participating institutions and the Central Ethics Committee of the state of Buenos Aires. The study will be conducted in accordance with the principles of the Declaration of Helsinki and the Good Clinical Practice guidelines of the International Conference on Harmonization. Written informed consent will be obtained from all patients for screening and enrollment.",['COVID']
NCT04355624,GARD:0009237,Characterization of Kidney Involvement in COVID-19 Disease: a French Multi-center Prospective Observational Study,Kidney Involvement in COVID-19 Disease (COVKID),"Novel coronavirus disease (COVID-19) is a newly discovered contagious disease caused by SARS-CoV-2 virus, primarily manifesting as an acute respiratory illness with pneumonia, but can affect multiple organs such as kidney, heart, digestive tract, blood and nervous system. In previous reports of SARS and MERS-CoV infections, acute kidney injury was described in 5 to 15% of patients and was associated with a high mortality rate (60-90%). Recent reports showed renal abnormalities in COVID-9 infected patients. A recent Chinese study also reported that acute kidney injury was an independent risk factor for mortality. However, the exact mechanism of kidney involvement remains unclear: sepsis-related cytokine storm or direct cellular injury from the virus. Also, kidney involvement has not yet been well characterized: heavy albuminuria, hematuria or interstitial nephropathy alone.

A recent study identified viral RNA in kidney tissue and another study succeeded isolating SARS-CoV-2 from the urine sample of an infected patient. These data suggest that the kidney might be a target of this novel coronarivus.

The sponsor suggests characterizing kidney involvement in SARS-CoV-2 infection.

Study objectives are:

To give an accurate characterization of kidney involvement in COVID-19
To investigate the physiopathologic mechanism of kidney involvement in SARS-CoV-2 infection
To identify risk factors for kidney involvement in in SARS-CoV-2 infection
To evaluate the impact of kidney involvement in in SARS-CoV-2 infection
To assess the long-term health effect of kidney injury on survivors of in SARS-CoV-2 infection",['Kidney Injury']
NCT05408299,GARD:0009237,Comparative Study of Patterns of Immune Response to COVID 19 Vaccination Between Immunocompetent and Immunocompromised Subjects,Comparative Study of Patterns of Immune Response to COVID 19 Vaccination,"An effective vaccine stands as the most effective way for controlling the COVID 19 pandemic , yet, immunogenic vaccine efficacy needs to be extensively studied . T cell responses against the structural proteins have been found to be the most immunogenic in peripheral blood mononuclear cells of convalescent SARS-CoV1 patients which needs to be tested in SARS -COV2 vaccine efficacy studies alongside with the sustainability of humoral and cellular immune responses . Clinically , immunocompromised patients face drastic outcome of infections , which led the Advisory Committee on Immunization Practices (ACIP) - USA -and the Joint Committee on Vaccination and Immunisation (JCVI) -UK- recommend COVID-19 vaccination of immunocompromised , the WHO Strategic Advisory Group of Experts on Immunization (SAGE), recommended that the three vaccines(Pfizer ,Moderna and Astra Zeneca) can be used for individuals with high-risk comorbidities . Nevertheless, there is an unmet research need concerning the immune response towards COVID 19 vaccination in this population .

Based on the previous work of our team in designing B and T cell epitopes distributed over the S protein , we will study the immune response in the available vaccines in Egypt.",['Immune Response to Covid 19 Vaccination']
NCT04342182,GARD:0009237,Convalescent Plasma Therapy From Recovered Covid-19 Patients as Therapy for Hospitalized Patients With Covid-19,Convalescent Plasma as Therapy for Covid-19 Severe SARS-CoV-2 Disease (CONCOVID Study),"Passive immunization with immunoglobulins is occasionally used as therapy for the treatment of viral infectious diseases. Immunoglobulins are used for the treatment of CMV disease, and is effective as prophylaxis when given soon after exposure to varicella zoster virus, rabies, and hepatitis B virus.

Neutralizing antibodies against MERS, SARS-CoV-1 and SARS-CoV-2 have been shown to be present in patients previously infected with MERS, SARS-CoV-1 and SARS-CoV-2 respectively. During the 2003 SARS outbreak in Hong-Kong,a non-randomized study in hospitalized SARS patients showed that treatment with convalescent plasma (convP) from SARS-recovered donors significantly increased the day 22 discharge rate and decreased mortality. A study in non-human primates showed that rhesus macaques could not be re-infected with SARS-CoV-2 after primary infection.

With no proven effective therapy against COVID, this study will evaluate the safety and efficacy of convalescent plasma from COVID-recovered donors as a treatment for hospitalized patients with symptomatic COVID-19. The study will focus on patients who tested positive for SARS-CoV-2 in the last 96 hours before inclusion

Primary objectives

• Decrease overall mortality in patients within COVID disease

Study design:

This trial is a randomized comparative trial. Patients will be randomized between the infusion of 300mL of convP with standard of care.

Patient population:

Patients with PCR confirmed COVID disease, age >18 years Donors will be included with a known history of COVID who have been asymptomatic for at least 14 days.

Intervention: 300mL of convP Duration of treatment: ConvP will be given as a one-time infusion Duration of follow up: For the primary endpoint: until discharge or death before day 60, whichever comes first. For the secondary endpoints (with separate consent) up to 1 year.

Target number of patients: 426 Target number of donors: 100 Expected duration of accrural: 36 months",['COVID-19']
NCT04319731,GARD:0009237,A Pilot Study of Human Amniotic Fluid for COVID19 Associated Respiratory Failure,A Pilot Study of Human Amniotic Fluid for COVID19 Associated Respiratory Failure,"The purpose of this study is to test the effect of purified (acellular) amniotic fluid as a treatment for SARS CoV-2 (COVID19)-associated respiratory failure. Past use of human amniotic products (i.e., membrane and fluid) is FDA-approved for tissue injury and has been used to reduce inflammation and fibrosis in patients with a variety of medical conditions. The investigators hypothesize that using nebulized and/or intravenous purified (acellular) amniotic fluid will reduce both inflammation in patients hospitalized for in SARS CoV-2 (COVID19)-associated respiratory failure, potentially leading to a decrease in respiratory support.",['SARS CoV-2 Infection']
NCT04610515,GARD:0009237,Innovative Support for Patients With SARS-COV2 Infections (COVID-19) Registry (INSPIRE),Innovative Support for Patients With SARS-COV2 Infections (COVID-19) Registry (INSPIRE),"The Innovative Support for Patients with SARS COV-2 Infections Registry (INSPIRE) study is a CDC-funded COVID-19 project to understand the long-term health outcomes in recently tested adults, both negative and positive, who have suspected COVID symptoms at the time of their test. Participants will complete short online surveys every 3 months for 18 months, share information about their health using a secure web-based platform, and are compensated for their time.",['Cardiovascular Diseases']
NCT04483752,GARD:0009237,Predicting the Progression to Chronic Fibrosis of Lung Lesions Related to Covid-19 Infection From Chest CT Images,Predicting the Progression to Chronic Fibrosis of Lung Lesions Related to Covid-19 Infection From Chest CT Images,"The main differences observed between SARSCoV-2 pneumonia and other epidemic viral pneumopathies (e.g., seasonal influenza) are the greater infectivity of SARSCoV-2, the clinical severity of the disease, particularly in young patients without co-morbidities, and the observation of radiological images related to significant parenchymal aggression in a large number of patients.

The lesions in the acute phase correspond essentially to bilateral ground glass opacity more or less associated with condensations which would be markers of more severe infections.

The major scope of the lesions in the acute phase raises the question of whether or not the scanning anomalies are completely resolved over time, and the possible impact on lung function. This risk of sequelae is very important to study given the large number of patients affected by SARSCoV-2, especially since these are often young patients who appear to be ""healthy"".

In the current context of the CoV-2 SARS pandemic, the improved quality and availability of diagnostic scanners provides a wealth of information on the semiology and progression of lung disease with minimal exposure to ionizing radiation. A majority of hospitalized patients with SARSCoV-2 received a CT scan in the early phase of the disease. Indeed, the French Society of Radiology has recommended the performance of a CT scan without injection in thin sections in case of suspicion or for confirmation of the diagnosis in patients presenting initial or secondary clinical signs of severity and justifying hospital management due to the initial lack of reagents for performing biological tests (RT-PCR) and the high sensitivity of the CT scan and its specificity in epidemic periods.

The present study aims to study the kinetics of lung involvement in SARS CoV 2, to study the predictive character of the chest CT scan performed at the patient's discharge on the existence of radiological sequelae at 3 months but also at 1 year in order not to misunderstand the constitution of late fibrosis after partial resolution of the CT images. The investigatos will study the correlation between possible radiological abnormalities and the clinical presentation (patient symptoms and lung function). The rigorous follow-up of these patients will allow us to set up, if necessary, early treatment of the detected abnormalities (inhaled corticoids in case of bronchial or bronchiolar damage, study of the place of an anti-fibrosis treatment in case of fibrosis,...).",['CoV2 SARS Pneumonia']
NCT04954287,GARD:0009237,"A Phase 1 Open-Label, Dose-Ranging Trial to Evaluate the Safety and Immunogenicity of Intranasal Parainfluenza Virus Type 5- SARS CoV-2 S Vaccine (CVXGA1) in Healthy Adults Aged 18 to 55 Years and Adolescents Aged 12 to 17 Years",Phase 1 Study of Intranasal PIV5-vectored COVID-19 Vaccine Expressing SARS-CoV-2 Spike Protein in Healthy Adults,"This Phase 1 trial is an open-label trial to evaluate the safety, reactogenicity and immunogenicity of two dosages (10^6 PFU and 10^7 PFU) of intranasal CVXGA1 administered as a single dose in healthy adults age 18-55 years and in adolescents age 12-17.",['Covid19']
NCT04905862,GARD:0009237,Multi Center Study to Assess the Humoral and Cellular Response After Vaccination Against COVID-19 in Patients Treated With Renal Replacement Therapy,Assessment of Immune Response After Vaccination Against COVID-19 in Patients Treated With Renal Replacement Therapy,"Chronically dialyzed patients and kidney transplant recipients have been identified as particularly vulnerable to SARS-CoV-2 infection due to unavoidable exposure. They have also high rates of comorbid conditions and have varying degrees of immunosuppression, which puts them at risk of developing very severe forms of COVID-19 disease with fatality rates varying from 16% to 32%. In such circumstances vaccination is the only chance to improve their extremely poor prognosis. There is very little published data on the response to vaccination in dialyzed patients and kidney transplant recipients so far. No data are available on the efficacy of vaccines against COVID-19 in patients treated with peritoneal dialysis (PD). Furthermore, given the fact that disturbances of acquired immunity in dialyzed patients are many and diverse it is uncertain whether vaccinating against SARS CoV-2 in these population will result in sufficient immune response and, by consequence, protection against infection. Registration studies on the basis of which population vaccinations are actually conducted were performed only in the general population. There were no dialyzed patients and kidney transplant recipients in the study groups, so these patients are vaccinated with doses and schedules for people without chronic kidney disease. It is not known whether vaccination under such standard schedule produces a sufficient immune response in them and how long it lasts. That's why the aim of this study is to evaluate the humoral and cellular immune response after mRNA vaccine against COVID-19 with which patients treated with renal replacement therapy are vaccinated in Poland. It will be a prospective, observational controlled study conducted in patients treated with renal replacement therapy (hemodialyzed subjects, patients treated with peritoneal dialysis and kidney transplant recipients) vaccinated with mRNA vaccine against COVID-19 according to common rules and manufactures recommendations.The control group will be made up of sex and age matched people without chronic kidney disease.The first goal of the study is to analyze seroconversion rate and titer magnitude of neutralizing IgG and IgA antibodies directed against spike (s) SARS-CoV-2 antigen after the first and the second dose of mRNA vaccine as well as after 3, 6, 9, 12 months after vaccination. The second goal is to evaluate the cellular immune response tested using the ELISPOT method at the same time points as above.The immune response will be compared to patients without chronic kidney disease as well as between hemodialysis, peritoneal dialysis patients and kidney transplant recipients.",['Vaccine Adverse Reaction']
NCT04463849,GARD:0009237,Effects of SARS-CoV-2 Infection on Beta-cell Function in Euglycemic Patients,Effects of COVID-19 Infection on Beta-cell Function in Euglycemic Patients,"In recent months, a new coronavirus, SARS-CoV-2, has been identified as the cause of a serious lung infection named COVID-19 by the World Health Organization. This virus has spread rapidly among the nations of the world and it is the cause of a pandemic and a global health emergency. There is still very little scientific evidence on the virus, however epidemiological data suggest that one of the most frequent comorbidities is diabetes, along with hypertension and heart disease. There is no scientific evidence on the possible effects of this infection on the function of the β cell and on glycemic control. Clinical evidence seems to suggest that COVID-19 infection mostly affects the respiratory system, and an acute worsening of glycemic compensation is not described as generally observed in bacterial pneumonia. However, previous work on acute respiratory syndromes (SARS) caused by similar coronaviruses, had described that the infection has multi-organ involvement related to the expression of the SARS coronavirus receptor, the angiotensin 2 converting enzyme, in different organs, especially at the level of endocrine pancreatic tissue. In the population of this previous work, glucose intolerance and fasting hyperglycaemia have been described and in 37 of 39 diabetic patients examined, a remission of diabetes was observed three years after the infection. It is possible that the coronaviruses responsible for SARS may enter the pancreatic islets using the angiotensin 2 converting enzyme receptor, expressed at the level of the endocrine pancreas, thus causing diabetes. Additionally, previous literature on coronavirus infections (SARS and MERS or Middle-East Respiratory Syndrome) suggested that diabetes could worsen the evolution of the disease. In particular, in case of Middle-East Respiratory Syndrome-CoV infection, diabetic mice had a more prolonged serious illness and a delay in recovery regardless of the viremic titer. This could probably be due to a dysregulation of the immune response, which results in more serious and prolonged lung disease.

There are currently no data on pancreatic beta cell function in patients with COVID-19.",['BETA-CELL FUNCTION']
NCT04707833,GARD:0009237,Protocol for the Collection of Clinical Samples for Evaluation and Implementation of Serological Techniques for Screening for COVID-19 Infection at the University Hospital of Rouen,Evaluation of Serological Techniques for Screening for COVID-19 Infection at the University Hospital of Rouen,"At present, the offer of tests for the serological diagnosis of CoVID-19 (detection of IgG, IgM or IgA antibodies against CoV-2 SARS) is plethoric and is based on the use of a very large number of rapid diagnostic unit tests, a few dedicated high throughput automated systems or reagents on existing open systems. The offer will continue to expand in the coming months.

In order to meet the objectives mentioned by the Prime Minister, and confirmed in the HAS report of April 16, 2020 and in the opinion n°6 of the COVID-19 scientific council concerning the potential use of these serological tests at the end of the COVID-19 epidemic, the Virology laboratory wishes to validate the sensitivity and specificity of the tests it intends to use.",['Corona Virus Infection']
NCT05303168,GARD:0009237,Prevalence and Impact of SARS-CoV-2 Infection on Maternal and Infant Health in African Populations (MA-CoV),Prevalence and Impact of COVID-19 on Maternal and Infant Health in African Populations,"There is growing evidence that COVID-19 threatens maternal and perinatal health. Pregnant women are at higher risk of severe complications (severe pneumonia, hospitalizations, intensive care unit admission, invasive mechanical ventilation, extracorporeal membrane oxygenation) and death compared to age-matched non-pregnant women. On the other hand, the number of confirmed COVID-19 cases reported in sub-Saharan Africa (SSA) continues to increase, where the highest maternal mortality rates in the world are registered. The World Health Organization (WHO) estimates that this region alone accounted for roughly two-thirds (196 000) of all maternal deaths in 2017, which among other reasons is explained by the inequalities in access to quality antenatal care (ANC) services and the low numbers of skilled health workers in the region. The spread of SARS-CoV-2 in SSA is threatening the already fragile health services, affecting mainly the most vulnerable populations such as pregnant women.

This project aims to describe the burden and effects of SARS-CoV-2 infection during pregnancy in women living in malaria endemic areas and high prevalence of HIV infection. Pregnant women attending ANC clinics in selected sites from Libreville and Lambaréné (Gabon) and Manhiça (Mozambique) will be enrolled in a cohort study to determine the frequency of SARS-CoV-2 infection and COVID-19 during pregnancy and its effects on maternal and neonatal health. Participants will be tested for SARS-CoV-2 infection whenever reporting respiratory symptoms suggestive of COVID-19 during routine ANC follow-up and six weeks after the end of pregnancy. The presence of antibodies (IgG/IgM) against SARS CoV-2 in blood samples will be determined. The clinical presentation of COVID-19 in pregnancy will be also characterised, and the incidence of infection during pregnancy and the risk factors of maternal and neonatal morbidity and mortality associated with SARS-CoV-2 infection and the frequency of mother- to- child transmission of SARS-CoV-2 will be assessed.

The findings of this project will contribute to the understanding of the impact of SARS-CoV-2 and COVID-19 among pregnant women living in SSA countries where malaria and HIV infections are highly prevalent.",['COVID-19']
NCT00068926,GARD:0009237,VRC 300: Screening of Healthy Volunteers for Clinical Trials of Investigational Vaccines to Prevent Infectious Diseases,VRC 300: Screening of Healthy Volunteers for Clinical Trials of Investigational Vaccines to Prevent Infectious Diseases,"This protocol will screen healthy normal volunteers for participation in studies of vaccines under development at NIAID's Vaccine Research Center. Of interest are vaccines for:

Newly identified infectious diseases such as SARS.
Infectious diseases of concern as possible bioweapons, such as smallpox and Ebola virus
Emerging infectious diseases that are more widespread geographically than in the past, such as West Nile virus
For preventing diseases such as tuberculosis and malaria.

Healthy normal volunteers between 18 and 70 years of age may be eligible for this protocol. Screening begins about 1 to 6 months before the start of the vaccine study. Participants will have a physical examination and health history, including questions about sexual activity and drug use. Over the course of the screening visits, participants will be asked to give urine and blood samples to test for various infections and other medical problems. Women capable of getting pregnant will be given a pregnancy test. Women who are pregnant or breastfeeding will not be enrolled in the study.

At the end of the screening, participants will be informed about which vaccines are currently being tested in clinical trials for which they may be eligible. Once participants enroll in a vaccine study, their participation in the screening protocol ends.",['Healthy']
NCT04466982,GARD:0009237,"Objective Assessment of Olfactory Dysfunction and Impact on Quality of Life in SARS CoV-2 (COVID-19)Infection Using the UPSIT, eQOD and SNOT-22 Questionnaires: A Prospective Observational Cohort Study",Assessment of Olfactory Dysfunction in SARS CoV-2 (COVID-19) Infection,"This study is designed to investigate the acuity of olfactory dysfunction in COVID-19 positive patients in the United Kingdom. In particular defining severity with objective testing and determining if this has any predictive value on the outcome of the SARS CoV-2 infection. In addition, this study will strive to determine duration / natural history of olfactory dysfunction in these patients in respect to a positive SARS CoV-2 diagnosis. It should also demonstrate the impact of olfactory dysfunction on patient Quality of Life (QOL).",['Quality of Life']
NCT04325412,GARD:0009237,Cardiac complicAtions in Patients With SARS Corona vIrus 2 regisTrY,Cardiac complicAtions in Patients With SARS Corona vIrus 2 (COVID-19) regisTrY,CAPACITY (www.capacity-covid.eu) is a registry of patients with COVID-19 across Europe and has been established to answer questions on the role of cardiovascular disease in this pandemic. It is an extension of the Case Record Form (CRF) that was released by the ISARIC (International Severe Acute Respiratory and Emerging Infection Consortium) and WHO (World Health Organisation) in response to the emerging outbreak of COVID-19.,['COVID-19; Cardiovascular Diseases']
NCT04867226,GARD:0009237,Effectiveness of Colchicine Among Patients With COVID-19 Infection,Effectiveness of Colchicine Among Patients With COVID-19 Infection,"In November 2019, there were a lot of cases of an acute respiratory illness (then named at February 11th as COVID_19) which first case was reported in Wuhan, China,The SARS COV-2 had been spread in a fast way to involve whole world, As it's obvious that Colchicine is a drug that is most commonly and widely used to treat and prevent acute attacks of Gout, other crystal induced arthropathy,colchicine has important role in inhibiting activation of NLRP3 inflammasome these lead to decrease cytokine production , aim of study To evaluate whether colchicine is effective in the treatment of COVID-19 cases. And to measure the effectiveness of colchicine in alleviating and controlling pulmonary and extra pulmonary complications of COVID-19",['Coronavirus Infection']
NCT04669990,GARD:0009237,Remdesivir and Convalescent Plasma Therapy for Treatment of COVID-19 Infection in Nepal : A Registry Study,Remdesivir and Convalescent Plasma Therapy for Treatment of COVID-19 Infection in Nepal : A Registry Study,"The pandemic COVID-19 does not have an established treatment. Clinical trials of antiviral drugs against SARS CoV-2 are currently in progress. Clinical study done by NIH which included 1059 patients indicated that those who received Remdesivir had a median recovery time of 11 days as compared with 15 days in those who received placebo. Remdesivir has recently received full approval for COVID-19 by US FDA, and emergency use authorization (EUA) by multiple countries including European Commission and Indian Health Service. Remdesivir appears to demonstrate the most benefit in those with severe COVID-19 on supplemental oxygen. The NIH Panel recommends using Remdesivir for 5 days or until hospital discharge, whichever comes first. The interim analysis of WHO's SOLIDARITY trial, however, failed to show mortality benefit with Remdesivir. Review of literature suggests the transfusion of convalescent plasma has been used successfully in observational and retrospective studies. A recent metanalysis showed that convalescent plasma reduced mortality by 57% compared to matched-patients receiving standard treatments. The objective of NHRC sponsored initial clinical study protocol (Convalescent Plasma study) was to provide a coordinated approach for collection and preparation, distribution and guidance for safe and effective administration of convalescent plasma with antibodies against SAR CoV-2 for treatment of patients with COVID-19 infection who are most likely to benefit from this investigational treatment. On August 9th, 2020, the Government of Nepal gave permission to use Remdesivir in COVID-19 patients of Nepal only as a study drug when the original protocol was amended to add a second study arm to use Remdesivir for treatment of patients with moderate to severe COVID-19. The enrollment goal of these two protocols have been reached and collection of study data will be completed by the end of October 2020. On October 18th, the GoN MoHP also announced and directed to provide access for Remdesivir directly through the pharmacies. Therefore, this registry study has been designed to replace the compassionate use study of Remdesivir and Convalescent plasma.",['Covid19']
NCT04894279,GARD:0009237,A Study of the Reliability and Validity of the Turkish Version of Short Multidimensional Inventory Lifestyle Evaluation - Confinement,Reliability and Validity of the Turkish Version of SMİLE-C,"How the life style changed multidimensionally with home isolation in the period of COVID-19 is a new research question. Physical and social isolation, home isolation, and quarantine policies applied during epidemic periods such as SARS, MERS, Ebola have been associated with lifestyle changes (Lippi, 2019). Much of the research on the health impact of epidemics and isolation has focused on psychological issues such as stress-related symptoms and disorders and to a lesser extent social support and stress management. In contrast, the epidemic and its associated lifestyle issues during quarantine and isolation, including the impact of dietary changes, restricted physical activity, and increased indoor and screen time, are still not investigated. A limited number of studies have examined lifestyle changes during COVID-19 and previous epidemic periods. However, there is no Turkish survey that comprehensively deals with the lifestyle, the scope of which is expanding, today. The Brief Multidimensional Lifestyle Assessment Scale, which we planned to validate in our study, is a scale developed by Balanzá-Martínez et al to multi-dimensionally evaluate the lifestyle changes that occurred during the COVID-19 outbreak. It consists of 7 parts (Diet and Nutrition, Substance addiction, Physical activity, Stress management, Restorative sleep, Social support and Environmental exposure) and a total of 27 items. There are response options measured using a 4-point Likert scale. High scores indicate a healthy lifestyle (Balanzá-Martínez, 2021).

In this context, we think that adapting the Short Multidimensional Lifestyle Assessment Scale / Short Multidimensional Inventory Lifestyle Evaluation - Confinement (SMILE-C) questionnaire into Turkish will make a significant contribution to the literature.",['Covid19']
NCT05134766,GARD:0009237,"Retrospective Evaluation of Clinical, Virological and Serological Data in Patients With Mild Acute Upper Respiratory Tract Infections","Retrospective Evaluation of Clinical, Virological and Serological Data in Patients With Mild Acute Upper Respiratory Tract Infections","Retrospective analysis with subgroup evaluation

Primary objectives of the data analysis study:

1 Retrospective analysis of the symptoms and quality of life data of patients with mild, acute (<96 hours) upper respiratory symptoms based on the results of standard health assessment questionnaires used at the institution, over a period of 10-15 days after the SARS CoV-2 PCR test.

Secondary objectives

1 Retrospective assessment of the upper respiratory tract symptoms and quality of life and serological parameters of the contact persons with confirmed close exposure to SARS CoV-2 PCR positive patients (based on the results of the standard health assessment questionnaires used at the institution in the period of 10-15 days after the SARS CoV-2 PCR test)

The retrospective analysis also includes an assessment of the pharmacological and supplementary therapies used in patients presenting with mild, acute (<96 hours) upper respiratory symptoms and SARS CoV-2 positive contacts, as well as the incidence of SARS CoV-2 virus infection in contacts confirmed by PCR test (based on values measured within 48 hours and 10-15 days later), and an analysis of patients' serological data.",['Acute Upper Respiratory Tract Infection']
NCT04526977,GARD:0009237,"Differences in Susceptibility and Cytokine Profile, Specific CD4/CD8 T Cell Response, Toll Like Receptors (TLRs) and Killer Immunoglobulin-like Receptors (KIRs) Among HIV-1-infected Individuals With Previous or Current COVID-19",Differences in Immune Response Among HIV-1-infected Individuals With Previous or Current COVID-19 (CoVIHDis).,"People living with HIV could have different susceptibility and outcome to the SARS CoV-2 infection. The risk of SARS CoV-2 infection in this population could be no related to HIV infection, immunodepression or antiretroviral therapy, but to the different susceptibility as measured by ACE2 or CD26 receptors. Also, patients with HIV-1 infection could have different cytokine profile and cellular immune response after SARS-CoV-2 infection, leading to a differential outcome,",['HIV-1-infection']
NCT04334954,GARD:0009237,SARS-COV2 Pandemic Serosurvey and Blood Sampling,SARS-COV2 Pandemic Serosurvey and Blood Sampling,"Background:

Respiratory virus outbreaks and pandemics, such as SARS, MERS, and the new SARS-COV2 virus, have major impacts worldwide. Researchers must act quickly to learn about the exposures and immunity in the general population. This can be done by studying people s blood serum to find those with antibodies to the virus. This knowledge can help in current and future pandemics. In this study, researchers want to find people who have anti-SARS-COV2 antibodies but no known exposure or illness.

Objective:

To find the number of people with detectable antibodies to SARS-COV2 from a sampling of adults who have no known exposure or clinical illness.

Eligibility:

Adults ages 18 and older without a confirmed COVID19 infection or current symptoms consistent with COVID19

Design:

Participants will enroll and give consent over the phone. They will be screened over the phone with a health assessment questionnaire. They will be screened for COVID19 using the NIH COVID19 screening questionnaire.

Participants will give a blood sample. They can go to the NIH Clinical Center or do home blood sampling. In-person collection at NIH is preferred.

If participants go to NIH, 2 tubes of blood will be taken.

If participants do home sampling, they will be sent a home sampling kit. The kit contains gauze, an alcohol pad, a lancet, collection devices, and shipping materials. It also contains detailed instructions. They will collect 80ul of blood and mail it to the NIH lab.

Participants may enroll in the study up to 4 times. They cannot enroll within 30 days of previous enrollment.",['SARS-COV2 Virus']
NCT04912011,GARD:0009237,The Use of a Mineralocorticoid Receptor Antagonist (Spironolactone) in the Treatment of Pulmonary Fibrosis Associated With SARS-CoV-2 Infection,Mineralocorticoid Receptor Antagonist and Pulmonary Fibrosis in COVID-19.,"In December 2019 SARS-CoV-2 virus appeared in the world, mainly appearing as an acute infection of the lower respiratory tract. In March 2020, the World Health Organization (WHO) announced a pandemic in relation to the disease caused by the SARS-CoV-2 virus, known as COronaVIrus Disease 2019 (COVID-19). Since then, the efforts of scientists from around the world have focused on finding the right treatment and vaccine for the new disease. COVID-19 has spread rapidly in a few months, affecting patients in all ages. The disease has a varied course, patients can be 80% asymptomatic, but many develop respiratory failure, complicated by sepsis and ultimately death. One of the possible complications associated with COVID-19 lung involvement is pulmonary fibrosis, leading to chronic breathing difficulties and prolonged disability. No specific mechanisms leading to this phenomenon have been identified in COVID-19, but some information is derived from previous studies on the SARS and MERS epidemic. There have been several reports that the use of spironolactone may be important in preventing pulmonary fibrosis.

The aim of the study is to evaluate the effectiveness of intravenous form of mineralocorticoid receptor antagonist canrenoate potassium (an aldosterone antagonist of the spirolactone group) in the treatment of COVID-19-associated pulmonary fibrosis based on the mechanisms of the immune response.",['COVID-19 Pneumonia']
