GardID,GardIDStatus,DataSource,SourceID,ClassificationLevel,DisorderType,SourceName,SourceSynonym,SourceDescription,OmimMember,ParentOrphaCode,ParentOrphaName,ParentGardID,RdRequestID,GardLegacy_DiseaseName,GardLegacy_GARDisRare,GardLegacy_isSpanish,GardLegacy_StatusName
GARD:17699,Active,Orphanet,ORPHA:420728,Disorder,[Disease],Combined oxidative phosphorylation defect type 20,[COXPD20],"Combined oxidative phosphorylation defect type 20 is a rare mitochondrial oxidative phosphorylation disorder characterized by variable combination of psychomotor delay, hypotonia, muscle weakness, seizures, microcephaly, cardiomyopathy and mild dysmorphic facial features. Variable types of structural brain anomalies have also been reported. Biochemical studies typically show decreased activity of mitochondrial complexes (mainly complex I).",[615917],,,,,,,,
GARD:177,Active,Orphanet,ORPHA:2432,Disorder,[Malformation syndrome],Macrosomia-microphthalmia-cleft palate syndrome,[Teebi-Al Saleh-Hassoon syndrome],"Macrosomia-microphthalmia-cleft palate syndrome is a rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by early macrosomia, bilateral severe microphthalmia and a protuberant abdomen with hepatomegaly. Additional reported features include brachycephaly, large fontanelles, prominent forehead, upturned nose and median cleft palate. Cyanotic apneic spells and overwhelming infection lead to death within the first 6 months of life. There have been no further descriptions in the literature since 1989.",[248110],,,,,Macrosomia with lethal microphthalmia,TRUE,FALSE,Active
GARD:17700,Active,Orphanet,ORPHA:420733,Disorder,[Disease],Combined oxidative phosphorylation defect type 21,[COXPD21],"Combined oxidative phosphorylation defect type 21 is a rare mitochondrial disease characterized by axial hypotonia with limb hypertonia, developmental delay, hyperlactatemia, central nervous system anomalies visible on magnetic resonance imaging (e.g. corpus callosum hypoplasia, lesions of the globus pallidus) and multiple deficiency of the mitochondrial respiratory chain complexes in muscle tissue, but not in fibroblasts or liver.",[615918],,,,,,,,
GARD:17701,Active,Orphanet,ORPHA:420741,Disorder,[Malformation syndrome],RIDDLE syndrome,"[RNF168 deficiency, Radiosensitivity-immunodeficiency-dysmorphic features-learning difficulties syndrome]","A rare, genetic, primary immunodeficiency disorder characterized by increased radiosensitivity(R), mild immunodeficiency (ID), dysmorphic features (D), and learning difficulties (LE).",[611943],,,,,,,,
GARD:17702,Active,Orphanet,ORPHA:423384,Disorder,[Disease],Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency,,"Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency is a rare, genetic, primary immunodeficiency disorder characterized by early-onset, recurrent, severe bacterial infections, granulopoiesis maturation arrest at the promyelocyte/myelocyte stage and markedly reduced absolute neutrophil counts, resulting from recessively inherited mutations in the <i>JAGN1</i> gene. Mild facial dysmorphism (i.e. triangular face), short stature, failure to thrive, hypothyroidism, developmental delay, pancreatic insufficiency and coarctation of aorta, as well as bone and urogenital abnormalities, may also be associated.",[616022],,,,,,,,
GARD:17703,Active,Orphanet,ORPHA:423454,Disorder,[Disease],Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,"[Ectodermal dysplasia-short stature syndrome, Short stature-nail dysplasia-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome]","Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome is a rare genetic ectodermal dysplasia syndrome characterized by short stature, nail dystrophy and/or nail loss, oral mucosa and/or tongue hyperpigmentation, dentition abnormalities (delayed teeth eruption, hypodontia, enamel hypoplasia), keratoderma on the margins of the palms and soles and focal hyperkeratosis on the dorsum of the hands and feet. Additionally, dysphagia with esophageal strictures, sensorineural deafness, bronchial asthma and severe iron-deficiency anemia have been observed.",[616029],,,,,,,,
GARD:17704,Active,Orphanet,ORPHA:423461,Subtype of disorder,[Clinical subtype],Mucolipidosis type III alpha/beta,"[ML 3 alpha/beta, ML III alpha/beta, Mucolipidosis type 3 alpha/beta]","Mucolipidosis III alpha/beta (MLIII alpha/beta) is a lysosomal disorder characterized by progressive slowing of the growth rate from early childhood, stiffness and pain in joints, gradual coarsening of facial features, moderate developmental delay and mild intellectual disability in most patients.",[252600],,,,,,,,
GARD:17705,Active,Orphanet,ORPHA:423470,Subtype of disorder,[Clinical subtype],Mucolipidosis type III gamma,"[ML 3 gamma, ML III gamma, Mucolipidosis type 3 gamma]","Mucolipidosis type III gamma (ML 3 gamma) is a very rare lysosomal disease, that has most often been observed in the Middle East, characterized by a progressive slowing of the growth rate in early childhood; stiffness and pain in shoulders, hips, and finger joints; a gradual, mild coarsening of facial features; and by a slower progression, milder clinical course and longer life expectancy than that seen in mucolipidosis type II and mucolipidosis type III alpha/beta. Cognitive function is normal or only slightly impaired and retinitis pigmentosa has been reported in a few patients. Many survive into early adulthood, but ultimately succumb to cardiorespiratory insufficiency.",[252605],,,,,,,,
GARD:17706,Active,Orphanet,ORPHA:424027,Disorder,[Disease],Progressive myoclonic epilepsy type 8,"[EPM8, PME type 8, Progressive myoclonic epilepsy due to CERS1 deficiency, Progressive myoclonus epilepsy type 8]","A rare, genetic, neurological disorder characterized by childhood to adolescent-onset of action myoclonus, generalized tonic-clonic seizures, and slowly progressive, moderate to severe cognitive impairment that may lead to dementia. EEG reveals progressive slowing of background activity and epileptic abnormalities and brain MRI shows cerebellar and brainstem atrophy.",[616230],,,,,,,,
GARD:17707,Active,Orphanet,ORPHA:424099,Disorder,[Malformation syndrome],Colobomatous microphthalmia-rhizomelic dysplasia syndrome,[Microphthalmia-coloboma-rhizomelic skeletal dysplasia],"Colobomatous microphthalmia-rhizomelic dysplasia syndrome is a rare, genetic developmental defect during embryogenesis characterized by a range of developmental eye anomalies (including anophthalmia, microphthalmia, colobomas, microcornea, corectopia, cataract) and symmetric limb rhizomelia with short stature and contractures of large joints. Intellectual disability with autistic features, macrocephaly, dysmorphic features, urogenital anomalies (hypospadia, cryptorchidism), cutaneous syndactyly and precocious puberty may also be present.",[615877],,,,,,,,
GARD:17708,Active,Orphanet,ORPHA:424261,Disorder,[Disease],TOR1AIP1-related limb-girdle muscular dystrophy,"[Autosomal recessive limb-girdle muscular dystrophy type 2Y, Autosomal recessive muscular dystrophy due to LAP1B deficiency, Autosomal recessive muscular dystrophy due to Torsin-1A-interacting protein 1 deficiency, LGMD type 2Y, LGMD2Y, Muscular dystrophy with progressive weakness, distal contractures and rigid spine, TOR1AIP1-related LGMD]","A form of limb-girdle muscular dystrophy, presenting in the first or second decades of life, characterized by slowly progressive proximal and distal muscle weakness and atrophy. Additional manifestations include contractures of the proximal and distal interphalangeal hand joints, rigid spine, restricted pulmonary function, and mild cardiomyopathy.",[617072],,,,,,,,
GARD:17709,Active,Orphanet,ORPHA:431140,Disorder,[Malformation syndrome],X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,[X-linked colobomatous microphthalmia-microcephaly-short stature-psychomotor retardation syndrome],"X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome is a rare syndromic microphthalmia disorder characterized by microphthalmia with coloboma (which may involve the iris, cilary body, choroid, retina and/or optic nerve), microcephaly, short stature and intellectual disability. Other eye abnormalities such as pendular nystagmus, esotropia and ptosis may also be present. Additional associated abnormalities include kyphoscoliosis, anteverted pinnae with minimal convolutions, diastema of the incisors and congenital pes varus.",[300915],,,,,,,,
GARD:17710,Active,Orphanet,ORPHA:431149,Disorder,[Disease],Combined immunodeficiency due to OX40 deficiency,"[Combined immunodeficiency with childhood-onset Kaposi sarcoma, Combined immunodeficiency with impaired immunity to HHV-8, Combined immunodeficiency with impaired immunity to human herpes virus 8]","Combined immunodeficiency due to OX40 deficiency is a rare combined T and B cell immunodeficiency characterized by susceptibility to develop an aggressive, childhood-onset, disseminated, cutaneous and systemic Kaposi sarcoma.",[615593],,,,,,,,
GARD:17711,Active,Orphanet,ORPHA:431166,Disorder,[Disease],Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,[Primary immunodeficiency with post-MMR vaccine viral infection],"Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection is a rare primary immunodeficiency due to a defect in innate immunity disorder characterized by selective susceptibility to viral infections, particularly after systemic challenge with live viral vaccines, such as the measles, mumps and rubella (MMR) vaccine. Patients present severe, potentially fatal, manifestations to viral illness, including encephalitis, hepatitis and pneumonitis.","[616636, 616669]",,,,,,,,
GARD:17712,Active,Orphanet,ORPHA:431329,Disorder,[Disease],Autosomal recessive spastic paraplegia type 57,"[SPG57, Spastic paraplegia due to partial TFG deficiency]","Autosomal recessive spastic paraplegia type 57 (SPG57) is an extremely rare, complex type of hereditary spastic paraplegia, characterized by onset in infancy of pronounced leg spasticity (leading to the inability to walk independently), reduced visual acuity due to optic atrophy, and distal wasting of the hands and feet due to an axonal demyelinating sensorimotor neuropathy. SPG57 is caused by mutations in the <i>TFG </i> gene (3q12.2) encoding protein TFG, which is thought to play a role in ER microtubular architecture and function.",[615658],,,,,,,,
GARD:17713,Active,Orphanet,ORPHA:435329,Disorder,[Disease],Familial ossifying fibroma,[Multiple ossifying fibroma],"A rare genetic bone disease characterized by multifocal, painless, benign fibrocemento-osseous lesions of the jaws which expand progressively and can cause severe facial deformity. It usually manifests at an early age and is often associated with abnormalities of the long bones and pathologic fractures. Radiologically, the lesions are of mixed radiopaque/radiolucent appearance. Incomplete surgical removal may lead to more rapid growth of the residual lesion.",[137575],,,,,,,,
GARD:17714,Active,Orphanet,ORPHA:435387,Disorder,[Disease],Autosomal dominant Charcot-Marie-Tooth disease type 2Y,"[Autosomal dominant Charcot-Marie-Tooth disease type 2 due to VCP mutation, CMT2 due to VCP mutation, CMT2Y]","A rare, axonal hereditary motor and sensory neuropathy characterized by progressive distal muscle weakness and atrophy of variable onset and severity. Patients present with postural instability, gait and running difficulties, decreased deep tendon reflexes, foot deformities, fine motor impairment, and distal sensory impairment. Dysarthria, dysphagia, and mild cognitive and behavioral abnormalities have also been reported.",[616687],,,,,,,,
GARD:17715,Active,Orphanet,ORPHA:435438,Disorder,[Disease],Progressive myoclonic epilepsy type 7,"[EPM7, MEAK, Myoclonus epilepsy and ataxia due to potassium channel mutation, PME type 7, Progressive myoclonic epilepsy due to KV3.1 deficiency, Progressive myoclonus epilepsy type 7]","A rare, genetic, neurological disorder characterized by childhood to adolescent onset of progressive myoclonus (which becomes very severe and results in major motor impediment) associated with infrequent tonic-clonic seizures, and, occasionally, ataxia. Learning disability prior to seizure onset and mild cognitive decline may be associated.",[616187],,,,,,,,
GARD:17716,Active,Orphanet,ORPHA:435628,Disorder,[Malformation syndrome],Keppen-Lubinsky syndrome,[Generalized lipodystrophy-progeroid features-severe intellectual disability syndrome],"A rare, genetic, primary lipodystrophy syndrome characterized by severe developmental delay and intellectual disability, hypertonia, hyperreflexia, microcephaly, tightly adherent skin, an aged appearance, severe generalized lipodystrophy, and distinct facial dysmorphism which includes large prominent eyes, narrow nasal bridge, tented upper lip vermilion, an open mouth, and high-arched palate. Laboratory analysis of serum and urine are normal.",[614098],,,,,,,,
GARD:17717,Active,Orphanet,ORPHA:435804,Disorder,[Disease],Short stature-advanced bone age-early-onset osteoarthritis syndrome,,"A rare, primary bone dysplasia characterized by proportional short stature, early cessation of bone growth, accelerated skeletal maturation, variable presence of early-onset osteoarthritis and osteochondritis dissecans, and normal endocrine evaluation. The variable dysmorphic features include mild to relative macrocephaly, frontal bossing, midfacial hypoplasia, flat nasal bridge, brachydactyly, broad thumbs, and lordosis.",[165800],,,,,,,,
GARD:17718,Active,Orphanet,ORPHA:435845,Disorder,[Malformation syndrome],Lethal neonatal spasticity-epileptic encephalopathy syndrome,[Lethal neonatal rigidity-multifocal seizure syndrome],"A rare genetic neurological disorder characterized by neonatal onset of rigidity and intractable seizures, with episodic jerking already beginning <i>in utero</i>. Affected infants have small heads, remain visually inattentive, do not feed independently, and make no developmental progress. Frequent spontaneous apnea and bradycardia usually culminate in cardiopulmonary arrest and death in infancy, although some cases were described with a milder clinical course and survival into childhood.","[614498, 618056]",,,,,,,,
GARD:17719,Active,Orphanet,ORPHA:435930,Disorder,[Disease],Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,,"A rare genetic eye disease characterized by optic disc anomalies (bilateral colobomatous optic discs, retinal vessels arising from the peripheral optic disc) and macular atrophy. Peripapillary chorioretinal atrophy and chorioretinal and iris coloboma have also been described. Patients present with horizontal nystagmus and poor visual acuity.",[212550],,,,,,,,
GARD:17720,Active,Orphanet,ORPHA:435934,Disorder,[Disease],COG2-CDG,[COG2-related congenital disorder of glycosylation],"A rare, congenital disorder of glycosylation caused by mutations in the <i>COG2</i> gene and characterized by normal presentation at birth, followed by progressive deterioration with postnatal microcephaly, developmental delay, intellectual disability, seizures, spastic quadriplegia, liver dysfunction, hypocupremia and hypoceruloplasminemia in the first year of life. Diffuse cerebral atrophy and thin corpus callosum may be observed on brain MRI.",[617395],,,,,,,,
GARD:17721,Active,Orphanet,ORPHA:435938,Disorder,[Malformation syndrome],X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,,"X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome is a rare syndromic intellectual disability characterized by hypotonia, microcephaly, severe developmental delay, seizures, intellectual disability, growth retardation, cardiac septal defects, cryptorchidism, hypospadias, and dysmorphic features - prominent ears, prognathism, thin upper lip, dental crowding.",[300998],,,,,,,,
GARD:17722,Active,Orphanet,ORPHA:435953,Disorder,[Disease],Progeroid features-hepatocellular carcinoma predisposition syndrome,[Ruijs-Aalfs syndrome],"A rare inherited cancer-predisposing syndrome characterized by early-onset hepatocellular carcinoma, genomic instability, and progeroid features, such as short stature, low body weight, muscular atrophy, lipodystrophy, bilateral cataracts, and premature hair graying. Dysmorphic craniofacial features include triangular face, small, deep-set eyes, and micrognathia. Kyphoscoliosis, sloping shoulders, mild pectus excavatum, bilateral contractures of the elbows and fingers, bilateral clinodactyly, and pes planus have also been reported.",[616200],,,,,,,,
GARD:17723,Active,Orphanet,ORPHA:435998,Disorder,[Disease],Autosomal recessive intermediate Charcot-Marie-Tooth disease type D,[RI-CMT type D],"Autosomal recessive intermediate Charcot-Marie-Tooth disease type D is a rare hereditary motor and sensory neuropathy characterized by childhood onset of unsteady gait, pes cavus, frequent falls and foot dorsiflexor weakness slowly progressing to distal upper and lower limb muscle weakness and atrophy, distal sensory impairment and reduced tendon reflexes. Additional symptoms may include bilateral sensorineural hearing impairment and neuropathic pain.",[616039],,,,,,,,
GARD:17724,Active,Orphanet,ORPHA:436151,Disorder,[Disease],Intellectual disability-expressive aphasia-facial dysmorphism syndrome,[Intellectual disability-loss of expressive language-facial dysmorphism syndrome],"A rare genetic syndromic intellectual disability characterized by moderate to severe intellectual deficiency, language deficit (completely absent or significantly impaired speech), and distinctive facial dysmorphism (long face, straight eyebrows, and, less frequently, low-set ears and café-au-lait spots). Additional, variably observed features include motor delays, behavioral difficulties, and seizures.","[616078, 616083]",,,,,,,,
GARD:17725,Active,Orphanet,ORPHA:436166,Disorder,[Disease],Periodic fever-infantile enterocolitis-autoinflammatory syndrome,"[NLRC4-related MAS, NLRC4-related autoinflammatory syndrome with MAS, NLRC4-related autoinflammatory syndrome with macrophage activation syndrome, NLRC4-related infantile enterocolitis-autoinflammatory syndrome, NLRC4-related macrophage activation syndrome]","A rare genetic systemic or rheumatologic disease characterized by neonatal or infantile onset of enterocolitis (which resolves with age), periodic fever, and episodes of severe systemic inflammation, which may be precipitated by infections, stress, or fatigue. Signs and symptoms include splenomegaly, urticaria-like rashes, arthralgia, and myalgia. Associated laboratory findings are elevated inflammatory markers (such as ferritin, C-reactive protein), pancytopenia, and elevated transaminases. If left untreated, flares can progress to coagulopathy, organ failure, and death.",[616050],,,,,,,,
GARD:17726,Active,Orphanet,ORPHA:436169,Disorder,[Disease],Thrombomodulin-related bleeding disorder,"[THBD-related bleeding disorder, THBD-related coagulopathy, Thrombomodulin-related coagulopathy]","A rare genetic coagulation disorder characterized by marked bleeding tendency and posttraumatic bleeding with easy bruising, soft tissue and muscle bleeding, hemarthroses, and menorrhagia due to an increase of soluble thrombomodulin in plasma with subsequent protein C activation and reduction of thrombin generation within a potential thrombus. Abnormal laboratory findings include markedly elevated plasma thrombomodulin, reduced prothrombin consumption, and decreased thrombin generation.",[614486],,,,,,,,
GARD:17727,Active,Orphanet,ORPHA:436174,Disorder,[Disease],Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,[CAGSSS],"A rare mitochondrial disease characterized by a highly variable phenotypic spectrum comprising delayed motor development, peripheral neuropathy, cataract, short stature due to growth hormone deficiency, nystagmus, sensorineural hearing loss, dysmorphic facial features, and skeletal abnormalities consistent with spondyloepimetaphyseal dysplasia. Hyperextensible joints, achalasia, and telangiectasia have also been described. Cognition is normal. Atrophy of the pituitary gland has been observed in brain imaging.",[616007],,,,,,,,
GARD:17728,Active,Orphanet,ORPHA:436182,Disorder,[Malformation syndrome],Microcephalic primordial dwarfism-insulin resistance syndrome,,"A rare genetic disease characterized by severe pre- and postnatal growth failure with short stature and microcephaly, facial dysmorphism (including a small jaw and prominent midface), severe insulin resistance, fatty liver, and hypertriglyceridemia developing in childhood, and primary gonadal failure. Mild global learning difficulties and acanthosis nigricans have also been reported.","[616541, 617253]",,,,,,,,
GARD:17729,Active,Orphanet,ORPHA:436242,Disorder,[Disease],Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease,,"A rare genetic cardiac disease characterized by variably expressed atrial tachyarrhythmia (such as atrial flutter, paroxysmal or chronic atrial fibrillation, ectopic atrial tachycardia, or multifocal atrial tachycardia), infra-Hisian conduction system disease, and vulnerability to dilated cardiomyopathy. Age of onset ranges between childhood and adulthood.",[616117],,,,,,,,
GARD:17730,Active,Orphanet,ORPHA:436245,Disorder,[Disease],Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,[Retinal dystrophy-juvenile cataract-short stature syndrome],"A rare, genetic, syndromic rod-cone dystrophy disorder characterized by psychomotor developmental delay from early childhood, intellectual disability, short stature, mild facial dysmorphism (e.g. upslanted palpebral fissures, hypoplastic alae nasi, malar hypoplasia, attached earlobes), excessive dental spacing and malocclusion, juvenile cataract and ophthalmologic findings of atypical retinitis pigmentosa (i.e. salt-and-pepper retinopathy, attenuated retinal arterioles, generalized rod-cone dysfunction, mottled macula, peripapillary sparing of retinal pigment epithelium).",[616108],,,,,,,,
GARD:17731,Active,Orphanet,ORPHA:436252,Disorder,[Disease],Combined immunodeficiency-enteropathy spectrum,[CID-MIA/early-onset IBD],"A rare genetic disease characterized by multiple intestinal atresia in association with combined immunodeficiency and inflammatory bowel disease. Clinical features include widespread atresia extending from the stomach to the rectum, homogenous calcifications in the abdominal cavity, hepatic cholestasis, cirrhosis, and chronic liver failure, hypoplastic thymus, and increased susceptibility to mainly bacteria and viruses. The immunological phenotype consists of profound generalized T-cell lymphopenia and milder natural killer cell and B-cell lymphopenia, as well as low serum levels of IgG, IgA, and IgM, with elevated serum IgE. The disease is mostly fatal in infancy or childhood.",[243150],,,,,,,,
GARD:17732,Active,Orphanet,ORPHA:437552,Disorder,[Disease],Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,"[Autosomal recessive primary immunodeficiency with defective spontaneous NK cell cytotoxicity, CD16 deficiency]","A rare, genetic primary immunodeficiency characterized by recurrent respiratory and skin viral infections (Epstein-Barr virus, herpes simplex virus, human papillomavirus), deficient spontaneous cytotoxicity of natural killer cells, but preserved antibody-dependent cellular cytotoxicity. No other abnormalities are present on immunologic work-up.",[615707],,,,,,,,
GARD:17733,Active,Orphanet,ORPHA:438075,Disorder,[Disease],Ketoacidosis due to monocarboxylate transporter-1 deficiency,,"A rare disorder of ketone body transport characterized by recurrent episodes of ketoacidosis provoked by fasting or infections in the first years of life. The episodes are typically preceded by poor feeding and vomiting and are associated with dehydration, in severe cases also with decreased consciousness and insufficient respiratory drive. Hypoglycemia is observed only infrequently. Patients with homozygous mutations tend to present at a younger age, have more profound ketoacidosis, and may show mild to moderate developmental delay in addition.",[616095],,,,,,,,
GARD:17734,Active,Orphanet,ORPHA:438114,Disorder,[Disease],RARS-related autosomal recessive hypomyelinating leukodystrophy,,"A rare, genetic leukodystrophy characterized by developmental delay, increased muscle tone leading later to spasticity, mild ataxia, nystagmus, dysarthria, intentional tremor, and mild intellectual disability. Brain imaging reveals supratentorial and infratentorial hypomyelination.",[616140],,,,,,,,
GARD:17735,Active,Orphanet,ORPHA:438117,Disorder,[Disease],Steel syndrome,[Bilateral hip and radial head dislocations-short stature-scoliosis-carpal coalitions-pes cavus-facial dysmorphism syndrome],"A rare genetic bone disease characterized by short stature, bilateral congenital hip dislocation, radial head dislocation, carpal coalition, scoliosis, pes cavus, and atlantoaxial subluxation. Dysmorphic facial features include broad forehead, broad nasal bridge, hypertelorism, and mild midface hypoplasia. Association with bilateral sensorineural hearing loss has also been described.",[615155],,,,,,,,
GARD:17736,Active,Orphanet,ORPHA:438134,Disorder,[Disease],PCNA-related progressive neurodegenerative photosensitivity syndrome,,"PCNA-related progressive neurodegenerative photosensitivity syndrome is a rare neurodegenerative disease caused by homozygous mutations in the <i>PCNA</i> gene and characterized by neurodegeneration, postnatal growth retardation, prelingual sensorineural hearing loss, premature aging, ocular and cutaneous telangiectasia, learning difficulties, photophobia, and photosensitivity with evidence of predisposition to sun-induced malignancy. Progressive neurologic deterioration leads to gait disturbances, muscle weakness, speech and swallowing difficulties and progressive cognitive decline.",[615919],,,,,,,,
GARD:17737,Active,Orphanet,ORPHA:438159,Disorder,[Disease],STAT3-related early-onset multisystem autoimmune disease,,"A rare, genetic, lymphoproliferative syndrome characterized by early onset recurrent infections, lymphadenopathy with hepatosplenomegaly and variable autoimmune disorders, including hemolytic anemia, thrombocytopenia, neutropenia, enteropathy, type I diabetes, scleroderma, arthritis, atopic dermatitis, and inflammatory lung disease. Patients commonly have failure to thrive. Variable immunologic findings include decreased regulatory T-cells, hypogammaglobulinemia, and reduction in memory B cells.",[615952],,,,,,,,
GARD:17738,Active,Orphanet,ORPHA:438207,Disorder,[Disease],Severe autosomal recessive macrothrombocytopenia,,"A rare isolated hereditary giant platelet disorder characterized by severe thrombocytopenia and thrombopathy due to defects in proplatelet formation and platelet activation in homozygous patients. Clinical manifestation are recurrent bleeding episodes including epistaxis, spontaneous hematomas, and menorrhagia.",[616176],,,,,,,,
GARD:17739,Active,Orphanet,ORPHA:438213,Disorder,[Disease],PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,,"A rare neurologic disease characterized by neonatal hypotonia, global developmental delay, feeding difficulties, and often seizures or seizure-like episodes. Other frequently observed signs and symptoms include variable dysmorphic features, myopathic facies, respiratory problems, and visual abnormalities, such as strabismus or esotropia. Brain imaging may show delayed myelination and other white matter abnormalities.",[616158],,,,,,,,
GARD:17740,Active,Orphanet,ORPHA:438216,Subtype of disorder,[Etiological subtype],PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,,,[616158],,,,,,,,
GARD:17741,Active,Orphanet,ORPHA:439254,Disorder,[Disease],ITM2B amyloidosis,"[Familial cerebral amyloid angiopathy, ITM2B-related amyloidosis, ITM2B-related cerebral amyloid angiopathy]","A rare, neurodegenerative disease characterized by progressive dementia and ataxia, widespread cerebral amyloid angiopathy and parenchymal amyloid deposition. Two subtypes have been identified, ABri amyloidosis and ADan amyloidosis.","[117300, 176500]",,,,,,,,
GARD:17742,Active,Orphanet,ORPHA:439822,Disorder,[Malformation syndrome],PDE4D haploinsufficiency syndrome,,"PDE4D haploinsufficiency syndrome is a rare syndromic intellectual disability characterized by developmental delay, intellectual disability, low body mass index, long arms, fingers and toes, prominent nose and small chin.",[615668],,,,,,,,
GARD:17743,Active,Orphanet,ORPHA:439897,Disorder,[Malformation syndrome],Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,,"Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome is a rare, genetic developmental defect during embryogenesis malformation syndrome characterized by intrauterine growth restriction, flexion arthrogryposis of all joints, severe microcephaly, renal cystic dysplasia/agenesis/hypoplasia and complex malformations of the brain (cerebral and cerebellar hypoplasia, vermis, corpus callosum and/or occipital lobe agenesis, with or without arhinencephaly), as well as of the genitourinary tract (ureteral agenesis/hypoplasia, uterine hypoplasia and/or vaginal atresia), leading to fetal demise.",[616258],,,,,,,,
GARD:17744,Active,Orphanet,ORPHA:440392,Disorder,[Disease],Interstitial lung disease due to SP-C deficiency,[Interstitial lung disease due to surfactant protein C deficiency],"A rare genetic interstitial lung disease characterized by diffuse lung disease of variable phenotype ranging from severe respiratory insufficiency in infancy to asymptomatic adults, due to surfactant protein C deficiency. Typical presentation in infancy includes dyspnea, cough, wheezing, and gradual cyanosis, with or without failure to thrive. Radiological findings include diffuse ground-glass opacities in neonates, later interstitial thickening associated with lung hyperinflation, intraparenchymal/subpleural cysts, honeycombing, subpleural nodules, or bronchiectasis. Infiltrates and air leaks are frequent complications.",[610913],,,,,,,,
GARD:17745,Active,Orphanet,ORPHA:440402,Disorder,[Disease],Interstitial lung disease due to ABCA3 deficiency,[Interstitial lung disease due to ATP-binding cassette subfamily A member 3 deficiency],"Interstitial lung disease due to ABCA3 deficiency is a rare genetic respiratory disease characterized by a variable clinical outcome ranging from a fatal respiratory distress syndrome in the neonatal period to chronic interstitial lung disease developing in infancy or childhood with chronic cough, rapid breathing, shortness of breath and recurrent pulmonary infections. Clinical manifestations of respiratory failure include grunting, intercostal retractions, nasal flaring, cyanosis, and progressive dyspnea.",[610921],,,,,,,,
GARD:17746,Active,Orphanet,ORPHA:440427,Disorder,[Disease],Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,"[Hereditary pulmonary alveolar proteinosis with hepatic involvement, Interstitial lung and liver disease, PAP, Reunion island type, Pulmonary alveolar proteinosis, Reunion island type]","A rare, genetic interstitial lung disease characterized by accumulation of lipoproteins in the pulmonary alveoli leading to restrictive lung disease and respiratory failure. Patients present with dyspnea, tachypnea, cough, failure to thrive, and digital clubbing. Liver disease have been described in some cases including hepatomegaly, steatosis, fibrosis or cirrhosis.",[615486],,,,,,,,
GARD:17747,Active,Orphanet,ORPHA:440706,Disorder,[Disease],Ribose-5-P isomerase deficiency,,"Ribose-5-P isomerase deficiency is an extremely rare, hereditary, disorder of pentose phosphate metabolism characterized by progressive leukoencephalopathy and a highly increased ribitol and D-arabitol levels in the brain and body fluids. Clinical presentation includes psychomotor delay, epilepsy, and childhood-onset slow neurological regression with ataxia, spasticity, optic atrophy and sensorimotor neuropathy.",[608611],,,,,,,,
GARD:17748,Active,Orphanet,ORPHA:440731,Disorder,[Biological anomaly],L-ferritin deficiency,,"A rare genetic hematologic disease characterized by decreased or undetectable serum L-ferritin with otherwise normal laboratory parameters. Clinical signs and symptoms include generalized seizures, atypical restless leg syndrome, mild neuropsychologic impairment, and progressive hair loss. Asymptomatic cases have also been reported.",[615604],,,,,,,,
GARD:17749,Active,Orphanet,ORPHA:443057,Subtype of disorder,[Clinical subtype],Sporadic porphyria cutanea tarda,[Porphyria cutanea tarda type I],,[176090],,,,,,,,
GARD:17750,Active,Orphanet,ORPHA:443062,Subtype of disorder,[Clinical subtype],Familial porphyria cutanea tarda,[Porphyria cutanea tarda type II],,[176100],,,,,,,,
GARD:17751,Active,Orphanet,ORPHA:443073,Disorder,[Disease],Charcot-Marie-Tooth disease type 2S,[CMT2S],"A rare subtype of axonal hereditary motor and sensory neuropathy characterized by progressive distal muscle weakness and atrophy of both the lower and upper limbs, absent or reduced deep tendon reflexes, mild sensory loss, foot drop, and pes cavus leading eventually to wheelchair dependance. Some patients present with early hypotonia and delayed motor development. Scoliosis and variable autonomic disturbances may be associated.",[616155],,,,,,,,
GARD:17752,Active,Orphanet,ORPHA:443087,Disorder,[Disease],"46,XY disorder of sex development due to testicular 17,20-desmolase deficiency",,,[614279],,,,,,,,
