GardID,XrefSource,SourceID,MapRelationship
GARD:0016141,OMIM,616576,Exact
GARD:0016141,UMLS,C4225277,NA
GARD:0016142,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/adams-oliver-syndrome,NA
GARD:0016142,OMIM,616589,Exact
GARD:0016142,UMLS,C4225271,NA
GARD:0016143,DiseaseOntology,70131,NA
GARD:0016143,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/cutis-laxa,NA
GARD:0016143,OMIM,616603,Exact
GARD:0016143,UMLS,C4225268,NA
GARD:0016144,DiseaseOntology,80624,NA
GARD:0016144,OMIM,616617,Exact
GARD:0016144,UMLS,C4225267,NA
GARD:0016145,OMIM,616629,Exact
GARD:0016145,UMLS,C4225263,NA
GARD:0016146,OMIM,616631,Exact
GARD:0016146,UMLS,C4225262,NA
GARD:0016147,DiseaseOntology,80460,NA
GARD:0016147,OMIM,616645,Exact
GARD:0016147,UMLS,C4225257,NA
GARD:0016148,DiseaseOntology,111439,NA
GARD:0016148,OMIM,616648,Exact
GARD:0016148,UMLS,C4085249,NA
GARD:0016149,DiseaseOntology,110917,NA
GARD:0016149,OMIM,616649,Exact
GARD:0016149,UMLS,C2674219,NA
GARD:0016150,DiseaseOntology,110993,NA
GARD:0016150,OMIM,616654,Exact
GARD:0016150,UMLS,C4084841,NA
GARD:0016151,DiseaseOntology,70289,NA
GARD:0016151,OMIM,616681,Exact
GARD:0016151,UMLS,C4225249,NA
GARD:0016152,DiseaseOntology,111577,NA
GARD:0016152,OMIM,616689,Exact
GARD:0016152,UMLS,C4225242,NA
GARD:0016153,DiseaseOntology,110673,NA
GARD:0016153,OMIM,616720,Exact
GARD:0016153,UMLS,C4225235,NA
GARD:0016154,DiseaseOntology,110619,NA
GARD:0016154,OMIM,616726,Exact
GARD:0016154,UMLS,C4225230,NA
GARD:0016155,DiseaseOntology,80385,NA
GARD:0016155,OMIM,616730,Exact
GARD:0016155,UMLS,C4225228,NA
GARD:0016156,DiseaseOntology,112243,NA
GARD:0016156,OMIM,616734,Exact
GARD:0016156,UMLS,C4225225,NA
GARD:0016157,DiseaseOntology,111574,NA
GARD:0016157,OMIM,616760,Exact
GARD:0016157,UMLS,C4225214,NA
GARD:0016158,DiseaseOntology,70005,NA
GARD:0016158,OMIM,616777,Exact
GARD:0016158,UMLS,C4225212,NA
GARD:0016159,DiseaseOntology,110994,NA
GARD:0016159,OMIM,616781,Exact
GARD:0016159,UMLS,C4084842,NA
GARD:0016160,DiseaseOntology,110995,NA
GARD:0016160,OMIM,616784,Exact
GARD:0016160,UMLS,C4084843,NA
GARD:0016161,OMIM,616792,Exact
GARD:0016161,UMLS,C4225207,NA
GARD:0016162,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/wilms-tumor,NA
GARD:0016162,OMIM,616806,Exact
GARD:0016162,UMLS,C3891301,NA
GARD:0016163,DiseaseOntology,80517,NA
GARD:0016163,OMIM,616835,Exact
GARD:0016163,UMLS,C4225188,NA
GARD:0016164,DiseaseOntology,110978,NA
GARD:0016164,OMIM,616849,Exact
GARD:0016164,UMLS,C4225183,NA
GARD:0016165,DiseaseOntology,110013,NA
GARD:0016165,OMIM,616882,Exact
GARD:0016165,UMLS,C4225169,NA
GARD:0016166,DiseaseOntology,80387,NA
GARD:0016166,OMIM,616892,Exact
GARD:0016166,UMLS,C4225166,NA
GARD:0016167,DiseaseOntology,80381,NA
GARD:0016167,OMIM,616893,Exact
GARD:0016167,UMLS,C4225165,NA
GARD:0016168,DiseaseOntology,90010,NA
GARD:0016168,OMIM,616910,Exact
GARD:0016168,UMLS,C4310799,NA
GARD:0016169,DiseaseOntology,90011,NA
GARD:0016169,OMIM,616911,Exact
GARD:0016169,UMLS,C4310798,NA
GARD:0016170,DiseaseOntology,112368,NA
GARD:0016170,OMIM,616938,Exact
GARD:0016170,UMLS,C4310788,NA
GARD:0016171,OMIM,616941,Exact
GARD:0016171,UMLS,C4310786,NA
GARD:0016172,DiseaseOntology,111872,NA
GARD:0016172,OMIM,616943,Exact
GARD:0016172,UMLS,C4310785,NA
GARD:0016173,DiseaseOntology,70172,NA
GARD:0016173,OMIM,616950,Exact
GARD:0016173,UMLS,C4310779,NA
GARD:0016174,OMIM,617004,Exact
GARD:0016174,UMLS,C4310769,NA
GARD:0016175,DiseaseOntology,80417,NA
GARD:0016175,OMIM,617020,Exact
GARD:0016175,UMLS,C4310762,NA
GARD:0016176,DiseaseOntology,110361,NA
GARD:0016176,OMIM,617023,Exact
GARD:0016176,UMLS,C4310759,NA
GARD:0016177,DiseaseOntology,110866,NA
GARD:0016177,OMIM,617024,Exact
GARD:0016177,UMLS,C4310758,NA
GARD:0016178,DiseaseOntology,112329,NA
GARD:0016178,OMIM,617026,Exact
GARD:0016178,UMLS,C4310757,NA
GARD:0016180,OMIM,617050,Exact
GARD:0016180,UMLS,C4310746,NA
GARD:0016181,DiseaseOntology,80518,NA
GARD:0016181,OMIM,617063,Exact
GARD:0016181,UMLS,C4310738,NA
GARD:0016182,DiseaseOntology,80427,NA
GARD:0016182,OMIM,617065,Exact
GARD:0016182,UMLS,C4310737,NA
GARD:0016183,DiseaseOntology,111523,NA
GARD:0016183,OMIM,617069,Exact
GARD:0016183,UMLS,C4310734,NA
GARD:0016184,OMIM,617075,Exact
GARD:0016184,UMLS,C4310729,NA
GARD:0016185,OMIM,617088,Exact
GARD:0016185,UMLS,C4310724,NA
GARD:0016186,DiseaseOntology,70288,NA
GARD:0016186,OMIM,617090,Exact
GARD:0016186,UMLS,C4310723,NA
GARD:0016187,DiseaseOntology,110610,NA
GARD:0016187,OMIM,617091,Exact
GARD:0016187,UMLS,C4310722,NA
GARD:0016188,DiseaseOntology,110620,NA
GARD:0016188,OMIM,617092,Exact
GARD:0016188,UMLS,C4310721,NA
GARD:0016189,OMIM,617102,Exact
GARD:0016189,UMLS,C4310718,NA
GARD:0016190,DiseaseOntology,80442,NA
GARD:0016190,OMIM,617105,Exact
GARD:0016190,UMLS,C4310717,NA
GARD:0016191,DiseaseOntology,80454,NA
GARD:0016191,OMIM,617106,Exact
GARD:0016191,UMLS,C4310716,NA
GARD:0016192,DiseaseOntology,80447,NA
GARD:0016192,OMIM,617113,Exact
GARD:0016192,UMLS,C4310712,NA
GARD:0016193,DiseaseOntology,81011,NA
GARD:0016193,OMIM,617119,Exact
GARD:0016193,UMLS,C5561936,NA
GARD:0016194,DiseaseOntology,110996,NA
GARD:0016194,OMIM,617120,Exact
GARD:0016194,UMLS,C4310706,NA
GARD:0016195,DiseaseOntology,110997,NA
GARD:0016195,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/joubert-syndrome,NA
GARD:0016195,OMIM,617121,Exact
GARD:0016195,UMLS,C4310705,NA
GARD:0016196,OMIM,617123,Exact
GARD:0016196,UMLS,C4310704,NA
GARD:0016197,OMIM,617127,Exact
GARD:0016197,UMLS,C4310701,NA
GARD:0016198,DiseaseOntology,80424,NA
GARD:0016198,OMIM,617132,Exact
GARD:0016198,UMLS,C4310700,NA
GARD:0016199,DiseaseOntology,111787,NA
GARD:0016199,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/frontometaphyseal-dysplasia,NA
GARD:0016199,OMIM,617137,Exact
GARD:0016199,UMLS,C4310697,NA
GARD:0016200,OMIM,617141,Exact
GARD:0016200,SNOMED-CT,253232000,NA
GARD:0016200,UMLS,C0344543,NA
GARD:0016201,OMIM,617142,Exact
GARD:0016201,UMLS,C4310695,NA
GARD:0016202,DiseaseOntology,110661,NA
GARD:0016202,OMIM,617143,Exact
GARD:0016202,UMLS,C4310694,NA
GARD:0016203,DiseaseOntology,80428,NA
GARD:0016203,OMIM,617153,Exact
GARD:0016203,UMLS,C4310691,NA
GARD:0016204,DiseaseOntology,80718,NA
GARD:0016204,OMIM,617158,Exact
GARD:0016204,UMLS,C5399975,NA
GARD:0016205,DiseaseOntology,80456,NA
GARD:0016205,OMIM,617162,Exact
GARD:0016205,UMLS,C4310687,NA
GARD:0016206,DiseaseOntology,80425,NA
GARD:0016206,OMIM,617166,Exact
GARD:0016206,UMLS,C4310685,NA
GARD:0016207,OMIM,617168,Exact
GARD:0016207,UMLS,C4284414,NA
GARD:0016208,DiseaseOntology,112104,NA
GARD:0016208,OMIM,617169,Exact
GARD:0016208,UMLS,C4310684,NA
GARD:0016209,DiseaseOntology,80987,NA
GARD:0016209,OMIM,617174,Exact
GARD:0016209,UMLS,C4310681,NA
GARD:0016210,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/periventricular-heterotopia,NA
GARD:0016210,OMIM,617201,Exact
GARD:0016210,UMLS,C4310669,NA
GARD:0016211,DiseaseOntology,80960,NA
GARD:0016211,OMIM,617217,Exact
GARD:0016211,UMLS,C4310665,NA
GARD:0016212,DiseaseOntology,110672,NA
GARD:0016212,OMIM,617239,Exact
GARD:0016212,UMLS,C4310654,NA
GARD:0016213,DiseaseOntology,111080,NA
GARD:0016213,OMIM,617243,Exact
GARD:0016213,UMLS,C4310652,NA
GARD:0016214,DiseaseOntology,111090,NA
GARD:0016214,OMIM,617244,Exact
GARD:0016214,UMLS,C4284093,NA
GARD:0016215,DiseaseOntology,111085,NA
GARD:0016215,OMIM,617247,Exact
GARD:0016215,UMLS,C4310651,NA
GARD:0016216,OMIM,617251,Exact
GARD:0016216,UMLS,C4310649,NA
GARD:0016217,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/uncombable-hair-syndrome,NA
GARD:0016217,OMIM,617252,Exact
GARD:0016217,UMLS,C4310648,NA
GARD:0016218,DiseaseOntology,80448,NA
GARD:0016218,OMIM,617276,Exact
GARD:0016218,UMLS,C4310637,NA
GARD:0016219,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/familial-atrial-fibrillation,NA
GARD:0016219,OMIM,617280,Exact
GARD:0016219,UMLS,C4310636,NA
GARD:0016220,DiseaseOntology,80953,NA
GARD:0016220,OMIM,617297,Exact
GARD:0016220,UMLS,C4310630,NA
GARD:0016221,DiseaseOntology,80350,NA
GARD:0016221,OMIM,617304,Exact
GARD:0016221,UMLS,C4310626,NA
GARD:0016222,DiseaseOntology,110933,NA
GARD:0016222,OMIM,617336,Exact
GARD:0016222,UMLS,C4479186,NA
GARD:0016223,DiseaseOntology,80455,NA
GARD:0016223,OMIM,617350,Exact
GARD:0016223,UMLS,C4479236,NA
GARD:0016224,DiseaseOntology,80464,NA
GARD:0016224,OMIM,617389,Exact
GARD:0016224,UMLS,C4479313,NA
GARD:0016225,DiseaseOntology,80418,NA
GARD:0016225,OMIM,617391,Exact
GARD:0016225,UMLS,C4479319,NA
GARD:0016226,DiseaseOntology,81010,NA
GARD:0016226,OMIM,617406,Exact
GARD:0016226,UMLS,C4319932,NA
GARD:0016227,DiseaseOntology,111893,NA
GARD:0016227,OMIM,617408,Exact
GARD:0016227,UMLS,C4479424,NA
GARD:0016228,DiseaseOntology,111880,NA
GARD:0016228,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/diamond-blackfan-anemia,NA
GARD:0016228,OMIM,617409,Exact
GARD:0016228,UMLS,C4479428,NA
GARD:0016229,OMIM,617433,Exact
GARD:0016229,UMLS,C4479481,NA
GARD:0016230,OMIM,617443,Exact
GARD:0016230,UMLS,C4479515,NA
GARD:0016231,OMIM,617460,Exact
GARD:0016231,UMLS,C4479526,NA
GARD:0016232,DiseaseOntology,112276,NA
GARD:0016232,OMIM,617493,Exact
GARD:0016232,UMLS,C4479569,NA
GARD:0016233,DiseaseOntology,70295,NA
GARD:0016233,OMIM,617520,Exact
GARD:0016233,UMLS,C4479608,NA
GARD:0016234,OMIM,617542,Exact
GARD:0016234,UMLS,C4479640,NA
GARD:0016235,OMIM,617561,Exact
GARD:0016235,UMLS,C4479654,NA
GARD:0016236,DiseaseOntology,80253,NA
GARD:0016236,OMIM,617562,Exact
GARD:0016236,UMLS,C4539715,NA
GARD:0016236,UMLS,C4539714,NA
GARD:0016237,DiseaseOntology,80256,NA
GARD:0016237,OMIM,617565,Exact
GARD:0016237,UMLS,C4479656,NA
GARD:0016238,DiseaseOntology,80264,NA
GARD:0016238,OMIM,617572,Exact
GARD:0016238,UMLS,C4539767,NA
GARD:0016239,DiseaseOntology,80266,NA
GARD:0016239,OMIM,617577,Exact
GARD:0016239,UMLS,C4539798,NA
GARD:0016240,DiseaseOntology,80689,NA
GARD:0016240,OMIM,617598,Exact
GARD:0016240,UMLS,C4539839,NA
GARD:0016241,DiseaseOntology,80283,NA
GARD:0016241,OMIM,617599,Exact
GARD:0016241,UMLS,C4539843,NA
GARD:0016242,DiseaseOntology,80273,NA
GARD:0016242,OMIM,617610,Exact
GARD:0016242,UMLS,C4539903,NA
GARD:0016243,DiseaseOntology,80275,NA
GARD:0016243,OMIM,617622,Exact
GARD:0016243,UMLS,C4539937,NA
GARD:0016244,DiseaseOntology,80346,NA
GARD:0016244,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/blepharocheilodontic-syndrome,NA
GARD:0016244,OMIM,617681,Exact
GARD:0016244,UMLS,C4540127,NA
GARD:0016245,DiseaseOntology,70177,NA
GARD:0016245,OMIM,617706,Exact
GARD:0016245,UMLS,C4540179,NA
GARD:0016246,DiseaseOntology,70181,NA
GARD:0016246,OMIM,617707,Exact
GARD:0016246,UMLS,C4540185,NA
GARD:0016247,DiseaseOntology,80245,NA
GARD:0016247,OMIM,617729,Exact
GARD:0016247,UMLS,C4540266,NA
GARD:0016248,DiseaseOntology,80246,NA
GARD:0016248,OMIM,617730,Exact
GARD:0016248,UMLS,C4540270,NA
GARD:0016249,DiseaseOntology,80247,NA
GARD:0016249,OMIM,617731,Exact
GARD:0016249,UMLS,C4540274,NA
GARD:0016250,DiseaseOntology,111221,NA
GARD:0016250,OMIM,617760,Exact
GARD:0016250,UMLS,C4540345,NA
GARD:0016251,DiseaseOntology,80277,NA
GARD:0016251,OMIM,617761,Exact
GARD:0016251,UMLS,C4540355,NA
GARD:0016252,OMIM,617781,Exact
GARD:0016252,UMLS,C4540439,NA
GARD:0016253,DiseaseOntology,70281,NA
GARD:0016253,OMIM,617800,Exact
GARD:0016253,UMLS,C4540488,NA
GARD:0016254,DiseaseOntology,80297,NA
GARD:0016254,OMIM,617808,Exact
GARD:0016254,UMLS,C4540499,NA
GARD:0016255,DiseaseOntology,111727,NA
GARD:0016255,OMIM,617809,Exact
GARD:0016255,UMLS,C4540511,NA
GARD:0016256,DiseaseOntology,80728,NA
GARD:0016256,OMIM,617821,Exact
GARD:0016256,UMLS,C1851801,NA
GARD:0016257,OMIM,617825,Exact
GARD:0016257,UMLS,C4540522,NA
GARD:0016258,DiseaseOntology,80471,NA
GARD:0016258,OMIM,617829,Exact
GARD:0016258,UMLS,C4693362,NA
GARD:0016259,DiseaseOntology,80285,NA
GARD:0016259,OMIM,617830,Exact
GARD:0016259,UMLS,C4693367,NA
GARD:0016260,DiseaseOntology,80227,NA
GARD:0016260,OMIM,617831,Exact
GARD:0016260,UMLS,C4693371,NA
GARD:0016261,DiseaseOntology,80473,NA
GARD:0016261,OMIM,617836,Exact
GARD:0016261,UMLS,C4693376,NA
GARD:0016262,DiseaseOntology,80225,NA
GARD:0016262,OMIM,617839,Exact
GARD:0016262,UMLS,C4693381,NA
GARD:0016263,DiseaseOntology,111504,NA
GARD:0016263,GeneticAlliance,8746,NA
GARD:0016263,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/li-fraumeni-syndrome,NA
GARD:0016263,OMIM,609265,Exact
GARD:0016263,UMLS,C1836482,NA
GARD:0016264,OMIM,617883,Exact
GARD:0016264,UMLS,C4554406,NA
GARD:0016265,OMIM,617892,Exact
GARD:0016265,UMLS,C4693523,NA
GARD:0016266,DiseaseOntology,80296,NA
GARD:0016266,OMIM,617899,Exact
GARD:0016266,UMLS,C4693535,NA
GARD:0016267,OMIM,617900,Exact
GARD:0016267,UMLS,C4693542,NA
GARD:0016268,OMIM,617914,Exact
GARD:0016268,UMLS,C4693572,NA
GARD:0016269,DiseaseOntology,111325,NA
GARD:0016269,OMIM,617924,Exact
GARD:0016269,UMLS,C4693613,NA
GARD:0016270,DiseaseOntology,80432,NA
GARD:0016270,OMIM,617929,Exact
GARD:0016270,UMLS,C4693663,NA
GARD:0016271,DiseaseOntology,80420,NA
GARD:0016271,OMIM,617938,Exact
GARD:0016271,UMLS,C4693699,NA
GARD:0016272,OMIM,617941,Exact
GARD:0016272,UMLS,C4693704,NA
GARD:0016273,OMIM,617948,Exact
GARD:0016273,UMLS,C1866810,NA
GARD:0016274,DiseaseOntology,111920,NA
GARD:0016274,OMIM,617960,Exact
GARD:0016274,UMLS,C4693765,NA
GARD:0016275,OMIM,617970,Exact
GARD:0016275,UMLS,C4693796,NA
GARD:0016276,OMIM,617971,Exact
GARD:0016276,UMLS,C1840779,NA
GARD:0016277,OMIM,617973,Exact
GARD:0016277,UMLS,C4693798,NA
GARD:0016278,OMIM,617983,Exact
GARD:0016278,UMLS,C4693831,NA
GARD:0016279,OMIM,617984,Exact
GARD:0016279,UMLS,C4693834,NA
GARD:0016280,OMIM,617985,Exact
GARD:0016280,UMLS,C4693843,NA
GARD:0016281,OMIM,617993,Exact
GARD:0016281,UMLS,C4693863,NA
GARD:0016282,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/hyperphosphatemic-familial-tumoral-calcinosis,NA
GARD:0016282,OMIM,617994,Exact
GARD:0016282,UMLS,C4693864,NA
GARD:0016283,DiseaseOntology,80430,NA
GARD:0016283,OMIM,618008,Exact
GARD:0016283,UMLS,C4693925,NA
GARD:0016284,OMIM,618011,Exact
GARD:0016284,UMLS,C4693933,NA
GARD:0016285,DiseaseOntology,112275,NA
GARD:0016285,OMIM,618012,Exact
GARD:0016285,UMLS,C4693934,NA
GARD:0016286,DiseaseOntology,112193,NA
GARD:0016286,OMIM,618021,Exact
GARD:0016286,UMLS,C4747923,NA
GARD:0016287,DiseaseOntology,112369,NA
GARD:0016287,OMIM,618027,Exact
GARD:0016287,UMLS,C4747954,NA
GARD:0016288,DiseaseOntology,111852,NA
GARD:0016288,OMIM,618063,Exact
GARD:0016288,UMLS,C4748052,NA
GARD:0016289,DiseaseOntology,112323,NA
GARD:0016289,OMIM,618065,Exact
GARD:0016289,UMLS,C4748058,NA
GARD:0016290,DiseaseOntology,111916,NA
GARD:0016290,OMIM,618086,Exact
GARD:0016290,UMLS,C4748117,NA
GARD:0016291,DiseaseOntology,111913,NA
GARD:0016291,OMIM,618110,Exact
GARD:0016291,UMLS,C4748224,NA
GARD:0016292,DiseaseOntology,111925,NA
GARD:0016292,OMIM,618115,Exact
GARD:0016292,UMLS,C4748253,NA
GARD:0016293,OMIM,618123,Exact
GARD:0016293,UMLS,C4748277,NA
GARD:0016294,DiseaseOntology,112382,NA
GARD:0016294,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/limb-girdle-muscular-dystrophy,NA
GARD:0016294,OMIM,618135,Exact
GARD:0016294,UMLS,C4748320,NA
GARD:0016295,DiseaseOntology,112203,NA
GARD:0016295,OMIM,618141,Exact
GARD:0016295,UMLS,C4748341,NA
GARD:0016296,OMIM,618154,Exact
GARD:0016296,UMLS,C4748408,NA
GARD:0016297,OMIM,618161,Exact
GARD:0016297,UMLS,C4748442,NA
GARD:0016298,DiseaseOntology,112140,NA
GARD:0016298,OMIM,618173,Exact
GARD:0016298,UMLS,C4748536,NA
GARD:0016299,DiseaseOntology,80392,NA
GARD:0016299,OMIM,618176,Exact
GARD:0016299,UMLS,C4748545,NA
GARD:0016300,DiseaseOntology,80393,NA
GARD:0016300,OMIM,618177,Exact
GARD:0016300,UMLS,C4748549,NA
GARD:0016301,DiseaseOntology,80394,NA
GARD:0016301,OMIM,618178,Exact
GARD:0016301,UMLS,C4748552,NA
GARD:0016302,OMIM,618179,Exact
GARD:0016302,UMLS,C4748555,NA
GARD:0016303,OMIM,618185,Exact
GARD:0016303,UMLS,C4748602,NA
GARD:0016304,OMIM,618188,Exact
GARD:0016304,SNOMED-CT,389201004,NA
GARD:0016304,UMLS,C1300287,NA
GARD:0016305,OMIM,618189,Exact
GARD:0016305,UMLS,C4748647,NA
GARD:0016306,OMIM,618195,Exact
GARD:0016306,UMLS,C4748658,NA
GARD:0016307,OMIM,618196,Exact
GARD:0016307,UMLS,C4748670,NA
GARD:0016308,OMIM,618197,Exact
GARD:0016308,UMLS,C4748678,NA
GARD:0016309,OMIM,618198,Exact
GARD:0016309,UMLS,C4748684,NA
GARD:0016310,DiseaseOntology,112204,NA
GARD:0016310,OMIM,618201,Exact
GARD:0016310,UMLS,C4748688,NA
GARD:0016311,DiseaseOntology,112141,NA
GARD:0016311,OMIM,618220,Exact
GARD:0016311,UMLS,C4748725,NA
GARD:0016312,DiseaseOntology,112083,NA
GARD:0016312,OMIM,618222,Exact
GARD:0016312,UMLS,C4748737,NA
GARD:0016313,DiseaseOntology,112093,NA
GARD:0016313,OMIM,618224,Exact
GARD:0016313,UMLS,C4748752,NA
GARD:0016314,DiseaseOntology,112082,NA
GARD:0016314,OMIM,618225,Exact
GARD:0016314,UMLS,C4748753,NA
GARD:0016315,DiseaseOntology,112068,NA
GARD:0016315,OMIM,618226,Exact
GARD:0016315,UMLS,C4748754,NA
GARD:0016316,DiseaseOntology,112066,NA
GARD:0016316,OMIM,618228,Exact
GARD:0016316,UMLS,C4748759,NA
GARD:0016317,DiseaseOntology,112092,NA
GARD:0016317,OMIM,618229,Exact
GARD:0016317,UMLS,C4748760,NA
GARD:0016318,DiseaseOntology,112081,NA
GARD:0016318,OMIM,618230,Exact
GARD:0016318,UMLS,C4748766,NA
GARD:0016319,DiseaseOntology,112073,NA
GARD:0016319,OMIM,618232,Exact
GARD:0016319,UMLS,C4748767,NA
GARD:0016320,DiseaseOntology,112075,NA
GARD:0016320,OMIM,618233,Exact
GARD:0016320,UMLS,C4748768,NA
GARD:0016321,DiseaseOntology,112089,NA
GARD:0016321,OMIM,618234,Exact
GARD:0016321,UMLS,C4748769,NA
GARD:0016322,DiseaseOntology,112094,NA
GARD:0016322,OMIM,618236,Exact
GARD:0016322,UMLS,C4748777,NA
GARD:0016323,DiseaseOntology,112077,NA
GARD:0016323,OMIM,618237,Exact
GARD:0016323,UMLS,C4748778,NA
GARD:0016324,DiseaseOntology,112096,NA
GARD:0016324,OMIM,618238,Exact
GARD:0016324,UMLS,C4748785,NA
GARD:0016325,DiseaseOntology,112070,NA
GARD:0016325,OMIM,618240,Exact
GARD:0016325,UMLS,C4748790,NA
GARD:0016326,DiseaseOntology,112085,NA
GARD:0016326,OMIM,618241,Exact
GARD:0016326,UMLS,C4748791,NA
GARD:0016327,DiseaseOntology,112088,NA
GARD:0016327,OMIM,618242,Exact
GARD:0016327,UMLS,C4748792,NA
GARD:0016328,DiseaseOntology,112079,NA
GARD:0016328,OMIM,618245,Exact
GARD:0016328,UMLS,C4748803,NA
GARD:0016329,DiseaseOntology,112067,NA
GARD:0016329,OMIM,618246,Exact
GARD:0016329,UMLS,C4748806,NA
GARD:0016330,DiseaseOntology,112084,NA
GARD:0016330,OMIM,618250,Exact
GARD:0016330,UMLS,C4748830,NA
GARD:0016331,DiseaseOntology,112071,NA
GARD:0016331,OMIM,618251,Exact
GARD:0016331,UMLS,C4748838,NA
GARD:0016332,DiseaseOntology,112097,NA
GARD:0016332,OMIM,618253,Exact
GARD:0016332,UMLS,C4748840,NA
GARD:0016333,OMIM,618264,Exact
GARD:0016333,UMLS,C4748869,NA
GARD:0016334,OMIM,618267,Exact
GARD:0016334,UMLS,C4748876,NA
GARD:0016335,DiseaseOntology,80582,NA
GARD:0016335,OMIM,618275,Exact
GARD:0016335,UMLS,C4748930,NA
GARD:0016336,DiseaseOntology,112206,NA
GARD:0016336,OMIM,618298,Exact
GARD:0016336,UMLS,C4749023,NA
GARD:0016337,OMIM,618309,Exact
GARD:0016337,UMLS,C4749043,NA
GARD:0016338,DiseaseOntology,111896,NA
GARD:0016338,OMIM,618310,Exact
GARD:0016338,UMLS,C5193020,NA
GARD:0016339,DiseaseOntology,111886,NA
GARD:0016339,OMIM,618312,Exact
GARD:0016339,UMLS,C5193021,NA
GARD:0016340,DiseaseOntology,111891,NA
GARD:0016340,OMIM,618313,Exact
GARD:0016340,UMLS,C5193022,NA
GARD:0016341,OMIM,618323,Exact
GARD:0016341,UMLS,C5193027,NA
GARD:0016342,DiseaseOntology,112142,NA
GARD:0016342,OMIM,618345,Exact
GARD:0016342,UMLS,C5193041,NA
GARD:0016343,OMIM,618347,Exact
GARD:0016343,UMLS,C5193043,NA
GARD:0016344,OMIM,618348,Exact
GARD:0016344,UMLS,C5193044,NA
GARD:0016345,OMIM,618349,Exact
GARD:0016345,UMLS,C5193045,NA
GARD:0016346,OMIM,618351,Exact
GARD:0016346,UMLS,C5193046,NA
GARD:0016347,DiseaseOntology,112367,NA
GARD:0016347,OMIM,618362,Exact
GARD:0016347,UMLS,C5193054,NA
GARD:0016348,DiseaseOntology,112200,NA
GARD:0016348,OMIM,618395,Exact
GARD:0016348,UMLS,C5193073,NA
GARD:0016349,DiseaseOntology,112210,NA
GARD:0016349,OMIM,618396,Exact
GARD:0016349,UMLS,C5193074,NA
GARD:0016350,DiseaseOntology,70354,NA
GARD:0016350,OMIM,618415,Exact
GARD:0016350,UMLS,C5193082,NA
GARD:0016351,DiseaseOntology,111601,NA
GARD:0016351,OMIM,618435,Exact
GARD:0016351,UMLS,C5193097,NA
GARD:0016352,DiseaseOntology,112211,NA
GARD:0016352,OMIM,618437,Exact
GARD:0016352,UMLS,C5193099,NA
GARD:0016353,DiseaseOntology,111858,NA
GARD:0016353,OMIM,618449,Exact
GARD:0016353,UMLS,C5193103,NA
GARD:0016354,OMIM,618464,Exact
GARD:0016354,UMLS,C5193112,NA
GARD:0016355,DiseaseOntology,112212,NA
GARD:0016355,OMIM,618468,Exact
GARD:0016355,UMLS,C5193113,NA
GARD:0016356,OMIM,618475,Exact
GARD:0016356,UMLS,C5193116,NA
GARD:0016357,DiseaseOntology,112169,NA
GARD:0016357,OMIM,618499,Exact
GARD:0016357,UMLS,C5193130,NA
GARD:0016358,DiseaseOntology,112371,NA
GARD:0016358,OMIM,618506,Exact
GARD:0016358,UMLS,C4760583,NA
GARD:0016359,OMIM,618513,Exact
GARD:0016359,UMLS,C5193139,NA
GARD:0016360,DiseaseOntology,111980,NA
GARD:0016360,OMIM,618534,Exact
GARD:0016360,UMLS,C5231402,NA
GARD:0016361,DiseaseOntology,111651,NA
GARD:0016361,OMIM,618535,Exact
GARD:0016361,UMLS,C5193145,NA
GARD:0016362,DiseaseOntology,111870,NA
GARD:0016362,OMIM,618546,Exact
GARD:0016362,UMLS,C5231403,NA
GARD:0016363,DiseaseOntology,112213,NA
GARD:0016363,OMIM,618548,Exact
GARD:0016363,UMLS,C5231405,NA
GARD:0016364,OMIM,618555,Exact
GARD:0016364,UMLS,C5231408,NA
GARD:0016365,DiseaseOntology,112214,NA
GARD:0016365,OMIM,618557,Exact
GARD:0016365,UMLS,C5231409,NA
GARD:0016366,DiseaseOntology,112215,NA
GARD:0016366,OMIM,618559,Exact
GARD:0016366,UMLS,C5231410,NA
GARD:0016367,OMIM,618587,Exact
GARD:0016367,UMLS,C5231497,NA
GARD:0016368,DiseaseOntology,112143,NA
GARD:0016368,OMIM,618613,Exact
GARD:0016368,UMLS,C5231428,NA
GARD:0016369,DiseaseOntology,112170,NA
GARD:0016369,OMIM,618624,Exact
GARD:0016369,UMLS,C5231432,NA
GARD:0016370,OMIM,618632,Exact
GARD:0016370,UMLS,C5231434,NA
GARD:0016371,OMIM,618658,Exact
GARD:0016371,UMLS,C5231447,NA
GARD:0016372,OMIM,618666,Exact
GARD:0016372,UMLS,C5231453,NA
