GardID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0013167,Disorder,[Disease],Familial isolated trichomegaly,
GARD:0013168,Disorder,[Disease],Corticobasal syndrome,
GARD:0013169,Disorder,[Disease],CHST3-related skeletal dysplasia,"[Chondrodysplasia with congenital joint dislocations, CHST3 type, SDCD, CHST3 type, Spondyloepiphyseal dysplasia with congenital joint dyslocations, CHST3 type]"
GARD:0013171,Disorder,[Malformation syndrome],Autosomal recessive brachyolmia,"[Brachyolmia, Hobaek/Toledo type]"
GARD:0013173,Disorder,[Disease],Polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG,"[Anti-MAG neuropathy, Neuropathy associated with monoclonal IgM antibodies to myelin-associated glycoprotein]"
GARD:0013174,Subtype of disorder,[Disease subtype],"Progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 1","[Progressive external ophthalmoplegia, autosomal dominant 1]"
GARD:0013175,Disorder,[Disease],Renal medullary carcinoma,
GARD:0013177,Disorder,[Disease],S-adenosylhomocysteine hydrolase deficiency,
GARD:0013179,Subtype of disorder,[Etiological subtype],"Intellectual developmental disorder, autosomal dominant 43",
GARD:0013186,Disorder,[Disease],Xanthoma disseminatum,[Montgomery syndrome]
GARD:0013197,Subtype of disorder,[Disease subtype],Developmental and epileptic encephalopathy 94,"[Epileptic encephalopathy, childhood-onset]"
GARD:0013198,Disorder,[Disease],Infantile-onset periodic fever-panniculitis-dermatosis syndrome,"[ORAS, OTULIN deficiency, OTULIN-related autoinflammatory syndrome, Otulipenia]"
GARD:0013199,Disorder,[Disease],Cystic leukoencephalopathy without megalencephaly,[CLWM]
GARD:0013200,Disorder,[Disease],"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy","[mtDNA depletion syndrome, encephalomyopathic form with renal tubulopathy]"
GARD:0013201,Disorder,[Disease],Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,[CA-VA deficiency]
GARD:0013202,Disorder,[Disease],Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,"[HIBCH deficiency, Methacrylic aciduria, Valine metabolic defect]"
GARD:0013206,Disorder,[Malformation syndrome],2q32q33 microdeletion syndrome,"[Del(2)(q32), Del(2)(q32q33), Monosomy 2q32, Monosomy 2q32q33]"
GARD:0013209,Disorder,[Morphological anomaly],Pituitary stalk interruption syndrome,"[Ectopic neurohypophysis, PSIS]"
GARD:0013215,Group of disorders,[Clinical group],Renal cell carcinoma,[RCC]
GARD:0013218,Disorder,[Disease],Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome,[POIKTMP syndrome]
GARD:0013219,Disorder,[Disease],BAP1-related tumor predisposition syndrome,[Tumor susceptibility linked to germline BAP1 mutations]
GARD:0013221,Disorder,[Disease],Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome,[IQSEC2-related syndromic intellectual disability]
GARD:0013222,Subtype of disorder,[Etiological subtype],BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy,"[BICD2-related lower extremity-predominant autosomal dominant proximal spinal muscular atrophy with contractures, SMALED2]"
GARD:0013232,Disorder,[Disease],Familial acute necrotizing encephalopathy,"[ADANE, Recurrent acute necrotizing encephalopathy]"
GARD:0013235,Subtype of disorder,[Malformation syndrome subtype],"Microphthalmia, syndromic 12","[Microphthalmia with or without pulmonary hypoplasia, diaphragmatic hernia, and/or cardiac defects]"
GARD:0013237,Group of disorders,[Clinical group],Marginal zone lymphoma,
GARD:0013244,Disorder,[Malformation syndrome],"X-linked intellectual disability, Cabezas type",[Cabezas syndrome]
GARD:0013256,Subtype of disorder,[Clinical subtype],IgG4-related pachymeningitis,[Idiopathic hypertrophic pachymeningitis]
GARD:0013259,Disorder,[Disease],Bainbridge-Ropers syndrome,[Severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome]
GARD:0013264,Disorder,[Disease],Infantile cerebellar-retinal degeneration,
GARD:0013273,Subtype of disorder,[Etiological subtype],"Phosphoserine aminotransferase deficiency, infantile/juvenile form","[PSAT deficiency, infantile/juvenile form]"
GARD:0013293,Subtype of disorder,[Etiological subtype],Bleeding diathesis due to glycoprotein VI deficiency,
GARD:0013295,Disorder,[Disease],Familial focal epilepsy with variable foci,"[FFEVF, Familial partial epilepsy with variable foci]"
GARD:0013296,Disorder,[Malformation syndrome],17q12 microduplication syndrome,"[Dup(17)(q12), Trisomy 17q12]"
GARD:0013297,Disorder,[Malformation syndrome],17q12 microdeletion syndrome,"[Del(17)(q12), Monosomy 17q12]"
GARD:0013298,Disorder,[Disease],"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies","[mtDNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies]"
GARD:0013316,Disorder,[Disease],MAGEL2-related Prader-Willi-like syndrome,"[MAGEL2-related PWLS, Schaaf-Yang syndrome]"
GARD:0013318,Subtype of disorder,"[Clinical syndrome subtype, Disease subtype]",Developmental and epileptic encephalopathy 12,"[Epileptic encephalopathy, early infantile, 12]"
GARD:0013319,Disorder,[Disease],Fatty acyl-CoA reductase 1 deficiency,"[FAR1 deficiency, PFCRD, Peroxisomal fatty acyl-CoA reductase 1 disorder]"
GARD:0013320,Subtype of disorder,[Etiological subtype],Rhizomelic chondrodysplasia punctata type 5,
GARD:0013331,Disorder,[Disease],Familial reactive perforating collagenosis,
GARD:0013337,Group of disorders,[Clinical group],Idiopathic interstitial pneumonia,
GARD:0013339,Disorder,[Disease],BENTA disease,[B-cell expansion with NF-kB and T-cell anergy disease]
GARD:0013349,Disorder,[Malformation syndrome],Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,[Culler-Jones syndrome]
GARD:0013354,Disorder,[Morphological anomaly],Morning glory disc anomaly,"[Ectasic coloboma, Morning glory syndrome]"
GARD:0013371,Disorder,[Disease],MAGIC syndrome,[Mouth and genital ulcers-inflamed cartilage syndrome]
GARD:0013376,Subtype of disorder,[Disease subtype],"Epiphyseal dysplasia, multiple, 6",
GARD:0013378,Subtype of disorder,[Clinical syndrome subtype],Developmental and epileptic encephalopathy 17,"[Epileptic encephalopathy, early infantile, 17]"
GARD:0013379,Subtype of disorder,[Disease subtype],"Intellectual developmental disorder, autosomal dominant 29","[Mental retardation, autosomal dominant 29]"
GARD:0013388,Disorder,[Disease],Congenital generalized lipodystrophy,"[BSCL, Berardinelli-Seip congenital lipodystrophy, Berardinelli-Seip syndrome, CGL, Lipoatrophic diabetes]"
GARD:0013389,Subtype of disorder,[Disease subtype],"Lipodystrophy, congenital generalized, type 3","[lipodystrophy, berardinelli-seip congenital, type 3, Berardinelli-seip congenital lipodystrophy, type 3]"
GARD:0013390,Disorder,[Malformation syndrome],12q14 microdeletion syndrome,"[Del(12)(q14), Deletion 12q14, Monosomy 12q14, Osteopoikilosis-short stature-intellectual disability syndrome]"
GARD:0013391,Disorder,[Malformation syndrome],2p15p16.1 microdeletion syndrome,"[Del(2)(p15p16.1), Monosomy 2p15p16.1]"
GARD:0013409,Disorder,[Malformation syndrome],AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,[Xia-Gibbs syndrome]
GARD:0013418,Subtype of disorder,[Etiological subtype],Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation,
GARD:0013423,Disorder,[Disease],Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,[TANGO2-related metabolic encephalopathy-arrhythmia syndrome]
GARD:0013425,Disorder,[Disease],Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,"[ASCT1 deficiency, Spastic quadriplegia-thin corpus callosum-progressive postnatal microcephaly syndrome]"
GARD:0013431,Disorder,[Malformation syndrome],Temple syndrome,
GARD:0013446,Disorder,[Disease],Plasmacytoma,[Solitary plasmacytoma]
GARD:0013447,Disorder,[Disease],PENS syndrome,[Papular epidermal nevi with skyline basal cell layers syndrome]
GARD:0013451,Disorder,[Disease],Kaposiform lymphangiomatosis,
GARD:0013461,Subtype of disorder,[Clinical subtype],REN-related autosomal dominant tubulointerstitial kidney disease,"[ADTKD-REN, FJHN type 2, Familial juvenile hyperuricemic nephropathy type 2, REN-associated FJHN, REN-associated familial juvenile hyperuricemic nephropathy, REN-associated kidney disease]"
GARD:0013472,Disorder,[Disease],FTH1-related iron overload,[FTH1-associated iron overload]
GARD:0013474,Disorder,[Disease],Intellectual disability-epilepsy-extrapyramidal syndrome,
GARD:0013488,Disorder,[Malformation syndrome],MEPAN syndrome,"[Autosomal recessive childhood-onset dystonia, DYT29 type, Childhood-onset generalized dystonia-optic atrophy syndrome, DYT29, Dystonia 29, Mitochondrial enoyl CoA reductase protein-associated neurodegeneration syndrome]"
GARD:0013489,Disorder,[Malformation syndrome],Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome,"[ZTTK syndrome, Zhu-Tokita-Takenouchi-Kim syndrome]"
GARD:0013519,Subtype of disorder,[Etiological subtype],DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy,"[DYNC1H1-related lower extremity-predominant autosomal dominant proximal spinal muscular atrophy, SMALED1]"
GARD:0013524,Subtype of disorder,"[Etiological subtype, Disease subtype]","Intellectual developmental disorder, autosomal dominant 56","[Mental retardation, autosomal dominant 56]"
GARD:0013527,Disorder,[Malformation syndrome],DYRK1A-related intellectual disability syndrome,[DYRK1A syndrome]
GARD:0013539,Subtype of disorder,[Etiological subtype],"Neurodevelopmental disorder with hypotonia, impaired language, and dysmorphic features","[Intellectual developmental disorder, autosomal dominant 40, formerly, mental retardation, autosomal dominant 40, formerly]"
GARD:0013565,Disorder,[Disease],Combined immunodeficiency due to LRBA deficiency,[CID due to LRBA deficiency]
GARD:0013568,Disorder,[Disease],Hereditary sensory and autonomic neuropathy due to TECPR2 mutation,"[Autosomal recessive spastic paraplegia type 49, HSAN due to TECPR2 mutation, SPG49]"
GARD:0013571,Disorder,[Disease],Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,
GARD:0013587,Disorder,[Disease],Combined immunodeficiency with granulomatosis,"[CID due to RAG 1/2 deficiency, Combined immunodeficiency due to RAG 1/2 deficiency]"
GARD:0013588,Disorder,[Disease],Pontiac fever,
GARD:0013591,Disorder,[Disease],Postural orthostatic tachycardia syndrome due to NET deficiency,"[Familial orthostatic tachycardia due to norepinephrine transporter deficiency, Orthostatic intolerance due to NET deficiency, POTS due to NET deficiency]"
GARD:0013592,Group of disorders,[Clinical group],Severe congenital neutropenia,
GARD:0013593,Disorder,[Disease],Rosette-forming glioneuronal tumor,[RGNT]
GARD:0013594,Disorder,[Disease],Brain dopamine-serotonin vesicular transport disease,
GARD:0013606,Disorder,[Disease],Subcorneal pustular dermatosis,"[Pustulosis subcornealis, Sneddon-Wilkinson disease, Subcorneal pustular dermatitis]"
GARD:0013613,Disorder,[Particular clinical situation in a disease or syndrome],Pneumonia caused by Pseudomonas aeruginosa infection,
GARD:0013621,Disorder,[Disease],CAD-CDG,"[CDG syndrome type Iz, CDG-Iz, CDG1Z, Carbohydrate deficient glycoprotein syndrome type Iz, Congenital disorder of glycosylation type 1z]"
GARD:0013629,Disorder,[Disease],Drug reaction with eosinophilia and systemic symptoms,"[DRESS syndrome, Drug rash with eosinophilia and systemic symptoms]"
GARD:0013636,Disorder,[Malformation syndrome],Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,"[MINDS syndrome, Smith-Kingsmore syndrome]"
GARD:0013638,Disorder,[Malformation syndrome],X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability,[X-linked facial dysmorphism-short stature-choanal atresia-intellectual disability syndrome limited to females]
GARD:0013639,Disorder,[Disease],Classic galactosemia,"[GALT deficiency, Galactose-1-phosphate uridyltransferase deficiency, Galactosemia type 1]"
GARD:0013641,Disorder,[Malformation syndrome],Familial cerebral cavernous malformation,"[Familial brain cavernous angioma, Familial cerebral cavernoma, Hereditary brain cavernous angioma, Hereditary cerebral cavernoma, Hereditary cerebral cavernous malformation]"
GARD:0013643,Group of disorders,[Category],Mitochondrial DNA depletion syndrome,[mtDNA depletion syndrome]
GARD:0013644,Disorder,[Disease],"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",
GARD:0013655,Disorder,[Malformation syndrome],Orofaciodigital syndrome type 14,"[Microcephaly-cerebral malformation-orofaciodigital syndrome, OFD14, Oral-facial-digital syndrome type 14]"
GARD:0013658,Disorder,[Disease],Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,
GARD:0013661,Subtype of disorder,[Clinical subtype],Classic multiminicore myopathy,"[Classic MmD, Classic multiminicore disease]"
GARD:0013663,Disorder,[Disease],Familial sick sinus syndrome,
GARD:0013676,Subtype of disorder,[Disease subtype],Developmental and epileptic encephalopathy 18,"[Epileptic encephalopathy, early infantile, 18]"
GARD:0013686,Subtype of disorder,[Etiological subtype],"Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant","[Mental retardation, autosomal dominant 8, formerly]"
GARD:0013701,Disorder,[Disease],Primary cutaneous follicle center lymphoma,[PCFCL]
GARD:0013708,Disorder,[Malformation syndrome],Warsaw breakage syndrome,[WABS]
GARD:0013712,Disorder,[Disease],Combined immunodeficiency due to partial RAG1 deficiency,"[CID due to partial RAG1 deficiency, CID with expansion of gamma delta T cells, Combined immunodeficiency with expansion of gamma delta T cells]"
GARD:0013731,Disorder,[Disease],T-cell prolymphocytic leukemia,"[T-PLL, T-cell chronic lymphocytic leukemia]"
GARD:0013737,Subtype of disorder,[Disease subtype],"Spastic paraplegia 51, autosomal recessive","[Cerebral palsy, spastic quadriplegic, 4, formerly]"
GARD:0013743,Subtype of disorder,[Disease subtype],"Multicentric osteolysis, nodulosis, and arthropathy","[nao syndrome, al-aqeel sewairi syndrome, osteolysis, hereditary multicentric, nodulosis-arthropathy-osteolysis syndrome, Torg syndrome, torg-winchester syndrome, formerly]"
GARD:0013774,Disorder,[Disease],White-Sutton syndrome,[Intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome]
GARD:0013781,Disorder,[Disease],AICA-ribosiduria,"[5-amino-4-imidazole carboxamide ribosiduria, AICA-ribosiduria due to ATIC deficiency, AICAR transformylase/IMP cyclohydrolase deficiency, ATIC deficiency]"
GARD:0013789,Disorder,[Malformation syndrome],Luscan-Lumish syndrome,[SETD2-related overgrowth syndrome]
GARD:0013806,Disorder,[Malformation syndrome],CHD3-related developmental delay-speech delay-intellectual disability-abnormalities of vision-facial dysmorphism syndrome,[Snijders Blok-Campeau syndrome]
GARD:0013809,Disorder,[Disease],Fundus albipunctatus,
GARD:0013811,Disorder,[Malformation syndrome],Malan overgrowth syndrome,[Sotos syndrome 2]
GARD:0013818,Disorder,[Disease],Familial steroid-resistant nephrotic syndrome with adrenal insufficiency,[Primary adrenal insufficiency-steroid-resistant nephrotic syndrome due to SGPL1 deficiency]
GARD:0013824,Disorder,[Disease],Proteasome-associated autoinflammatory syndrome,"[ALDD syndrome, Autoinflammation-lipodystrophy-dermatosis syndrome, PRAAS, Proteasome disability syndrome]"
GARD:0015000,Disorder,[Disease],LIG4 syndrome,"[DNA ligase IV deficiency, Ligase 4 syndrome]"
GARD:0015001,Disorder,[Disease],VEXAS syndrome,
GARD:0015002,Disorder,[Disease],AUTOINFLAMMATION WITH EPISODIC FEVER AND LYMPHADENOPATHY,[Cleavage-resistant RIPK1-induced autoinflammatory CRIA syndrome]
GARD:0015003,Disorder,[Disease],Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,"[CD55 deficiency, CHAPLE syndrome]"
GARD:0015004,Disorder,[Disease],FADD-related immunodeficiency,
GARD:0015005,Disorder,[Disease],PACAK-ZHUANG syndrome,
GARD:0015006,Disorder,[Disease],STAT5 Haploinsuffciency,
GARD:0015007,Disorder,[Disease],Warburg-Cinotti syndrome,
GARD:0015008,Disorder,[Disease],Okur-Chung neurodevelopmental syndrome (OCNDS),
GARD:0015010,Disorder,[Disease],Hereditary breast and ovarian cancer syndrome,
GARD:0015011,Subtype of disorder,[Clinical subtype],"Hypophosphatemic rickets, x-linked recessive",
GARD:0015012,Disorder,[Malformation syndrome],Autosomal recessive malignant osteopetrosis,[Infantile malignant osteopetrosis]
GARD:0015013,Disorder,[Malformation syndrome],Craniometaphyseal dysplasia,
GARD:0015014,Disorder,[Disease],Solitary fibrous tumor/hemangiopericytoma,[SFT/HPC]
GARD:0015015,Disorder,[Disease],Achromatopsia,"[ACHM, Complete or incomplete color blindness, Pingelapese blindness, Rod monochromacy, Rod monochromatism, Total color blindness]"
GARD:0015016,Disorder,[Disease],Striate palmoplantar keratoderma,"[Keratosis palmoplantaris striata, Keratosis palmoplantaris striata et areata, Keratosis palmoplantaris varians of Wachters]"
GARD:0015017,Disorder,[Malformation syndrome],Trichorhinophalangeal syndrome type 1 and 3,
GARD:0015018,Disorder,[Morphological anomaly],Interatrial communication,"[ASD, Atrial septal defect, Interauricular communication]"
GARD:0015019,Disorder,[Disease],Fibronectin glomerulopathy,"[GFND, Glomerulopathy with fibronectin deposits]"
GARD:0015020,Disorder,[Disease],Non-acquired panhypopituitarism,[Genetic panhypopituitarism]
GARD:0015021,Disorder,[Disease],Angioma serpiginosum,
GARD:0015022,Subtype of disorder,[Etiological subtype],Postsynaptic congenital myasthenic syndromes,
GARD:0015023,Subtype of disorder,[Etiological subtype],Presynaptic congenital myasthenic syndromes,
GARD:0015024,Disorder,[Disease],Multiple epiphyseal dysplasia due to collagen 9 anomaly,
GARD:0015025,Disorder,[Disease],Immunodeficiency due to a classical component pathway complement deficiency,"[Immunodeficiency due to C1, C4, or C2 component complement deficiency, Immunodeficiency due to an early component of complement deficiency]"
GARD:0015026,Subtype of disorder,[Clinical subtype],Hermansky-Pudlak syndrome due to AP-3 deficiency,[Hermansky-Pudlak syndrome with neutropenia]
GARD:0015027,Disorder,[Disease],Pulmonary capillary hemangiomatosis,
GARD:0015028,Disorder,[Disease],Non-specific early-onset epileptic encephalopathy,"[Non-specific EOEE, Undetermined EOEE, Undetermined early-onset epileptic encephalopathy]"
GARD:0015029,Subtype of disorder,[Malformation syndrome subtype],"Aarskog syndrome, autosomal dominant",
GARD:0015030,Subtype of disorder,"[Disease subtype, Malformation syndrome subtype]",Acrodysostosis 1 with or without hormone resistance,[Adohr]
GARD:0015031,Subtype of disorder,[Malformation syndrome subtype],Acroosteolysis,
GARD:0015032,Subtype of disorder,[Clinical subtype],Spermatogenic failure 6,"[acrosome malformation of spermatozoa, round-headed spermatozoa, spermatozoa, round-headed, Globozoospermia]"
GARD:0015033,Subtype of disorder,[Disease subtype],"Adrenocortical hypofunction, chronic primary congenital","[Addison disease, congenital]"
GARD:0015034,Subtype of disorder,[Disease subtype],"Allergic bronchopulmonary aspergillosis, familial",
GARD:0015035,Subtype of disorder,[Disease subtype],Alopecia areata 1,
GARD:0015036,Subtype of disorder,[Disease subtype],Alternating hemiplegia of childhood 1,
GARD:0015037,Subtype of disorder,[Clinical subtype],"Amelogenesis imperfecta, type ib","[enamel hypoplasia, hereditary localized, Amelogenesis imperfecta, hypoplastic local, autosomal dominant, aih2]"
GARD:0015038,Subtype of disorder,[Clinical subtype],"Amelogenesis imperfecta, type ia","[Amelogenesis imperfecta, hypoplastic type ia]"
GARD:0015039,Subtype of disorder,[Disease subtype],Diamond-blackfan anemia 1,"[aase syndrome, Dba, red cell aplasia, pure, hereditary, blackfan-diamond syndrome, aregenerative anemia, chronic congenital, erythrogenesis imperfecta, aase-smith syndrome ii, anemia, congenital hypoplastic, of blackfan and diamond, anemia, congenital erythroid hypoplastic]"
GARD:0015040,Subtype of disorder,[Clinical subtype],"Nail disorder, nonsyndromic congenital, 6","[Anonychia/hyponychia and onychodystrophy, anonychia, partial]"
GARD:0015041,Subtype of disorder,[Disease subtype],Spermatogenic failure 2,[Aspermiogenesis factor]
GARD:0015042,Subtype of disorder,[Disease subtype],"Leukemia, chronic lymphocytic, susceptibility to, 2",
GARD:0015043,Subtype of disorder,[Disease subtype],"Biliary cirrhosis, primary, 1",
GARD:0015044,Subtype of disorder,[Malformation syndrome subtype],"Bifid nose, autosomal dominant",
GARD:0015045,Subtype of disorder,[Morphological anomaly subtype],"Breasts and/or nipples, aplasia or hypoplasia of, 1","[Amastia, athelia, amazia]"
GARD:0015046,Subtype of disorder,[Clinical subtype],Cataract 7,
GARD:0015047,Subtype of disorder,[Malformation syndrome subtype],"Cataract 1, multiple types","[cataract, zonular pulverulent, 1, Cataract 1, multiple types, with or without microcornea, cataract, duffy-linked]"
GARD:0015048,Subtype of disorder,[Disease subtype],Sotos syndrome,"[chromosome 5q35 deletion syndrome, Cerebral gigantism, sotos syndrome 1, formerly]"
GARD:0015049,Subtype of disorder,[Malformation syndrome subtype],"Klippel-feil syndrome 1, autosomal dominant","[cervical vertebral fusion, autosomal dominant, Kfs]"
GARD:0015050,Subtype of disorder,[Malformation syndrome subtype],Split-hand/foot malformation with long bone deficiency 1,
GARD:0015051,Subtype of disorder,[Disease subtype],Familial cold autoinflammatory syndrome 1,"[Fcas, cold-induced autoinflammatory syndrome, familial, cryopyrin-associated periodic syndrome 1, cold urticaria, familial, cold hypersensitivity]"
GARD:0015052,Subtype of disorder,[Disease subtype],Lynch syndrome i,"[coca1, Colorectal cancer, hereditary nonpolyposis, type 1, colon cancer, familial nonpolyposis, type 1]"
GARD:0015053,Subtype of disorder,[Malformation syndrome subtype],Branchiootic syndrome 2,
GARD:0015054,Subtype of disorder,[Disease subtype],"Seizures, benign familial neonatal, 2","[Convulsions, benign familial neonatal, 2]"
GARD:0015055,Subtype of disorder,[Disease subtype],"Cutis laxa, autosomal dominant 1",
GARD:0015056,Subtype of disorder,[Disease subtype],"Mitochondrial complex iii deficiency, nuclear type 1",
GARD:0015057,Subtype of disorder,[Disease subtype],"Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy",[Dominant optic atrophy plus syndrome]
GARD:0015058,Subtype of disorder,[Disease subtype],"Diabetes insipidus, nephrogenic, 2, autosomal","[Diabetes insipidus, nephrogenic, type ii]"
GARD:0015059,Subtype of disorder,[Malformation syndrome subtype],Digitotalar dysmorphism,"[Ulnar drift, hereditary]"
GARD:0015060,Subtype of disorder,[Disease subtype],Basal laminar drusen,"[Drusen of bruch membrane, drusen, cuticular, drusen, early adult-onset, grouped]"
GARD:0015061,Subtype of disorder,[Disease subtype],"Dystonia 1, torsion, autosomal dominant","[Dystonia musculorum deformans 1, early-onset torsion dystonia]"
GARD:0015062,Subtype of disorder,[Malformation syndrome subtype],"Ectopia lentis 1, isolated, autosomal dominant",
GARD:0015063,Subtype of disorder,[Malformation syndrome subtype],"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 1",
GARD:0015064,Subtype of disorder,[Disease subtype],Elliptocytosis 2,"[Elliptocytosis, rhesus-unlinked type]"
GARD:0015065,Subtype of disorder,[Disease subtype],Photoparoxysmal response 1,
GARD:0015066,Subtype of disorder,[Disease subtype],"Erythroleukemia, familial, susceptibility to","[leukemia, acute myelogenous, m6, Di guglielmo disease, familial]"
GARD:0015067,Subtype of disorder,[Clinical subtype],Cockayne syndrome b,
GARD:0015068,Subtype of disorder,[Disease subtype],Exudative vitreoretinopathy 1,"[fevr, autosomal dominant, Exudative vitreoretinopathy, familial, autosomal dominant, criswick-schepens syndrome]"
GARD:0015069,Subtype of disorder,[Disease subtype],"Familial mediterranean fever, autosomal dominant","[Fmf, autosomal dominant]"
GARD:0015070,Subtype of disorder,[Disease subtype],"Desmoid disease, hereditary","[Fibromatosis, familial infiltrative]"
GARD:0015071,Subtype of disorder,[Malformation syndrome subtype],Zimmermann-laband syndrome 1,"[Laband syndrome, fibromatosis, gingival, with abnormal fingers, fingernails, nose, and ears, and splenomegaly]"
GARD:0015072,Subtype of disorder,[Malformation syndrome subtype],Coffin-siris syndrome 1,"[mental retardation, autosomal dominant 12, fifth digit syndrome, hypertrichosis, hyperkeratosis, mental retardation, and distinctive facial features, Coffin-siris syndrome]"
GARD:0015076,Subtype of disorder,[Disease subtype],"Hirschsprung disease, susceptibility to, 1","[aganglionic megacolon, megacolon, aganglionic, Hirschsprung disease]"
GARD:0015077,Subtype of disorder,[Etiological subtype],"Hyperlipidemia, familial combined, 3",[Familial combined hyperlipidemia]
GARD:0015078,Subtype of disorder,[Disease subtype],Hypotrichosis 4,"[Marie unna hereditary hypotrichosis 1, hypotrichosis, marie unna type, 1]"
GARD:0015079,Subtype of disorder,[Disease subtype],"Cholestasis, intrahepatic, of pregnancy, 1","[Cholestasis, pregnancy-related, 1]"
GARD:0015080,Subtype of disorder,[Disease subtype],"Kaposi sarcoma, susceptibility to","[Multiple idiopathic pigmented hemangiosarcoma, susceptibility to]"
GARD:0015081,Subtype of disorder,[Disease subtype],"Palmoplantar keratoderma, punctate type ia","[keratodermia palmoplantaris papulosa, buschke-fischer-brauer type, kppp1, Palmoplantar keratoderma, punctate type i, keratosis palmoplantaris papulosa]"
GARD:0015082,Subtype of disorder,[Disease subtype],"Bernard-soulier syndrome, type a2, autosomal dominant",
GARD:0015083,Subtype of disorder,[Malformation syndrome subtype],"46,xy sex reversal 4",
GARD:0015086,Subtype of disorder,[Disease subtype],Mirror movements 1,"[mirror movements, congenital, bimanual synergia, Mirror movements 1 and/or agenesis of the corpus callosum]"
GARD:0015087,Subtype of disorder,[Disease subtype],Facioscapulohumeral muscular dystrophy 1,
GARD:0015088,Subtype of disorder,[Disease subtype],"Facioscapulohumeral muscular dystrophy 2, digenic","[muscular dystrophy, facioscapulohumeral, type 2, muscular dystrophy, facioscapulohumeral, type 1b, Fshd2, digenic]"
GARD:0015089,Subtype of disorder,[Disease subtype],"Muscular dystrophy, pseudohypertrophic, with internalized capillaries",
GARD:0015090,Subtype of disorder,[Disease subtype],"Carney complex, type 1","[carney syndrome, Carney myxoma-endocrine complex, lamb syndrome, myxoma, spotty pigmentation, and endocrine overactivity, name syndrome]"
GARD:0015091,Subtype of disorder,[Disease subtype],Narcolepsy 1,[Narcoleptic syndrome 1]
GARD:0015092,Subtype of disorder,[Disease subtype],"Nasopharyngeal carcinoma, susceptibility to, 2",
GARD:0015093,Subtype of disorder,[Disease subtype],"Candidiasis, familial, 6","[Candidiasis, familial chronic mucocutaneous, autosomal dominant]"
GARD:0015094,Subtype of disorder,[Disease subtype],"Neurofibromatosis, type iii, mixed central and peripheral","[nf iii, Neurofibromatosis, type iii, of riccardi, Neurofibromas, palmar cutaneous, included, neurofibromatosis, type iii, riccardi type]"
GARD:0015095,Subtype of disorder,[Disease subtype],"Neuropathy, hereditary sensory and autonomic, type ia","[neuropathy, hereditary sensory radicular, autosomal dominant, type 1a, neuropathy, hereditary sensory, type ia, hsn ia, hsan1, Hsan ia]"
GARD:0015096,Subtype of disorder,[Disease subtype],"Night blindness, congenital stationary, autosomal dominant 2","[Night blindness, congenital stationary, rambusch type]"
GARD:0015097,Subtype of disorder,[Disease subtype],Oculopharyngodistal myopathy 1,"[Oculopharyngodistal myopathy, faciooculolaryngopharyngeal myopathy with distal and respiratory involvement]"
GARD:0015098,Subtype of disorder,[Disease subtype],Optic atrophy with demyelinating disease of cns,
GARD:0015099,Subtype of disorder,[Disease subtype],Optic atrophy 1,"[Optic atrophy, juvenile, optic atrophy, kjer type, kjer-type optic atrophy]"
GARD:0015100,Subtype of disorder,[Clinical subtype],"Osteogenesis imperfecta with opalescent teeth, blue sclerae and wormian bones, but without fractures",
GARD:0015101,Subtype of disorder,[Malformation syndrome subtype],"Hypertrophic osteoarthropathy, primary, autosomal dominant","[Pho, autosomal dominant, pdp, autosomal dominant, pachydermoperiostosis, autosomal dominant]"
