GardId,GardName,Synonyms
"""GARD:0016113""",frontotemporal dementia and/or amyotrophic lateral sclerosis 3,[]
"""GARD:0016114""","candidiasis, familial, 9",[]
"""GARD:0016115""",zimmermann-laband syndrome 2,[]
"""GARD:0016116""","epilepsy, familial temporal lobe, 8",[]
"""GARD:0016117""","acrofacial dysostosis, cincinnati type",[]
"""GARD:0016118""",exudative vitreoretinopathy 6,[]
"""GARD:0016119""",retinitis pigmentosa 72,[]
"""GARD:0016120""",ullrich congenital muscular dystrophy 2,[]
"""GARD:0016121""",bethlem myopathy 2,"['ehlers-danlos syndrome; myopathic type', 'eds; myopathic type']"
"""GARD:0016122""","ciliary dyskinesia, primary, 32",['ciliary dyskinesia; primary; 32; without situs inversus']
"""GARD:0016123""","neurodevelopmental disorder with progressive microcephaly, spasticity, and brain imaging abnormalities",['microcephaly 15; primary; autosomal recessive']
"""GARD:0016124""",joubert syndrome 23,[]
"""GARD:0016125""",cone-rod dystrophy 21,['retinal dystrophy with early macular involvement']
"""GARD:0016126""","osteogenesis imperfecta, type xvii",[]
"""GARD:0016127""",cataract 44,['cataract 44 and hypotrichosis']
"""GARD:0016128""","maturity-onset diabetes of the young, type 14",[]
"""GARD:0016129""",achromatopsia 7,[]
"""GARD:0016130""","neurodevelopmental disorder with spasticity, hypomyelinating leukodystrophy, and brain abnormalities",['polymicrogyria; perisylvian; with cerebellar hypoplasia and arthrogryposis']
"""GARD:0016131""","encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 7",['herpes simplex encephalitis; susceptibility to; 5']
"""GARD:0016132""","thyroid cancer, nonmedullary, 4",[]
"""GARD:0016133""","thyroid cancer, nonmedullary, 5",[]
"""GARD:0016134""","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 9",['walker-warburg syndrome or muscle-eye brain disease; dag1-related']
"""GARD:0016135""",retinitis pigmentosa 73,[]
"""GARD:0016136""","dyskeratosis congenita, autosomal dominant 6",[]
"""GARD:0016137""",noonan syndrome 9,[]
"""GARD:0016138""",retinitis pigmentosa 74,[]
"""GARD:0016139""",noonan syndrome 10,[]
"""GARD:0016140""",cerebrooculofacioskeletal syndrome 3,[]
"""GARD:0016141""","immunodeficiency, common variable, 12, with autoimmunity",['nfkb1 deficiency']
"""GARD:0016142""",adams-oliver syndrome 6,[]
"""GARD:0016143""","cutis laxa, autosomal dominant 3",[]
"""GARD:0016144""",heimler syndrome 2,['peroxisome biogenesis disorder 4c']
"""GARD:0016145""",senior-loken syndrome 9,[]
"""GARD:0016146""","porokeratosis 9, multiple types",[]
"""GARD:0016147""",developmental and epileptic encephalopathy 34,['epileptic encephalopathy; early infantile; 34']
"""GARD:0016148""",optic atrophy 8,[]
"""GARD:0016149""","spherocytosis, type 2",['spherocytosis; hereditary; 2']
"""GARD:0016150""",joubert syndrome 24,[]
"""GARD:0016151""","microcephaly 16, primary, autosomal recessive",[]
"""GARD:0016152""",dehydrated hereditary stomatocytosis 2,"['xerocytosis gardos', 'desiccytosis gardos']"
"""GARD:0016153""","myasthenic syndrome, congenital, 19",[]
"""GARD:0016154""","ciliary dyskinesia, primary, 33",['ciliary dyskinesia; primary; 33; without situs inversus']
"""GARD:0016155""","nephrotic syndrome, type 11",[]
"""GARD:0016156""","skin creases, congenital symmetric circumferential, 2",[]
"""GARD:0016157""","woolly hair, autosomal recessive 3",['woolly hair; autosomal recessive 3; with hypotrichosis']
"""GARD:0016158""",seckel syndrome 9,[]
"""GARD:0016159""",joubert syndrome 25,[]
"""GARD:0016160""",joubert syndrome 26,[]
"""GARD:0016161""","neuroblastoma, susceptibility to, 7",[]
"""GARD:0016162""",wilms tumor 6,[]
"""GARD:0016163""",meier-gorlin syndrome 6,[]
"""GARD:0016164""","brachydactyly, type a1, d",[]
"""GARD:0016165""","advanced sleep phase syndrome, familial, 3",[]
"""GARD:0016166""","nephrotic syndrome, type 12",[]
"""GARD:0016167""","nephrotic syndrome, type 13",[]
"""GARD:0016168""",immunodeficiency-centromeric instability-facial anomalies syndrome 3,[]
"""GARD:0016169""",immunodeficiency-centromeric instability-facial anomalies syndrome 4,[]
"""GARD:0016170""",coffin-siris syndrome 5,[]
"""GARD:0016171""","agammaglobulinemia 8a, autosomal dominant","['agammaglobulinemia; autosomal dominant; due to tcf3 defect', 'agm8']"
"""GARD:0016172""","trichothiodystrophy 6, nonphotosensitive",[]
"""GARD:0016173""",spermatogenic failure 15,[]
"""GARD:0016174""",polycystic liver disease 2 with or without kidney cysts,[]
"""GARD:0016175""",developmental and epileptic encephalopathy 38,"['epileptic encephalopathy; early infantile; 38', 'glycosylphosphatidylinositol biosynthesis defect 23']"
"""GARD:0016176""",retinitis pigmentosa 75,[]
"""GARD:0016177""","night blindness, congenital stationary, type 1h",[]
"""GARD:0016178""","pontocerebellar hypoplasia, type 2f",[]
"""GARD:0016180""",hermansky-pudlak syndrome 10,[]
"""GARD:0016181""",meier-gorlin syndrome 7,[]
"""GARD:0016182""",developmental and epileptic encephalopathy 40,['epileptic encephalopathy; early infantile; 40']
"""GARD:0016183""","progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 3",['progressive external ophthalmoplegia; autosomal recessive 3']
"""GARD:0016184""","nasopharyngeal carcinoma, susceptibility to, 3",[]
"""GARD:0016185""",short-rib thoracic dysplasia 15 with polydactyly,[]
"""GARD:0016186""","microcephaly 17, primary, autosomal recessive",[]
"""GARD:0016187""","ciliary dyskinesia, primary, 34",['ciliary dyskinesia; primary; 34; without situs inversus']
"""GARD:0016188""","ciliary dyskinesia, primary, 35",['ciliary dyskinesia; primary; 35; with or without situs inversus']
"""GARD:0016189""",short-rib thoracic dysplasia 16 with or without polydactyly,[]
"""GARD:0016190""",developmental and epileptic encephalopathy 41,['epileptic encephalopathy; early infantile; 41']
"""GARD:0016191""",developmental and epileptic encephalopathy 42,['epileptic encephalopathy; early infantile; 42']
"""GARD:0016192""",developmental and epileptic encephalopathy 43,['epileptic encephalopathy; early infantile; 43']
"""GARD:0016193""",bardet-biedl syndrome 22,['bardet-biedl syndrome 20; formerly']
"""GARD:0016194""",joubert syndrome 27,[]
"""GARD:0016195""",joubert syndrome 28,[]
"""GARD:0016196""",retinitis pigmentosa 76,[]
"""GARD:0016197""",orofaciodigital syndrome xv,"['oral-facial-digital syndrome; type xv', 'ofds xv']"
"""GARD:0016198""",developmental and epileptic encephalopathy 44,['epileptic encephalopathy; early infantile; 44']
"""GARD:0016199""",frontometaphyseal dysplasia 2,[]
"""GARD:0016200""",aniridia 2,[]
"""GARD:0016201""",aniridia 3,[]
"""GARD:0016202""","myasthenic syndrome, congenital, 20, presynaptic",[]
"""GARD:0016203""",developmental and epileptic encephalopathy 45,['epileptic encephalopathy; early infantile; 45']
"""GARD:0016204""","myopathy, distal, with rimmed vacuoles",['multisystem proteinopathy 4']
"""GARD:0016205""",developmental and epileptic encephalopathy 46,['epileptic encephalopathy; early infantile; 46']
"""GARD:0016206""",developmental and epileptic encephalopathy 47,['epileptic encephalopathy; early infantile; 47']
"""GARD:0016207""","aortic aneurysm, familial thoracic 10",['aortic aneurysm; thoracic; with or without aortic dissection']
"""GARD:0016208""","intellectual developmental disorder, autosomal recessive 74",['sotos syndrome 3; formerly']
"""GARD:0016209""","ehlers-danlos syndrome, periodontal type, 2",[]
"""GARD:0016210""",periventricular nodular heterotopia 7,[]
"""GARD:0016211""","amelogenesis imperfecta, hypomaturation type, iia6",[]
"""GARD:0016212""","myasthenic syndrome, congenital, 21, presynaptic",[]
"""GARD:0016213""","fanconi anemia, complementation group v",[]
"""GARD:0016214""","fanconi anemia, complementation group r",[]
"""GARD:0016215""","fanconi anemia, complementation group u",[]
"""GARD:0016216""",uncombable hair syndrome 2,[]
"""GARD:0016217""",uncombable hair syndrome 3,[]
"""GARD:0016218""",developmental and epileptic encephalopathy 48,['epileptic encephalopathy; early infantile; 48']
"""GARD:0016219""","atrial fibrillation, familial, 18",[]
"""GARD:0016220""","amelogenesis imperfecta, type ij",[]
"""GARD:0016221""",retinitis pigmentosa 77,[]
"""GARD:0016222""","nemaline myopathy 11, autosomal recessive",[]
"""GARD:0016223""",developmental and epileptic encephalopathy 52,['epileptic encephalopathy; early infantile; 52']
"""GARD:0016224""",developmental and epileptic encephalopathy 53,['epileptic encephalopathy; early infantile; 53']
"""GARD:0016225""",developmental and epileptic encephalopathy 54,['epileptic encephalopathy; early infantile; 54']
"""GARD:0016226""",bardet-biedl syndrome 21,[]
"""GARD:0016227""",diamond-blackfan anemia 16,[]
"""GARD:0016228""",diamond-blackfan anemia 17,[]
"""GARD:0016229""",retinitis pigmentosa 78,[]
"""GARD:0016230""","bleeding disorder, platelet-type, 21",[]
"""GARD:0016231""",retinitis pigmentosa 79,[]
"""GARD:0016232""",neurodevelopmental disorder with involuntary movements,[]
"""GARD:0016233""","microcephaly 18, primary, autosomal dominant",[]
"""GARD:0016234""","gaze palsy, familial horizontal, with progressive scoliosis 2, with impaired intellectual development",['developmental split-brain syndrome']
"""GARD:0016235""",cohen-gibson syndrome,[]
"""GARD:0016236""",meckel syndrome 13,[]
"""GARD:0016237""",perrault syndrome 6,[]
"""GARD:0016238""",exudative vitreoretinopathy 7,[]
"""GARD:0016239""","ciliary dyskinesia, primary, 37",['ciliary dyskinesia; primary; 37; with or without situs inversus']
"""GARD:0016240""",mosaic variegated aneuploidy syndrome 3,[]
"""GARD:0016241""",developmental and epileptic encephalopathy 55,"['glycosylphosphatidylinositol biosynthesis defect 14', 'epileptic encephalopathy; early infantile; 55']"
"""GARD:0016242""",polycystic kidney disease 5,[]
"""GARD:0016243""",joubert syndrome 30,[]
"""GARD:0016244""",blepharocheilodontic syndrome 2,[]
"""GARD:0016245""",spermatogenic failure 22,[]
"""GARD:0016246""",spermatogenic failure 23,[]
"""GARD:0016247""",galloway-mowat syndrome 3,[]
"""GARD:0016248""",galloway-mowat syndrome 4,[]
"""GARD:0016249""",galloway-mowat syndrome 5,[]
"""GARD:0016250""","myopathy, centronuclear, 6, with fiber-type disproportion",[]
"""GARD:0016251""",joubert syndrome 31,[]
"""GARD:0016252""",retinitis pigmentosa 80,[]
"""GARD:0016253""","microcephaly 19, primary, autosomal recessive",[]
"""GARD:0016254""",coffin-siris syndrome 6,[]
"""GARD:0016255""",geleophysic dysplasia 3,[]
"""GARD:0016256""","ehlers-danlos syndrome, arthrochalasia type, 2","['eds viib', 'ehlers-danlos syndrome; type viib; autosomal dominant']"
"""GARD:0016257""",glucocorticoid deficiency 5,[]
"""GARD:0016258""",developmental and epileptic encephalopathy 92,['epileptic encephalopathy; infantile or early childhood; 2']
"""GARD:0016259""",developmental and epileptic encephalopathy 58,['epileptic encephalopathy; early infantile; 58']
"""GARD:0016260""","intellectual developmental disorder, autosomal dominant 55, with seizures",['mental retardation; autosomal dominant 55; with seizures']
"""GARD:0016261""",developmental delay and seizures with or without movement abnormalities,[]
"""GARD:0016262""",amyotrophic lateral sclerosis 23,[]
"""GARD:0016263""",li-fraumeni syndrome 2,[]
"""GARD:0016264""","fanconi anemia, complementation group s",[]
"""GARD:0016265""","amyotrophic lateral sclerosis, susceptibility to, 24",[]
"""GARD:0016266""","leukodystrophy, hypomyelinating, 14",[]
"""GARD:0016267""","encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8",['herpes simplex encephalitis; susceptibility to; 6']
"""GARD:0016268""","microcephaly 20, primary, autosomal recessive",[]
"""GARD:0016269""","epilepsy, juvenile myoclonic, susceptibility to, 10",[]
"""GARD:0016270""",developmental and epileptic encephalopathy 60,['epileptic encephalopathy; early infantile; 60']
"""GARD:0016271""",developmental and epileptic encephalopathy 62,['epileptic encephalopathy; early infantile; 62']
"""GARD:0016272""",shwachman-diamond syndrome 2,[]
"""GARD:0016273""",elliptocytosis 3,[]
"""GARD:0016274""",spermatogenic failure 25,[]
"""GARD:0016275""","rh-null, amorph type",[]
"""GARD:0016276""","methemoglobinemia, beta type",[]
"""GARD:0016277""","methemoglobinemia, alpha type",[]
"""GARD:0016278""","microcephaly 21, primary, autosomal recessive",[]
"""GARD:0016279""","microcephaly 22, primary, autosomal recessive",[]
"""GARD:0016280""","microcephaly 23, primary, autosomal recessive",[]
"""GARD:0016281""","tumoral calcinosis, hyperphosphatemic, familial, 2",[]
"""GARD:0016282""","tumoral calcinosis, hyperphosphatemic, familial, 3",[]
"""GARD:0016283""",developmental and epileptic encephalopathy 65,['epileptic encephalopathy; early infantile; 65']
"""GARD:0016284""",hyperekplexia 4,[]
"""GARD:0016285""",developmental and epileptic encephalopathy 93,[]
"""GARD:0016286""",tetraamelia syndrome 2,['tetraamelia syndrome 2 with pulmonary agenesis']
"""GARD:0016287""",coffin-siris syndrome 7,[]
"""GARD:0016288""","ciliary dyskinesia, primary, 38",['ciliary dyskinesia; primary; 38; with or without situs inversus']
"""GARD:0016289""","pontocerebellar hypoplasia, type 1d",[]
"""GARD:0016290""",spermatogenic failure 28,[]
"""GARD:0016291""",spermatogenic failure 30,[]
"""GARD:0016292""",spermatogenic failure 32,[]
"""GARD:0016293""","polydactyly, postaxial, type a8",[]
"""GARD:0016294""","muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 8","['muscular dystrophy-dystroglycanopathy; limb-girdle; pomgnt2-related', 'muscular dystrophy; limb-girdle; autosomal recessive 24']"
"""GARD:0016295""",developmental and epileptic encephalopathy 67,['epileptic encephalopathy; early infantile; 67']
"""GARD:0016296""",hennekam lymphangiectasia-lymphedema syndrome 3,[]
"""GARD:0016297""",joubert syndrome 35,[]
"""GARD:0016298""",retinitis pigmentosa 83,[]
"""GARD:0016299""","nephrotic syndrome, type 17",[]
"""GARD:0016300""","nephrotic syndrome, type 18",[]
"""GARD:0016301""","nephrotic syndrome, type 19",[]
"""GARD:0016302""","microcephaly 24, primary, autosomal recessive",[]
"""GARD:0016303""",periventricular nodular heterotopia 8,[]
"""GARD:0016304""","hyperparathyroidism, transient neonatal",[]
"""GARD:0016305""","cardiomyopathy, dilated, 2c",[]
"""GARD:0016306""",intellectual developmental disorder and retinitis pigmentosa,[]
"""GARD:0016307""",capillary malformation-arteriovenous malformation 2,[]
"""GARD:0016308""","myasthenic syndrome, congenital, 23, presynaptic",[]
"""GARD:0016309""","myasthenic syndrome, congenital, 24, presynaptic",[]
"""GARD:0016310""",developmental and epileptic encephalopathy 68,['epileptic encephalopathy; early infantile; 68']
"""GARD:0016311""",retinitis pigmentosa 84,[]
"""GARD:0016312""","mitochondrial complex i deficiency, nuclear type 2",[]
"""GARD:0016313""","mitochondrial complex i deficiency, nuclear type 3",[]
"""GARD:0016314""","mitochondrial complex i deficiency, nuclear type 4",[]
"""GARD:0016315""","mitochondrial complex i deficiency, nuclear type 5",[]
"""GARD:0016316""","mitochondrial complex i deficiency, nuclear type 6",[]
"""GARD:0016317""","mitochondrial complex i deficiency, nuclear type 7",[]
"""GARD:0016318""","mitochondrial complex i deficiency, nuclear type 8",[]
"""GARD:0016319""","mitochondrial complex i deficiency, nuclear type 9",[]
"""GARD:0016320""","mitochondrial complex i deficiency, nuclear type 10",[]
"""GARD:0016321""","mitochondrial complex i deficiency, nuclear type 11",[]
"""GARD:0016322""","mitochondrial complex i deficiency, nuclear type 14",[]
"""GARD:0016323""","mitochondrial complex i deficiency, nuclear type 15",[]
"""GARD:0016324""","mitochondrial complex i deficiency, nuclear type 16",[]
"""GARD:0016325""","mitochondrial complex i deficiency, nuclear type 18",[]
"""GARD:0016326""","mitochondrial complex i deficiency, nuclear type 19",[]
"""GARD:0016327""","mitochondrial complex i deficiency, nuclear type 21",[]
"""GARD:0016328""","mitochondrial complex i deficiency, nuclear type 24",[]
"""GARD:0016329""","mitochondrial complex i deficiency, nuclear type 25",[]
"""GARD:0016330""","mitochondrial complex i deficiency, nuclear type 29",[]
"""GARD:0016331""","mitochondrial complex i deficiency, nuclear type 31",[]
"""GARD:0016332""","mitochondrial complex i deficiency, nuclear type 33",[]
"""GARD:0016333""",mirror movements 4,[]
"""GARD:0016334""","epidermodysplasia verruciformis, susceptibility to, 3",[]
"""GARD:0016335""",hypotrichosis 14,[]
"""GARD:0016336""",developmental and epileptic encephalopathy 70,['epileptic encephalopathy; early infantile; 70']
"""GARD:0016337""","epidermodysplasia verruciformis, susceptibility to, 5",[]
"""GARD:0016338""",diamond-blackfan anemia 18,[]
"""GARD:0016339""",diamond-blackfan anemia 19,[]
"""GARD:0016340""",diamond-blackfan anemia 20,[]
"""GARD:0016341""","myasthenic syndrome, congenital, 25, presynaptic",[]
"""GARD:0016342""",retinitis pigmentosa 85,[]
"""GARD:0016343""",galloway-mowat syndrome 6,[]
"""GARD:0016344""",galloway-mowat syndrome 7,[]
"""GARD:0016345""",galloway-mowat syndrome 8,[]
"""GARD:0016346""","microcephaly 25, primary, autosomal recessive",[]
"""GARD:0016347""",coffin-siris syndrome 8,[]
"""GARD:0016348""","spondyloepimetaphyseal dysplasia with joint laxity, type 3",[]
"""GARD:0016349""",developmental and epileptic encephalopathy 74,['epileptic encephalopathy; early infantile; 74']
"""GARD:0016350""",cataract 48,[]
"""GARD:0016351""","arthrogryposis, distal, type 2b2",[]
"""GARD:0016352""",developmental and epileptic encephalopathy 75,['epileptic encephalopathy; early infantile; 75']
"""GARD:0016353""","ciliary dyskinesia, primary, 41",[]
"""GARD:0016354""",paragangliomas 6,[]
"""GARD:0016355""",developmental and epileptic encephalopathy 76,"['developmental delay; epileptic encephalopathy; cerebral atrophy; and abnormal myelination', 'epileptic encephalopathy; early infantile; 76']"
"""GARD:0016356""",paragangliomas 7,[]
"""GARD:0016357""",noonan syndrome 11,[]
"""GARD:0016358""",coffin-siris syndrome 10,[]
"""GARD:0016359""",leber congenital amaurosis 19,[]
"""GARD:0016360""",immunodeficiency 64,[]
"""GARD:0016361""","ectodermal dysplasia 15, hypohidrotic/hair type",[]
"""GARD:0016362""","trichothiodystrophy 7, nonphotosensitive",[]
"""GARD:0016363""",multiple congenital anomalies-hypotonia-seizures syndrome 4,"['developmental and epileptic encephalopathy 77', 'glycosylphosphatidylinositol biosynthesis defect 19', 'epileptic encephalopathy; early infantile; 77']"
"""GARD:0016364""","night blindness, congenital stationary, type1i",[]
"""GARD:0016365""",developmental and epileptic encephalopathy 78,['epileptic encephalopathy; early infantile; 78']
"""GARD:0016366""",developmental and epileptic encephalopathy 79,['epileptic encephalopathy; early infantile; 79']
"""GARD:0016367""","intellectual developmental disorder, autosomal dominant 60, with seizures",['mental retardation; autosomal dominant 60; with seizures']
"""GARD:0016368""",retinitis pigmentosa 86,[]
"""GARD:0016369""",noonan syndrome 12,[]
"""GARD:0016370""","usher syndrome, type 1m",[]
"""GARD:0016371""",zimmermann-laband syndrome 3,[]
"""GARD:0016372""",sitosterolemia 2,[]
"""GARD:0016373""","ciliary dyskinesia, primary, 42",['ciliary dyskinesia; primary; 42; without situs inversus']
"""GARD:0016374""",retinitis pigmentosa 87 with choroidal involvement,[]
"""GARD:0016375""","neutropenia, severe congenital, 8, autosomal dominant","['neutropenia; severe congenital; 8; autosomal dominant; with or without pancreatic dysfunction and/or neurologic abnormalities', 'shwachman-diamond syndrome-like']"
"""GARD:0016376""",joubert syndrome 36,[]
"""GARD:0016377""","mitochondrial complex iii deficiency, nuclear type 10",[]
"""GARD:0016378""","mitochondrial complex i deficiency, nuclear type 34",[]
"""GARD:0016379""",coffin-siris syndrome 11,[]
"""GARD:0016380""","ciliary dyskinesia, primary, 44",['ciliary dyskinesia; primary; 44; without situs inversus']
"""GARD:0016381""",imagawa-matsumoto syndrome,[]
"""GARD:0016382""",juvenile arthritis,[]
"""GARD:0016383""","ciliary dyskinesia, primary, 45",['ciliary dyskinesia; primary; 45; without situs inversus']
"""GARD:0016384""","basal ganglia calcification, idiopathic, 8, autosomal recessive",[]
"""GARD:0016385""",retinitis pigmentosa 88,[]
"""GARD:0016386""",alopecia-intellectual disability syndrome 4,['alopecia-mental retardation syndrome 4']
"""GARD:0016387""",hypogonadotropic hypogonadism 25 with anosmia,[]
"""GARD:0016388""","diabetes mellitus, permanent neonatal, 2",[]
"""GARD:0016389""","diabetes mellitus, permanent neonatal, 3",[]
"""GARD:0016390""","diabetes mellitus, permanent neonatal, 4",[]
"""GARD:0016391""",developmental and epileptic encephalopathy 86,['epileptic encephalopathy; early infantile; 86']
"""GARD:0016392""",fanconi renotubular syndrome 5,['fanconi renotubular syndrome; acadian variant']
"""GARD:0016393""",developmental and epileptic encephalopathy 87,['epileptic encephalopathy; early infantile; 87']
"""GARD:0016394""",periventricular nodular heterotopia 9,[]
"""GARD:0016395""","granulomatous disease, chronic, autosomal recessive, 5",['granulomatous disease; chronic; due to cybc1 deficiency']
"""GARD:0016396""",treacher collins syndrome 4,[]
"""GARD:0016397""",oculopharyngodistal myopathy 2,[]
"""GARD:0016398""",developmental and epileptic encephalopathy 88,['epileptic encephalopathy; early infantile; 88']
"""GARD:0016399""",optic atrophy 12,[]
"""GARD:0016400""",immune dysregulation and systemic hyperinflammation syndrome,['hemophagocytic lymphohistiocytosis; familial; 6; formerly']
"""GARD:0016401""","mitochondrial complex i deficiency, nuclear type 35",[]
"""GARD:0016402""",ifap syndrome 2,['ichthyosis follicularis; atrichia; and photophobia syndrome 2']
"""GARD:0016403""","coenzyme q10 deficiency, primary, 9",[]
"""GARD:0016404""","mitochondrial complex iv deficiency, nuclear type 3",[]
"""GARD:0016405""","mitochondrial complex iv deficiency, nuclear type 4",[]
"""GARD:0016406""","mitochondrial complex iv deficiency, nuclear type 7",[]
"""GARD:0016407""","mitochondrial complex iv deficiency, nuclear type 8",[]
"""GARD:0016408""","mitochondrial complex iv deficiency, nuclear type 10",[]
"""GARD:0016409""","mitochondrial complex iv deficiency, nuclear type 11",[]
"""GARD:0016410""","mitochondrial complex iv deficiency, nuclear type 12",[]
"""GARD:0016411""","mitochondrial complex iv deficiency, nuclear type 14",[]
"""GARD:0016412""","mitochondrial complex iv deficiency, nuclear type 15",[]
"""GARD:0016413""","mitochondrial complex iv deficiency, nuclear type 16",[]
"""GARD:0016414""","mitochondrial complex iv deficiency, nuclear type 17",[]
"""GARD:0016415""","mitochondrial complex iv deficiency, nuclear type 18",[]
"""GARD:0016416""","mitochondrial complex iv deficiency, nuclear type 19",[]
"""GARD:0016417""","mitochondrial complex iv deficiency, nuclear type 20",[]
"""GARD:0016418""","mitochondrial complex iv deficiency, nuclear type 21",[]
"""GARD:0016419""",noonan syndrome 13,[]
"""GARD:0016420""",spermatogenic failure 48,[]
"""GARD:0016421""","arthrogryposis, distal, type 1c",[]
"""GARD:0016422""",coach syndrome 2,[]
"""GARD:0016423""",coach syndrome 3,[]
"""GARD:0016424""",developmental and epileptic encephalopathy 89,[]
"""GARD:0016425""",amyotrophic lateral sclerosis 26 with or without frontotemporal dementia,[]
"""GARD:0016426""",ritscher-schinzel syndrome 3,[]
"""GARD:0016427""",frontotemporal dementia and/or amyotrophic lateral sclerosis 5,[]
"""GARD:0016428""","nephrotic syndrome, type 22",[]
"""GARD:0016429""","mitochondrial complex ii deficiency, nuclear type 2",[]
"""GARD:0016430""","mitochondrial complex ii deficiency, nuclear type 3",[]
"""GARD:0016431""","mitochondrial complex i deficiency, nuclear type 36",[]
"""GARD:0016432""","microcephaly 26, primary, autosomal dominant",[]
"""GARD:0016433""","microcephaly 27, primary, autosomal dominant",[]
"""GARD:0016434""",joubert syndrome 37,[]
"""GARD:0016435""","nephrotic syndrome, type 23",[]
"""GARD:0016436""",spermatogenic failure 52,[]
"""GARD:0016437""",olmsted syndrome 2,['palmoplantar keratoderma; mutilating; with periorificial keratotic plaques 2']
"""GARD:0016438""","mitochondrial complex ii deficiency, nuclear type 4",[]
"""GARD:0016439""",glanzmann thrombasthenia 2,['bleeding disorder; platelet-type; 23']
"""GARD:0016440""","mitochondrial complex i deficiency, nuclear type 37",[]
"""GARD:0016441""","pontocerebellar hypoplasia, type 1e",[]
"""GARD:0016442""","pontocerebellar hypoplasia, type 1f",[]
"""GARD:0016443""",coffin-siris syndrome 12,[]
"""GARD:0016444""",bartsocas-papas syndrome 2,['popliteal pterygium syndrome; bartsocas-papas type 2']
"""GARD:0016445""",developmental and epileptic encephalopathy 96,[]
"""GARD:0016446""",visceral myopathy 2,[]
"""GARD:0016447""",megacystis-microcolon-intestinal hypoperistalsis syndrome 2,[]
"""GARD:0016448""","mitochondrial complex iv deficiency, nuclear type 22",[]
"""GARD:0016449""",cone dystrophy 4,[]
"""GARD:0016450""",cowden syndrome 1,"['ruvalcaba-myhre-smith syndrome', 'macrocephaly; multiple lipomas; and hemangiomata', 'multiple hamartoma syndrome', 'riley-smith syndrome', 'pten hamartoma tumor syndrome with granular cell tumor', 'macrocephaly; pseudopapilledema; and multiple hemangiomata', 'cs', 'bannayan-zonana syndrome']"
"""GARD:0016451""",desbuquois dysplasia 1,['micromelic dwarfism with vertebral and metaphyseal abnormalities and advanced carpotarsal ossification']
"""GARD:0016452""","xeroderma pigmentosum, complementation group d","['xp; group d', 'xp; group h; formerly', 'xeroderma pigmentosum iv', 'xp4 xeroderma pigmentosum viii; formerly']"
"""GARD:0016453""",lymphatic malformation 2,[]
"""GARD:0016454""","intellectual developmental disorder, autosomal dominant 3",['mental retardation; autosomal dominant 3']
"""GARD:0016455""","intellectual developmental disorder, autosomal dominant 4",[]
"""GARD:0016456""",lymphatic malformation 3,['lymphedema; hereditary; ic; formerly']
"""GARD:0016457""","ichthyosis, congenital, autosomal recessive 8","['lamellar ichthyosis; late-onset', 'ichthyosis; lamellar; 4; formerly']"
"""GARD:0016458""","intellectual developmental disorder, autosomal dominant 2",[]
"""GARD:0016459""",nescav syndrome,"['neurodegeneration and spasticity with or without cerebellar atrophy or cortical visual impairment', 'mental retardation; autosomal dominant 9; formerly']"
"""GARD:0016460""","intellectual developmental disorder, autosomal dominant 10",['mental retardation; autosomal dominant 10']
"""GARD:0016461""",chromosome 20q11-q12 deletion syndrome,"['mental retardation; autosomal dominant 11; included', 'intellectual developmental disorder; autosomal dominant 11; included']"
"""GARD:0016462""","intellectual developmental disorder, autosomal dominant 13","['mental retardation; autosomal dominant 13; with neuronal migration defects', 'mental retardation; autosomal dominant 13']"
"""GARD:0016463""",cowden syndrome 4,[]
"""GARD:0016464""",cowden syndrome 5,[]
"""GARD:0016465""",cowden syndrome 6,[]
"""GARD:0016466""",desbuquois dysplasia 2,['baratela-scott syndrome']
"""GARD:0016467""",vulto-van silfhout-de vries syndrome,"['intellectual developmental disorder with impaired expressive speech and behavioral abnormalities; with or without seizures', 'mental retardation; autosomal dominant 24']"
"""GARD:0016468""",lymphatic malformation 4,['lymphedema; hereditary; id; formerly']
"""GARD:0016469""","intellectual developmental disorder, autosomal dominant 38","['mental retardation; autosomal dominant 38', 'psychomotor retardation; epilepsy; and language disability syndrome']"
"""GARD:0016470""",cowden syndrome 7,[]
"""GARD:0016471""","ichthyosis, congenital, autosomal recessive 14",[]
"""GARD:0016472""","intellectual developmental disorder, autosomal dominant 52",['mental retardation; autosomal dominant 52']
"""GARD:0016473""","intellectual developmental disorder, autosomal dominant 53",['mental retardation; autosomal dominant 53']
"""GARD:0016474""","intellectual developmental disorder, autosomal dominant 54",['mental retardation; autosomal dominant 54']
"""GARD:0016475""","intellectual developmental disorder, autosomal recessive 63",['mental retardation; autosomal recessive 63']
"""GARD:0016476""","intellectual developmental disorder, autosomal dominant 58",['mental retardation; autosomal dominant 58']
"""GARD:0016477""",global developmental delay with or without impaired intellectual development,[]
"""GARD:0016478""","intellectual developmental disorder, autosomal dominant 64",['mental retardation; autosomal dominant 64']
"""GARD:0016479""",mitochondrial dna-related progressive external ophthalmoplegia,"['maternally-inherited cpeo', 'maternally-inherited chronic progressive external ophthalmoplegia', 'mtdna-related progressive external ophthalmoplegia']"
