GardID,DataSource,SourceID,ClassificationLevel,DisorderType,SourceName,SourceSynonym,OmimMember,ParentOrphaCode,ParentOrphaName,ParentGardID,RdRequestID
GARD:0017178,Orphanet,238613,Subtype of disorder,[Etiological subtype],Beckwith-Wiedemann syndrome due to NSD1 mutation,,[130650],,,,
GARD:0020637,Orphanet,238621,Disorder,[Particular clinical situation in a disease or syndrome],Ileal pouch anal anastomosis related faecal incontinence,,,,,,
GARD:0004561,Orphanet,238624,Disorder,[Disease],Idiopathic intracranial hypertension,"[Benign intracranial hypertension, IIH, Pseudotumor cerebri]",[243200],,,,
GARD:0020638,Orphanet,238637,Disorder,[Disease],Megacystis-megaureter syndrome,[Megaureter-megacystis syndrome],,,,,
GARD:0020639,Orphanet,238642,Subtype of disorder,[Clinical subtype],"Primary megaureter, adult-onset form",,,,,,
GARD:0020640,Orphanet,238646,Subtype of disorder,[Clinical subtype],"Congenital primary megaureter, obstructed form",,,,,,
GARD:0020641,Orphanet,238650,Subtype of disorder,[Clinical subtype],"Congenital primary megaureter, refluxing form",,,,,,
GARD:0020642,Orphanet,238654,Subtype of disorder,[Clinical subtype],"Congenital primary megaureter, nonrefluxing and unobstructed form",,,,,,
GARD:0020643,Orphanet,238666,Disorder,[Disease],Isolated congenital hypogonadotropic hypogonadism,"[Gonadotropic deficiency, Isolated congenital gonadotropin deficiency, Isolated gonadotropin-releasing hormone deficiency]",,,,,
GARD:0017179,Orphanet,238670,Disorder,[Disease],Isolated thyrotropin-releasing hormone deficiency,"[Isolated TRF deficiency, Isolated TRH deficiency, Isolated TSH-releasing factor deficiency, Isolated prothyroliberin deficiency, Isolated protirelin deficiency, Isolated thyroliberin deficiency, Isolated thyrotropin-releasing factor deficiency]",[275120],,,,
GARD:0020644,Orphanet,238688,Disorder,[Disease],Neonatal iodine exposure,,,,,,
GARD:0020645,Orphanet,238696,Group of disorders,[Category],Transient congenital hypothyroidism due to maternal factor,,,,,,
GARD:0020646,Orphanet,238699,Group of disorders,[Category],Transient congenital hypothyroidism due to neonatal factor,,,,,,
GARD:0012551,Orphanet,238722,Disorder,[Disease],Familial congenital mirror movements,"[Familial congenital controlateral synkinesia, Hereditary congenital controlateral synkinesia, Hereditary congenital mirror movements, Isolated congenital controlateral synkinesia, Isolated congenital mirror movements]","[618264, 614508, 157600, 616059]",,,,
GARD:0017180,Orphanet,238744,Disorder,[Malformation syndrome],Mammary-digital-nail syndrome,"[MDN syndrome, Onycho-digito-mammary syndrome]",[613689],,,,
GARD:0017181,Orphanet,238750,Disorder,[Malformation syndrome],4q21 microdeletion syndrome,"[Del(4)(q21), Monosomy 4q21]",[613509],,,,
GARD:0012532,Orphanet,238755,Disorder,[Disease],Autosomal dominant limb-girdle muscular dystrophy type 1H,[LGMD1H],[613530],,,,
GARD:0010942,Orphanet,238763,Disorder,[Malformation syndrome],Glaucoma secondary to spherophakia/ectopia lentis and megalocornea,[Megalocornea-spherophakia-secondary glaucoma syndrome],[251750],,,,
GARD:0010943,Orphanet,238769,Disorder,[Malformation syndrome],1q44 microdeletion syndrome,"[Del(1)(q44), Monosomy 1q44]",,,,,
GARD:0017182,Orphanet,240071,Subtype of disorder,[Clinical subtype],Classic progressive supranuclear palsy syndrome,"[Classic PSP syndrome, Richardson syndrome, Steele-Richardson-Olszewski disease]","[601104, 610898, 609454]",,,,
GARD:0017183,Orphanet,240085,Subtype of disorder,[Clinical subtype],Progressive supranuclear palsy-parkinsonism syndrome,"[PSP-p, PSP-parkinsonism]",[260540],,,,
GARD:0020647,Orphanet,240094,Subtype of disorder,[Clinical subtype],Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,"[PSP-PAGF, PSP-pure akinesia with gait freezing]",,,,,
GARD:0020648,Orphanet,240103,Subtype of disorder,[Clinical subtype],Progressive supranuclear palsy-corticobasal syndrome,"[PSP-CBS, PSP-corticobasal syndrome]",,,,,
GARD:0020649,Orphanet,240112,Subtype of disorder,[Clinical subtype],Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,"[PSP-AOS, PSP-PNFA, Progressive supranuclear palsy-apraxia of speech syndrome]",,,,,
GARD:0020650,Orphanet,240371,Group of disorders,[Category],Syndromic obesity,,,,,,
GARD:0017184,Orphanet,240760,Disorder,[Malformation syndrome],Nijmegen breakage syndrome-like disorder,"[Microcephaly and chromosomal instability without immunodeficiency, NBS-like disorder, NBSLD, RAD50 deficiency]",[613078],,,,
GARD:0017185,Orphanet,243343,Disorder,[Disease],Dimethylglycine dehydrogenase deficiency,"[DMG dehydrogenase deficiency, DMGDH deficiency]",[605850],,,,
GARD:0009578,Orphanet,243367,Disorder,[Disease],Acute fatty liver of pregnancy,[AFLP],,,,,
GARD:0008528,Orphanet,244242,Disorder,[Disease],HELLP syndrome,"[Hemolysis, elevated liver enzymes, low platelets in pregnancy, Hemolysis-elevated liver enzymes-low platelets syndrome]",,,,,
GARD:0020651,Orphanet,244275,Disorder,[Particular clinical situation in a disease or syndrome],De novo thrombotic microangiopathy after kidney transplantation,,,,,,
GARD:0020652,Orphanet,244283,Disorder,[Malformation syndrome],Biliary atresia with splenic malformation syndrome,[BASM syndrome],,,,,
GARD:0017186,Orphanet,244305,Disorder,[Disease],Dominant hypophosphatemia with nephrolithiasis or osteoporosis,,"[612286, 612287]",,,,
GARD:0012394,Orphanet,244310,Disorder,[Disease],RFT1-CDG,"[CDG syndrome type In, CDG-In, CDG1N, Carbohydrate deficient glycoprotein syndrome type In, Congenital disorder of glycosylation type 1n, Congenital disorder of glycosylation type In, Man5GlcNAc2-PP-Dol flippase deficiency]",[612015],,,,
GARD:0020653,Orphanet,247165,Disorder,[Disease],Infantile mercury poisoning,"[Erythroedema polyneuritis, Feer disease, Infantile acrodynia, Infantile mercury intoxication, Pink disease, Swift disease, Swift-Feer disease]",,,,,
GARD:0017187,Orphanet,247198,Disorder,[Disease],Progressive cerebello-cerebral atrophy,[PCCA],[615851],,,,
GARD:0009573,Orphanet,247203,Disorder,[Disease],Collecting duct carcinoma,"[BDC, Bellini carcinoma, Bellini duct carcinoma, CDC]",,,,,
GARD:0020654,Orphanet,247234,Disorder,[Disease],Sporadic adult-onset ataxia of unknown etiology,"[Idiopathic late-onset cerebellar ataxia, SAOA]",,,,,
GARD:0020655,Orphanet,247239,Group of disorders,[Category],Non-hereditary degenerative ataxia,,,,,,
GARD:0020656,Orphanet,247242,Group of disorders,[Category],Acquired ataxia,,,,,,
GARD:0009484,Orphanet,247245,Disorder,[Disease],Superficial siderosis,"[Hemosiderosis of the central nervous system, Superficial hemosiderosis of the CNS, Superficial hemosiderosis of the central nervous system, Superficial siderosis of the CNS, Superficial siderosis of the central nervous system]",,,,,
GARD:0020657,Orphanet,247257,Disorder,[Disease],Inhalational anthrax,"[Inhalation anthrax disease, Pulmonary anthrax, Respiratory anthrax, Respiratory anthrax disease]",,,,,
GARD:0017188,Orphanet,247262,Disorder,[Disease],Hyperphosphatasia-intellectual disability syndrome,[Mabry syndrome],"[615716, 616025, 614207, 616809, 614749, 239300]",,,,
GARD:0012819,Orphanet,247353,Disorder,[Disease],Generalized pustular psoriasis,[GPP],"[614204, 616106]",,,,
GARD:0020658,Orphanet,247378,Disorder,[Disease],Autosomal recessive secondary polycythemia not associated with VHL gene,"[Autosomal recessive secondary erythrocytosis not associated with VHL gene, Autosomal recessive secondary erythrocytosis, non-Chuvash type, Autosomal recessive secondary polycythemia, non-Chuvash type]",,,,,
GARD:0017189,Orphanet,247511,Disorder,[Disease],Autosomal dominant secondary polycythemia,[Autosomal dominant secondary erythrocytosis],"[611783, 609820]",,,,
GARD:0017190,Orphanet,247522,Disorder,[Disease],Primary ciliary dyskinesia-retinitis pigmentosa syndrome,,[300455],,,,
GARD:0006114,Orphanet,247525,Disorder,[Disease],Citrullinemia type I,"[ASS deficiency, Argininosuccinate synthase deficiency, Argininosuccinate synthetase deficiency, Argininosuccinic acid synthase deficiency, Argininosuccinic acid synthetase deficiency, CTLN1, Citrullinemia type 1, Classic citrullinemia]",[215700],,,,
GARD:0020659,Orphanet,247546,Subtype of disorder,[Clinical subtype],Acute neonatal citrullinemia type I,"[Acute neonatal citrullinemia type 1, Classic citrullinemia type 1, Classic citrullinemia type I]",,,,,
GARD:0020660,Orphanet,247573,Subtype of disorder,[Clinical subtype],Adult-onset citrullinemia type I,"[Adult-onset citrullinemia type 1, Late-onset citrullinemia type 1, Late-onset citrullinemia type I]",,,,,
GARD:0020661,Orphanet,247582,Group of disorders,[Category],Citrin deficiency,,,,,,
GARD:0010215,Orphanet,247585,Disorder,[Disease],Citrullinemia type II,"[Adult-onset citrin deficiency, Adult-onset citrullinemia type 2, Adult-onset citrullinemia type II, CTLN2, Citrullinemia type 2]",[603471],,,,
GARD:0010214,Orphanet,247598,Disorder,[Disease],Neonatal intrahepatic cholestasis due to citrin deficiency,"[NICCD, Neonatal intrahepatic cholestasis caused by citrin deficiency]",[605814],,,,
GARD:0004485,Orphanet,247604,Disorder,[Disease],Juvenile primary lateral sclerosis,"[JPLS, Juvenile PLS]",[606353],,,,
GARD:0017191,Orphanet,247623,Subtype of disorder,[Clinical subtype],Perinatal lethal hypophosphatasia,"[Perinatal lethal Rathbun disease, Perinatal lethal phosphoethanolaminuria]",[241500],,,,
GARD:0020662,Orphanet,247638,Subtype of disorder,[Clinical subtype],Prenatal benign hypophosphatasia,"[Prenatal benign Rathbun disease, Prenatal benign phosphoethanolaminuria]",,,,,
GARD:0017192,Orphanet,247651,Subtype of disorder,[Clinical subtype],Infantile hypophosphatasia,"[Infantile Rathbun disease, Infantile phosphoethanolaminuria]",[241500],,,,
GARD:0008735,Orphanet,247667,Subtype of disorder,[Clinical subtype],Childhood-onset hypophosphatasia,"[Childhood-onset Rathbun disease, Childhood-onset phosphoethanolaminuria]",[241510],,,,
GARD:0017193,Orphanet,247676,Subtype of disorder,[Clinical subtype],Adult hypophosphatasia,"[Adult Rathbun disease, Adult phosphoethanolaminuria]",[146300],,,,
GARD:0017194,Orphanet,247685,Subtype of disorder,[Clinical subtype],Odontohypophosphatasia,,[146300],,,,
GARD:0001217,Orphanet,247691,Disorder,[Disease],Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,"[RVCL, RVCL-S, Retinal vasculopathy and cerebral leukoencephalopathy]",[192315],,,,
GARD:0004881,Orphanet,247698,Subtype of disorder,[Clinical subtype],Multiple endocrine neoplasia type 2A,"[MEN2A, PTC syndrome, Sipple syndrome]",[171400],,,,
GARD:0010225,Orphanet,247709,Subtype of disorder,[Clinical subtype],Multiple endocrine neoplasia type 2B,"[MEN2B, Multiple endocrine neoplasia type 3, Wagenmann-Froboese syndrome]",[162300],,,,
GARD:0020663,Orphanet,247718,Disorder,[Disease],Inflammatory myopathy with abundant macrophages,[IMAM],,,,,
GARD:0020664,Orphanet,247724,Disorder,[Disease],Idiopathic eosinophilic myositis,[Idiopathic eosinophilia-associated myopathy],,,,,
GARD:0012015,Orphanet,247762,Disorder,[Disease],Lipoblastoma,,,,,,
GARD:0020665,Orphanet,247765,Group of disorders,[Category],X-linked cerebellar ataxia,,,,,,
GARD:0017195,Orphanet,247768,Disorder,[Malformation syndrome],Müllerian aplasia and hyperandrogenism,"[Müllerian duct failure and hyperandrogenism, WNT4 deficiency]",[158330],,,,
GARD:0004737,Orphanet,247775,Subtype of disorder,[Clinical subtype],Mayer-Rokitansky-Küster-Hauser syndrome type 1,"[Congenital absence of uterus and vagina, MRKH syndrome type 1, Rokitansky sequence]",[277000],,,,
GARD:0013472,Orphanet,247790,Disorder,[Disease],FTH1-related iron overload,[FTH1-associated iron overload],[615517],,,,
GARD:0017196,Orphanet,247794,Disorder,[Disease],Juvenile cataract-microcornea-renal glucosuria syndrome,[Juvenile cataract-microcornea-renal glycosuria syndrome],[612018],,,,
GARD:0010805,Orphanet,247798,Subtype of disorder,[Clinical subtype],MUTYH-related attenuated familial adenomatous polyposis,"[MUTYH-related AFAP, MUTYH-related attenuated FAP, MUTYH-related attenuated familial polyposis coli]",[608456],,,,
GARD:0017197,Orphanet,247806,Subtype of disorder,[Clinical subtype],APC-related attenuated familial adenomatous polyposis,"[APC-related AFAP, APC-related attenuated FAP, APC-related attenuated familial polyposis coli]",[175100],,,,
GARD:0020666,Orphanet,247815,Disorder,[Disease],Autosomal recessive ataxia due to PEX10 deficiency,[Mild peroxisomal disorder due to PEX10 deficiency],,,,,
GARD:0017198,Orphanet,247820,Disorder,[Malformation syndrome],Ectodermal dysplasia-syndactyly syndrome,"[EDSS, EDSS1]",[613573],,,,
GARD:0017199,Orphanet,247827,Disorder,[Malformation syndrome],Ectodermal dysplasia-cutaneous syndactyly syndrome,"[EDCS, EDSS2]",[613576],,,,
GARD:0017200,Orphanet,247834,Disorder,[Disease],Occult macular dystrophy,"[OCMD, OMD]",[613587],,,,
GARD:0017201,Orphanet,247868,Disorder,[Disease],NLRP12-associated hereditary periodic fever syndrome,"[FCAS2, Familial cold autoinflammatory syndrome type 2, NAPS12]",[611762],,,,
GARD:0020667,Orphanet,248095,Group of disorders,[Clinical group],Primary hypertrophic osteoarthropathy,"[Idiopathic hypertrophic osteoarthropathy, PHO]",,,,,
GARD:0010510,Orphanet,248111,Disorder,[Disease],Juvenile Huntington disease,"[JHD, Juvenile Huntington chorea]",[143100],,,,
GARD:0020668,Orphanet,248293,Group of disorders,[Category],Rare deficiency anemia,,,,,,
GARD:0020669,Orphanet,248296,Group of disorders,[Category],Constitutional deficiency anemia,,,,,,
GARD:0020670,Orphanet,248302,Group of disorders,[Category],Rare acquired deficiency anemia,,,,,,
GARD:0020671,Orphanet,248308,Group of disorders,[Category],Rare hemorrhagic disorder,[Rare bleeding disorder],,,,,
GARD:0020672,Orphanet,248315,Group of disorders,[Category],Rare hemorrhagic disorder due to a coagulation factors defect,"[Rare bleeding disorder due to a coagulation factors defect, Rare coagulopathy due to a coagulation factor defect]",,,,,
GARD:0020673,Orphanet,248326,Group of disorders,[Category],Rare hemorrhagic disorder due to a platelet anomaly,"[Rare bleeding disorder due to a platelet anomaly, Rare bleeding disorder due to a thrombopathy and/or thrombocytopenia, Rare coagulopathy due to a platelet anomaly, Rare coagulopathy due to a thrombopathy and/or thrombocytopenia, Rare hemorrhagic disorder due to a thrombopathy and/or thrombocytopenia]",,,,,
GARD:0020674,Orphanet,248340,Disorder,[Disease],Isolated delta-storage pool disease,"[Isolated delta-SPD, Isolated dense-SPD, Isolated dense-storage pool disease]",,,,,
GARD:0020675,Orphanet,248347,Group of disorders,[Category],Rare hemorrhagic disorder due to an acquired platelet anomaly,"[Rare bleeding disorder due to an acquired platelet anomaly, Rare bleeding disorder due to an acquired thrombopathy and/or thrombocytopenia, Rare coagulopathy due to an acquired platelet anomaly, Rare coagulopathy due to an acquired thrombopathy and/or thrombocytopenia, Rare hemorrhagic disorder due to an acquired thrombopathy and/or thrombocytopenia]",,,,,
GARD:0020676,Orphanet,248358,Group of disorders,[Category],Rare thrombotic disorder due to a coagulation factors defect,,,,,,
GARD:0020677,Orphanet,248361,Group of disorders,[Category],Rare thrombotic disorder due to a constitutional coagulation factors defect,,,,,,
GARD:0020678,Orphanet,248365,Group of disorders,[Category],Rare thrombotic disorder due to an acquired coagulation factors defect,,,,,,
GARD:0020679,Orphanet,248368,Group of disorders,[Category],Rare thrombotic disorder due to a platelet anomaly,,,,,,
GARD:0020680,Orphanet,248401,Group of disorders,[Category],Rare thrombotic disorder due to a constitutional platelet anomaly,,,,,,
GARD:0020681,Orphanet,248404,Group of disorders,[Category],Rare thrombotic disorder due to an acquired platelet anomaly,,,,,,
GARD:0017202,Orphanet,248408,Subtype of disorder,[Clinical subtype],Familial hypodysfibrinogenemia,,[616004],,,,
GARD:0020682,Orphanet,250165,Group of disorders,[Category],Genetic polycythemia,,,,,,
GARD:0020683,Orphanet,250805,Group of disorders,[Category],Serpinopathy,,,,,,
GARD:0020684,Orphanet,250808,Group of disorders,[Category],Serpinopathy with toxic serpin polymerization,,,,,,
GARD:0020685,Orphanet,250811,Group of disorders,[Category],Serpinopathy with loss of serpin function,,,,,,
GARD:0010791,Orphanet,250831,Disorder,[Disease],Logopenic progressive aphasia,"[LPA, Logopenic primary progressive aphasia, Logopenic variant PPA]",,,,,
GARD:0022535,Orphanet,250908,Group of disorders,[Category],Rare neoplastic disease,[Rare tumoral disease],,,,,
GARD:0005816,Orphanet,250923,Disorder,[Morphological anomaly],Isolated aniridia,,"[617141, 106210, 617142]",,,,
GARD:0020686,Orphanet,250932,Disorder,[Disease],Autosomal dominant optic atrophy and peripheral neuropathy,,,,,,
GARD:0020687,Orphanet,250972,Disorder,[Malformation syndrome],Polymicrogyria with optic nerve hypoplasia,,,,,,
GARD:0013781,Orphanet,250977,Disorder,[Disease],AICA-ribosiduria,"[5-amino-4-imidazole carboxamide ribosiduria, AICA-ribosiduria due to ATIC deficiency, AICAR transformylase/IMP cyclohydrolase deficiency, ATIC deficiency]",[608688],,,,
GARD:0017203,Orphanet,250984,Subtype of disorder,[Clinical subtype],Autosomal recessive Stickler syndrome,,"[614134, 614284]",,,,
GARD:0010813,Orphanet,250989,Disorder,[Malformation syndrome],1q21.1 microdeletion syndrome,"[Del(1)(q21), Monosomy 1q21.1]",[612474],,,,
GARD:0010591,Orphanet,250994,Disorder,[Malformation syndrome],1q21.1 microduplication syndrome,"[Dup(1)(q21.1), Trisomy 1q21.1]",[612475],,,,
GARD:0003738,Orphanet,250999,Disorder,[Malformation syndrome],1q41q42 microdeletion syndrome,"[Del(1)(q41q42), Monosomy 1q41q42]",[612530],,,,
GARD:0020688,Orphanet,251004,Disorder,[Malformation syndrome],Paternal uniparental disomy of chromosome 1,[UPD(1)pat],,,,,
GARD:0020689,Orphanet,251009,Disorder,[Malformation syndrome],Maternal uniparental disomy of chromosome 1,[UPD(1)mat],,,,,
GARD:0020690,Orphanet,251014,Disorder,[Malformation syndrome],2q31.1 microdeletion syndrome,"[Del(2)(q31.1), Monosomy 2q31.1]",,,,,
GARD:0013206,Orphanet,251019,Disorder,[Malformation syndrome],2q32q33 microdeletion syndrome,"[Del(2)(q32), Del(2)(q32q33), Monosomy 2q32, Monosomy 2q32q33]",[612313],,,,
GARD:0017204,Orphanet,251028,Subtype of disorder,[Etiological subtype],SATB2-associated syndrome due to a chromosomal rearrangement,"[2q33.1 microdeletion syndrome, Del(2)(q33.1), Monosomy 2q33.1]",[612313],,,,
GARD:0010360,Orphanet,251038,Disorder,[Malformation syndrome],3q29 microduplication syndrome,[Trisomy 3q29],[611936],,,,
GARD:0010841,Orphanet,251043,Disorder,[Malformation syndrome],Ring chromosome 5 syndrome,"[Ring 5, Ring chromosome 5]",,,,,
GARD:0020691,Orphanet,251046,Disorder,[Malformation syndrome],6p22 microdeletion syndrome,"[Del(6)(p22), Monosomy 6p22]",,,,,
GARD:0003764,Orphanet,251056,Disorder,[Malformation syndrome],6q25 microdeletion syndrome,"[Del(6)(q25), Monosomy 6q25]",[612863],,,,
GARD:0020692,Orphanet,251061,Disorder,[Malformation syndrome],7q31 microdeletion syndrome,"[Del(7)(q31), Monosomy 7q31]",,,,,
GARD:0020693,Orphanet,251066,Disorder,[Malformation syndrome],8p11.2 deletion syndrome,"[Del(8)(p11.2), Monosomy 8p11.2]",,,,,
GARD:0003769,Orphanet,251071,Disorder,[Malformation syndrome],8p23.1 microdeletion syndrome,"[Del(8)(p23.1), Monosomy 8p23.1]",,,,,
GARD:0010304,Orphanet,251076,Disorder,[Malformation syndrome],8p23.1 duplication syndrome,"[Dup(8)(p23.1p23.1), Trisomy 8p23.1]",,,,,
GARD:0004133,Orphanet,251262,Disorder,[Disease],Familial osteochondritis dissecans,[Osteochondritis dissecans and short stature],[165800],,,,
GARD:0012362,Orphanet,251274,Disorder,[Disease],Familial hyperaldosteronism type III,"[FH-III, FH3, Familial hyperaldosteronism type 3]",[613677],,,,
GARD:0017205,Orphanet,251279,Disorder,[Disease],Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,[Nanophthalmos-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome],[611040],,,,
GARD:0017206,Orphanet,251282,Disorder,[Disease],Autosomal dominant spastic ataxia type 1,[SPAX1],[108600],,,,
GARD:0009887,Orphanet,251287,Disorder,[Disease],Benign concentric annular macular dystrophy,,[153870],,,,
GARD:0017207,Orphanet,251290,Disorder,[Malformation syndrome],Parietal foramina with clavicular hypoplasia,[Parietal foramina with cleidocranial dysplasia],[168550],,,,
GARD:0017208,Orphanet,251295,Disorder,[Disease],Pigmented paravenous retinochoroidal atrophy,[PPRCA],[172870],,,,
GARD:0020694,Orphanet,251304,Disorder,[Disease],Infantile onset panniculitis with uveitis and systemic granulomatosis,,,,,,
GARD:0020695,Orphanet,251307,Disorder,[Disease],Idiopathic recurrent pericarditis,[Idiopathic relapsing pericarditis],,,,,
GARD:0020696,Orphanet,251312,Group of disorders,[Clinical group],Overlapping connective tissue disease,,,,,,
GARD:0020697,Orphanet,251325,Disorder,[Disease],Drug-induced vasculitis,,,,,,
GARD:0020698,Orphanet,251328,Disorder,[Disease],Unclassified vasculitis,,,,,,
GARD:0020699,Orphanet,251332,Disorder,[Disease],Unexplained long-lasting fever/inflammatory syndrome,[Persistent fever/inflammation of unknown origin],,,,,
GARD:0017209,Orphanet,251347,Disorder,[Disease],Ataxia-telangiectasia-like disorder,[ATLD],[604391],,,,
GARD:0012459,Orphanet,251355,Group of disorders,[Category],Sickle cell disease associated with another hemoglobin anomaly,[Double heterozygotes sickling disorder],,,,,
GARD:0010333,Orphanet,251359,Disorder,[Disease],Sickle cell-beta-thalassemia disease syndrome,[HbS-beta-thalassemia syndrome],,,,,
GARD:0006584,Orphanet,251365,Disorder,[Disease],Sickle cell-hemoglobin C disease syndrome,[HbSC disease],,,,,
GARD:0012458,Orphanet,251370,Disorder,[Disease],Sickle cell-hemoglobin D disease syndrome,[HbSD disease],,,,,
GARD:0020700,Orphanet,251375,Disorder,[Disease],Sickle cell-hemoglobin E disease syndrome,[HbSE disease],,,,,
GARD:0018648,Orphanet,251380,Disorder,[Disease],Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,[HPFH-sickle cell disease syndrome],"[141749, 305435, 142335, 613566, 142470]",,,,
GARD:0017210,Orphanet,251383,Disorder,[Malformation syndrome],CK syndrome,[X-linked intellectual disability-microcephaly-cortical malformation-thin habitus syndrome],[300831],,,,
GARD:0012923,Orphanet,251393,Disorder,[Disease],Localized junctional epidermolysis bullosa,"[JEB-nH loc, Junctional epidermolysis bullosa, non-Herlitz localized type, Localized JEB]",[226650],,,,
GARD:0017211,Orphanet,251510,Disorder,[Malformation syndrome],"46,XY partial gonadal dysgenesis","[46,XY PGD, 46,XY partial testicular dysgenesis]","[300018, 612965, 616425, 616067, 154230, 613762, 615542]",,,,
GARD:0017212,Orphanet,251515,Disorder,[Malformation syndrome],Distal arthrogryposis type 10,"[DA10, Plantar flexion contracture, Short Achilles tendon, Short tendo calcaneus]",[187370],,,,
GARD:0017213,Orphanet,251523,Disorder,[Disease],Hyperzincemia and hypercalprotectinemia,"[Hz/Hc, PAMI syndrome, PSTPIP1-associated myeloid-related proteinemia inflammatory syndrome]",[194470],,,,
GARD:0020701,Orphanet,251529,Group of disorders,[Category],Toxic or drug-related embryofetopathy,,,,,,
GARD:0020702,Orphanet,251535,Group of disorders,[Category],Maternal disease-related embryofetopathy,,,,,,
GARD:0020703,Orphanet,251558,Group of disorders,[Category],Rare tumor of neuroepithelial tissue,,,,,,
GARD:0020704,Orphanet,251561,Group of disorders,[Clinical group],High-grade astrocytoma,,,,,,
GARD:0005653,Orphanet,251576,Subtype of disorder,[Histopathological subtype],Gliosarcoma,,,,,,
GARD:0020705,Orphanet,251579,Subtype of disorder,[Histopathological subtype],Giant cell glioblastoma,,,,,,
GARD:0006514,Orphanet,251582,Disorder,[Disease],Gliomatosis cerebri,,,,,,
GARD:0005860,Orphanet,251589,Disorder,[Disease],Anaplastic astrocytoma,,,,,,
GARD:0020706,Orphanet,251592,Group of disorders,[Clinical group],Low-grade astrocytoma,,,,,,
GARD:0005907,Orphanet,251595,Disorder,[Disease],Diffuse astrocytoma,,,,,,
GARD:0020707,Orphanet,251598,Subtype of disorder,[Histopathological subtype],Protoplasmic astrocytoma,,,,,,
GARD:0020708,Orphanet,251601,Subtype of disorder,[Histopathological subtype],Fibrillary astrocytoma,,,,,,
GARD:0020709,Orphanet,251604,Subtype of disorder,[Histopathological subtype],Gemistocytic astrocytoma,,,,,,
GARD:0010631,Orphanet,251607,Disorder,[Disease],Pleomorphic xanthoastrocytoma,[PXA],,,,,
GARD:0009808,Orphanet,251612,Disorder,[Disease],Pilocytic astrocytoma,,,,,,
GARD:0020710,Orphanet,251615,Subtype of disorder,[Histopathological subtype],Pilomyxoid astrocytoma,,,,,,
GARD:0010632,Orphanet,251618,Disorder,[Disease],Subependymal giant cell astrocytoma,[SEGA],,,,,
GARD:0020711,Orphanet,251623,Disorder,[Disease],Pituicytoma,,,,,,
GARD:0009953,Orphanet,251627,Disorder,[Disease],Oligodendroglioma,,"[137800, 616568]",,,,
GARD:0009472,Orphanet,251630,Disorder,[Disease],Anaplastic oligodendroglioma,,"[137800, 616568]",,,,
GARD:0006353,Orphanet,251636,Disorder,[Disease],Ependymoma,[Classic ependymoma],,,,,
GARD:0010070,Orphanet,251639,Disorder,[Disease],Subependymoma,,,,,,
GARD:0010633,Orphanet,251643,Disorder,[Disease],Myxopapillary ependymoma,,,,,,
GARD:0010634,Orphanet,251646,Disorder,[Disease],Anaplastic ependymoma,,,,,,
GARD:0020712,Orphanet,251651,Group of disorders,[Clinical group],Oligoastrocytic tumor,[Mixed oligodendroglial and astrocytic tumor],,,,,
GARD:0009769,Orphanet,251656,Disorder,[Disease],Oligoastrocytoma,"[MOA, Mixed oligoastrocytoma]",,,,,
GARD:0010637,Orphanet,251663,Disorder,[Disease],Anaplastic oligoastrocytoma,[aMOA],,,,,
GARD:0020713,Orphanet,251668,Group of disorders,[Clinical group],Glial tumor of neuroepithelial tissue with unknown origin,,,,,,
GARD:0020714,Orphanet,251671,Disorder,[Disease],Angiocentric glioma,,,,,,
GARD:0020715,Orphanet,251674,Disorder,[Disease],Chordoid glioma,,,,,,
GARD:0010635,Orphanet,251679,Disorder,[Disease],Astroblastoma,,,,,,
GARD:0020716,Orphanet,251852,Group of disorders,[Category],Embryonal tumor of neuroepithelial tissue,,,,,,
GARD:0020717,Orphanet,251855,Subtype of disorder,[Histopathological subtype],Anaplastic/large cell medulloblastoma,,,,,,
GARD:0017214,Orphanet,251858,Subtype of disorder,[Histopathological subtype],Medulloblastoma with extensive nodularity,[MBEN],[155255],,,,
GARD:0017215,Orphanet,251863,Subtype of disorder,[Histopathological subtype],Desmoplastic/nodular medulloblastoma,,[155255],,,,
GARD:0017216,Orphanet,251867,Subtype of disorder,[Histopathological subtype],Classic medulloblastoma,,[155255],,,,
GARD:0020718,Orphanet,251870,Group of disorders,[Clinical group],Central nervous system embryonal tumor,"[CNS PNET, Central nervous system primitive neuroectodermal tumor]",,,,,
GARD:0020719,Orphanet,251877,Disorder,[Disease],Ganglioneuroblastoma,,,,,,
GARD:0020720,Orphanet,251880,Disorder,[Disease],Ependymoblastoma,,,,,,
GARD:0020721,Orphanet,251883,Disorder,[Disease],Medulloepithelioma of the central nervous system,,,,,,
GARD:0020722,Orphanet,251896,Group of disorders,[Clinical group],Choroid plexus tumor,,,,,,
GARD:0008238,Orphanet,251899,Disorder,[Disease],Choroid plexus carcinoma,,[260500],,,,
GARD:0020723,Orphanet,251902,Disorder,[Disease],Atypical papilloma of choroid plexus,"[Atypical CPP, Atypical choroid plexus papilloma]",,,,,
