GardID,DataSource,SourceID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0016648,Orphanet,ORPHA:50815,Disorder,Malformation syndrome,Branchiogenic deafness syndrome,Branchiogenic hearing loss syndrome|Mégarbané-Loiselet syndrome
GARD:0016649,Orphanet,ORPHA:50944,Disorder,Disease,Schöpf-Schulz-Passarge syndrome,Eccrine tumors-ectodermal dysplasia|Keratosis palmoplantaris-cystic eyelids-hypodontia-hypotrichosis syndrome|Palmoplantar hyperkeratosis-cystic eyelids-hypodontia-hypotrichosis syndrome|Palmoplantar keratoderma-cystic eyelids-hypodontia-hypotrichosis syndrome|SSPS
GARD:0016650,Orphanet,ORPHA:51083,Disorder,Disease,Familial short QT syndrome,SQTS
GARD:0016651,Orphanet,ORPHA:51084,Disorder,Disease,Torsade-de-pointes syndrome with short coupling interval,
GARD:0016652,Orphanet,ORPHA:52047,Disorder,Malformation syndrome,Braddock syndrome,"Vater-like syndrome with pulmonary hypertension, abnormal ears and growth deficiency"
GARD:0016653,Orphanet,ORPHA:52054,Disorder,Malformation syndrome,Craniosynostosis-intracranial calcifications syndrome,Longman-Tolmie syndrome
GARD:0016654,Orphanet,ORPHA:52056,Disorder,Malformation syndrome,Ulnar/fibula ray defect-brachydactyly syndrome,Morava-Mehes syndrome
GARD:0016655,Orphanet,ORPHA:52427,Disorder,Disease,Retinitis punctata albescens,RPA
GARD:0016656,Orphanet,ORPHA:53583,Disorder,Disease,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,DYT9|Episodic choreoathetosis/spasticity
GARD:0016657,Orphanet,ORPHA:53691,Disorder,Morphological anomaly,Congenital cornea plana,
GARD:0016658,Orphanet,ORPHA:53696,Disorder,Malformation syndrome,Arthrogryposis-anterior horn cell disease syndrome,AAHD|Vuopala disease
GARD:0016659,Orphanet,ORPHA:54057,Disorder,Disease,Thrombotic thrombocytopenic purpura,Moschcowitz disease|TTP
GARD:0016660,Orphanet,ORPHA:55881,Disorder,Disease,Adamantinoma,Adamantinoma of long bones
GARD:0016661,Orphanet,ORPHA:59298,Disorder,Disease,Schilder disease,Myelinoclastic diffuse sclerosis
GARD:0016662,Orphanet,ORPHA:60015,Disorder,Malformation syndrome,Enlarged parietal foramina,Catlin marks|Fenestrae parietales symmetricae|Foramina parietalia permagna|Hereditary cranium bifidum|Symmetric parietal foramina
GARD:0016663,Orphanet,ORPHA:60026,Disorder,Disease,Pulmonary nodular lymphoid hyperplasia,Pulmonary pseudolymphoma
GARD:0016664,Orphanet,ORPHA:60033,Disorder,Disease,Idiopathic bronchiectasis,
GARD:0016665,Orphanet,ORPHA:63269,Subtype of disorder,Clinical subtype,Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis,Ambiguous genitalia-disordered steroidogenesis Antley-Bixler syndrome
GARD:0016666,Orphanet,ORPHA:63273,Disorder,Disease,Distal myopathy with posterior leg and anterior hand involvement,Distal ABD-filaminopathy
GARD:0016667,Orphanet,ORPHA:64280,Disorder,Disease,Childhood absence epilepsy,Pyknolepsy
GARD:0016668,Orphanet,ORPHA:64739,Disorder,Disease,Ovarian hyperstimulation syndrome,OHSS
GARD:0016669,Orphanet,ORPHA:65287,Disorder,Disease,Beta-ureidopropionase deficiency,Beta-alanine synthase deficiency
GARD:0016670,Orphanet,ORPHA:65288,Disorder,Malformation syndrome,Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,Pancreatic and cerebellar agenesis
GARD:0016671,Orphanet,ORPHA:65683,Disorder,Disease,Isolated focal cortical dysplasia,Epilepsy due to FCD
GARD:0016672,Orphanet,ORPHA:65720,Disorder,Malformation syndrome,Arthrogryposis-severe scoliosis syndrome,Distal arthrogryposis type 4|Distal arthrogryposis type IID
GARD:0016673,Orphanet,ORPHA:66630,Disorder,Disease,Congenital pseudoarthrosis of the clavicle,Congenital pseudarthrosis of the clavicle
GARD:0016674,Orphanet,ORPHA:66637,Disorder,Malformation syndrome,Diaphanospondylodysostosis,
GARD:0016675,Orphanet,ORPHA:67041,Disorder,Disease,Hyaluronidase deficiency,MPS9|MPSIX|Mucopolysaccharidosis type 9|Mucopolysaccharidosis type IX
GARD:0016676,Orphanet,ORPHA:67044,Disorder,Disease,Thrombocytopenia with congenital dyserythropoietic anemia,Congenital dyserythropoietic anemia with thombocytopenia|X-linked congenital dyserythropoietic anemia with thrombocytopenia|XDAT
GARD:0016677,Orphanet,ORPHA:67045,Subtype of disorder,Clinical subtype,X-linked intellectual disability with isolated growth hormone deficiency,MRGH
GARD:0016678,Orphanet,ORPHA:69061,Disorder,Clinical syndrome,Idiopathic steroid-sensitive nephrotic syndrome,
GARD:0016679,Orphanet,ORPHA:69082,Disorder,Malformation syndrome,Odonto-tricho-ungual-digito-palmar syndrome,"OTUDP syndrome|Odonto-tricho-ungual-digito-palmar syndrome, Mendoza-Valiente type"
GARD:0016680,Orphanet,ORPHA:69084,Disorder,Malformation syndrome,Pure hair and nail ectodermal dysplasia,HNED|Hair-nail ectodermal dysplasia|PHNED
GARD:0016681,Orphanet,ORPHA:69088,Disorder,Disease,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,OL-EDA-ID
GARD:0016682,Orphanet,ORPHA:69125,Disorder,Malformation syndrome,Anonychia with flexural pigmentation,
GARD:0016683,Orphanet,ORPHA:69663,Disorder,Disease,Low phospholipid-associated cholelithiasis,ABCB4-related cholelithiasis|LPAC
GARD:0016684,Orphanet,ORPHA:69737,Disorder,Malformation syndrome,Bosley-Salih-Alorainy syndrome,
GARD:0016685,Orphanet,ORPHA:70474,Disorder,Disease,Leigh syndrome with cardiomyopathy,Cardiomyopathy with hypotonia due to cytochrome C oxidase deficiency|Cardiomyopathy with myopathy due to COX deficiency|Leigh disease with myopathy
GARD:0016686,Orphanet,ORPHA:71271,Disorder,Malformation syndrome,Split hand-split foot-deafness syndrome,Split hand-split foot-hearing loss syndrome
GARD:0016687,Orphanet,ORPHA:71289,Disorder,Malformation syndrome,Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome,ATRUS syndrome
GARD:0016688,Orphanet,ORPHA:71493,Disorder,Disease,Familial thrombocytosis,Familial thrombocythemia|Hereditary thrombocythemia
GARD:0016689,Orphanet,ORPHA:71528,Subtype of disorder,Etiological subtype,Obesity due to prohormone convertase I deficiency,PCI deficiency
GARD:0016690,Orphanet,ORPHA:71529,Subtype of disorder,Etiological subtype,Obesity due to melanocortin 4 receptor deficiency,MC4R deficiency
GARD:0016691,Orphanet,ORPHA:73271,Disorder,Disease,Bleeding diathesis due to a collagen receptor defect,
GARD:0016692,Orphanet,ORPHA:75249,Disorder,Disease,Familial isolated restrictive cardiomyopathy,Familial or idiopathic restrictive cardiomyopathy
GARD:0016693,Orphanet,ORPHA:75326,Disorder,Disease,Retinal arterial tortuosity,Familial isolated retinal arterial tortuosity|Retinal arteriolar tortuosity|Retinal hemorrhage with vascular tortuosity|Tortuosity of retinal arteries
GARD:0016694,Orphanet,ORPHA:75381,Disorder,Disease,Cystoid macular dystrophy,Autosomal dominant cystoid macular edema|DCMD|Familial macular edema
GARD:0016695,Orphanet,ORPHA:75391,Disorder,Disease,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency,Primary immunodeficiency due to MCM4 deficiency
GARD:0016696,Orphanet,ORPHA:79076,Subtype of disorder,Clinical subtype,Juvenile polyposis of infancy,Infantile juvenile polyposis syndrome
GARD:0016697,Orphanet,ORPHA:79094,Disorder,Malformation syndrome,Grange syndrome,Grange occlusive arterial syndrome|Progressive arterial occlusive disease-hypertension-heart defects-bone fragility-brachysyndactyly syndrome
GARD:0016698,Orphanet,ORPHA:79106,Disorder,Malformation syndrome,Eiken syndrome,
GARD:0016699,Orphanet,ORPHA:79118,Disorder,Disease,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome,
GARD:0016700,Orphanet,ORPHA:79128,Disorder,Disease,Lymphoid interstitial pneumonia,Lymphocytic interstitial pneumonia
GARD:0016701,Orphanet,ORPHA:79134,Disorder,Disease,DEND syndrome,Developmental delay-epilepsy-neonatal diabetes syndrome
GARD:0016702,Orphanet,ORPHA:79135,Disorder,Disease,Episodic ataxia type 3,Episodic ataxia-vertigo-tinnitus-myokymia syndrome
GARD:0016703,Orphanet,ORPHA:79136,Disorder,Disease,Episodic ataxia type 4,PATX|Periodic vestibulocerebellar ataxia
GARD:0016704,Orphanet,ORPHA:79137,Disorder,Disease,Generalized epilepsy-paroxysmal dyskinesia syndrome,GEPD
GARD:0016705,Orphanet,ORPHA:79141,Disorder,Disease,Hereditary painful callosities,Keratosis palmoplantaris nummularis|PPK nummularis|Plamoplantar hyperkeratosis nummularis|Plamoplantar keratoderma nummularis
GARD:0016706,Orphanet,ORPHA:79146,Disorder,Disease,Familial progressive hyperpigmentation,Melanosis diffusa congenita|Melanosis universalis hereditaria|Universal melanosis
GARD:0016707,Orphanet,ORPHA:79151,Disorder,Disease,Acrokeratosis verruciformis of Hopf,AKV of Hopf
GARD:0016708,Orphanet,ORPHA:79154,Disorder,Disease,2-aminoadipic 2-oxoadipic aciduria,Alpha-aminoadipic aciduria
GARD:0016709,Orphanet,ORPHA:79156,Disorder,Disease,Seizures-intellectual disability due to hydroxylysinuria syndrome,
GARD:0016710,Orphanet,ORPHA:79233,Disorder,Disease,Hypoxanthine guanine phosphoribosyltransferase partial deficiency,"HPRT deficiency, grade I|HPRT partial deficiency|HPRT-related gout|HPRT-related hyperuricemia|HPRT1 partial deficiency|Hypoxanthine guanine phosphoribosyltransferase 1 partial deficiency|Hypoxanthine guanine phosphoribosyltransferase deficiency, grade I|Kelley-Seegmiller syndrome"
GARD:0016711,Orphanet,ORPHA:79240,Disorder,Disease,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency,GSD due to liver and muscle phosphorylase kinase deficiency|GSD type 9B|GSD type IXb|Glycogen storage disease type 9B|Glycogen storage disease type IXb|Glycogenosis due to liver and muscle phosphorylase kinase deficiency|Glycogenosis type 9B|Glycogenosis type IXb
GARD:0016712,Orphanet,ORPHA:79244,Subtype of disorder,Clinical subtype,Pyruvate dehydrogenase E2 deficiency,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex deficiency|Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex deficiency|Pyruvate dehydrogenase complex component E2 deficiency
GARD:0016713,Orphanet,ORPHA:79302,Disorder,Disease,Congenital bile acid synthesis defect type 3,BASD3|Oxysterol 7-alpha-hydroxylase deficiency
GARD:0016714,Orphanet,ORPHA:79312,Subtype of disorder,Clinical subtype,Vitamin B12-unresponsive methylmalonic acidemia type mut-,Partial deficiency of methylmalonyl-CoA mutase|Vitamin B12-unresponsive methylmalonic aciduria type mut-
GARD:0016715,Orphanet,ORPHA:79346,Disorder,Malformation syndrome,"Chondrodysplasia punctata, tibial-metacarpal type",
GARD:0016716,Orphanet,ORPHA:79347,Disorder,Malformation syndrome,"Chondrodysplasia punctata, Toriello type",Toriello-Higgins-Miller syndrome
GARD:0016717,Orphanet,ORPHA:79350,Subtype of disorder,Etiological subtype,"3-phosphoserine phosphatase deficiency, infantile/juvenile form","PSPH deficiency, infantile/juvenile form"
GARD:0016718,Orphanet,ORPHA:79351,Subtype of disorder,Etiological subtype,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form","PHGDH deficiency, infantile/juvenile form"
GARD:0016719,Orphanet,ORPHA:79395,Disorder,Disease,Keratoderma hereditarium mutilans with ichthyosis,Camisa disease|Keratoderma-ichthyosiform dermatosis-elevated beta-glucuronidase syndrome|Loricrin keratoderma|Vohwinkel syndrome with ichthyosis
GARD:0016720,Orphanet,ORPHA:79409,Disorder,Disease,Recessive dystrophic epidermolysis bullosa inversa,RDEB inversa|RDEB-I
GARD:0016721,Orphanet,ORPHA:79431,Subtype of disorder,Clinical subtype,Oculocutaneous albinism type 1A,OCA1A|Tyrosinase-negative oculocutaneous albinism
GARD:0016722,Orphanet,ORPHA:79435,Disorder,Disease,Oculocutaneous albinism type 4,OCA4
GARD:0016723,Orphanet,ORPHA:79457,Disorder,Disease,Maculopapular cutaneous mastocytosis,Urticaria pigmentosa
GARD:0016724,Orphanet,ORPHA:79506,Disorder,Disease,Cholesterol-ester transfer protein deficiency,CEPT deficiency|Familial hyperalphalipoproteinemia
GARD:0016725,Orphanet,ORPHA:79507,Disorder,Disease,Hypotonia-failure to thrive-microcephaly syndrome,LTC4 synthase deficiency|Leukotriene C4 synthase deficiency
GARD:0016726,Orphanet,ORPHA:79643,Disorder,Disease,Autosomal recessive hyperinsulinism due to SUR1 deficiency,Autosomal recessive hyperinsulinemic hypoglycemia due to SUR1 deficiency
GARD:0016727,Orphanet,ORPHA:79644,Disorder,Disease,Autosomal recessive hyperinsulinism due to Kir6.2 deficiency,Autosomal recessive hyperinsulinemic hypoglycemia due to Kir6.2 deficiency
GARD:0016728,Orphanet,ORPHA:83454,Disorder,Malformation syndrome,Glomuvenous malformation,Glomangiomatosis|Hereditary multiple glomangiomas|Multiple glomus tumors|VMGLOM|Venous malformations with glomus cells
GARD:0016729,Orphanet,ORPHA:83620,Disorder,Disease,Enteric anendocrinosis,Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells
GARD:0016730,Orphanet,ORPHA:84081,Disorder,Disease,Senior-Boichis syndrome,Boichis disease|Nephronophthisis-hepatic fibrosis syndrome
GARD:0016731,Orphanet,ORPHA:84093,Disorder,Disease,Hereditary thermosensitive neuropathy,
GARD:0016732,Orphanet,ORPHA:84132,Disorder,Disease,Desmin-related myopathy with Mallory body-like inclusions,Early-onset desmin-related myopathy
GARD:0016733,Orphanet,ORPHA:85112,Disorder,Disease,Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,Palmoplantar hyperkeratosis-XX sex reversal-predisposition to squamous cell carcinoma syndrome
GARD:0016734,Orphanet,ORPHA:85128,Disorder,Disease,Bothnia retinal dystrophy,Västerbotten dystrophy
GARD:0016735,Orphanet,ORPHA:85169,Disorder,Malformation syndrome,Familial digital arthropathy-brachydactyly,
GARD:0016736,Orphanet,ORPHA:85172,Disorder,Disease,"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",
GARD:0016737,Orphanet,ORPHA:85184,Disorder,Malformation syndrome,"Craniometadiaphyseal dysplasia, wormian bone type",
GARD:0016738,Orphanet,ORPHA:85188,Disorder,Malformation syndrome,"Metaphyseal dysplasia, Braun-Tinschert type",
GARD:0016739,Orphanet,ORPHA:85192,Disorder,Malformation syndrome,Calvarial doughnut lesions-bone fragility syndrome,Familial doughnut lesions of skull
GARD:0016740,Orphanet,ORPHA:85194,Disorder,Malformation syndrome,Spondylo-ocular syndrome,
GARD:0016741,Orphanet,ORPHA:85197,Disorder,Disease,Genochondromatosis type 1,
GARD:0016742,Orphanet,ORPHA:85276,Disorder,Malformation syndrome,"X-linked intellectual disability, Armfield type",Armfield syndrome
GARD:0016743,Orphanet,ORPHA:85277,Disorder,Malformation syndrome,"X-linked intellectual disability, Cantagrel type",
GARD:0016744,Orphanet,ORPHA:85279,Disorder,Malformation syndrome,KDM5C-related syndromic X-linked intellectual disability,
GARD:0016745,Orphanet,ORPHA:85280,Disorder,Malformation syndrome,X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,
GARD:0016746,Orphanet,ORPHA:85284,Disorder,Malformation syndrome,BRESEK syndrome,BRESHECK syndrome
GARD:0016747,Orphanet,ORPHA:85290,Disorder,Malformation syndrome,"X-linked intellectual disability, Wilson type",
GARD:0016748,Orphanet,ORPHA:85294,Disorder,Disease,X-linked epilepsy-learning disabilities-behavior disorders syndrome,
GARD:0016749,Orphanet,ORPHA:85295,Subtype of disorder,Clinical subtype,"HSD10 disease, atypical type","HSD10 deficiency, atypical type|Syndromic X-linked intellectual disability type 10|X-linked intellectual disability-choreoathetosis-abnormal behavior syndrome"
GARD:0016750,Orphanet,ORPHA:85321,Disorder,Malformation syndrome,"Deafness-intellectual disability syndrome, Martin-Probst type","Hearing loss-intellectual disability syndrome, Martin-Probst type|Martin-Probst syndrome|X-linked deafness-intellectual disability syndrome syndrome|X-linked hearing loss-intellectual disability syndrome syndrome"
GARD:0016751,Orphanet,ORPHA:85324,Disorder,Malformation syndrome,"X-linked intellectual disability, Shrimpton type",MRXS9
GARD:0016752,Orphanet,ORPHA:85329,Disorder,Malformation syndrome,X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome,
GARD:0016753,Orphanet,ORPHA:85335,Disorder,Malformation syndrome,Fried syndrome,
GARD:0016754,Orphanet,ORPHA:85447,Disorder,Disease,ATTRV30M amyloidosis,"ATTRV30M-related amyloidosis|Familial amyloid polyneuropathy type I|Familial amyloid polyneuropathy, Portuguese-Swedish-Japanese type|TTR amyloid neuropathy|Transthyretin amyloid neuropathy|Transthyretin amyloid polyneuropathy"
GARD:0016755,Orphanet,ORPHA:85451,Disorder,Disease,ATTRV122I amyloidosis,ATTR cardiomyopathy|ATTRV122I-related amyloidosis|TTR-related amyloid cardiomyopathy|TTR-related cardiac amyloidosis|Transthyretin amyloid cardiopathy|Transthyretin-related familial amyloid cardiomyopathy
GARD:0016756,Orphanet,ORPHA:85453,Disorder,Disease,X-linked reticulate pigmentary disorder,Familial cutaneous amyloidosis|PDR|Partington disease|X-linked cutaneous amyloidosis|XLPDR
GARD:0016757,Orphanet,ORPHA:86813,Disorder,Disease,Helicoid peripapillary chorioretinal degeneration,Atrophia areata|SCRA|Sveinsson chorioretinal atrophy
GARD:0016758,Orphanet,ORPHA:86814,Disorder,Disease,Benign adult familial myoclonic epilepsy,ADCME|Autosomal dominant cortical myoclonus and epilepsy|BAFME|Benign adult familial myoclonus epilepsy|FAME|FCMTE|Familial adult myoclonic epilepsy|Familial cortical myoclonic tremor and epilepsy
GARD:0016759,Orphanet,ORPHA:86815,Disorder,Disease,Aplasia of lacrimal and salivary glands,ALSG|Congenital absence of lacrimal puncta and salivary glands
GARD:0016760,Orphanet,ORPHA:86817,Disorder,Disease,Hemolytic anemia due to adenylate kinase deficiency,
GARD:0016761,Orphanet,ORPHA:86818,Disorder,Disease,Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,AMME complex|AMME syndrome|ATS-MR
GARD:0016762,Orphanet,ORPHA:86819,Disorder,Disease,Atrichia with papular lesions,Papular atrichia
GARD:0016763,Orphanet,ORPHA:86822,Disorder,Malformation syndrome,Lissencephaly type 3-metacarpal bone dysplasia syndrome,
GARD:0016764,Orphanet,ORPHA:86830,Disorder,Disease,"Chronic myeloproliferative disease, unclassifiable",CMPD-U|Undifferentiated myeloproliferative disease
GARD:0016765,Orphanet,ORPHA:86900,Disorder,Disease,Interdigitating dendritic cell sarcoma,Interdigitating cell sarcoma|Reticulum cell sarcoma
GARD:0016766,Orphanet,ORPHA:86919,Disorder,Disease,Keratosis palmaris et plantaris-clinodactyly syndrome,Palmoplantar keratoderma-clinodactyly syndrome
GARD:0016767,Orphanet,ORPHA:86923,Disorder,Disease,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type","Hereditary palmoplantar hyperkeratosis, Gamborg-Nielsen type|PPK, Gamborg-Nielsen type"
GARD:0016768,Orphanet,ORPHA:88629,Disorder,Disease,Tritanopia,Blue colour blindness|Congenital tritanopia|Tritan colour blindness
GARD:0016769,Orphanet,ORPHA:88630,Disorder,Malformation syndrome,Terminal osseous dysplasia-pigmentary defects syndrome,
GARD:0016770,Orphanet,ORPHA:88635,Disorder,Disease,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,Myopathy due to calsequestrin and SERCA1 protein overload|Vacuolar aggregate myopathy
GARD:0016771,Orphanet,ORPHA:88637,Subtype of disorder,Clinical subtype,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,4H syndrome
GARD:0016772,Orphanet,ORPHA:88659,Disorder,Disease,Autosomal dominant progressive nephropathy with hypertension,
GARD:0016773,Orphanet,ORPHA:88673,Group of disorders,Clinical group,Hepatocellular carcinoma,HCC
GARD:0016774,Orphanet,ORPHA:88917,Subtype of disorder,Clinical subtype,X-linked Alport syndrome,
GARD:0016775,Orphanet,ORPHA:88938,Subtype of disorder,Etiological subtype,Pseudohypoaldosteronism type 2A,PHA2A
GARD:0016776,Orphanet,ORPHA:88939,Subtype of disorder,Etiological subtype,Pseudohypoaldosteronism type 2B,PHA2B
GARD:0016777,Orphanet,ORPHA:88940,Subtype of disorder,Etiological subtype,Pseudohypoaldosteronism type 2C,PHA2C
GARD:0016778,Orphanet,ORPHA:89838,Disorder,Disease,Autosomal recessive generalized epidermolysis bullosa simplex,Autosomal recessive generalized EBS
GARD:0016779,Orphanet,ORPHA:89843,Disorder,Disease,Dystrophic epidermolysis bullosa pruriginosa,DEB pruriginosa|DEB-Pr|Pruriginous dystrophic epidermolysis bullosa
GARD:0016780,Orphanet,ORPHA:89844,Subtype of disorder,Clinical subtype,"Lissencephaly syndrome, Norman-Roberts type",Microlissencephaly type A
GARD:0016781,Orphanet,ORPHA:89937,Disorder,Disease,Autosomal dominant hypophosphatemic rickets,ADHR|Autosomal dominant hypophosphatemia
GARD:0016782,Orphanet,ORPHA:90001,Disorder,Disease,X-linked cone dysfunction syndrome with myopia,Bornholm eye disease
GARD:0016783,Orphanet,ORPHA:90023,Disorder,Disease,Primary immunodeficiency syndrome due to LAMTOR2 deficiency,Primary immunodeficiency syndrome due to p14 deficiency|Primary immunodeficiency syndrome with short stature
GARD:0016784,Orphanet,ORPHA:90030,Disorder,Disease,Hemolytic anemia due to glutathione reductase deficiency,
GARD:0016785,Orphanet,ORPHA:90044,Disorder,Disease,Familial pseudohyperkalemia,
GARD:0016786,Orphanet,ORPHA:90103,Disorder,Malformation syndrome,Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome,"CMT-deafness-intellectual disability syndrome|Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome|Hereditary motor and sensory neuropathy with deafness, intellectual disability and absent sensory large myelinated fibers|Hereditary motor and sensory neuropathy with hearing loss, intellectual disability and absent sensory large myelinated fibers"
GARD:0016787,Orphanet,ORPHA:90120,Disorder,Disease,Hereditary motor and sensory neuropathy type 6,CMT6|Charcot-Marie-Tooth disease type 6|HMSN 6|HMSN VI|Hereditary motor and sensory neuropathy type VI|Peripheral neuropathy and optic atrophy
GARD:0016788,Orphanet,ORPHA:90308,Disorder,Disease,Klippel-Trénaunay syndrome,
GARD:0016789,Orphanet,ORPHA:90368,Disorder,Disease,Hypotrichosis simplex of the scalp,Hereditary hypotrichosis simplex of the scalp
GARD:0016790,Orphanet,ORPHA:90625,Subtype of disorder,Etiological subtype,X-linked non-syndromic sensorineural deafness type DFN,X-linked isolated neurosensory deafness type DFN|X-linked isolated neurosensory hearing loss type DFN|X-linked isolated sensorineural deafness type DFN|X-linked isolated sensorineural hearing loss type DFN|X-linked non-syndromic neurosensory deafness type DFN|X-linked non-syndromic neurosensory hearing loss type DFN|X-linked non-syndromic sensorineural hearing loss type DFN
GARD:0016791,Orphanet,ORPHA:90635,Subtype of disorder,Etiological subtype,Autosomal dominant non-syndromic sensorineural deafness type DFNA,Autosomal dominant isolated neurosensory deafness type DFNA|Autosomal dominant isolated neurosensory hearing loss type DFNA|Autosomal dominant isolated sensorineural deafness type DFNA|Autosomal dominant isolated sensorineural hearing loss type DFNA|Autosomal dominant non-syndromic neurosensory deafness type DFNA|Autosomal dominant non-syndromic neurosensory hearing loss type DFNA|Autosomal dominant non-syndromic sensorineural hearing loss type DFNA
GARD:0016792,Orphanet,ORPHA:90641,Subtype of disorder,Etiological subtype,Mitochondrial non-syndromic sensorineural deafness,Isolated mitochondrial neurosensory deafness|Isolated mitochondrial neurosensory hearing loss|Isolated mitochondrial sensorineural deafness|Isolated mitochondrial sensorineural hearing loss|Mitochondrial non-syndromic neurosensory deafness|Mitochondrial non-syndromic neurosensory hearing loss|Mitochondrial non-syndromic sensorineural hearing loss
GARD:0016793,Orphanet,ORPHA:90673,Disorder,Disease,Hypothyroidism due to TSH receptor mutations,
GARD:0016794,Orphanet,ORPHA:90796,Disorder,Disease,"46,XY disorder of sex development due to isolated 17,20-lyase deficiency",
GARD:0016795,Orphanet,ORPHA:91130,Disorder,Disease,Cardiomyopathy-hypotonia-lactic acidosis syndrome,
GARD:0016796,Orphanet,ORPHA:91135,Disorder,Disease,Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency,PXE-like syndrome|Pseudoxanthoma elasticum-like syndrome
GARD:0016797,Orphanet,ORPHA:91396,Disorder,Morphological anomaly,Isolated cryptophthalmia,
GARD:0016798,Orphanet,ORPHA:91411,Disorder,Disease,Congenital ptosis,
GARD:0016799,Orphanet,ORPHA:91416,Disorder,Disease,Isolated congenital alacrima,
GARD:0016800,Orphanet,ORPHA:91490,Disorder,Morphological anomaly,Isolated congenital sclerocornea,
GARD:0016801,Orphanet,ORPHA:91492,Disorder,Disease,Early-onset non-syndromic cataract,
GARD:0016802,Orphanet,ORPHA:91494,Disorder,Malformation syndrome,Macular coloboma-cleft palate-hallux valgus syndrome,
GARD:0016803,Orphanet,ORPHA:91495,Disorder,Disease,Persistent hyperplastic primary vitreous,Congenital retinal detachment|NCRNA disease|Non-syndromic congenital retinal non-attachment|PFVS|PHPV|Persistent fetal vasculature syndrome
GARD:0016804,Orphanet,ORPHA:93100,Subtype of disorder,Clinical subtype,"Renal agenesis, unilateral",
GARD:0016805,Orphanet,ORPHA:93160,Disorder,Disease,Hypocalcemic vitamin D-resistant rickets,HVDRR|Hereditary vitamin D-resistant rickets|VDDR II|VDRR II|Vitamin D-dependent rickets type II|Vitamin D-resistant rickets type II
GARD:0016806,Orphanet,ORPHA:93256,Disorder,Malformation syndrome,Fragile X-associated tremor/ataxia syndrome,FXTAS syndrome
GARD:0016807,Orphanet,ORPHA:93258,Subtype of disorder,Clinical subtype,Pfeiffer syndrome type 1,Classic Pfeiffer syndrome
GARD:0016808,Orphanet,ORPHA:93259,Subtype of disorder,Clinical subtype,Pfeiffer syndrome type 2,
GARD:0016809,Orphanet,ORPHA:93260,Subtype of disorder,Clinical subtype,Pfeiffer syndrome type 3,
GARD:0016810,Orphanet,ORPHA:93262,Disorder,Malformation syndrome,Crouzon syndrome-acanthosis nigricans syndrome,Crouzon-dermoskeletal syndrome
GARD:0016811,Orphanet,ORPHA:93267,Disorder,Malformation syndrome,Cloverleaf skull-multiple congenital anomalies syndrome,
GARD:0016812,Orphanet,ORPHA:93279,Disorder,Disease,Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis,
GARD:0016813,Orphanet,ORPHA:93282,Disorder,Disease,"Spondyloepimetaphyseal dysplasia, PAPSS2 type","Spondyloepimetaphyseal dysplasia, Pakistani type"
GARD:0016814,Orphanet,ORPHA:93283,Disorder,Disease,"Spondyloepiphyseal dysplasia, Kimberley type",
GARD:0016815,Orphanet,ORPHA:93297,Subtype of disorder,Clinical subtype,Hypochondrogenesis,
GARD:0016816,Orphanet,ORPHA:93302,Disorder,Malformation syndrome,"Brachyolmia, Maroteaux type",Brachyolmia type 2
GARD:0016817,Orphanet,ORPHA:93334,Disorder,Morphological anomaly,Postaxial polydactyly type A,
GARD:0016818,Orphanet,ORPHA:93335,Disorder,Morphological anomaly,Postaxial polydactyly type B,
GARD:0016819,Orphanet,ORPHA:93351,Disorder,Disease,"Spondyloepimetaphyseal dysplasia, Irapa type","SEMD, Irapa type"
GARD:0016820,Orphanet,ORPHA:93398,Disorder,Disease,Genochondromatosis type 2,
GARD:0016821,Orphanet,ORPHA:93409,Disorder,Malformation syndrome,"Brachydactyly-syndactyly, Zhao type",
