d.gard_id,d.name,d.synonyms
GARD:0005518,"Hydrocephalus, costovertebral dysplasia, and Sprengel anomaly","[Hydrocephalus, skeletal anomalies, and mental disturbance,Waaler-Aarskog syndrome,Ferlini-Ragno-Calzolari syndrome]"
GARD:0005519,Waardenburg syndrome type 1,"[WS1,Waardenburg's syndrome type 1]"
GARD:0005520,Waardenburg syndrome type 2,"[WS 2,WS type 2]"
GARD:0005523,Waardenburg syndrome type 3,"[Klein-Waardenburg syndrome,Waardenburg syndrome, type 3,Waardenburg syndrome with upper limb anomalies,White forelock (poliosis) syndrome with multiple congenital malformations,WS3]"
GARD:0005524,Waardenburg syndrome type 4,"[Waardenburg-Shah syndrome,WS4,Waardenburg-Hirschsprung disease,Shah-Waardenburg syndrome,Hirschsprung disease with pigmentary anomaly,Waardenburg-Hirschsprung syndrome]"
GARD:0005525,Waardenburg syndrome,"[Van der Hoeve Halbertsma Waardenburg Gualdi Syndrome,Mende Syndrome]"
GARD:0005528,WAGR syndrome,"[Wilms tumor, Aniridia, Genitourinary anomalies, mental Retardation syndrome,WAGR Complex,Wilms Tumor-Aniridia-Gonadoblastoma-Mental Retardation syndrome,Chromosome 11p deletion syndrome,11p deletion syndrome,AGR triad,Wilms tumor-aniridia-genitourinary anomalies-intellectual disability syndrome]"
GARD:0005529,Walbaum Titran Durieux Crepin syndrome,"[Tetradactyly of both hands, hypoplasia of both fibulas and scapuloiliac hypoplasia]"
GARD:0005530,Walker Dyson syndrome,[Aniridia associated with mental retardation and other eye abnormalities]
GARD:0005532,Cleidorhizomelic syndrome,"[Cleido rhizomelic syndrome,Brachydactyly, enlarged diaphysis, rhizomelic micromelia, short stature and abnormal clavicle,Wallis Zieff Goldblatt syndrome,Rhizomelic shortness with clavicular defect]"
GARD:0005534,Micro syndrome,"[WARBM,Microcephaly, microcornea, congenital cataract, mental retardation, optic atrophy and hypogenitalism,Warburg micro syndrome]"
GARD:0005535,Yemenite deaf-blind hypopigmentation syndrome,"[Warburg Thomsen syndrome,Yemenite (Warburg) deaf-blind hypopigmentation syndrome]"
GARD:0005538,Warman Mulliken Hayward syndrome,"[Craniosynostosis Warman type,Craniosynostosis Boston type]"
GARD:0005539,Acromelic frontonasal dysostosis,[AFND]
GARD:0005545,Weaver Williams syndrome,"[Mental retardation, microcephaly, weight deficiency, unusual facies, clinodactyly, bone hypoplasia, and cleft palate]"
GARD:0005552,"Welander distal myopathy, Swedish type","[Welander distal myopathy,WDM,Distal myopathy, Swedish type]"
GARD:0005554,Wellesley Carmen French syndrome,"[Cataracts, aberrant oral frenula, and growth retardation]"
GARD:0005555,Wells-Jankovic syndrome,"[Familial spastic paraparesis and deafness,Spastic paraparesis - deafness]"
GARD:0005560,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,"[Curatolo Cilio Pessagno syndrome,Familial white matter hypoplasia, agenesis of the corpus callosum, intellectual disability and growth deficiency,Curatolo-Cilio-Pessagno syndrome]"
GARD:0005562,Osteopathia striata with pigmentary dermopathy including white forelock,"[Osteopathia striata associated with familial dermopathy and white forelock,Whyte Murphy syndrome]"
GARD:0005565,Wiedemann-Steiner syndrome,"[Hairy elbows, short stature, facial dysmorphism, and developmental delay,Wiedemann Grosse Dibbern syndrome,WDSTS,Hypertrichosis-short stature-facial dysmorphism-developmental delay syndrome]"
GARD:0005566,Wiedemann Oldigs Oppermann syndrome,"[Hirsutism skeletal dysplasia mental retardation syndrome,Hirsutism-skeletal dysplasia-intellectual disability syndrome,Wiedemann-Oldigs-Oppermann syndrome,OBSOLETE: Hirsutism-skeletal dysplasia-intellectual disability syndrome]"
GARD:0005569,Wildervanck syndrome,"[Cervico-oculo-acoustic syndrome,COA Syndrome,Cervico-oculo-acoustic dysplasia,Cervicooculoacoustic syndrome]"
GARD:0005573,Acquired Von Willebrand syndrome,"[Willebrand disease, acquired,Acquired Von Willebrand disease]"
GARD:0005575,Prader-Willi syndrome,"[PWS,Willi-Prader syndrome,Prader-Labhart-Willi syndrome]"
GARD:0005576,Denys-Drash syndrome,"[Drash syndrome,Wilms tumor and pseudohermaphroditism,Nephropathy, wilms tumor, and genital anomalies,Pseudohermaphroditism, nephron disorder and Wilms' tumor,Nephropathy associated with male pseudohermaphroditism and Wilms' tumor]"
GARD:0005578,Wilms tumor and radial bilateral aplasia,"[Bilateral radial aplasia with Wilms tumor,WT5,Wilms tumor 5]"
GARD:0005579,Wilson-Turner syndrome,"[Mental retardation, X-linked, with gynecomastia and obesity (formerly),WTS,Wilson Turner mental retardation syndrome (formerly),Mental retardation, X-linked, syndromic 6 (formerly),MRXS6,X-linked intellectual disability - gynecomastia - obesity,X-linked intellectual disability-gynecomastia-obesity syndrome]"
GARD:0005583,Winter Harding Hyde syndrome,"[Pachygyria joint contractures facial abnormalities,WHH syndrome]"
GARD:0005584,Curry Jones syndrome,"[Craniofacial malformations, asymmetric, with polysyndactyly and abnormal skin and gut development,Corpus callosum agenesis polysyndactyly]"
GARD:0005585,Wisconsin syndrome,"[Anotia/microtia, upslanted fissures, sutural synostosis,multiple,interstitial deletion 3q23-25]"
GARD:0005587,Witkop syndrome,"[Tooth and nail syndrome,TNS,Dysplasia of nails with hypodontia,Hypodontia - dysplasia of nails]"
GARD:0005589,Epiphyseal dysplasia multiple with early-onset diabetes mellitus,"[Wolcott Rallison syndrome,MED-IDDM syndrome,IDDM-MED syndrome]"
GARD:0005592,Woodhouse Sakati syndrome,"[Hypogonadism, diabetes mellitus, alopecia, mental retardation, and electrocardiographic abnormalities,Woodhouse-Sakati syndrome,Diabetes-hypogonadism-deafness-intellectual disability syndrome]"
GARD:0005593,Intrauterine growth retardation with increased mitomycin C sensitivity,null
GARD:0005594,Woolly hair hypotrichosis everted lower lip and outstanding ears,[Salamon syndrome]
GARD:0005595,Cardiomyopathy dilated with woolly hair and keratoderma,"[Carvajal syndrome,Palmoplantar keratoderma with left ventricular cardiomyopathy and woolly hair,Epidermolytic palmoplantar keratoderma woolly hair and dilated cardiomyopathy,Keratoderma with woolly hair type II,KWWH type II,Woolly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome,Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome,Wooly hair - palmoplantar keratoderma - dilated cardiomyopathy,Wooly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome,Wooly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome]"
GARD:0005597,Woolly hair syndrome,"[Woolly hair,Hereditary woolly hair (autosomal dominant),Familial woolly hair (autosomal recessive)]"
GARD:0005598,Worster Drought syndrome,"[Suprabulbar paresis congenital,Congenital suprabulbar paresis]"
GARD:0005604,"X-linked intellectual disability, Turner type",null
GARD:0005610,Brooks Wisniewski Brown syndrome,[X-linked mental retardation Brooks type]
GARD:0005611,"Severe X-linked intellectual disability, Gustavson type","[GUST,Mental retardation X-linked severe Gustavson type,Gustavson syndrome,Mental retardation with optic atrophy, deafness, and seizures]"
GARD:0005613,ACSL4-related intellectual disability,null
GARD:0005614,ARX-related intellectual disability,null
GARD:0005615,Snyder-Robinson syndrome,"[X-linked mental retardation Snyder-Robinson type,SRS]"
GARD:0005617,Allan-Herndon-Dudley syndrome,"[AHDS,Allan-Herndon syndrome,Monocarboxylate transporter-8 deficiency,Triiodothyronine resistence,T3 resisitence,Intellectual disability and muscular atrophy,X-linked intellectual disability with hypotonia]"
GARD:0005618,X-linked severe combined immunodeficiency,"[X-linked SCID,Severe combined immunodeficiency, X-linked,SCID, X-linked,Severe combined immunodeficiency T- B+ due to gamma chain deficiency,Severe combined immunodeficiency, X-linked, T cell-negative, B cell-positive, NK cell-negative,SCIDX1,XSCID,X-SCID,SCIDX,Severe combined immunodeficiency T- B+, X-linked]"
GARD:0005620,Xanthinuria type 2,"[Xanthine dehydrogenase and aldehyde oxidase combined deficiency of,XDH and AOX dual deficiency,Type 2 Xanthinuria,Type II Xanthinuria]"
GARD:0005621,Xanthinuria type 1,"[Xanthine dehydrogenase deficiency,XDH deficiency,Xanthine oxidase deficiency,Type 1 Xanthinuria]"
GARD:0005622,Cerebrotendinous xanthomatosis,"[CTX,Cerebral cholesterinosis,Sterol 27-hydroxylase deficiency]"
GARD:0005623,Dehydrated hereditary stomatocytosis,"[Desiccytosis hereditary,Xerocytosis hereditary,Hereditary xerocytosis]"
GARD:0005630,"Xeroderma pigmentosum, variant type","[Xeroderma pigmentosum with normal DNA repair rates,Photosensitivity with defective DNA synthesis,XPV]"
GARD:0005642,Hydrocephalus-cleft palate-joint contractures syndrome,"[Joint contractures with other abnormalities,Aase-Smith syndrome I]"
GARD:0005643,Dentatorubral-pallidoluysian atrophy,"[DRPLA,Myoclonic epilepsy with choreoathetosis,Naito Oyanagi disease,NOD,Haw River syndrome,Ataxia, chorea, seizures, and dementia,Dentatorubropallidoluysian atrophy]"
GARD:0005644,Cardiomyopathy dilated with conduction defect type 2,null
GARD:0005648,Photosensitive epilepsy,[PSE]
GARD:0005651,Polymorphous low-grade adenocarcinoma,null
GARD:0005653,Gliosarcoma,[Sarcomatous glioblastoma]
GARD:0005654,Alveolar soft part sarcoma,[ASPS]
GARD:0005657,"Periodic fever, aphthous stomatitis, pharyngitis and adenitis","[PFAPA,Marshall Syndrome]"
GARD:0005658,11-beta-hydroxylase deficiency,"[Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,Adrenal hyperplasia IV,Adrenal hyperplasia 4,Steroid 11-beta-hydroxylase deficiency,Adrenal hyperplasia hypertensive form,P450c11b1 deficiency,CAH due to 11-beta-hydroxylase deficiency,CYP11B1 deficiency]"
GARD:0005659,17-beta hydroxysteroid dehydrogenase 3 deficiency,"[17 alpha ketosteroid reductase deficiency of testis,17 alpha KSR deficiency,Neutral 17 beta hydroxysteroid oxidoreductase deficiency,Male pseudoherma-phroditism with gynecomastia,17 beta hydroxysteroid dehydrogenase III deficiency]"
GARD:0005660,18 Hydroxylase deficiency,"[Aldosterone deficiency due to defect in 18 hydroxylase,Aldosterone deficiency 1,18 alpha hydroxylase deficiency,Corticosterone methyloxidase type 1 deficiency,CMO 1 deficiency]"
GARD:0005661,D-2-hydroxyglutaric aciduria,"[D2HA,D-2-HGA,D-2-hydroxyglutaric acidemia]"
GARD:0005662,3-Hydroxyisobutyric aciduria,[Disorder of valine metabolism]
GARD:0005663,OPA3 defect,"[MGA3,3-alpha methylglutaconic aciduria type III,MGA type III,Optic atrophy plus syndrome,Optic atrophy infantile with chorea and spastic paraplegia,Iraqi Jewish optic atrophy plus,Optic atrophy 3,Costeff syndrome,Costeff optic atrophy syndrome,3-methylglutaconic aciduria type III,Autosomal recessive optic atrophy plus syndrome,Autosomal recessive optic atrophy type 3,Infantile optic atrophy with chorea and spastic paraplegia]"
GARD:0005666,Dandy-Walker like malformation with atrioventricular septal defect,"[Cranio-cerebello-cardiac dysplasia,3C syndrome,Craniocerebellocardiac dysplasia,Dandy-Walker-like malformation with ASD,Ritscher Schinzel syndrome,Ritscher-Schinzel cranio-cerebello-cardiac syndrome]"
GARD:0005667,3M syndrome,"[Three M syndrome,Gloomy face syndrome,3M1,Dolichospondylic dysplasia,Le Merrer syndrome,3-MSBN,Three-M slender-boned nanism,Yakut short stature syndrome,3-M syndrome]"
GARD:0005668,Hawkinsinuria,[4-Alpha-hydroxyphenylpyruvate hydroxylase deficiency]
GARD:0005671,"46,XX Gonadal dysgenesis epibulbar dermoid",null
GARD:0005672,47 XXX syndrome,"[Trisomy X,Triple X syndrome,Triple-X female,XXX syndrome,Triple-X chromosome syndrome,Triplo X syndrome]"
GARD:0005674,"47, XYY syndrome","[YY syndrome,XYY syndrome,XYY Karyotype,Jacobs syndrome,47,XYY syndrome,Disomy Y,Double Y,Double Y syndrome,Y disomy]"
GARD:0005676,"48,XXXY syndrome",[XXXY syndrome]
GARD:0005677,"48,XXYY syndrome","[48,XXYY Klinefelter syndrome,48,XXYY variant of Klinefelter's syndrome,XXYY syndrome]"
GARD:0005678,"49,XXXXX syndrome","[Pentasomy X,Chromosome XXXXX syndrome,Penta-X syndrome,Pentasomy X syndrome,Chromosome X pentasomy]"
GARD:0005679,"49, XXXXY syndrome","[XXXXY syndrome,49,XXXXY]"
GARD:0005680,5-alpha reductase deficiency,"[Pseudovaginal perineoscrotal hypospadias,PPSH,Male pseudohermaphroditism due to 5-alpha-reductase deficiency,Familial incomplete male pseudohermaphroditism, type 2]"
GARD:0005681,5-oxoprolinase deficiency,"[Oxoprolinuria due to 5-oxoprolinase deficiency,5-alpha-oxoprolinase deficiency]"
GARD:0005682,6-pyruvoyl-tetrahydropterin synthase deficiency,"[Hyperphenylalaninemia due to 6-pyruvoyl-tetrahydropterin synthase deficiency,Hyperphenylalanemia, BH4-deficient, A,PTS Deficiency]"
GARD:0005683,Smith-Lemli-Opitz syndrome,"[Smith Lemli Opitz syndrome,SLO syndrome,7-Dehydrocholesterol reductase deficiency,RSH syndrome,SLOS,Rutledge lethal multiple congenital anomaly syndrome,Polydactyly, sex reversal, renal hypoplasia, and unilobular lung,Lethal acrodysgenital syndrome]"
GARD:0005686,Glycogen storage disease type 7,"[Muscle phosphofructokinase deficiency,Tarui disease,GSD7,PFKM deficiency]"
GARD:0005688,Temtamy syndrome,"[Dysmorphism, corpus callosum agenesis and colobomas,Craniofacial dysmorphism with ocular coloboma absent corpus callosum and aortic dilatation]"
GARD:0005691,Refsum disease,"[Disorder of cornification 11 (phytanic acid type),Hereditary sensory and motor neuropathy type 4,HMSN 4,Heredopathia atactica polyneuritiformis,Doc 11 (phytanic acid type),Hypertrophic neuropathy of Refsum,Phytanic acid oxidase deficiency]"
GARD:0005692,Partial androgen insensitivity syndrome,"[Androgen insensitivity syndrome, partial,PAIS,Reifenstein syndrome, partial,Androgen resistance syndrome, partial,Androgen insensitivity, partial, with or without breast cancer]"
GARD:0005693,Reactive arthritis,"[Post-infectious arthritis,Post-infectious reactive arthropathy,PIRA,Reiter syndrome,Reiter's syndrome]"
GARD:0005694,Retinitis pigmentosa,[RP]
GARD:0005695,Retinopathy of prematurity,"[ROP,Retrolental fibroplasia]"
GARD:0005696,Rett syndrome,"[Autism, dementia, ataxia, and loss of purposeful hand use]"
GARD:0005697,Multifocal fibrosclerosis,"[Retroperitoneal fibrosis, familial,Mediastinal fibrosis, familial]"
GARD:0005698,Acute respiratory distress syndrome,"[ARDS,Acute lung injury,ALI,Adult respiratory distress syndrome,Respiratory distress syndrome, adult,Increased-permeability pulmonary edema,Non-cardiogenic pulmonary edema,Shock lung,Stiff lung]"
GARD:0005699,Rheumatic Fever,"[Acute Rheumatic Fever,Inflammatory Rheumatism]"
GARD:0005700,Rickets,"[Vitamin-D deficiency rickets,Nutritional rickets,Hypovitaminosis D,Vitamin D deficiency disease]"
GARD:0005701,Axenfeld-Rieger syndrome,"[Rieger syndrome,Iridogoniodysgenesis with somatic anomalies,Goniodysgenesis hypodontia]"
GARD:0005706,Aberrant subclavian artery,"[Aberrant right subclavian artery,Aberrant left subclavian artery]"
GARD:0005708,Idiopathic achalasia,"[Esophageal achalasia,Primary achalasia,Achalasia cardia,Idiopathic achalasia of esophagus,Achalasia]"
GARD:0005709,Achard Thiers syndrome,"[Diabetes in bearded women,Diabetic-bearded woman syndrome]"
GARD:0005714,Glycogen storage disease type 2,"[Pompe disease,Acid maltase deficiency disease,Aglucosidase alfa,Alpha-1,4-glucosidase deficiency,Cardiomegalia glycogenica diffusa,Deficiency of alpha-glucosidase,GSD II,Deficiency of lysosomal alpha-glucosidase]"
GARD:0005717,Acquired agranulocytosis,"[Agranulocytosis, acquired]"
GARD:0005721,"Acrocallosal syndrome, Schinzel type","[Schinzel syndrome 1,Acrocallosal syndrome,ACS,Schinzel acrocallosal syndrome,Absence of corpus callosum with unusual facial appearance, mental deficiency, duplication of the halluces and polydactyly,ACLS]"
GARD:0005722,Acrodermatitis,null
GARD:0005723,Acrodermatitis enteropathica,"[Acrodermatitis enteropathica zinc deficiency type,AEZ,Brandt syndrome,Danbolt-Cross syndrome,AE]"
GARD:0005724,Acrodysostosis,"[Arkless-Graham syndrome,Maroteaux-Malamut syndrome,Acrodysplasia,Nasal hypoplasia-peripheral dysostosis-intellectual disability syndrome,Peripheral dysostosis-nasal hypoplasia-intellectual disability (PNM) syndrome]"
GARD:0005725,Acromegaly,"[Somatotroph adenoma,Growth hormone excess,Pituitary giant]"
GARD:0005726,Acrospiroma,"[Hidradenoma,Eccrine Acrospiroma]"
GARD:0005727,Isolated ACTH deficiency,"[Isolated Adrenocorticotropic hormone deficiency,Congenital isolated ACTH deficiency,ACTH deficiency, isolated]"
GARD:0005728,Actinomycosis,"[Anaerobic actinomyces infection,Canaliculitis,Keratoactinomycosis,Actinomyces israeli,Actinomycetes]"
GARD:0005730,Acute mountain sickness,"[Altitude sickness,High altitude cerebral edema,High altitude pulmonary edema,Mountain sickness,Altitude anoxia]"
GARD:0005732,Acute intermittent porphyria,"[AIP,Porphobilinogen deaminase deficiency,PBGD deficiency,Uroporphyrinogen synthase deficiency,UPS deficiency,Porphyria, Swedish type,Hydroxymethylbilane synthase deficiency,HMBS deficiency]"
GARD:0005736,Acute necrotizing ulcerative gingivitis,"[Acute membranous gingivitis,ANUG,Fusospirillary gingivitis,Fusospirillosis,Phagedenic gingivitis,Vincent's stomatitis,Vincent's infection,Vincent's gingivitis]"
GARD:0005739,Adams-Oliver syndrome,"[Limb scalp and skull defects,AOS,Congenital scalp defects with distal limb anomalies,Congenital scalp defects with distal limb reduction anomalies,Adams Oliver syndrome,Limb, scalp and skull defects]"
GARD:0005740,Addison's disease,"[Addison disease,Adrenal hypoplasia,Hypoadrenocorticism familial,Adrenal aplasia,Adrenal gland hypofunction]"
GARD:0005741,Adenocarcinoid tumor,null
GARD:0005742,Lung adenocarcinoma,null
GARD:0005743,Adenoid cystic carcinoma,"[Adenocystic carcinoma,Cribriform carcinoma,Cylindroma]"
GARD:0005745,Adenoma of the adrenal gland,"[Adrenal cortical adenoma,Adrenal adenoma,Adrenal incidentaloma,Adrenocortical adenoma]"
GARD:0005747,Ameloblastoma,[Adenoameloblastoma]
GARD:0005748,Adenosine deaminase deficiency,"[ADA deficiency,Severe combined immunodeficiency due to adenosine deaminase deficiency,Severe combined immunodeficiency due to ADA deficiency,SCID due to ADA deficiency,Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency,ADA-SCID,Adenosine deaminase deficient severe combined immunodeficiency]"
GARD:0005749,Adie syndrome,"[Tonic, sluggishly reacting pupil and hypoactive or absent tendon reflexes,Holmes-Adie syndrome,HAS,Adie's Pupil]"
GARD:0005750,Adiposis dolorosa,"[Dercum disease,Dercum's disease]"
GARD:0005751,Adrenal cancer,null
GARD:0005755,Adrenal medulla cancer,null
GARD:0005757,21-hydroxylase deficiency,"[Congenital adrenal hyperplasia due to 21-hydroxylase deficiency,CYP21 deficiency,21 hydroxylase deficiency,Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency]"
GARD:0005758,X-linked adrenoleukodystrophy ,"[X-ALD,Adrenoleukodystrophy,ALD]"
GARD:0005761,Afibrinogenemia,"[Afibrinogenemia congenital,Congenital afibrinogenemia]"
GARD:0005763,Ahumada Del Castillo syndrome,"[Argonz Del Castillo syndrome,Amenorrhea galactorrhea FSH decrease syndrome,Galactorrhea amenorrhea without pregnancy,Nonpuerperal galactorrhe amenorrhea,Argonz Ahumada Del Castillo syndrome]"
GARD:0005764,Aicardi syndrome,"[AIC,Corpus callosum, agenesis of, with chorioretinal abnormality]"
GARD:0005765,AIDS dysmorphic syndrome,null
GARD:0005768,Albinism,null
GARD:0005770,Albright's hereditary osteodystrophy,"[AHO,Albright hereditary osteodystrophy,Pseudohypoparathyroidism with Albright hereditary osteodystrophy]"
GARD:0005774,Alexander disease,"[Alexanders leukodystrophy,Megalencephaly in infancy accompanied by progressive spasticity and dementia]"
GARD:0005775,Alkaptonuria,"[AKU,Alcaptonuria,Ochronosis, hereditary,Alkaptonuric ochronosis,Homogentisic acid oxidase deficiency,Homogentisic acidura]"
GARD:0005776,Allergic angiitis,null
GARD:0005779,Allergic encephalomyelitis,null
GARD:0005783,Alpers syndrome,"[Alpers disease,Alpers diffuse degeneration of cerebral gray matter with hepatic cirrhosis,Alpers progressive infantile poliodystrophy,Poliodystrophia cerebri progressiva,Progressive cerebral poliodystrophy,Diffuse cerebral degeneration in infancy,Alpers-Huttenlocher syndrome,Neuronal degeneration of childhood with liver disease, progressive,PNDC,Infantile poliodystrophy]"
GARD:0005784,Alpha-1 antitrypsin deficiency,"[AAT deficiency,A1AT deficiency,AATD,Alpha 1 antitrypsin deficiency]"
GARD:0005785,Alport syndrome,"[Alport syndrome, X-linked,Hemorrhagic familial nephritis,Hemorrhagic hereditary nephritis,Congenital hereditary hematuria]"
GARD:0005786,Amyotrophic lateral sclerosis,"[ALS,Lou Gehrig disease,Amyotrophic lateral sclerosis type 1,ALS1,Charcot disease,Motor neurone disease,MND]"
GARD:0005787,Alström syndrome,"[ALMS,ALSS,Alstrom's syndrome,Alstrom syndrome]"
GARD:0005791,Amelogenesis imperfecta,null
GARD:0005794,Aminoaciduria,null
GARD:0005797,AL amyloidosis,"[Primary systemic amyloidosis,Amyloidosis AL,Light chain amyloidosis,Systemic AL amyloidsis,Primary AL amyloidosis,Primary systemic AL amyloidosis,Amyloidosis primary systemic,Primary amyloidosis (Formerly)]"
GARD:0005798,Amyotonia congenita,"[Oppenheim disease,Oppenheim's disease]"
GARD:0005802,Oto-palato-digital syndrome type 2,"[Otopalatodigital syndrome type 2,Andre syndrome,OPD 2 syndrome,Cranio-oro-digital syndrome,Faciopalatoosseous syndrome,FPO]"
GARD:0005803,Androgen insensitivity syndrome,"[AIS,Testicular feminization syndrome (formerly),DHTR deficiency,Androgen receptor deficiency,Dihydrotestosterone receptor deficiency]"
GARD:0005808,Anencephaly,[Absence of a large part of the brain and the skull]
GARD:0005810,Angelman syndrome,"[AS,Happy puppet syndrome (formerly)]"
GARD:0005811,Angioimmunoblastic lymphadenopathy with dysproteinemia,[Angioimmunoblastic with dysproteinemia lymphadenopathy]
GARD:0005813,Angiosarcoma of the liver,null
GARD:0005814,Angiosarcoma of the scalp,null
GARD:0005816,Aniridia,null
GARD:0005818,Anodontia,"[Anodontia of permanent dentition,Absence of permanent teeth]"
GARD:0005819,Anorchia,"[Absence of testes,Empty scrotum,Congenital absence of testes,Bilateral anorchia,Testicular agenesis]"
GARD:0005824,Antiphospholipid syndrome,"[Familial antiphospholipid syndrome,Antiphospholipid antibody syndrome,Lupus anticoagulant, familial,APS,Hughes syndrome]"
GARD:0005826,Antley Bixler syndrome,"[Trapezoidocephaly synostosis syndrome,Multisynostotic osteodysgenesis with long bone fractures,Osteodysgenesis, multisynostotic with fractures]"
GARD:0005828,Aortic coarctation,[Coarctation of the aorta]
GARD:0005830,Aortic valve stenosis,"[Aortic stenosis,Valvular aortic stenosis]"
GARD:0005833,Apert syndrome,"[Acrocephalo-syndactyly type 1,ACS 1,Syndactylic oxycephaly,Apert-Crouzon disease]"
GARD:0005834,Aphthous stomatitis,null
GARD:0005835,Aplasia cutis congenita,"[Aplasia cutis congenita nonsyndromic,Congenital defect of skull and scalp,Scalp defect congenital]"
GARD:0005836,Aplastic anemia,"[Anemia aplastic,Aplastic anemia idiopathic,Idiopathic aplastic anemia,Secondary aplastic anemia]"
GARD:0005838,Apraxia,[Dyspraxia]
GARD:0005839,Arachnoiditis,[Spinal arachnoiditis]
GARD:0005840,Arginase deficiency,"[ARG1 deficiency,Hyperargininemia,Argininemia]"
GARD:0005843,Argininosuccinic aciduria,"[Arginino succinase deficiency,Inborn error of urea synthesis, arginino succinic type,Urea cycle disorder, arginino succinase type,Argininosuccinate lyase deficiency,ASL deficiency,ASA deficiency,Argininosuccinicaciduria,Argininosuccinate acidemia,Argininosuccinic acid lyase deficiency]"
GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,"[ARVD,ARVC,Arrhythmogenic right ventricular dysplasia]"
GARD:0005852,Asbestosis,"[Pulmonary fibrosis - from asbestos exposure,Idiopathic interstitial pneumonitis - from asbestos exposure]"
GARD:0005853,Asherman's syndrome,"[Asherman syndrome,Intrauterine synechiae,Uterine synechiae]"
GARD:0005854,Aspartylglycosaminuria,"[Aspartylglucosaminuria,Aspartylglucosamidase (AGA) deficiency,AGU,AGA deficiency,Glycosylasparaginase deficiency]"
GARD:0005856,Aspergillosis,null
GARD:0005857,Asphyxia neonatorum,[Hypoxia neonatorum]
GARD:0005860,Anaplastic astrocytoma,[Grade III astrocytoma]
GARD:0005862,Ataxia telangiectasia,"[AT,Louis-Bar syndrome,Cerebello-oculocutaneous telangiectasia,Immunodeficiency with ataxia telangiectasia]"
GARD:0005863,Athetosis,null
GARD:0005864,Alpha-thalassemia x-linked intellectual disability syndrome,"[Alpha thalassemia intellectual disability syndrome, nondeletion type, X-linked,ATRX syndrome,ATR, nondeletion type,XLMR hypotonic face syndrome,X-linked alpha-thalassemia/intellectual disability syndrome]"
GARD:0005865,Ostium secundum atrial septal defect,"[ASD ostium secundum type,Ostium secundum ASD,osASD]"
GARD:0005866,Atrophoderma of Pasini and Pierini,"[Idiopathic atrophoderma of Pasini and Pierini,Congenital atrophoderma of Pasini and Pierini]"
GARD:0005867,Localized lipodystrophy,"[Localized lipodystrophy,Centrifugal lipodystrophy  (subtype),Drug-induced localized lipodystrophy  (subtype),Idiopathic localized lipodystrophy  (subtype),Panniculitis and localized lipodystrophy  (subtype),Pressure-induced localized lipoatrophy  (subtype)]"
GARD:0005870,Autoimmune hemolytic anemia,"[Anemia hemolytic autoimmune,Acquired autoimmune hemolytic anemia,Idiopathic autoimmune hemolytic anemia,Familial auto-immune hemolytic anemia (subtype),Immuno-hemolytic anemia]"
GARD:0005871,Autoimmune hepatitis,"[Autoimmune chronic hepatitis,AIH]"
GARD:0005877,B-cell lymphoma,"[Lymphoma, B-Cell]"
GARD:0005878,Babesiosis,"[Babesia parasite infection,Human babesiosis]"
GARD:0005881,Bacterial meningitis,"[Meningitis, bacterial]"
GARD:0005885,Tumefactive multiple sclerosis,"[Diffuse cerebral sclerosis of Schilder,Balo's concentric sclerosis,Marburg variant,Balo disease,Baló concentric sclerosis,Balo's disease,Encephalitis periaxialis concentrica,Concentric demyelination]"
GARD:0005887,Bannayan-Riley-Ruvalcaba syndrome,"[BRRS,Riley-Smith syndrome,Macrocephaly multiple lipomas and hemangiomata,Ruvalcaba -Myhre-Smith syndrome,RMSS,Bannayan-Zonana syndrome,BZS,Macrocephaly pseudopapilledema and multiple hemangiomas]"
GARD:0005888,Banti's syndrome,"[Idiopathic portal hypertension,Idiopathic congestive splenomegaly,Banti's disease]"
GARD:0005890,Barth syndrome,"[BTHS,3-methylglutaconic aciduria type II,MGA type II,Cardioskeletal myopathy with neutropenia and abnormal mitochondria,TAZ defect]"
GARD:0005893,Bartter syndrome,"[Potassium wasting,Bartter's syndrome,Hypokalemic alkalosis with hypercalciuria]"
GARD:0005896,Migraine with brainstem aura,"[Bickerstaff migraine,Basilar artery migraine,Brainstem migraine,Vertebrobasilar migraine,Basilar migraine,Basilar-type migraine,MBA]"
GARD:0005897,Neuronal ceroid lipofuscinosis 3,"[Juvenile neuronal ceroid lipofuscinosis,Vogt Spielmeyer disease,Spielmeyer Sjogren disease,CLN3 disease, juvenile]"
GARD:0005898,Myopathy congenital,"[Batten Turner congenital myopathy,Congenital myopathy]"
GARD:0005899,Congenital contractural arachnodactyly,"[Beals syndrome,Arachnodactyly, contractural Beals type,Contractures, multiple with arachnodactyly,Ear anomalies-contractures-dysplasia of bone with kyphoscoliosis,Beals-Hecht syndrome,CCA,Distal arthrogryposis type 9]"
