n.org_name,Country,zip_code,state,County,city
"""SOUTHERN UNIVERSITY AT SHREVEPORT, LA""",United States,71107,Louisiana,Caddo Parish,Shreveport
"""ANZA THERAPEUTICS, INC.""",,,,,
"""RHODE ISLAND COLLEGE""",United States,02908,Rhode Island,Providence County,Providence
"""STELLENBOSCH UNIVERSITY TYGERBERG CAMPUS""",,,,,
"""TEXAS A&M UNIVERSITY-KINGSVILLE""",United States,78363,Texas,Kleberg County,Kingsville
"""PACE UNIVERSITY NEW YORK""",United States,10038,New York,City of New York,New York County
"""UNIVERSITY OF MISSOURI-ST. LOUIS""",United States,63121,Missouri,Saint Louis County,Normandy
"""NORTHERN KENTUCKY UNIVERSITY""",United States,41099,Kentucky,Campbell County,Highland Heights
"""LOMA LINDA VETERANS ASSN RESEARCH &EDUC""",,,,,
"""TEXTILE RESEARCH INSTITUTE""",বাংলাদেশ,1334,ঢাকা বিভাগ,ঢাকা জেলা,সাভার উপজেলা
"""UNIVERSITY OF MINNESOTA""",United States,55455,Minnesota,Ramsey County,Falcon Heights
"""UNIVERSITY OF ADELAIDE""",Australia,5000,South Australia,Adelaide City Council,Adelaide
"""NORTH CAROLINA AGRI &TECH ST UNIV""",,,,,
"""MICROBIAL NOVOTEQS, INC.""",,,,,
"""ASL ANALYTICAL, INC.""",,,,,
"""MASSEY UNIVERSITY""",New Zealand / Aotearoa,0632,Auckland,Upper Harbour,Albany
"""MARKER GENE TECHNOLOGIES""",,,,,
"""TERPENOID THERAPEUTICS, INC.""",,,,,
"""AUXAGEN, INC.""",,,,,
"""LUMINOMICS, INC.""",,,,,
"""DESIGNMEDIX, INC.""",,,,,
"""UROVALVE, INC.""",,,,,
"""SYNTIRON, LLC.""",,,,,
"""EXPRESSION GENETICS, INC.""",,,,,
"""PROTEIN ADVANCES, INC.""",,,,,
"""INTEGRAL MOLECULAR""",,,,,
"""MEDICAL FACULTY/UNIV/ERLANGEN/NEUERNBERG""",,,,,
"""SEMMELWEIS UNIVERSITY""",Magyarország,1089,Közép-Magyarország,Budapest,IX. kerület
"""WITS HEALTH CONSORTIUM (PTY), LTD""",,,,,
"""STILLMAN COLLEGE""",United States,35401,Alabama,Tuscaloosa County,Tuscaloosa
"""BRIDGEWATER STATE COLLEGE""",,,,,
"""DAVIDSON COLLEGE""",United States,28036,North Carolina,Mecklenburg County,Davidson
"""WESTERN WASHINGTON UNIVERSITY""",United States,98225,Washington,Whatcom County,Bellingham
"""GONZAGA UNIVERSITY""",United States,99202,Washington,Spokane County,Spokane
"""SEATTLE UNIVERSITY""",United States,98122,Washington,King County,Seattle
"""SEASIDE THERAPEUTICS, LLC""",,,,,
"""UNIVERSITY OF NEW SOUTH WALES""",Australia,2033,New South Wales,Randwick City Council,Sydney
"""BANARAS HINDU UNIVERSITY""",India,221005,Uttar Pradesh,Varanasi,Sadar
"""GEOVAX, INC.""",,,,,
"""SERALOGIX""",,,,,
"""ACENTA DISCOVERY, INC.""",,,,,
"""POWERSCOPE, INC""",,,,,
"""DANYA INTERNATIONAL, INC.""",,,,,
"""US BIOTEST, INC.""",,,,,
"""DAWKINS PRODUCTIONS, INC.""",,,,,
"""BIODETECTION INSTRUMENTS, LLC""",,,,,
"""MYOMICS, INC.""",,,,,
"""S P TECH""",Italia,23823,Lombardia,Lecco,Colico
"""KUMETRIX, INC.""",,,,,
"""MAAS BIOLAB, INC.""",,,,,
"""RADIANT CREATIVE GROUP, LLC""",,,,,
"""SOMAGENICS, INC.""",,,,,
"""LOCOMOTION, INC.""",,,,,
"""UNIV/TEXAS BROWNSVILLE &SOUTHMOST COLL""",,,,,
"""LEIDEN UNIVERSITY MEDICAL CENTER""",,,,,
"""NATIONAL INSTITUTE OF HYGIENE""",Việt Nam,10078,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ
"""KENYA MEDICAL RESEARCH INSTITUTE (KEMRI)""",,,,,
"""ST. MICHAEL'S HOSPITAL""",Canada,M5B 1X2,Ontario,Golden Horseshoe,Toronto
"""OHIO NORTHERN UNIVERSITY""",United States,45810,Ohio,Hardin County,Liberty Township
"""BILLINGS CLINIC FOUNDATION""",,,,,
"""CNRS DELEGATION LANGUEDOC-ROUSSILLON""",,,,,
"""FUDAN UNIVERSITY""",中国,200433,上海市,杨浦区,五角场街道
"""TWINSTRAND THERAPEUTICS, INC.""",,,,,
"""KUNMING MEDICAL COLLEGE""",,,,,
"""AKONNI BIOSYSTEMS, INC.""",,,,,
"""PHTHISIS DIAGNOSTICS, LLC""",,,,,
"""FOCUSED SCIENTIFIC, INC.""",,,,,
"""SHANBROM TECHNOLOGIES, LLC""",,,,,
"""TISSUE GENETICS, INC.""",,,,,
"""MABVAX THERAPEUTICS, INC.""",,,,,
"""INTELLIGENT BIO-SYSTEMS, INC.""",,,,,
"""ENZO BIOCHEM, INC.""",,,,,
"""NESHER TECHNOLOGIES, INC.""",,,,,
"""GENERAL BIOTECHNOLOGY, LLC""",,,,,
"""TRANSCENDENT INTERNATIONAL, LLC""",,,,,
"""MEDICINES FOR MALARIA VENTURE""",,,,,
"""HOUSTON PHARMACEUTICALS, INC.""",,,,,
"""CW OPTICS, INC.""",,,,,
"""HARVARD BIOSCIENCE, INC.""",,,,,
"""VANDALIA RESEARCH, INC.""",,,,,
"""CARIGENT THERAPEUTICS""",,,,,
"""MILLAR INSTRUMENTS, INC.""",,,,,
"""NOVERA, LLC.""",,,,,
"""PSYCHOLOGY SOFTWARE TOOLS, INC.""",,,,,
"""MAGELLAN BIOSCIENCE GROUP, INC.""",,,,,
"""ALZHEIMER'S DRUG DISCOVERY FOUNDATION""",,,,,
"""SPECTRUM HEALTH HOSPITALS""",United States,49677,Michigan,Osceola County,Reed City
"""PROFECTUS BIOSCIENCES, INC.""",,,,,
"""VERTEX PHARMACEUTICALS, INC.""",,,,,
"""EXSAR CORPORATION""",,,,,
"""REG ENVIRONMENTAL COUNCIL CENTRAL MASS""",,,,,
"""CENTROSE, LLC""",,,,,
"""BIOPROTECTION SYSTEMS CORPORATION""",,,,,
"""PREMITEC, INC.""",,,,,
"""ARTERIOCYTE, INC.""",,,,,
"""JMML FOUNDATION""",,,,,
"""MEDICAL RESEARCH COUNCIL OF SOUTH AFRICA""",South Africa,7505,City of Cape Town,Bellville,Cape Town Ward 10
"""LYMPHOMA RESEARCH FOUNDATION""",,,,,
"""DELAWARE STATE DEPT HLTH &SOC SRVS""",,,,,
"""AMERICAN THROMBOSIS &HEMOSTASIS NETWK""",,,,,
"""CHILDREN'S HOSPITAL MED CTR OF AKRON""",,,,,
"""AERAS GLOBAL TB VACCINE FOUNDATION""",,,,,
"""PROGRAM/APPROPRIATE/TECHNOLOGY/HLTH""",,,,,
"""ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE""",Schweiz/Suisse/Svizzera/Svizra,1025,Vaud,District de l'Ouest lausannois,Saint-Sulpice
"""COMPLEMENTARY &ALTERNATIVE MEDICINE""",United States,79106,Texas,Potter County,Amarillo
"""BIOMEDICAL IMAGING &BIOENGINEERING""",,,,,
"""NATIONAL DISEASE RESEARCH INTERCHANGE""",,,,,
"""IOWA CANCER RESEARCH FOUNDATION, INC.""",,,,,
"""SUN YAT-SEN UNIVERSITY""",中国,510275,广东省,广州市,海珠区
"""UNIVERSIDADE FEDERAL DE MINAS GERAIS""",Brasil,31310-040,Região Sudeste,Minas Gerais,Região Geográfica Intermediária de Belo Horizonte
"""INTROGEN RESEARCH INSTITUTE, INC.""",,,,,
"""MICROMECHATRONICS, INC.""",,,,,
"""UNIVERSITY OF IBADAN""",Nigeria,200284,Oyo,Ibadan North,University of Ibadan
"""UNIVERSITY OF SAO PAULO""",Brasil,05348-010,Região Sudeste,São Paulo,Região Metropolitana de São Paulo
"""AFASCI, INC.""",,,,,
"""UNIVERSITY OF ANTIOQUIA""",Colombia,050010,RAP del Agua y la Montaña,Antioquia,Valle de Aburrá
"""TRINITY COLLEGE""",United Kingdom,CB2 1TQ,England,Cambridgeshire and Peterborough,Cambridgeshire
"""ROYAL COLLEGE OF SURGEONS IN IRELAND""",Éire / Ireland,D02 VH98,Leinster,County Dublin,Dublin
"""HUNTINGTON MEDICAL RESEARCH INSTITUTES""",,,,,
"""ATIGEN""",Türkiye,61000,Karadeniz Bölgesi,Trabzon,Ortahisar
"""XEME BIOPHARMA, INC""",,,,,
"""CRESCENDO BIOSCIENCE, INC.""",,,,,
"""THERAPYX, INC.""",,,,,
"""STEMCOR SYSTEMS, INC.""",,,,,
"""MICROSURFACES, INC.""",,,,,
"""VASCULAR BIOSCIENCES""",,,,,
"""SOUTHEAST TECHINVENTURES, INC.""",,,,,
"""NANORELEASE TECHNOLOGIES, LLC""",,,,,
"""PULSAR CLINICAL TECHNOLOGIES, INC.""",,,,,
"""PRECISION BIOSCIENCES, INC.""",,,,,
"""CARACAL, INC.""",,,,,
"""MEDICAL DISCOVERY PARTNERS, LLC""",,,,,
"""SONITU PHARMACEUTICALS, LLC""",,,,,
"""IBIS BIOSCIENCES, INC.""",,,,,
"""VAXART, INC.""",,,,,
"""NANOSPECTRA BIOSCIENCES, INC.""",,,,,
"""GLOBALSTEM, INC.""",,,,,
"""NAVIGEN, INC.""",,,,,
"""LOS GATOS RESEARCH""",United States,94041,California,Santa Clara County,Mountain View
"""VALLEY FEVER THERAPIES LLC""",,,,,
"""SPECIAL SERVICE FOR GROUPS, INC.""",,,,,
"""NAPROGENIX, INC""",,,,,
"""SPAULDING REHABILITATION HOSPITAL""",United States,02129,Massachusetts,Suffolk County,Boston
"""VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE""",United States,24901,West Virginia,Greenbrier County,Lewisburg
"""ORTHOPAEDIC HOSPITAL""",中国,山东省,济南市,济阳区,仁风镇
"""SIGNOSIS, INC.""",,,,,
"""INVENIO THERAPEUTICS, INC.""",,,,,
"""AFG BIOSOLUTIONS, INC.""",,,,,
"""PHYSICAL OPTICS CORPORATION""",,,,,
"""CREARE, INC.""",,,,,
"""ACETAMINOPHEN TOXICITY DIAGNOSTICS, LLC""",,,,,
"""OPTIMUM TECHNOLOGIES, INC.""",,,,,
"""INTELLIGENT OPTICAL SYSTEMS, INC.""",,,,,
"""AGAVE BIOSYSTEMS""",,,,,
"""TRANSDERM, INC.""",,,,,
"""WRIGHTWOOD TECHNOLOGIES INC.""",,,,,
"""FOODSOURCE LURE CORPORATION""",,,,,
"""AVID RADIOPHARMACEUTICALS, INC.""",,,,,
"""TREE STAR, INC.""",,,,,
"""EPIPHANY BIOSCIENCES, INC.""",,,,,
"""NOTUS LABORATORIES, INC.""",,,,,
"""NEUROP, INC.""",,,,,
"""ACCIUM BIOSCIENCES, INC.""",,,,,
"""HHV-6 FOUNDATION""",,,,,
"""PEKING UNIVERSITY""",中国,北京市,昌平区,北小营村,昌流路
"""INST OF ENZYMOLOGY, BIOLOGICAL RES CTR""",,,,,
"""SHANDONG PROVINCIAL CHEST HOSPITAL""",,,,,
"""NANJING MEDICAL UNIVERSITY""",,,,,
"""INSTITUTE/RESEARCH/BIOTECHNOLOGY FDN""",,,,,
"""INSTITUTE OF MOLECULAR /CELLULAR BIOLOGY""",Россия,630090,Сибирский федеральный округ,Новосибирская область,городской округ Новосибирск
"""PAUL CEZANNE UNIVERSITY AXI-MARSEILLE II""",,,,,
"""LOUISIANA TECH UNIVERSITY""",United States,71272,Louisiana,Lincoln Parish,Ruston
"""INSTITUTE OF PRIMATE RESEARCH""",Kenya,Rift Valley,Kajiado,Kajiado North,Oloolua ward
"""WILLIAMS COLLEGE""",United States,01267,Massachusetts,Berkshire County,Williamstown
"""ST. JOHN'S UNIVERSITY""",臺灣,251,新北市,淡水區,賢孝里
"""UNIVERSITY OF LIVERPOOL""",United Kingdom,L7 7AE,England,Liverpool City Region,Liverpool
"""CHICAGO ASSN FOR RESEARCH &EDUC IN SCI""",,,,,
"""BASTYR UNIVERSITY""",United States,98028,Washington,King County,Kenmore
"""ENDOMEDIX, INC.""",,,,,
"""NAJIT TECHNOLOGIES, INC.""",,,,,
"""PANTHERA BIOPHARMA, LLC""",,,,,
"""CYTOGENIX, INC.""",,,,,
"""EXEMPLAR GENETICS, LLC""",,,,,
"""SHIFA BIOMEDICAL""",,,,,
"""EFFIGENE PHARMACEUTICALS, INC.""",,,,,
"""NORWELL, INC.""",,,,,
"""NATURA THERAPEUTICS, INC.""",,,,,
"""TIAX, LLC""",,,,,
"""EUTROPICS PHARMACEUTICALS, INC.""",,,,,
"""MANDALA BIOSCIENCES, LLC""",,,,,
"""IMMUNOME, INC.""",,,,,
"""INSECTIGEN, INC.""",,,,,
"""INDUSTRIAL SCIENCE &TECHNOLOGY NETWORK""",,,,,
"""ASSOCIATION FOR RETARDED CITIZENS OF IL""",,,,,
"""TOWNSHIP OF FREEHOLD""",United States,07728,New Jersey,Monmouth County,Freehold Township
"""ASKLEPIOS BIOPHARMACEUTICAL, INC.""",,,,,
"""AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS""",United States,60018,Illinois,Cook County,Leyden Township
"""MALARIA CONSORTIUM""",Togo,Région Maritime,Lomé,4e Arrondissement,Nyékonakpoé
"""ALASKA NATIVE TRIBAL HEALTH CONSORTIUM""",United States,99508,Alaska,Anchorage,Chester Creek Connector
"""INTERNATIONAL SOCIETY/EXPER HEMATOLOGY""",,,,,
"""UNIVERSITY OF CENTRAL ARKANSAS""",United States,72035,Arkansas,Faulkner County,Conway
"""NATIONAL CENTER FOR HEALTHY HOUSING""",,,,,
"""NATL HEPATOLOGY/TROPICAL MED RES INST""",,,,,
"""GLOBAL LIFE TECHNOLOGIES CORPORATION""",,,,,
"""BEXION PHARMACEUTICALS, INC.""",,,,,
"""APARNA BIOSCIENCES CORPORATION""",,,,,
"""PARALLEL SYNTHESIS TECHNOLOGIES, INC.""",,,,,
"""DISCOVERYBIOMED, LLC""",,,,,
"""UNIVERSITY OF GUAM""",United States,96923,Guam,Mangilao Municipality,University Drive
"""REPUBLIC OF MALAWI MINISTRY OF HEALTH""",Malawi,Central Region,Lilongwe,Chayamba Road,Ministry of Health
"""INFORMATION MANAGEMENT SERVICES, INC.""",,,,,
"""YALE-NEW HAVEN HOSPITAL""",United States,06510,South Central Connecticut Planning Region,New Haven,Downtown
"""ASSOCIATION FOR FRONTOTEMPORAL DEMENTIAS""",,,,,
"""NEOCLONE BIOTECHNOLOGY INTERNATIONAL""",,,,,
"""INTERNATIONAL RETT SYNDROME FOUNDATION""",,,,,
"""LITTLE BIG HORN COLLEGE""",United States,59022,Montana,Big Horn County,Crow Agency
"""PHARMATHENE, INC.""",,,,,
"""XOMA CORPORATION""",,,,,
"""NATIONAL CENTER/AIDS/STD CONTROL/PREVENT""",,,,,
"""RULES-BASED MEDICINE, INC.""",,,,,
"""UNIVERSITY OF ZURICH""",Schweiz/Suisse/Svizzera/Svizra,8400,Zürich,Bezirk Winterthur,Winterthur
"""DC DEPARTMENT OF THE ENVIRONMENT""",United States,20002,District of Columbia,Washington,Ward 6
"""RHEONIX, INC.""",,,,,
"""UNIVERSITY OF CALIFORNIA-IRVINE""",United States,92612,California,Orange County,Irvine
"""CINCINNATI CHILDRENS HOSP MED CTR""",,,,,
"""CHILDREN'S HOSPITAL CORPORATION""",India,500055,Telangana,Medchal–Malkajgiri,Quthbullapur mandal
"""CHILDREN'S HOSP OF PHILADELPHIA""",United States,19104,Pennsylvania,Philadelphia County,Philadelphia
"""HRA PHARMA""",Deutschland,44787,Nordrhein-Westfalen,Bochum,Bochum-Mitte
"""HARVARD MEDICAL SCHOOL""",United States,02115,Massachusetts,Suffolk County,Boston
"""ALBERT EINSTEIN COLLEGE OF MEDICINE""",United States,10461,New York,City of New York,The Bronx
"""ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI""",United States,10029,New York,City of New York,New York County
"""UNIVERSITY OF CALIFORNIA AT DAVIS""",,,,,
"""UNIV OF MARYLAND, COLLEGE PARK""",United States,20742,Maryland,Prince George's County,College Park
"""HARVARD SCHOOL OF PUBLIC HEALTH""",United States,02120,Massachusetts,Suffolk County,Boston
"""NORTHWESTERN UNIVERSITY AT CHICAGO""",,,,,
"""UNIVERSITY OF CALIFORNIA, SAN FRANCISCO""",United States,94122,California,San Francisco,Inner Sunset
"""UNIVERSITY OF TX MD ANDERSON CAN CTR""",,,,,
"""UNIVERSITY OF WISCONSIN STOUT""",United States,54751,Wisconsin,Dunn County,Menomonie
"""NEWTON PHOTONICS""",,,,,
"""UNIVERSITY OF MICHIGAN""",United States,48109,Michigan,Washtenaw County,Ann Arbor
"""UT SOUTHWESTERN MEDICAL CENTER""",United States,Texas,Dallas County,Dallas,UT Southwestern Medical Center Rookery
"""WEILL MEDICAL COLL OF CORNELL UNIV""",,,,,
"""UNIV OF NORTH CAROLINA CHAPEL HILL""",United States,27599,North Carolina,Orange County,Chapel Hill
"""OREGON HEALTH &SCIENCE UNIVERSITY""",United States,97258,Oregon,Multnomah County,Portland
"""UNIVERSITY OF GEORGIA""",United States,Georgia,Athens-Clarke County,Athens-Clarke County Unified Government,University of Georgia
"""CLEVELAND CLINIC LERNER COM-CWRU""",,,,,
"""DANA-FARBER CANCER INST""",,,,,
"""SLOAN-KETTERING INST CAN RESEARCH""",,,,,
"""TEMPLE UNIV OF THE COMMONWEALTH""",Uganda,Central Region,Kampala,Kampala Capital City,Central
"""UNIVERSITY OF VIRGINIA""",United States,22904,Virginia,Albemarle County,Hereford Residential College
"""COLORADO STATE UNIVERSITY""",United States,80524,Colorado,Larimer County,Fort Collins
"""LSU HEALTH SCIENCES CENTER""",,,,,
"""UNIVERSITY OF WISCONSIN-MADISON""",United States,53705,Wisconsin,Dane County,Shorewood Hills
"""PENNSYLVANIA STATE UNIVERSITY""",United States,16802,Pennsylvania,Centre County,State College
"""BUCK INSTITUTE FOR RESEARCH ON AGING""",United States,94945,California,Marin County,Novato
"""MAYO CLINIC ROCHESTER""",United States,55903,Minnesota,Olmsted County,Rochester
"""UNIVERSITY OF COLORADO""",United States,80309,Colorado,Boulder County,Boulder
"""UNIVERSITY OF TEXAS HLTH SCIENCE CENTER""",,,,,
"""GEORGIA  REGENTS UNIVERSITY""",,,,,
"""FULL CIRCLE STUDIOS, LLC""",,,,,
"""CHILDREN'S HOSPITAL OF LOS ANGELES""",United States,90029,California,Los Angeles County,Los Angeles
"""ADVANCED TARGETING SYSTEMS, INC.""",,,,,
"""NORTHERN CALIFORNIA INSTITUTE/RES/EDU""",,,,,
"""NYSDOH/HEALTH RESEARCH, INC.""",,,,,
"""VERMONT STATE DEPARTMENT OF HEALTH""",,,,,
"""CORNELL UNIVERSITY""",United States,14850,New York,Tompkins County,Town of Dryden
"""STATE UNIVERSITY OF NY,BINGHAMTON""",United States,13902,New York,Broome County,City of Binghamton
"""SC STATE DEPT/HEALTH/ENVIRONMENTAL CONTR""",,,,,
"""CNMI DEPARTMENT OF PUBLIC HEALTH""",,,,,
"""PHILADELPHIA DEPARTMENTOF PUBLIC HEALTH""",,,,,
"""MONTANA STATE DEPT/PUB HLTH &HUMAN SRVS""",,,,,
"""LOUISIANA STATE OFFICE OF PUBLIC HEALTH""",,,,,
"""HOUSTON DEPARTMENT/HEALTH/HUMAN SRVS""",,,,,
"""UNIVERSITY OF TEXAS, AUSTIN""",United States,78712,Texas,Travis County,Austin
"""UNIV OF ARKANSAS FOR MED SCIS""",,,,,
"""SANFORD-BURNHAM MEDICAL RESEARCH INSTIT""",,,,,
"""LURIE CHILDREN'S HOSPITAL OF CHICAGO""",United States,60076,Illinois,Cook County,Niles Township
"""ADVANCED IMMUNE THERAPEUTICS, INC.""",,,,,
"""UNIVERSITY OF ILLINOIS AT SPRINGFIELD""",United States,62703,Illinois,Sangamon County,Springfield
"""HAVERFORD COLLEGE""",United States,19041,Pennsylvania,Montgomery County,Lower Merion Township
"""BOISE STATE UNIVERSITY""",United States,83735,Idaho,Ada County,Boise
"""MESA TECH INTERNATIONAL, INC.""",,,,,
"""RESEARCH INST OF FOX CHASE CAN CTR""",,,,,
"""ARKANSAS STATE DEPARTMENT OF HEALTH""",,,,,
"""UNIVERSITY OF SAN FRANCISCO""",United States,94117,California,San Francisco,Haight-Ashbury
"""BUCKNELL UNIVERSITY""",United States,17837,Pennsylvania,Union County,Lewisburg
"""HOOD COLLEGE""",United States,21701,Maryland,Frederick County,Frederick
"""TEXAS A&M UNIVERSITY""",United States,77843,Texas,Brazos County,College Station
"""TEXAS BIOMEDICAL RESEARCH INSTITUTE""",United States,78227,Texas,Bexar County,San Antonio
"""INSTITUT PASTEUR""",France,75015,France métropolitaine,Île-de-France,Paris
"""MONTANA STATE UNIVERSITY - BOZEMAN""",United States,59715,Montana,Gallatin County,Bozeman
"""FFA SCIENCES, LLC""",,,,,
"""RUTGERS, THE STATE UNIV OF N.J.""",,,,,
"""PALO ALTO INSTITUTE""",United States,94306,California,Santa Clara County,Palo Alto
"""UNIVERSITY OF MISSISSIPPI MED CTR""",United States,39216,Mississippi,Hinds County,Jackson
"""TEXAS A&M AGRILIFE RESEARCH""",United States,75252,Texas,Collin County,Dallas
"""RHYTHMIA MEDICAL, INC.""",,,,,
"""PHRIXUS PHARMACEUTICALS, INC.""",,,,,
"""HTG MOLECULAR DIAGNOSTICS, INC.""",,,,,
"""AFRAME DIGITAL, INC.""",,,,,
"""NORTHSHORE UNIVERSITY HEALTHSYSTEM""",United States,60035,Illinois,Lake County,Highland Park
"""VENTRIA BIOSCIENCE""",,,,,
"""SNOWDON PHARMACEUTICALS, INC.""",,,,,
"""CHARLESSON, LLP""",,,,,
"""MYCOSYNTHETIX, INC.""",,,,,
"""BIODETECTION INSTRUMENTS, INC.""",,,,,
"""OPENCELL TECHNOLOGIES, INC.""",,,,,
"""BUFFALO BIOLABS, LLC""",,,,,
"""TRANSMOLECULAR, INC.""",,,,,
"""BEHAVIORAL PHARMA, INC.""",,,,,
"""MIRIMEDICAL, LLC.""",,,,,
"""UNIVERSITY OF GLASGOW""",United Kingdom,G12 8NN,Alba / Scotland,Glasgow City,Glasgow
"""BOSTON UNIVERSITY (CHARLES RIVER CAMPUS)""",,,,,
"""MONTANA TECH OF THE UNIVOF MONTANA""",,,,,
"""KY ST CABINET/HEALTH/FAMILY SERVICES""",United States,42728,Kentucky,Adair County,Columbia
"""KESSLER FOUNDATION, INC.""",,,,,
"""LOYOLA MARYMOUNT UNIVERSITY""",United States,90094,California,Los Angeles County,Los Angeles
"""GENEVA FOUNDATION""",United States,Illinois,Kane County,Geneva Township,Geneva
"""PULMATRIX""",,,,,
"""PAI LIFE SCIENCES, INC.""",,,,,
"""DISTRICT DEPARTMENT OF THE ENVIRONMENT""",United States,20002,District of Columbia,Washington,Ward 6
"""HEALTH RESEARCH INC, NEW YORK STATE DOH""",,,,,
"""BANNER SUN HEALTH RESEARCH INSTITUTE""",,,,,
"""LONDON SCH/HYGIENE &TROPICAL MEDICINE""",,,,,
"""STEWARD ST. ELIZABETH'S MEDICAL CENTER""",,,,,
"""MICROGEN, LLC""",,,,,
"""TRANSTIMULATION RESEARCH, INC.""",,,,,
"""CARDIFF UNIVERSITY""",United Kingdom,CF10 3AX,Cymru / Wales,Cardiff,Castle
"""GUILD ASSOCIATES, INC.""",,,,,
"""SHIFA BIOMEDICAL CORPORATION""",,,,,
"""GENECOPOEIA, INC.""",,,,,
"""INTERSTITIAL CYSTITIS ASSN OFAMERICA""",,,,,
"""HUMANETICS CORPORATION""",,,,,
"""INVENTOX, LLC""",,,,,
"""ARETECH, LLC""",,,,,
"""THERMOGENESIS CORPORATION""",,,,,
"""CFD RESEARCH CORPORATION""",,,,,
"""NOVA-THER TECHNOLOGIES""",,,,,
"""TEKSHIFA, INC.""",,,,,
"""NEWLINK GENETICS CORPORATION""",,,,,
"""VITACYTE, LLC""",,,,,
"""MAKSCIENTIFIC, LLC""",,,,,
"""MCLEAN HOSPITAL""",United States,02478,Massachusetts,Middlesex County,Belmont
"""AMERICAN SOCIETY FOR BONE &MINERAL RES""",,,,,
"""AMERICAN SOCIETY FOR NEUROCHEMISTRY""",,,,,
"""UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR""",,,,,
"""MEDITECH MEDIA , LTD""",,,,,
"""HOUSE RESEARCH INSTITUTE""",Ghana,GL-067-5987,Greater Accra Region,La-Dade-Kotopon Municipal District,Accra
"""EMERGENT PRODUCT DEVELOPMENT GAITHERSBUR""",,,,,
"""BALTIMORE VA MEDICAL CENTER""",,,,,
"""APOVAX, INC.""",,,,,
"""GREAT LAKES HEMOPHILIA FOUNDATION, INC.""",,,,,
"""VETERANS HEALTH ADMINISTRATION""",United States,45202,Ohio,Hamilton County,Cincinnati
"""INVIRAGEN, INC.""",,,,,
"""IOWA CITY VA MEDICAL CENTER""",United States,52246,Iowa,Johnson County,Iowa City
"""HEALTHPARTNERS INSTITUTE""",,,,,
"""WM S. MIDDLETON MEMORIAL VETERANS HOSP""",United States,53705,Wisconsin,Dane County,Madison
"""NATIONAL INSTITUTE OF AGRICULTURE TECH""",,,,,
"""RALPH H JOHNSON VA MEDICAL CENTER""",,,,,
"""DURHAM VA MEDICAL CENTER""",,,,,
"""VA GREATER LOS ANGELS HEALTHCARE SYSTEM""",,,,,
"""NATERA, INC.""",,,,,
"""RADBOUD UNIVERSITY NIJMEGEN MED CTR""",,,,,
"""VA BOSTON HEALTH CARE SYSTEM""",,,,,
"""MICHAEL E DEBAKEY VA MEDICAL CENTER""",United States,77030,Texas,Harris County,Houston
"""SOUTH TEXAS VETERANS HEALTH CARE SYSTEM""",,,,,
"""UNIVERSITY OF LEEDS""",United Kingdom,LS3 1DY,England,West Yorkshire,Leeds
"""PORTLAND VA MEDICAL CENTER""",United States,97239,Oregon,Multnomah County,Portland
"""LOUIS STOKES CLEVELAND VA MEDICAL CENTER""",United States,44106,Ohio,Cuyahoga County,Cleveland
"""FEDERAL UNIVERSITY OF SANTA CATARINA""",Brasil,88040-900,Região Sul,Santa Catarina,Região Geográfica Intermediária de Florianópolis
"""BIRMINGHAM VA MEDICAL CENTER""",United States,35233,Alabama,Jefferson County,Birmingham
"""JESSE BROWN VA MEDICAL CENTER""",United States,60612,Illinois,Cook County,West Chicago Township
"""UNIVERSITY OF DENVER (COLORADO SEMINARY)""",,,,,
"""UNIVERSITY OF SAN CARLOS""",Pilipinas,6000,Central Visayas,Cebu City,Kamagayan
"""IFAKARA HEALTH INSTITUTE""",Tanzania,Coastal Zone,Morogoro,Ifakara Town,Lipangalala
"""TOURO UNIVERSITY OF CALIFORNIA""",,,,,
"""TEXAS ENGINEERING EXPERIMENT STATION""",,,,,
"""VALERION THERAPEUTICS, LLC""",,,,,
"""HARVEY MUDD COLLEGE""",United States,91711,California,Claremont,Platt Boulevard
"""FRANKLIN W. OLIN COLLEGE OF ENGINEERING""",United States,02492,Massachusetts,Norfolk County,Needham
"""FERRUM COLLEGE""",United States,24088,Virginia,Franklin County,Owen Drive
"""MOREHEAD STATE UNIVERSITY""",United States,40351,Kentucky,Rowan County,Morehead
"""COLORADO SCHOOL OF MINES""",United States,80401,Colorado,Jefferson County,Golden
"""WHITTEMORE PETERSON INSTITUTE""",United States,89557,Nevada,Washoe County,Reno
"""COMMONWEALTH MEDICAL COLLEGE""",United States,40202,Kentucky,Jefferson County,Louisville
"""N&N SCIENTIFIC, INC.""",,,,,
"""PROTHELIA INC.""",,,,,
"""MARVAL BIOSCIENCES, INC.""",,,,,
"""TECHNOVAX, INC.""",,,,,
"""INNOVATIVE BIOLOGICS, INC""",,,,,
"""DETECTOGEN, INC.""",,,,,
"""ADA TECHNOLOGIES, INC.""",,,,,
"""KEYSTONE NANO, INC.""",,,,,
"""FOX CHASE CHEMICAL DIVERSITY CENTER, INC""",,,,,
