researcher,C.Cluster_ID,L.Aff_FIPS
"WELSH, MICHAEL J., @institution: UNIVERSITY OF IOWA",2,19103
"MCCRAY, PAUL B, @institution: UNIVERSITY OF IOWA",2,19103
"MCCRAY, PAUL B, @institution: UNIVERSITY OF IOWA",1,19103
", @institution: UNIVERSITY OF IOWA",2,19103
", @institution: UNIVERSITY OF IOWA",1,19103
"NELSON, DEBORAH J., @institution: UNIVERSITY OF IOWA",2,19103
"MORAN, ANTOINETTE M., @institution: UNIVERSITY OF IOWA",2,19103
"NORRIS, ANDREW W., @institution: UNIVERSITY OF IOWA",2,19103
"SUTTERWALA, FAYYAZ S., @institution: IOWA CITY VA MEDICAL CENTER",2,19103
"TEEM, JOHN, @institution: UNIVERSITY OF IOWA",2,19103
"COMELLAS, ALEJANDRO PIERRE, @institution: UNIVERSITY OF IOWA",2,19103
"BANFI, BOTOND, @institution: UNIVERSITY OF IOWA",2,19103
"HOFFMAN, ERIC ALFRED, @institution: UNIVERSITY OF IOWA",2,19103
"STOLTZ, DAVID A, @institution: UNIVERSITY OF IOWA",2,19103
"SPARBEL, KATHLEEN J H, @institution: UNIVERSITY OF IOWA",2,19103
"ABOU ALAIWA, MAHMOUD, @institution: UNIVERSITY OF IOWA",2,19103
"SATO, KENZO, @institution: UNIVERSITY OF IOWA",2,19103
"WELSH, MICHAEL JOHN, @institution: UNIVERSITY OF IOWA",2,19103
"YAHR, TIMOTHY L, @institution: UNIVERSITY OF IOWA",2,19103
"THOMAS, CHRISTIE P., @institution: UNIVERSITY OF IOWA",2,19103
"RANDAK, CHRISTOPH OSKAR, @institution: UNIVERSITY OF IOWA",2,19103
"ZABNER, JOSEPH, @institution: UNIVERSITY OF IOWA",2,19103
"ZABNER, JOSEPH, @institution: UNIVERSITY OF IOWA",1,19103
"DAVIDSON, BEVERLY L, @institution: UNIVERSITY OF IOWA",2,19103
"INFIELD, DANIEL T, @institution: UNIVERSITY OF IOWA",2,19103
"GRAHAM, MICHAEL M., @institution: UNIVERSITY OF IOWA",2,19103
"SINGH, PRADEEP, @institution: UNIVERSITY OF IOWA",2,19103
"POLGREEN, PHILIP M., @institution: UNIVERSITY OF IOWA",2,19103
"DAVIDSON, BEVERLY L., @institution: UNIVERSITY OF IOWA",2,19103
"KUMMER, MARK A, @institution: UNIVERSITY OF IOWA",2,19103
"AHRENS, RICHARD C, @institution: UNIVERSITY OF IOWA",2,19103
"MEYERHOLZ, DAVID K, @institution: UNIVERSITY OF IOWA",2,19103
"DURAIRAJ, LAKSHMI, @institution: UNIVERSITY OF IOWA",2,19103
"UC, ALIYE, @institution: UNIVERSITY OF IOWA",2,19103
"STARNER, TIMOTHY D, @institution: UNIVERSITY OF IOWA",2,19103
"SNYDER, PETER M, @institution: UNIVERSITY OF IOWA",2,19103
"LOOK, DWIGHT C, @institution: UNIVERSITY OF IOWA",2,19103
"NORRIS, ANDREW W, @institution: UNIVERSITY OF IOWA",2,19103
"BRITIGAN, BRADLEY E, @institution: UNIVERSITY OF IOWA",2,19103
"SINN, PATRICK L, @institution: UNIVERSITY OF IOWA",2,19103
"BERGER, ALLAN L, @institution: UNIVERSITY OF IOWA",2,19103
"XING, YI, @institution: UNIVERSITY OF IOWA",2,19103
"GIBSON-CORLEY, KATHERINE NICOLE, @institution: UNIVERSITY OF IOWA",2,19103
"FIEGEL, JENNIFER, @institution: UNIVERSITY OF IOWA",2,19103
"OSTEDGAARD, LYNDA, @institution: UNIVERSITY OF IOWA",2,19103
"STOLTZ, DAVID, @institution: UNIVERSITY OF IOWA",2,19103
"BROGDEN, KIM A, @institution: UNIVERSITY OF IOWA",2,19103
"DRAPKIN, PAOLA T, @institution: UNIVERSITY OF IOWA",2,19103
"FISCHER, ANTHONY JOHN, @institution: UNIVERSITY OF IOWA",2,19103
"PEZZULO, ALEJANDRO ANTONIO, @institution: UNIVERSITY OF IOWA",2,19103
"MARQUEZ LOZA, LAURA ISABEL, @institution: UNIVERSITY OF IOWA",2,19103
"KLINE, JOEL N., @institution: UNIVERSITY OF IOWA",2,19103
"FERKOL, THOMAS W, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"VAN HEECKEREN, ANNA M, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BOOM, W. HENRY, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"TOSI, MICHAEL F, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"SORENSEN, RICARDO U, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"CHMIEL, JAMES, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"JENTOFT, NEIL H, @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"THOMASSEN, MARY JANE, @institution: CLEVELAND CLINIC FOUNDATION",2,39035
"PALMER, LISA, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"LEWIS, STEPHEN JOHN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"SPIRES, JESSICA ROSE, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"PERIASAMY, AMMASI, @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"O'NEAL, WANDA K, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"KNOWLES, MICHAEL R, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"PRINCE, ALICE S, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"CONLON, RONALD A., @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"HORWITZ, RALPH I, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"JACOBBERGER, JAMES W, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"FLASK, CHRISTOPHER A, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DARRAH, REBECCA J, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DEARBORN, DORR G, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"BEHRMAN, RICHARD E, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",1,39035
"WOOD, ROBERT E, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",5,39035
"BLUMER, JEFFREY L, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",5,39035
"DOERSHUK, CARL F., @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"MC CORMICK, LAURA L, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"DUERK, JEFFREY L., @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"LASS, JOHNATHAN H, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",5,39035
"LIEDTKE, CAROLE M, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BOOM, HENRY, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DAWSON, DEBORAH V., @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"CONRAD, PATRICIA A, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"VOGT, BETH A, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DAVIS, PAMELA B, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DAVIS, PAMELA B, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"DAVIS, PAMELA B, @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"DRUMM, MITCHELL L, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DRUMM, MITCHELL L, @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"ANDERSON, CHRISTIAN EDWIN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
", @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
", @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"RODMAN, HARVEY M, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",5,39035
"INFELD, MICHEAL, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"PAPP-WALLACE, KRISZTINA MARGARE, @institution: LOUIS STOKES CLEVELAND VA MEDICAL CENTER",2,39035
"DONSKEY, CURTIS, @institution: LOUIS STOKES CLEVELAND VA MEDICAL CENTER",2,39035
"KONSTAN, MICHAEL W, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"STERN, ROBERT C, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BLACKWELL, JOHN, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"BLACKWELL, JOHN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"HODGES, CRAIG A, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"KELLEY, THOMAS J, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BARBATO, ERIC, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"KONSTAN, MICHAEL W., @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"KONSTAN, MICHAEL W., @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"SCHREIBER, JOHN R, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DEARBORN, DORR G, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",5,39035
"JAMIESON, ALEX M, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"MA, JIANJIE, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"COTTON, CALVIN U, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BERGER, MELVIN, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",2,39035
"BONFIELD, TRACEY L, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"SCHWEIZER, HERBERT P., @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"YU, EDWARD W, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BERGER, MELVIN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BERGER, MELVIN, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"KONSTAN, MICHAIL W, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",2,39035
"STERN, ROBERT C, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",2,39035
"HARRIS, ANN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"KONSTAN, MICHAEL W, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",2,39035
"WALENGA, RONALD W, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"TILTON, JOHN CHRISTIAN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BYARD, PAMELA J, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"HOPFER, ULRICH, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"HOPFER, ULRICH, @institution: CASE WESTERN RESERVE UNIVERSITY",1,39035
"BURGESS, JAMES D, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"MARINO, LUCYNDIA R, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"LI, JING, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"MAGUIRE, MICHAEL E, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"FANAROFF, AVROY A, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"DAVIS, PAMELA B., @institution: UNIVERSITY HOSPITALS OF CLEVELAND",2,39035
"MICHICICH, MARGARET, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"SWAHN, HANNAH, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"BLUMER, JEFFREY L, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"HARVEY, ROBERT D, @institution: CASE WESTERN RESERVE UNIVERSITY",5,39035
"GASTON, BENJAMIN, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"ARONOFF, STEPHEN N, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",5,39035
"SUDAK, HOWARD S, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",1,39035
"MACFARLANE, PETER, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"CHERNIACK, NEIL S, @institution: UNIVERSITY HOSPITALS OF CLEVELAND",1,39035
"HENDERSON, LEIGH CLAIRE, @institution: CASE WESTERN RESERVE UNIVERSITY",2,39035
"PAPP-WALLACE, KRISZTINA MARGARET, @institution: LOUIS STOKES CLEVELAND VA MEDICAL CENTER",2,39035
"COSMA, CHRISTINE L, @institution: UNIVERSITY OF WASHINGTON",2,53033
"VINCENZI, FRANK F, @institution: UNIVERSITY OF WASHINGTON",2,53033
"RAMSEY, PAUL G., @institution: UNIVERSITY OF WASHINGTON",2,53033
"KINGHORN, BREANNA, @institution: SEATTLE CHILDREN'S HOSPITAL",1,53033
"GILLETT, WILL, @institution: UNIVERSITY OF WASHINGTON",2,53033
"MANOIL, COLIN C, @institution: UNIVERSITY OF WASHINGTON",2,53033
"WILSON, CAROLE LYNN, @institution: UNIVERSITY OF WASHINGTON",2,53033
"FREVERT, CHARLES WAYNE, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"KRONMAL, RICHARD A, @institution: UNIVERSITY OF WASHINGTON",2,53033
"NICK, JERRY A, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"KAY, MARK A, @institution: UNIVERSITY OF WASHINGTON",2,53033
"NICHOLS, DAVID PAUL, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"PENTERMAN, JON NICHOLAS, @institution: UNIVERSITY OF WASHINGTON",2,53033
"AITKEN, MOIRA, @institution: UNIVERSITY OF WASHINGTON",2,53033
"REICHHARDT, COURTNEY, @institution: UNIVERSITY OF WASHINGTON",2,53033
"KANTER, JENNY E., @institution: UNIVERSITY OF WASHINGTON",2,53033
"EMOND, MARY J, @institution: UNIVERSITY OF WASHINGTON",2,53033
"LECHTZIN, NOAH, @institution: UNIVERSITY OF WASHINGTON",2,53033
"AITKEN, MOIRA L, @institution: UNIVERSITY OF WASHINGTON",2,53033
"LIN, MICHELLE, @institution: UNIVERSITY OF WASHINGTON",2,53033
"HULL-MEICHLE, REBECCA LUCY, @institution: UNIVERSITY OF WASHINGTON",2,53033
"WOODWARD, JOSHUA, @institution: UNIVERSITY OF WASHINGTON",2,53033
"ATTIA, ENGI F, @institution: UNIVERSITY OF WASHINGTON",2,53033
"DAVIS, STEPHANIE DUGGINS, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"ROSENFELD, MARGARET, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"HAMBLETT, NICOLE MAYER, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"MOUGOUS, JOSEPH DAVID, @institution: UNIVERSITY OF WASHINGTON",2,53033
"SINGH, PRADEEP K, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"HOFFMAN, LUCAS R., @institution: UNIVERSITY OF WASHINGTON",2,53033
"MANGIONE-SMITH, RITA, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"HAJJAR, ADELINE M, @institution: UNIVERSITY OF WASHINGTON",2,53033
"SALIPANTE, STEPHEN J, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"GOSS, CHRISTOPHER HOOPER, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"RAMSEY, BONNIE W, @institution: UNIVERSITY OF WASHINGTON",5,53033
"RAMSEY, BONNIE W, @institution: UNIVERSITY OF WASHINGTON",2,53033
"NASH, RICHARD A., @institution: FRED HUTCHINSON CANCER RESEARCH CENTER",2,53033
"BURNS, JANE L., @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"MILLER, ARTHUR DUSTY, @institution: UNIVERSITY OF WASHINGTON",2,53033
"ATTIA, ENGI FAROUK, @institution: UNIVERSITY OF WASHINGTON",2,53033
"BRYERS, JAMES D., @institution: UNIVERSITY OF WASHINGTON",2,53033
"PARKS, WILLIAM C, @institution: UNIVERSITY OF WASHINGTON",2,53033
"HARWOOD, CAROLINE STONE, @institution: UNIVERSITY OF WASHINGTON",2,53033
"GOSS, CHRISTOPHER HOOPER, @institution: UNIVERSITY OF WASHINGTON",5,53033
"GOSS, CHRISTOPHER HOOPER, @institution: UNIVERSITY OF WASHINGTON",2,53033
", @institution: UNIVERSITY OF WASHINGTON",2,53033
"SINGH, PRADEEP K, @institution: UNIVERSITY OF WASHINGTON",2,53033
"SINGH, PRADEEP K, @institution: UNIVERSITY OF WASHINGTON",1,53033
"POWERS, ALVIN C, @institution: PACIFIC NORTHWEST RESEARCH INSTITUTE",2,53033
", @institution: PACIFIC NORTHWEST RESEARCH INSTITUTE",2,53033
"AGUILAR-BRYAN, LYDIA, @institution: PACIFIC NORTHWEST RESEARCH INSTITUTE",2,53033
"MCKONE, EDWARD, @institution: UNIVERSITY OF WASHINGTON",2,53033
"RUSSELL, DAVID W, @institution: UNIVERSITY OF WASHINGTON",2,53033
"MOSKOWITZ, SAMUEL M, @institution: UNIVERSITY OF WASHINGTON",5,53033
"MOSKOWITZ, SAMUEL M, @institution: UNIVERSITY OF WASHINGTON",2,53033
"IZUTSU, KENNETH T, @institution: UNIVERSITY OF WASHINGTON",2,53033
"MILLER, SAMUEL I., @institution: UNIVERSITY OF WASHINGTON",2,53033
"MOTULSKY, ARNO G, @institution: UNIVERSITY OF WASHINGTON",1,53033
"ROSENFELD, MARGARET, @institution: UNIVERSITY OF WASHINGTON",2,53033
"CHI, DONALD LESLIE, @institution: UNIVERSITY OF WASHINGTON",2,53033
"PARSEK, MATTHEW R., @institution: UNIVERSITY OF WASHINGTON",2,53033
"STAMATOYANNOPOULOS, GEORGE, @institution: UNIVERSITY OF WASHINGTON",1,53033
"STAMATOYANNOPOULOS, GEORGE, @institution: UNIVERSITY OF WASHINGTON",2,53033
"RAMSEY, BONNIE W, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
", @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"HOFFMAN, LUCAS R, @institution: UNIVERSITY OF WASHINGTON",2,53033
"BOROWITZ, DRUCY, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"SINGH, PRADEEP, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"GRAYSTON, J T, @institution: UNIVERSITY OF WASHINGTON",1,53033
"GRAYSTON, J T, @institution: UNIVERSITY OF WASHINGTON",2,53033
"BRUCE, JAMES EDWARD, @institution: UNIVERSITY OF WASHINGTON",2,53033
"MANOIL, COLIN, @institution: UNIVERSITY OF WASHINGTON",2,53033
"BARNES, KATHLEEN C, @institution: UNIVERSITY OF WASHINGTON",2,53033
"BAMSHAD, MICHAEL JOSEPH, @institution: UNIVERSITY OF WASHINGTON",2,53033
"KUVER, RAHUL P, @institution: UNIVERSITY OF WASHINGTON",2,53033
"WILSON, CHRISTOPHER B, @institution: UNIVERSITY OF WASHINGTON",5,53033
"WILSON, CHRISTOPHER B, @institution: UNIVERSITY OF WASHINGTON",2,53033
", @institution: FRED HUTCHINSON CANCER RESEARCH CENTER",2,53033
"STODDARD, BARRY L., @institution: FRED HUTCHINSON CANCER RESEARCH CENTER",2,53033
"WOZNIAK, DANIEL, @institution: UNIVERSITY OF WASHINGTON",2,53033
"DANDEKAR, AJAI, @institution: UNIVERSITY OF WASHINGTON",2,53033
"HISERT, KATHERINE B, @institution: UNIVERSITY OF WASHINGTON",2,53033
"MARSHALL, SUSAN, @institution: UNIVERSITY OF WASHINGTON",2,53033
"SMITH, ARNOLD LEE, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"SMITH, ARNOLD LEE, @institution: UNIVERSITY OF WASHINGTON",5,53033
"LEE, SUM P, @institution: UNIVERSITY OF WASHINGTON",2,53033
"RAMOS, KATHLEEN JESSICA, @institution: UNIVERSITY OF WASHINGTON",2,53033
"ERNST, ROBERT K, @institution: UNIVERSITY OF WASHINGTON",2,53033
"RAMSEY, PAUL, @institution: UNIVERSITY OF WASHINGTON",2,53033
"GREENBERG, EVERETT P, @institution: SEATTLE CHILDREN'S HOSPITAL",2,53033
"CLARK, JOAN G., @institution: FRED HUTCHINSON CANCER RESEARCH CENTER",2,53033
"GREENBERG, EVERETT P, @institution: UNIVERSITY OF WASHINGTON",2,53033
"SCAMPAVIA, LOUIS DANIE, @institution: UNIVERSITY OF FLORIDA",2,12001
"VIRELLA-LOWELL, ISABEL L, @institution: UNIVERSITY OF FLORIDA",2,12001
"SHERMAN, JAMES M, @institution: UNIVERSITY OF FLORIDA",2,12001
"SPENCER, L T, @institution: UNIVERSITY OF FLORIDA",5,12001
"SPENCER, L T, @institution: UNIVERSITY OF FLORIDA",2,12001
"MUZYCZKA, NICHOLAS, @institution: UNIVERSITY OF FLORIDA",2,12001
"CAMPBELL-THOMPSON, MARTHA L, @institution: UNIVERSITY OF FLORIDA",2,12001
"QUITTNER, ALEXANDRA L, @institution: UNIVERSITY OF FLORIDA",2,12001
"CRAWFORD, JAMES MACKINNON, @institution: UNIVERSITY OF FLORIDA",2,12001
"FRANCISCO, MARY PAT, @institution: UNIVERSITY OF FLORIDA",2,12001
"GULIG, PAUL A, @institution: UNIVERSITY OF FLORIDA",2,12001
"LANGAEE, TAIMOUR, @institution: UNIVERSITY OF FLORIDA",2,12001
"na, @institution: UNIVERSITY OF FLORIDA",2,12001
"na, @institution: UNIVERSITY OF FLORIDA",1,12001
"MODI, AVANI C, @institution: UNIVERSITY OF FLORIDA",2,12001
"FLOTTE, TERENCE R., @institution: UNIVERSITY OF FLORIDA",1,12001
"FLOTTE, TERENCE R., @institution: UNIVERSITY OF FLORIDA",2,12001
"SCAMPAVIA, LOUIS DANIEL, @institution: UNIVERSITY OF FLORIDA",2,12001
", @institution: UNIVERSITY OF FLORIDA",2,12001
"JIN, SHOUGUANG, @institution: UNIVERSITY OF FLORIDA",1,12001
"JIN, SHOUGUANG, @institution: UNIVERSITY OF FLORIDA",2,12001
"JOHNSON, SUZANNE BENNETT, @institution: UNIVERSITY OF FLORIDA",2,12001
"PECK, AMMON B, @institution: UNIVERSITY OF FLORIDA",2,12001
"NICK, HARRY S, @institution: UNIVERSITY OF FLORIDA",1,12001
"RAMPHAL, REUBEN, @institution: UNIVERSITY OF FLORIDA",1,12001
"RAMPHAL, REUBEN, @institution: UNIVERSITY OF FLORIDA",2,12001
"FONDACARO, JOSEPH D, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",5,39061
"STRAUSS, ARNOLD W, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"WIKENHEISER-BROKAMP, KATHRYN ANN, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"RANCE, MARK A, @institution: UNIVERSITY OF CINCINNATI",1,39061
"BALLISTRERI, WILLIAM F, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"BLUMENTHAL, KENNETH M., @institution: UNIVERSITY OF CINCINNATI",2,39061
"BOAT, THOMAS F, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"HUDOCK, KRISTIN MARA, @institution: UNIVERSITY OF CINCINNATI",2,39061
"IKEGAMI, MACHIKO, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"BURKLOW, KATHLEEN A, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"CHINI, BARBARA A, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"JOBE, ALAN H, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"HUGGINS, KEVIN W, @institution: UNIVERSITY OF CINCINNATI",2,39061
"CUPPOLETTI, JOHN, @institution: UNIVERSITY OF CINCINNATI",2,39061
"BUCUVALAS, JOHN C, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"BUCUVALAS, JOHN C, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",5,39061
"HEUBI, JAMES E., @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"KAETZEL, MARCIA A., @institution: UNIVERSITY OF CINCINNATI",2,39061
"DEDMAN, JOHN R, @institution: UNIVERSITY OF CINCINNATI",2,39061
"KOVALL, RHETT, @institution: UNIVERSITY OF CINCINNATI",2,39061
"HUI, DAVID Y, @institution: UNIVERSITY OF CINCINNATI",2,39061
"WHITE, RYAN J., @institution: UNIVERSITY OF CINCINNATI",1,39061
", @institution: UNIVERSITY OF CINCINNATI",2,39061
", @institution: UNIVERSITY OF CINCINNATI",1,39061
"ASKEW, DAVID S, @institution: UNIVERSITY OF CINCINNATI",2,39061
"SHULL, GARY EDWARD, @institution: UNIVERSITY OF CINCINNATI",2,39061
"HEUBI, JAMES E, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"WIKENHEISER-BROKAMP, KATHRYN ANN, @institution: UNIVERSITY OF CINCINNATI",2,39061
"WHITSETT, JEFFREY A, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"STARK, LORI J, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"BRITTO, MARIA T, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"MATTHEWS, JEFFREY B., @institution: UNIVERSITY OF CINCINNATI",2,39061
"HARDIE, WILLIAM DAVID, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"WILMOTT, ROBERT W, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"HASSETT, DANIEL J., @institution: UNIVERSITY OF CINCINNATI",1,39061
"HASSETT, DANIEL J., @institution: UNIVERSITY OF CINCINNATI",2,39061
"POWERS, SCOTT W, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"KARP, CHRISTOPHER L, @institution: CHILDREN'S HOSPITAL MED CTR (CINCINNATI)",2,39061
"LEIKAUF, GEORGE DOUGLAS, @institution: UNIVERSITY OF CINCINNATI",2,39061
"WRIGHT, FRED A., @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"PARADOWSKI, LINDA, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"CHURCHILL, LARRY, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"TAYLOR, RUSSELL M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"CHENG, PI-WAN, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"BUTTON, BRIAN M, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"OLSEN, JOHN C, @institution: UNIV OF NORTH CAROLINA CHAPEL HILL",2,37135
"RETSCH-BOGART, GEORGE, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"COSTELLO, M. JOSEPH, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",1,37135
"GUNTHER, DANIEL F, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"CAMPBELL, MARCI K, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"RAO, U SUBRAHMANYESWARA, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"BOAT, THOMAS F, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"HASSETT, DANIEL J., @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"RIORDAN, JOHN, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"GRUBB, BARBARA R, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
"na, @institution: UNIVERSITY OF NORTH CAROLINA CHAPEL HILL",2,37135
